Estado,Ubicacion,Precio_MXN,Recamaras,Banos,Superficie_m2,URL_Propiedad,Latitud,Longitud,Direccion_Buscada
Aguascalientes,"Venta de casa en 45 Federal, Col. Valle de Margaritas, Jesús María, Aguascalientes, México, C.P. 20909, ID: 28942600",2149000.0,4.0,3.0,112.0,https://propiedades.com/inmuebles/casa-en-venta-45-federal-valle-de-margaritas-aguascalientes-28942600,,,
Aguascalientes,"Antigua Vinicola San Marcos, Col. Viñedos RIVer, San Francisco de los Romo, Aguascalientes, México, C.P. 20355, ID: 27410883",2149000.0,4.0,3.0,126.0,https://propiedades.com/inmuebles/casa-en-venta-antigua-vinicola-san-marcos-vinedos-river-aguascalientes-27410883,,,
Aguascalientes,"Blvd. Chichimeco, Col. Parque Industrial Chichimeco, Jesús María, Aguascalientes, México, C.P. 20916, ID: 30243965",1175000.0,2.0,1.0,68.0,https://propiedades.com/inmuebles/casa-en-venta-blvd-chichimeco-parque-industrial-chichimeco-aguascalientes-30243965,,,
Aguascalientes,"Venta casa en Av cantelli, Col. Lic Manuel Gómez Morin, Aguascalientes, Aguascalientes, México, C.P. 20200, ID: 27622495",2441000.0,3.0,2.0,119.0,https://propiedades.com/inmuebles/casa-en-venta-av-cantelli-lic-manuel-gomez-morin-aguascalientes-27622495,,,
Aguascalientes,"Se vende casa yalta campestre, Col. Agua Clara, Aguascalientes, Aguascalientes, México, C.P. 20263, ID: 27940152",2759000.0,3.0,3.0,160.0,https://propiedades.com/inmuebles/casa-en-venta-yalta-campestre-agua-clara-aguascalientes-27940152,,,
Aguascalientes,", Col. Paseos de Aguascalientes, Jesús María, Aguascalientes, México, C.P. 20924, ID: 27364082",1830900.0,3.0,3.0,101.0,https://propiedades.com/inmuebles/casa-en-venta-paseos-de-aguascalientes-aguascalientes-27364082,,,
Aguascalientes,", Col. Villas de Bonaterra, Aguascalientes, Aguascalientes, México, C.P. 20296, ID: 29966439",3721000.0,3.0,3.0,235.0,https://propiedades.com/inmuebles/casa-en-venta-villas-de-bonaterra-aguascalientes-29966439,,,
Aguascalientes,"Venta casa en Col. Condominio Q Campestre Residencial, Jesús María, Aguascalientes, México, C.P. 20997, ID: 30710026",2079300.0,3.0,1.0,126.0,,,,
Aguascalientes,"Valles de las Uvas #102, Col. Villas del Laurel, Calvillo, Aguascalientes, México, C.P. 20830, ID: 28262216",2000000.0,4.0,3.0,167.0,https://propiedades.com/inmuebles/casa-en-venta-valles-de-las-uvas-102-villas-del-laurel-aguascalientes-28262216,,,
Aguascalientes,"Casa en venta disponible en Librado Gallegos, Col. Villa de Nuestra Señora de La Asunción Sector Alameda, Aguascalientes, Aguascalientes, México, C.P. 20126, ID: 28095260",1150000.0,5.0,2.0,160.0,https://propiedades.com/inmuebles/casa-en-venta-librado-gallegos-villa-de-nuestra-senora-de-la-asuncion-sector-alameda-aguascalientes-28095260,,,
Aguascalientes,"Jose Lopez Portillo, Col. Lic. José López Portillo, Aguascalientes, Aguascalientes, México, C.P. 20206, ID: 28262183",4098000.0,3.0,2.0,236.0,https://propiedades.com/inmuebles/casa-en-venta-jose-lopez-portillo-lic-jose-lopez-portillo-aguascalientes-28262183,,,
Aguascalientes,"Av cantelli, Col. Lic Manuel Gómez Morin, Aguascalientes, Aguascalientes, México, C.P. 20200, ID: 27622503",2078000.0,3.0,3.0,104.0,https://propiedades.com/inmuebles/casa-en-venta-av-cantelli-lic-manuel-gomez-morin-aguascalientes-27622503,,,
Aguascalientes,"Casa en venta, Av Guadalupe Gonzalez #1001, Col. Terranza, Aguascalientes, Aguascalientes, México, C.P. 20328, ID: 29354046",10000000.0,4.0,4.0,329.0,https://propiedades.com/inmuebles/casa-en-venta-av-guadalupe-gonzalez-1001-terranza-aguascalientes-29354046,,,
Aguascalientes,"Casa en venta disponible en AV DEL VALLE, Col. Xaramá Entorno Residencial, Aguascalientes, Aguascalientes, México, C.P. 20326, ID: 28902042",3260000.0,2.0,2.0,127.0,https://propiedades.com/inmuebles/casa-en-venta-av-del-valle-xarama-entorno-residencial-aguascalientes-28902042,,,
Aguascalientes,"Venta casa en Carr. 45, Col. Paseos Gómez Portugal, Jesús María, Aguascalientes, México, C.P. 20909, ID: 28918732",2049000.0,3.0,3.0,109.0,https://propiedades.com/inmuebles/casa-en-venta-carr-45-paseos-gomez-portugal-aguascalientes-28918732,,,
Aguascalientes,"Casa en venta disponible en Boulevard Juan Pablo II, Col. Jardines del Lago, Aguascalientes, Aguascalientes, México, C.P. 20218, ID: 27708938",2850000.0,3.0,2.0,172.0,https://propiedades.com/inmuebles/casa-en-venta-boulevard-juan-pablo-ii-jardines-del-lago-aguascalientes-27708938,,,
Aguascalientes,"Venta de casa en Av. Vigia del Rio, Col. Vergel de la Cantera, Aguascalientes, Aguascalientes, México, C.P. 20200, ID: 24652937",2926000.0,3.0,3.0,143.0,,,,
Aguascalientes,"Casa disponible en venta en AV PASEOS DE AGUASCALIENTES, Col. Paseos de Aguascalientes, Jesús María, Aguascalientes, México, C.P. 20924, ID: 28379738",1909000.0,2.0,2.0,106.0,https://propiedades.com/inmuebles/casa-en-venta-av-paseos-de-aguascalientes-paseos-de-aguascalientes-aguascalientes-28379738,,,
Aguascalientes,"Se vende casa , Col. Residencial del Valle I, Aguascalientes, Aguascalientes, México, C.P. 20080, ID: 30573690",6890000.0,5.0,2.0,420.0,https://propiedades.com/inmuebles/casa-en-venta-residencial-del-valle-i-aguascalientes-30573690,,,
Aguascalientes,"Col. Fuentes del Lago, Aguascalientes, Aguascalientes, México, C.P. 20200, ID: 28195682",1850000.0,3.0,2.0,118.0,https://propiedades.com/inmuebles/casa-en-venta-fuentes-del-lago-aguascalientes-28195682,,,
Aguascalientes,"Av. Cantelli, Col. Loma Bonita, Aguascalientes, Aguascalientes, México, C.P. 20200, ID: 27282760",2045000.0,3.0,3.0,104.0,https://propiedades.com/inmuebles/casa-en-venta-av-cantelli-loma-bonita-aguascalientes-27282760,,,
Aguascalientes,"Casa en venta disponible en AV.PASEOS DE AGUASCALIENTES, Col. Viñedos Casa Leal, Jesús María, Aguascalientes, México, C.P. 20907, ID: 21520930",1968490.0,3.0,,122.0,https://propiedades.com/inmuebles/casa-en-venta-avpaseos-de-aguascalientes-vinedos-casa-leal-aguascalientes-21520930,,,
Aguascalientes,"Venta de casa en , Col. Xenia Residencial, Aguascalientes, Aguascalientes, México, C.P. 20200, ID: 30233184",2225710.0,2.0,3.0,96.0,,,,
Aguascalientes,"Casa en venta, , Col. Aguascalientes Centro, Aguascalientes, Aguascalientes, México, C.P. 20000, ID: 29425769",15000000.0,5.0,4.0,499.0,https://propiedades.com/inmuebles/casa-en-venta-aguascalientes-centro-aguascalientes-29425769,,,
Aguascalientes,"Casa en venta, Roman Loera, Col. Solidaridad, Jesús María, Aguascalientes, México, C.P. 20926, ID: 28460162",2150000.0,3.0,1.0,105.0,https://propiedades.com/inmuebles/casa-en-venta-roman-loera-solidaridad-aguascalientes-28460162,,,
Aguascalientes,"Monica, Col. Rancho Santa Mónica, Aguascalientes, Aguascalientes, México, C.P. 20286, ID: 29377783",4250000.0,4.0,4.0,240.0,https://propiedades.com/inmuebles/casa-en-venta-monica-rancho-santa-monica-aguascalientes-29377783,,,
Aguascalientes,"Sant angelo, Col. Los Pocitos, Aguascalientes, Aguascalientes, México, C.P. 20328, ID: 28191759",5490000.0,4.0,3.0,210.0,https://propiedades.com/inmuebles/casa-en-venta-sant-angelo-los-pocitos-aguascalientes-28191759,,,
Aguascalientes,"Casa en venta, EBANO, Col. Loma Bonita, Aguascalientes, Aguascalientes, México, C.P. 20200, ID: 27962197",3988000.0,3.0,3.0,180.0,https://propiedades.com/inmuebles/casa-en-venta-ebano-loma-bonita-aguascalientes-27962197,,,
Aguascalientes,"Venta de casa , Col. Lindavista, Rincón de Romos, Aguascalientes, México, C.P. 20437, ID: 28580152",4700000.0,5.0,3.0,351.0,https://propiedades.com/inmuebles/casa-en-venta-lindavista-aguascalientes-28580152,,,
Aguascalientes,"Casa en venta disponible en Av. Atlantico, Col. Rancho Santa Mónica, Aguascalientes, Aguascalientes, México, C.P. 20286, ID: 27591513",1850000.0,3.0,2.0,102.0,,,,
Aguascalientes,"Venta de casa Av. Guadalupe Gonzalez Km 1.8,, Col. Ex Hacienda San Ignacio, Aguascalientes, Aguascalientes, México, C.P. 20326, ID: 25061489",4390000.0,3.0,2.0,136.0,,,,
Aguascalientes,"Se vende casa en Av. Hacienda de Ojo caliente, Col. Real del Sol, Aguascalientes, Aguascalientes, México, C.P. 20196, ID: 19020739",1672680.0,3.0,,92.0,https://propiedades.com/inmuebles/casa-en-venta-av-hacienda-de-ojo-caliente-real-del-sol-aguascalientes-19020739,,,
Aguascalientes,"Casa disponible en venta en , Col. Puerta Grande, Jesús María, Aguascalientes, México, C.P. 20925, ID: 27735782",3086250.0,3.0,2.0,112.0,,,,
Aguascalientes,"Venta casa en El Cobano, Aguascalientes, Ags., Col. El Cobano, Aguascalientes, Aguascalientes, México, C.P. 20158, ID: 30879619",3370000.0,4.0,4.0,176.0,https://propiedades.com/inmuebles/casa-en-venta-el-cobano-aguascalientes-ags-el-cobano-aguascalientes-30879619,,,
Aguascalientes,"Venta de casa en , Col. Zona Militar, Aguascalientes, Aguascalientes, México, C.P. 20170, ID: 28006976",22900000.0,6.0,5.0,652.0,https://propiedades.com/inmuebles/casa-en-venta-zona-militar-aguascalientes-28006976,,,
Aguascalientes,"Se vende casa , Col. Héroes, Aguascalientes, Aguascalientes, México, C.P. 20190, ID: 30116358",11000000.0,4.0,4.0,378.0,https://propiedades.com/inmuebles/casa-en-venta-heroes-aguascalientes-30116358,,,
Aguascalientes,"Se vende casa en AVE SIGLO XXI #302, Col. Rancho Santa Mónica, Aguascalientes, Aguascalientes, México, C.P. 20286, ID: 29357022",2428400.0,3.0,3.0,113.0,https://propiedades.com/inmuebles/casa-en-venta-ave-siglo-xxi-302-rancho-santa-monica-aguascalientes-29357022,,,
Aguascalientes,"Casa en venta disponible en VJ5P+VM, Av. Siglo XXI 7603, Solidaridad, 20263 Aguascalientes, Ags. #7603, Col. San Jorge, Aguascalientes, Aguascalientes, México, C.P. 20263, ID: 30924435",4750000.0,3.0,2.0,216.0,https://propiedades.com/inmuebles/casa-en-venta-vj5pvm-av-siglo-xxi-7603-solidaridad-20263-aguascalientes-ags-7603-san-jorge-aguascalientes-30924435,,,
Aguascalientes,"Venta de casa , Col. La Ribera, San Francisco de los Romo, Aguascalientes, México, C.P. 20358, ID: 30648166",1450000.0,,,124.0,https://propiedades.com/inmuebles/casa-en-venta-la-ribera-aguascalientes-30648166,,,
Aguascalientes,"Se vende casa DE VICTORIAS, Col. La Paloma, Aguascalientes, Aguascalientes, México, C.P. 20115, ID: 28278465",11500000.0,5.0,5.0,548.0,https://propiedades.com/inmuebles/casa-en-venta-de-victorias-la-paloma-aguascalientes-28278465,,,
Aguascalientes,"Casa disponible en venta en Av Eugenio Garza Sada #500Int. 20997, Col. Ruscello, Jesús María, Aguascalientes, México, C.P. 20997, ID: 29354216",5150000.0,4.0,3.0,223.0,,,,
Aguascalientes,"Se vende casa Av. Guadalupe Gonzalez 1115, Residencial los fresnos, Los Pocitos, 20328 Residencial Terranza, Ags. #1115, Col. Terranza, Aguascalientes, Aguascalientes, México, C.P. 20328, ID: 30913096",9590000.0,4.0,4.0,480.0,https://propiedades.com/inmuebles/casa-en-venta-av-guadalupe-gonzalez-1115-residencial-los-fresnos-los-pocitos-20328-residencial-terranza-ags-1115-terranza-aguascalientes-30913096,,,
Aguascalientes,"Se vende casa , Col. Rancho Santa Mónica, Aguascalientes, Aguascalientes, México, C.P. 20286, ID: 27373623",2599000.0,3.0,2.0,126.0,,,,
Aguascalientes,"Casa en venta, Montecasino, Col. Villas de Montecassino, Jesús María, Aguascalientes, México, C.P. 20903, ID: 30364766",1280000.0,,,,https://propiedades.com/inmuebles/casa-en-venta-montecasino-villas-de-montecassino-aguascalientes-30364766,,,
Aguascalientes,"Venta de casa , Col. Estancia de Chora, Rincón de Romos, Aguascalientes, México, C.P. 20404, ID: 30578374",3500000.0,6.0,3.0,316.0,https://propiedades.com/inmuebles/casa-en-venta-estancia-de-chora-aguascalientes-30578374,,,
Aguascalientes,"Se vende casa en Col. Rancho Santa Mónica, Aguascalientes, Aguascalientes, México, C.P. 20286, ID: 30617547",4500000.0,3.0,2.0,215.0,https://propiedades.com/inmuebles/casa-en-venta-rancho-santa-monica-aguascalientes-30617547,,,
Aguascalientes,"Casa disponible en venta en Calz. Paraiso 302, 20908 Aguascalientes, Ags. #302, Col. Bosques del Paraíso I, Jesús María, Aguascalientes, México, C.P. 20908, ID: 30979783",4890000.0,4.0,3.0,289.0,https://propiedades.com/inmuebles/casa-en-venta-calz-paraiso-302-20908-aguascalientes-ags-302-bosques-del-paraiso-i-aguascalientes-30979783,,,
Aguascalientes,"Villa Sur, Aguascalientes, Aguascalientes, Col. Villa Sur, Aguascalientes, Aguascalientes, México, C.P. 20296, ID: 26997523",1740000.0,2.0,1.0,114.0,https://propiedades.com/inmuebles/casa-en-venta-villa-sur-aguascalientes-aguascalientes-villa-sur-aguascalientes-26997523,,,
Aguascalientes,"Maravillas, Col. Corral de Barrancos, Jesús María, Aguascalientes, México, C.P. 20900, ID: 27966864",10000000.0,3.0,,410.0,https://propiedades.com/inmuebles/casa-en-venta-maravillas-corral-de-barrancos-aguascalientes-27966864,,,
Aguascalientes,"Se vende casa en Av. La Querencia, Contadero, 20329 Pocitos, Ags. #s/n, Col. Privada Andaluz, Aguascalientes, Aguascalientes, México, C.P. 20329, ID: 31000598",4490000.0,4.0,4.0,273.0,https://propiedades.com/inmuebles/casa-en-venta-av-la-querencia-contadero-20329-pocitos-ags-sn-privada-andaluz-aguascalientes-31000598,,,
Aguascalientes,", Col. El Chichimeco, Jesús María, Aguascalientes, México, C.P. 20916, ID: 30426515",2040000.0,3.0,2.0,117.0,https://propiedades.com/inmuebles/casa-en-venta-el-chichimeco-aguascalientes-30426515,,,
Aguascalientes,"Se vende casa en , Col. Residencial Antiguo Country, Jesús María, Aguascalientes, México, C.P. 20983, ID: 27735799",5700000.0,3.0,3.0,168.0,https://propiedades.com/inmuebles/casa-en-venta-residencial-antiguo-country-aguascalientes-27735799,,,
Aguascalientes,"Antigua Vinicola San Marcos, Col. Viñedos RIVer, San Francisco de los Romo, Aguascalientes, México, C.P. 20355, ID: 27410882",1649000.0,2.0,2.0,126.0,https://propiedades.com/inmuebles/casa-en-venta-antigua-vinicola-san-marcos-vinedos-river-aguascalientes-27410882,,,
Aguascalientes,"Casa en venta disponible en Av. Eugenio Garza Sada 500, 20997 Aguascalientes, Ags. #500, Col. Q Campestre Residencial, Jesús María, Aguascalientes, México, C.P. 20997, ID: 30979731",6850000.0,3.0,3.0,270.0,https://propiedades.com/inmuebles/casa-en-venta-av-eugenio-garza-sada-500-20997-aguascalientes-ags-500-q-campestre-residencial-aguascalientes-30979731,,,
Aguascalientes,"Casa en venta, PALMA DE EBRO, Col. La Cartuja, Jesús María, Aguascalientes, México, C.P. 20916, ID: 22767366",1760000.0,3.0,2.0,99.0,https://propiedades.com/inmuebles/casa-en-venta-palma-de-ebro-la-cartuja-aguascalientes-22767366,,,
Aguascalientes,"Venta casa en Artículo 1, Desarrollo Especial Bulevar a Zacatecas, 20124 Aguascalientes, Ags. #s/n, Col. Galerías, Aguascalientes, Aguascalientes, México, C.P. 20124, ID: 30900670",23500000.0,6.0,5.0,871.0,https://propiedades.com/inmuebles/casa-en-venta-articulo-1-desarrollo-especial-bulevar-a-zacatecas-20124-aguascalientes-ags-sn-galerias-aguascalientes-30900670,,,
Aguascalientes,"Venta de casa Av. Gral. Mariano Escobedo 1201, Lázaro Cárdenas, 20260 Aguascalientes, Ags. #1201, Col. IV Centenario, Aguascalientes, Aguascalientes, México, C.P. 20260, ID: 31000582",3700000.0,3.0,1.0,223.0,https://propiedades.com/inmuebles/casa-en-venta-av-gral-mariano-escobedo-1201-lazaro-cardenas-20260-aguascalientes-ags-1201-iv-centenario-aguascalientes-31000582,,,
Aguascalientes,"Casa disponible en venta en AV. GUADALUPE GONZALLEZ, Col. San Ignacio, Aguascalientes, Aguascalientes, México, C.P. 20326, ID: 24146691",18000000.0,4.0,,512.0,https://propiedades.com/inmuebles/casa-en-venta-av-guadalupe-gonzallez-san-ignacio-aguascalientes-24146691,,,
Aguascalientes,"Venta de casa en Avenida Vigía del Río, Col. Canteras de San José, Aguascalientes, Aguascalientes, México, C.P. 20208, ID: 27054053",3011740.0,4.0,3.0,142.0,https://propiedades.com/inmuebles/casa-en-venta-avenida-vigia-del-rio-canteras-de-san-jose-aguascalientes-27054053,,,
Aguascalientes,"Villista 107, Pozo Bravo, 20126 Aguascalientes, Ags. #107, Col. Montebello Della Stanza, Aguascalientes, Aguascalientes, México, C.P. 20126, ID: 30966480",740000.0,3.0,2.0,110.0,https://propiedades.com/inmuebles/casa-en-venta-villista-107-pozo-bravo-20126-aguascalientes-ags-107-montebello-della-stanza-aguascalientes-30966480,,,
Aguascalientes,"Venta de casa PALMA DE EBRO, Col. La Cartuja, Jesús María, Aguascalientes, México, C.P. 20916, ID: 22767356",1875000.0,3.0,3.0,99.0,,,,
Aguascalientes,"Antigua Vinicola san marcos, Col. Viñedos RIVer, San Francisco de los Romo, Aguascalientes, México, C.P. 20355, ID: 27410879",2249000.0,4.0,3.0,126.0,https://propiedades.com/inmuebles/casa-en-venta-antigua-vinicola-san-marcos-vinedos-river-aguascalientes-27410879,,,
Aguascalientes,"Se vende casa en Pl. de la Alondra 14, Residencial Las Plazas, 20126 Aguascalientes, Ags. #14, Col. Residencial las Plazas, Aguascalientes, Aguascalientes, México, C.P. 20126, ID: 30979638",4950000.0,4.0,3.0,237.0,https://propiedades.com/inmuebles/casa-en-venta-pl-de-la-alondra-14-residencial-las-plazas-20126-aguascalientes-ags-14-residencial-las-plazas-aguascalientes-30979638,,,
Aguascalientes,"Venta casa en Residencial Alcazar, 20908 Ags. #s/n, Col. Alcázar Residencial, Jesús María, Aguascalientes, México, C.P. 20908, ID: 30990213",2900000.0,3.0,2.0,148.0,https://propiedades.com/inmuebles/casa-en-venta-residencial-alcazar-20908-ags-sn-alcazar-residencial-aguascalientes-30990213,,,
Aguascalientes,"Casa en venta disponible en Blvrd Juan Pablo II, Condominio Santa Bárbara 20219, El Eden, 20218 Aguascalientes, Ags. #s/n, Col. Canteras de Santa Imelda, Aguascalientes, Aguascalientes, México, C.P. 20218, ID: 30996001",3370000.0,3.0,3.0,114.0,https://propiedades.com/inmuebles/casa-en-venta-blvrd-juan-pablo-ii-condominio-santa-barbara-20219-el-eden-20218-aguascalientes-ags-sn-canteras-de-santa-imelda-aguascalientes-30996001,,,
Aguascalientes,"Se vende casa Av. Guadalupe Gonzalez 1116, 20326 Hacienda Nueva, Ags. #1116, Col. Quinta los Olivos, Aguascalientes, Aguascalientes, México, C.P. 20326, ID: 30924411",9989000.0,4.0,3.0,438.0,https://propiedades.com/inmuebles/casa-en-venta-av-guadalupe-gonzalez-1116-20326-hacienda-nueva-ags-1116-quinta-los-olivos-aguascalientes-30924411,,,
Aguascalientes,"Venta de casa en Villas de la Cantera, 20200 Aguascalientes, Ags. #s/n, Col. Villas de La Cantera, Aguascalientes, Aguascalientes, México, C.P. 20200, ID: 30884292",2950000.0,3.0,1.0,160.0,https://propiedades.com/inmuebles/casa-en-venta-villas-de-la-cantera-20200-aguascalientes-ags-sn-villas-de-la-cantera-aguascalientes-30884292,,,
Aguascalientes,"Venta de casa en P.º San Gerardo 150, 20283 Aguascalientes, Ags. #150, Col. Parque Industrial Siglo XXI, Aguascalientes, Aguascalientes, México, C.P. 20283, ID: 31000755",2250000.0,3.0,2.0,105.0,https://propiedades.com/inmuebles/casa-en-venta-p-san-gerardo-150-20283-aguascalientes-ags-150-parque-industrial-siglo-xxi-aguascalientes-31000755,,,
Aguascalientes,"Del Gambito 152, Lomas del Ajedrez, 20299 Aguascalientes, Ags. #152, Col. Lomas del Ajedrez, Aguascalientes, Aguascalientes, México, C.P. 20299, ID: 30885032",656100.0,3.0,2.0,110.0,https://propiedades.com/inmuebles/casa-en-venta-del-gambito-152-lomas-del-ajedrez-20299-aguascalientes-ags-152-lomas-del-ajedrez-aguascalientes-30885032,,,
Aguascalientes,"Rancho San Miguel, 20908 Ags. #s/n, Col. Rancho San Miguel Residencial, Jesús María, Aguascalientes, México, C.P. 20908, ID: 30952345",3150000.0,3.0,2.0,180.0,https://propiedades.com/inmuebles/casa-en-venta-rancho-san-miguel-20908-ags-sn-rancho-san-miguel-residencial-aguascalientes-30952345,,,
Aguascalientes,"Venta casa en Av. Josemaría Escrivá de Balaguer, San Javier, 20296 Aguascalientes, Ags., Col. Villa Sur, Aguascalientes, Aguascalientes, México, C.P. 20296, ID: 30959506",2650000.0,3.0,2.0,149.0,https://propiedades.com/inmuebles/casa-en-venta-av-josemaria-escriva-de-balaguer-san-javier-20296-aguascalientes-ags-villa-sur-aguascalientes-30959506,,,
Aguascalientes,"Casa disponible en venta en Villas de Ntra. Sra. de la Asunción, 20126 Aguascalientes, Ags. #s/n, Col. Villa de Nuestra Señora de La Asunción Sector Guadalupe, Aguascalientes, Aguascalientes, México, C.P. 20126, ID: 31000617",1175000.0,3.0,1.0,108.0,https://propiedades.com/inmuebles/casa-en-venta-villas-de-ntra-sra-de-la-asuncion-20126-aguascalientes-ags-sn-villa-de-nuestra-senora-de-la-asuncion-sector-guadalupe-aguascalientes-31000617,,,
Aguascalientes,"Se vende casa Canadá, El Dorado 1ra Secc, Aguascalientes, Ags., Col. El Dorado 1a Sección, Aguascalientes, Aguascalientes, México, C.P. 20235, ID: 30937427",695000.0,3.0,3.0,400.0,https://propiedades.com/inmuebles/casa-en-venta-canada-el-dorado-1ra-secc-aguascalientes-ags-el-dorado-1a-seccion-aguascalientes-30937427,,,
Aguascalientes,"Se vende casa en Sta. Anita, Asentamiento Irregular los Pericos, 20174 Aguascalientes, Ags. #s/n, Col. Los Pericos, Aguascalientes, Aguascalientes, México, C.P. 20174, ID: 30975599",1497000.0,3.0,1.0,,https://propiedades.com/inmuebles/casa-en-venta-sta-anita-asentamiento-irregular-los-pericos-20174-aguascalientes-ags-sn-los-pericos-aguascalientes-30975599,,,
Aguascalientes,"Venta casa en Pl. de la Alondra 14, Residencial Las Plazas, 20126 Aguascalientes, Ags. #14, Col. Residencial las Plazas, Aguascalientes, Aguascalientes, México, C.P. 20126, ID: 30685723",4950000.0,4.0,3.0,237.0,https://propiedades.com/inmuebles/casa-en-venta-pl-de-la-alondra-14-residencial-las-plazas-20126-aguascalientes-ags-14-residencial-las-plazas-aguascalientes-30685723,,,
Aguascalientes,"Av. Mediterraneo #202, Rancho Santa Monica, 20286 Aguascalientes, Ags. ##202, Col. Abadía, Aguascalientes, Aguascalientes, México, C.P. 20286, ID: 31008032",6100000.0,4.0,4.0,315.0,https://propiedades.com/inmuebles/casa-en-venta-av-mediterraneo-202-rancho-santa-monica-20286-aguascalientes-ags-202-abadia-aguascalientes-31008032,,,
Aguascalientes,"Villas de la Cantera, 20200 Aguascalientes, Ags. #s/n, Col. Villas de La Cantera, Aguascalientes, Aguascalientes, México, C.P. 20200, ID: 30924427",3250000.0,4.0,3.0,205.0,https://propiedades.com/inmuebles/casa-en-venta-villas-de-la-cantera-20200-aguascalientes-ags-sn-villas-de-la-cantera-aguascalientes-30924427,,,
Aguascalientes,"Casa disponible en venta en AvRebeca Rodriguez Recio, Col. Puertecito de La Virgen, San Francisco de los Romo, Aguascalientes, México, C.P. 20358, ID: 28379729",2235000.0,3.0,3.0,112.0,,,,
Aguascalientes,"Casa en venta disponible en Alborada, Vista del Sol I, 20264 Aguascalientes, Ags., Col. Vista del Sol 2a Sección, Aguascalientes, Aguascalientes, México, C.P. 20264, ID: 30937341",415000.0,2.0,1.0,110.0,https://propiedades.com/inmuebles/casa-en-venta-alborada-vista-del-sol-i-20264-aguascalientes-ags-vista-del-sol-2a-seccion-aguascalientes-30937341,,,
Aguascalientes,"Venta de casa en P.º San Gerardo 150, 20283 Aguascalientes, Ags. #150, Col. Parque Industrial Siglo XXI, Aguascalientes, Aguascalientes, México, C.P. 20283, ID: 31004839",2450000.0,3.0,2.0,105.0,https://propiedades.com/inmuebles/casa-en-venta-p-san-gerardo-150-20283-aguascalientes-ags-150-parque-industrial-siglo-xxi-aguascalientes-31004839,,,
Aguascalientes,"Venta de casa en Las Huertas 210, La Herradura, 20100 Aguascalientes, Ags., Col. Ciudad Universitaria, Aguascalientes, Aguascalientes, México, C.P. 20100, ID: 30937378",570000.0,7.0,7.0,850.0,https://propiedades.com/inmuebles/casa-en-venta-las-huertas-210-la-herradura-20100-aguascalientes-ags-ciudad-universitaria-aguascalientes-30937378,,,
Aguascalientes,"Se vende casa en Los Angeles, 20364 Aguascalientes, Ags. #s/n, Col. Cartagena 1947, Aguascalientes, Aguascalientes, México, C.P. 20364, ID: 30623537",1600000.0,3.0,2.0,67.0,https://propiedades.com/inmuebles/casa-en-venta-los-angeles-20364-aguascalientes-ags-sn-cartagena-1947-aguascalientes-30623537,,,
Aguascalientes,"Casa en venta, Av Constitución, Constitución, Aguascalientes, Ags. #s/n, Col. Capittala, Aguascalientes, Aguascalientes, México, C.P. 20126, ID: 30952294",1800000.0,2.0,1.0,,https://propiedades.com/inmuebles/casa-en-venta-av-constitucion-constitucion-aguascalientes-ags-sn-capittala-aguascalientes-30952294,,,
Aguascalientes,"Casa en venta disponible en Viña, Col. Viña Antigua, Jesús María, Aguascalientes, México, C.P. 20908, ID: 29300648",3900000.0,3.0,3.0,204.0,https://propiedades.com/inmuebles/casa-en-venta-vina-vina-antigua-aguascalientes-29300648,,,
Aguascalientes,"Casa en venta, Avenida Héroe Inmortal KM 3+100, Delegación Mujeres Ilustres, 20298 Aguascalientes, Ags. #s/n, Col. Reserva Villa Sur, Aguascalientes, Aguascalientes, México, C.P. 20298, ID: 30959442",2350000.0,3.0,3.0,,https://propiedades.com/inmuebles/casa-en-venta-avenida-heroe-inmortal-km-3100-delegacion-mujeres-ilustres-20298-aguascalientes-ags-sn-reserva-villa-sur-aguascalientes-30959442,,,
Aguascalientes,"Venta de casa 28, Flor de Nochebuena 100 103, Villa Sur, 20296 Aguascalientes, Ags. #103, Col. Villa Sur, Aguascalientes, Aguascalientes, México, C.P. 20296, ID: 30908230",1820000.0,3.0,2.0,85.0,https://propiedades.com/inmuebles/casa-en-venta-28-flor-de-nochebuena-100-103-villa-sur-20296-aguascalientes-ags-103-villa-sur-aguascalientes-30908230,,,
Aguascalientes,"Se vende casa Loma del Centro 212, Lomas de Oriente I, 20175 Aguascalientes, Ags. #212, Col. Lomas de Oriente, Aguascalientes, Aguascalientes, México, C.P. 20175, ID: 30927891",826000.0,3.0,1.0,70.0,https://propiedades.com/inmuebles/casa-en-venta-loma-del-centro-212-lomas-de-oriente-i-20175-aguascalientes-ags-212-lomas-de-oriente-aguascalientes-30927891,,,
Aguascalientes,"Se vende casa Jesús María, 20903 Fraccionamiento Villas de Montecassino, Ags., Col. Villas de Montecassino, Jesús María, Aguascalientes, México, C.P. 20903, ID: 30890020",2400000.0,2.0,3.0,125.0,https://propiedades.com/inmuebles/casa-en-venta-jesus-maria-20903-fraccionamiento-villas-de-montecassino-ags-villas-de-montecassino-aguascalientes-30890020,,,
Aguascalientes,"Av. Josemaría Escrivá de Balaguer, San Javier, 20296 Aguascalientes, Ags. #s/n, Col. Villa Sur, Aguascalientes, Aguascalientes, México, C.P. 20296, ID: 30631676",2650000.0,3.0,2.0,115.0,https://propiedades.com/inmuebles/casa-en-venta-av-josemaria-escriva-de-balaguer-san-javier-20296-aguascalientes-ags-sn-villa-sur-aguascalientes-30631676,,,
