Estado,Ubicacion,Precio_MXN,Recamaras,Banos,Superficie_m2,URL_Propiedad,Latitud,Longitud,Direccion_Buscada
Aguascalientes,"Col. Tahona Residencial, Aguascalientes, Aguascalientes, México, C.P. 20218, ID: 30792438",2465000.0,3.0,2.0,113.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-tahona-residencial-aguascalientes-30792438,,,
Aguascalientes,"Venta de casa Trojes de la Punta, Col. Trojes de Oriente 2a Sección, Aguascalientes, Aguascalientes, México, C.P. 20115, ID: 30193303",5600000.0,4.0,3.0,339.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-trojes-de-la-punta-trojes-de-oriente-2a-seccion-aguascalientes-30193303,,,
Aguascalientes,"Casa en venta, san telmo town center, Col. San Telmo, Aguascalientes, Aguascalientes, México, C.P. 20115, ID: 30218968",5000000.0,4.0,4.0,239.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-san-telmo-town-center-san-telmo-aguascalientes-30218968,,,
Aguascalientes,"Casa disponible en venta en Circuito Basalto, Col. Loma Bonita, Aguascalientes, Aguascalientes, México, C.P. 20200, ID: 30963081",2450000.0,3.0,3.0,104.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-circuito-basalto-loma-bonita-aguascalientes-30963081,,,
Aguascalientes,"Venta de casa Av. Mediterraneo #202, Rancho Santa Monica, 20286 Aguascalientes, Ags. ##202, Col. Abadía, Aguascalientes, Aguascalientes, México, C.P. 20286, ID: 30435290",4500000.0,3.0,3.0,178.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-av-mediterraneo-202-rancho-santa-monica-20286-aguascalientes-ags-202-abadia-aguascalientes-30435290,,,
Aguascalientes,"Av. La Perla Norte, Col. Privada Andaluz, Aguascalientes, Aguascalientes, México, C.P. 20329, ID: 15848065",3331000.0,3.0,3.0,135.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-av-la-perla-norte-privada-andaluz-aguascalientes-15848065,,,
Aguascalientes,"Venta casa en , Col. Residencial Cedros, Jesús María, Aguascalientes, México, C.P. 20908, ID: 29309395",20500000.0,,3.0,567.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-residencial-cedros-aguascalientes-29309395,,,
Aguascalientes,"Venta casa en AVENIDA SANTA MONICA, Col. Rancho Santa Mónica, Aguascalientes, Aguascalientes, México, C.P. 20286, ID: 30690611",3800000.0,4.0,3.0,210.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-avenida-santa-monica-rancho-santa-monica-aguascalientes-30690611,,,
Aguascalientes,"Casa disponible en venta en Blvd Chichimeco, Col. Parque Industrial Chichimeco, Jesús María, Aguascalientes, México, C.P. 20916, ID: 30640907",1300000.0,2.0,1.0,76.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-blvd-chichimeco-parque-industrial-chichimeco-aguascalientes-30640907,,,
Aguascalientes,"Venta casa en , Col. Arroyo El Molino, Aguascalientes, Aguascalientes, México, C.P. 20123, ID: 30994787",5800000.0,,4.0,280.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-arroyo-el-molino-aguascalientes-30994787,,,
Aguascalientes,"Casa disponible en venta en Paseo de las Divisas, Col. Xaramá Entorno Residencial, Aguascalientes, Aguascalientes, México, C.P. 20326, ID: 30806155",3550000.0,3.0,2.0,121.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-paseo-de-las-divisas-xarama-entorno-residencial-aguascalientes-30806155,,,
Aguascalientes,"Venta de casa en Viña Real, Col. Zibá, Jesús María, Aguascalientes, México, C.P. 20908, ID: 30694658",2850000.0,3.0,2.0,157.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-vina-real-ziba-aguascalientes-30694658,,,
Aguascalientes,"Venta casa en Col. Viña Antigua, Jesús María, Aguascalientes, México, C.P. 20908, ID: 30887049",4650000.0,3.0,2.0,140.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-vina-antigua-aguascalientes-30887049,,,
Aguascalientes,"Se vende casa AV. SANTA MONICA, Col. Rancho Santa Mónica, Aguascalientes, Aguascalientes, México, C.P. 20286, ID: 30721030",2045000.0,3.0,2.0,90.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-av-santa-monica-rancho-santa-monica-aguascalientes-30721030,,,
Aguascalientes,"Venta de casa en A. LOPEZ MATEOS, Col. Trojes de San Cristóbal, Jesús María, Aguascalientes, México, C.P. 20908, ID: 30349794",3200000.0,2.0,2.0,134.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-a-lopez-mateos-trojes-de-san-cristobal-aguascalientes-30349794,,,
Aguascalientes,"Venta de casa , Col. Santa Anita, Aguascalientes, Aguascalientes, México, C.P. 20169, ID: 30576362",3200000.0,4.0,3.0,188.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-santa-anita-aguascalientes-30576362,,,
Aguascalientes,"Se vende casa en MARCELLANA, Col. Residencial Marcellana, Jesús María, Aguascalientes, México, C.P. 20908, ID: 30847854",3100000.0,3.0,2.0,154.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-marcellana-residencial-marcellana-aguascalientes-30847854,,,
Aguascalientes,"Venta de casa VALLE NACIONAL, Col. Valle del Rio San Pedro, Aguascalientes, Aguascalientes, México, C.P. 20064, ID: 30772066",57950000.0,3.0,2.0,317.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-valle-nacional-valle-del-rio-san-pedro-aguascalientes-30772066,,,
Aguascalientes,"Se vende casa en AV CAMINO DE SANTIAGO, Col. La Rioja, Aguascalientes, Aguascalientes, México, C.P. 20326, ID: 30721051",2105000.0,3.0,2.0,90.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-av-camino-de-santiago-la-rioja-aguascalientes-30721051,,,
Aguascalientes,"Casa en venta, Av. Del Valle, Col. Loretta, Aguascalientes, Aguascalientes, México, C.P. 20326, ID: 30523496",4900000.0,4.0,3.0,260.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-av-del-valle-loretta-aguascalientes-30523496,,,
Aguascalientes,"Casa en venta disponible en , Col. Aguascalientes Centro, Aguascalientes, Aguascalientes, México, C.P. 20000, ID: 30515950",3650000.0,2.0,2.0,140.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-aguascalientes-centro-aguascalientes-30515950,,,
Aguascalientes,"Casa disponible en venta en Sin nombre de calle #S/N, Col. Villas del Mediterráneo, Aguascalientes, Aguascalientes, México, C.P. 20200, ID: 31008928",4200000.0,3.0,5.0,270.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-sin-nombre-de-calle-sn-villas-del-mediterraneo-aguascalientes-31008928,,,
Aguascalientes,"Casa disponible en venta en , Col. Condominio La terraza, Aguascalientes, Aguascalientes, México, C.P. 20298, ID: 30978722",9698000.0,5.0,5.0,480.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-condominio-la-terraza-aguascalientes-30978722,,,
Aguascalientes,"Se vende casa REPUBLICA DE ECUADOR, Col. La Fuente, Aguascalientes, Aguascalientes, México, C.P. 20239, ID: 29095705",5490000.0,4.0,2.0,310.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-republica-de-ecuador-la-fuente-aguascalientes-29095705,,,
Aguascalientes,", Col. Rancho Santa Mónica, Aguascalientes, Aguascalientes, México, C.P. 20286, ID: 30090798",5500000.0,4.0,4.0,250.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-rancho-santa-monica-aguascalientes-30090798,,,
Aguascalientes,"Venta de casa St Angelo, Col. Parque Industrial Chichimeco (PICH), Jesús María, Aguascalientes, México, C.P. 20916, ID: 30492954",4990000.0,3.0,2.0,212.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-st-angelo-parque-industrial-chichimeco-pich-aguascalientes-30492954,,,
Aguascalientes,"Casa en venta, , Col. Rancho Santa Mónica, Aguascalientes, Aguascalientes, México, C.P. 20286, ID: 30853696",3695000.0,4.0,4.0,126.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-rancho-santa-monica-aguascalientes-30853696,,,
Aguascalientes,"Casa en venta, Col. El Llano, Jesús María, Aguascalientes, México, C.P. 20983, ID: 30994777",5980000.0,,3.0,280.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-el-llano-aguascalientes-30994777,,,
Aguascalientes,"Venta de casa en Av del valle, Col. Loretta, Aguascalientes, Aguascalientes, México, C.P. 20326, ID: 30247196",6690000.0,3.0,2.0,274.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-av-del-valle-loretta-aguascalientes-30247196,,,
Aguascalientes,"Venta de casa en Sierra Guadarrama, Col. Jardines de la Concepción, Aguascalientes, Aguascalientes, México, C.P. 20120, ID: 30002104",770000.0,5.0,4.0,400.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-sierra-guadarrama-jardines-de-la-concepcion-aguascalientes-30002104,,,
Aguascalientes,"Se vende casa Calle Hacienda Jurica #s/n, Col. Real de Haciendas, Aguascalientes, Aguascalientes, México, C.P. 20196, ID: 30185998",350000.0,2.0,2.0,70.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-calle-hacienda-jurica-sn-real-de-haciendas-aguascalientes-30185998,,,
Aguascalientes,"Se vende casa en , Col. Residencial Punta del Cielo, Aguascalientes, Aguascalientes, México, C.P. 20326, ID: 28056997",8492000.0,3.0,4.0,280.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-residencial-punta-del-cielo-aguascalientes-28056997,,,
Aguascalientes,"Casa en venta, Av chucahuales, Col. Ojo de Agua de Palmitas, Aguascalientes, Aguascalientes, México, C.P. 20263, ID: 29954123",5300000.0,3.0,3.0,280.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-av-chucahuales-ojo-de-agua-de-palmitas-aguascalientes-29954123,,,
Aguascalientes,"Casa disponible en venta en Jilguerillo 115, Pozo Bravo, 20126 Aguascalientes, Ags. #s/n, Col. Villas de Don Antonio, Aguascalientes, Aguascalientes, México, C.P. 20126, ID: 30435198",1155000.0,3.0,1.0,90.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-jilguerillo-115-pozo-bravo-20126-aguascalientes-ags-sn-villas-de-don-antonio-aguascalientes-30435198,,,
Aguascalientes,"Casa en venta disponible en Rancho Santa Monica, 20286 Aguascalientes, Ags., Col. Bosque Real, Aguascalientes, Aguascalientes, México, C.P. 20286, ID: 31033193",4656000.0,4.0,2.0,240.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-rancho-santa-monica-20286-aguascalientes-ags-bosque-real-aguascalientes-31033193,,,
Aguascalientes,"Se vende casa en Col. Trojes del Pedregal, Jesús María, Aguascalientes, México, C.P. 20925, ID: 31016182",6200000.0,,,312.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-trojes-del-pedregal-aguascalientes-31016182,,,
Aguascalientes,"Se vende casa en Col. Tamarindos, Aguascalientes, Aguascalientes, México, C.P. 20326, ID: 30972239",13200000.0,4.0,3.0,500.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-tamarindos-aguascalientes-30972239,,,
Aguascalientes,"Venta de casa en , Col. Rancho Santa Mónica, Aguascalientes, Aguascalientes, México, C.P. 20286, ID: 30799267",2045000.0,3.0,1.0,90.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-rancho-santa-monica-aguascalientes-30799267,,,
Aguascalientes,"Venta de casa en , Col. Tierraverde (Habitat Gran Clase), Jesús María, Aguascalientes, México, C.P. 20908, ID: 27735405",14500000.0,3.0,3.0,467.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-tierraverde-habitat-gran-clase-aguascalientes-27735405,,,
Aguascalientes,"Casa en venta disponible en Mamposteo, Col. Residencial Santa Clara, Aguascalientes, Aguascalientes, México, C.P. 20118, ID: 30737453",19250000.0,4.0,4.0,790.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-mamposteo-residencial-santa-clara-aguascalientes-30737453,,,
Aguascalientes,"Calicantos, Col. Los Calicantos, Aguascalientes, Aguascalientes, México, C.P. 20119, ID: 27392336",5850000.0,4.0,2.0,477.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-calicantos-los-calicantos-aguascalientes-27392336,,,
Aguascalientes,"Venta de casa , Col. Los Calicantos, Aguascalientes, Aguascalientes, México, C.P. 20119, ID: 30830204",9250000.0,4.0,4.0,400.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-los-calicantos-aguascalientes-30830204,,,
Aguascalientes,"Casa en venta, Col. La Tomatina, Jesús María, Aguascalientes, México, C.P. 20994, ID: 31004327",4900000.0,,,5.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-la-tomatina-aguascalientes-31004327,,,
Aguascalientes,"Venta de casa ., Col. Santa Regina, Aguascalientes, Aguascalientes, México, C.P. 20179, ID: 30999634",3600000.0,3.0,3.0,182.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-santa-regina-aguascalientes-30999634,,,
Aguascalientes,"Col. Circunvalación Norte, Aguascalientes, Aguascalientes, México, C.P. 20020, ID: 31022613",11000000.0,9.0,4.0,664.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-circunvalacion-norte-aguascalientes-31022613,,,
Aguascalientes,"Casa disponible en venta en Col. Loretta, Aguascalientes, Aguascalientes, México, C.P. 20326, ID: 31032264",6690000.0,3.0,3.0,254.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-loretta-aguascalientes-31032264,,,
Aguascalientes,"Venta de casa Calle Canario, Col. Los Álamos, Jesús María, Aguascalientes, México, C.P. 20923, ID: 29919848",270000.0,2.0,1.0,80.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-calle-canario-los-alamos-aguascalientes-29919848,,,
Aguascalientes,"Venta de casa , Col. Valle del Campanario, Aguascalientes, Aguascalientes, México, C.P. 20118, ID: 30830207",11300000.0,5.0,3.0,491.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-valle-del-campanario-aguascalientes-30830207,,,
Aguascalientes,"Se vende casa Avenida Colinas de San Patricio 604 #604, Col. José Guadalupe Posada, Aguascalientes, Aguascalientes, México, C.P. 20196, ID: 29750834",1350000.0,2.0,1.0,71.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-avenida-colinas-de-san-patricio-604-604-jose-guadalupe-posada-aguascalientes-29750834,,,
Aguascalientes,"Se vende casa , Col. La Soledad, Aguascalientes, Aguascalientes, México, C.P. 20326, ID: 27754095",3166000.0,2.0,2.0,110.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-la-soledad-aguascalientes-27754095,,,
Aguascalientes,"Se vende casa Paseo del Campestre #215, Col. Q Campestre Residencial, Jesús María, Aguascalientes, México, C.P. 20997, ID: 14855741",3500000.0,3.0,3.0,204.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-paseo-del-campestre-215-q-campestre-residencial-aguascalientes-14855741,,,
Aguascalientes,"erasmos, Col. Santa Regina, Aguascalientes, Aguascalientes, México, C.P. 20179, ID: 30413895",3980000.0,3.0,2.0,123.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-erasmos-santa-regina-aguascalientes-30413895,,,
Aguascalientes,"Col. Muralia, Aguascalientes, Aguascalientes, México, C.P. 20130, ID: 30994778",6500000.0,4.0,3.0,183.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-muralia-aguascalientes-30994778,,,
Aguascalientes,"Se vende casa en AV. RANCHO SANTA MONICA, Col. Rancho Santa Mónica, Aguascalientes, Aguascalientes, México, C.P. 20286, ID: 30721037",1882000.0,3.0,1.0,76.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-av-rancho-santa-monica-rancho-santa-monica-aguascalientes-30721037,,,
Aguascalientes,"Casa en venta disponible en JOSE TRINIDAD VELAS SALAS #s/n, Col. Valle de los Cactus, Aguascalientes, Aguascalientes, México, C.P. 20196, ID: 29733272",685000.0,2.0,1.0,69.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-jose-trinidad-velas-salas-sn-valle-de-los-cactus-aguascalientes-29733272,,,
Aguascalientes,"Casa en venta disponible en Cda Jacarandas, Col. Los Pocitos, Aguascalientes, Aguascalientes, México, C.P. 20328, ID: 29080716",4970000.0,4.0,4.0,270.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-cda-jacarandas-los-pocitos-aguascalientes-29080716,,,
Aguascalientes,"LAS VISTAS, Col. Los Pocitos, Aguascalientes, Aguascalientes, México, C.P. 20328, ID: 30442840",6006876.0,,,,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-las-vistas-los-pocitos-aguascalientes-30442840,,,
Aguascalientes,"Casa en venta disponible en , Col. Zona Militar, Aguascalientes, Aguascalientes, México, C.P. 20170, ID: 30227101",8000000.0,5.0,3.0,384.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-zona-militar-aguascalientes-30227101,,,
Aguascalientes,"Casa disponible en venta en roble, Col. Bosques del Prado Oriente, Aguascalientes, Aguascalientes, México, C.P. 20159, ID: 30777319",4500000.0,3.0,2.0,173.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-roble-bosques-del-prado-oriente-aguascalientes-30777319,,,
Aguascalientes,"Venta casa en , Col. Tamarindos, Aguascalientes, Aguascalientes, México, C.P. 20326, ID: 27800259",9490000.0,3.0,3.0,385.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-tamarindos-aguascalientes-27800259,,,
Aguascalientes,"Col. Andrea, Aguascalientes, Aguascalientes, México, C.P. 20140, ID: 30929040",4025000.0,,,,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-andrea-aguascalientes-30929040,,,
Aguascalientes,"vilanova, Col. Rancho Santa Mónica, Aguascalientes, Aguascalientes, México, C.P. 20286, ID: 30832810",4200000.0,4.0,4.0,200.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-vilanova-rancho-santa-monica-aguascalientes-30832810,,,
Aguascalientes,"Se vende casa en Garza sada, Col. La Providencia (Sector 6), Jesús María, Aguascalientes, México, C.P. 20997, ID: 30667909",4990000.0,3.0,2.0,212.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-garza-sada-la-providencia-sector-6-aguascalientes-30667909,,,
Aguascalientes,"Venta casa en Las Farolas, Col. Residencial las Plazas, Aguascalientes, Aguascalientes, México, C.P. 20126, ID: 30654614",8900000.0,6.0,4.0,500.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-las-farolas-residencial-las-plazas-aguascalientes-30654614,,,
Aguascalientes,"Se vende casa en , Col. Reserva Quetzales, San Francisco de los Romo, Aguascalientes, México, C.P. 20358, ID: 31017488",1850000.0,4.0,3.0,,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-reserva-quetzales-aguascalientes-31017488,,,
Aguascalientes,"Colibrí 218, La Estancia, 20284 Aguascalientes, Ags. #218, Col. La Estancia, Aguascalientes, Aguascalientes, México, C.P. 20284, ID: 30215295",500000.0,3.0,2.0,98.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-colibri-218-la-estancia-20284-aguascalientes-ags-218-la-estancia-aguascalientes-30215295,,,
Aguascalientes,"Se vende casa , Col. Palo Alto, Pabellón de Arteaga, Aguascalientes, México, C.P. 20675, ID: 30814668",1190000.0,5.0,1.0,184.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-palo-alto-aguascalientes-30814668,,,
Aguascalientes,"Casa en venta disponible en Gregorio Giacinti, Col. Versalles 2a Sección, Aguascalientes, Aguascalientes, México, C.P. 20285, ID: 29956701",785942.0,3.0,1.0,100.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-gregorio-giacinti-versalles-2a-seccion-aguascalientes-29956701,,,
Aguascalientes,"Venta de casa Palma Canaria 138, Bajío de las Palmas, 20263 Aguascalientes, Ags. #138, Col. Bajío de las Palmas, Aguascalientes, Aguascalientes, México, C.P. 20263, ID: 30352606",580000.0,2.0,1.0,90.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-palma-canaria-138-bajio-de-las-palmas-20263-aguascalientes-ags-138-bajio-de-las-palmas-aguascalientes-30352606,,,
Aguascalientes,"Venta casa en Av. Siglo XXI 102, Fraccionamiento Nura, 20908 Aguascalientes, Ags. #102, Col. Nura, Jesús María, Aguascalientes, México, C.P. 20908, ID: 30854010",3100000.0,3.0,3.0,137.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-av-siglo-xxi-102-fraccionamiento-nura-20908-aguascalientes-ags-102-nura-aguascalientes-30854010,,,
Aguascalientes,", Col. Aguascalientes Centro, Aguascalientes, Aguascalientes, México, C.P. 20000, ID: 30134402",5750000.0,4.0,3.0,259.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-aguascalientes-centro-aguascalientes-30134402,,,
Aguascalientes,"25 de abril #314, Col. Aguascalientes Centro, Aguascalientes, Aguascalientes, México, C.P. 20000, ID: 30374255",5500000.0,3.0,3.0,335.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-25-de-abril-314-aguascalientes-centro-aguascalientes-30374255,,,
Aguascalientes,"Casa disponible en venta en , Col. Los Negritos, Aguascalientes, Aguascalientes, México, C.P. 20310, ID: 30813078",1797000.0,2.0,1.0,66.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-los-negritos-aguascalientes-30813078,,,
Aguascalientes,"Se vende casa en Jardin de Geranio, Col. Jardines del Campestre, Aguascalientes, Aguascalientes, México, C.P. 20100, ID: 30311214",9950000.0,4.0,3.0,456.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-jardin-de-geranio-jardines-del-campestre-aguascalientes-30311214,,,
Aguascalientes,"Se vende casa en Vivero de la Hacienda, Col. Casa Blanca, Aguascalientes, Aguascalientes, México, C.P. 20297, ID: 30257088",2700000.0,4.0,3.0,200.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-vivero-de-la-hacienda-casa-blanca-aguascalientes-30257088,,,
Aguascalientes,"Se vende casa en CIRCUITO SAN ANTONIO, Col. Rancho Santa Mónica, Aguascalientes, Aguascalientes, México, C.P. 20286, ID: 29431172",5600000.0,4.0,3.0,220.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-circuito-san-antonio-rancho-santa-monica-aguascalientes-29431172,,,
Aguascalientes,"Casa en venta, Col. Corral de Barrancos, Jesús María, Aguascalientes, México, C.P. 20900, ID: 30885374",4900000.0,3.0,3.0,125.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-corral-de-barrancos-aguascalientes-30885374,,,
Aguascalientes,"Se vende casa verona, Col. Maravillas, Jesús María, Aguascalientes, México, C.P. 20900, ID: 30386177",2350000.0,3.0,3.0,137.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-verona-maravillas-aguascalientes-30386177,,,
Aguascalientes,"Casa disponible en venta en St Angelo, Col. Parque Industrial Chichimeco (PICH), Jesús María, Aguascalientes, México, C.P. 20916, ID: 30492953",5190000.0,3.0,2.0,230.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-st-angelo-parque-industrial-chichimeco-pich-aguascalientes-30492953,,,
Aguascalientes,"Se vende casa CERRO DE LAUREL, Col. Lomas del Campestre 1a Sección, Aguascalientes, Aguascalientes, México, C.P. 20129, ID: 30006026",6200000.0,3.0,2.0,310.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-cerro-de-laurel-lomas-del-campestre-1a-seccion-aguascalientes-30006026,,,
Aguascalientes,"Se vende casa en Sin nombre de calle, Col. Residencial Pulgas Pandas Norte, Aguascalientes, Aguascalientes, México, C.P. 20138, ID: 30705674",7500000.0,4.0,4.0,248.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-sin-nombre-de-calle-residencial-pulgas-pandas-norte-aguascalientes-30705674,,,
Aguascalientes,"Casa en venta disponible en Coquimbo, Col. La Fuente, Aguascalientes, Aguascalientes, México, C.P. 20239, ID: 30695322",5550000.0,4.0,4.0,562.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-coquimbo-la-fuente-aguascalientes-30695322,,,
Aguascalientes,"Casa disponible en venta en , Col. Rinconada los Bosques, Aguascalientes, Aguascalientes, México, C.P. 20120, ID: 30960213",26000000.0,5.0,4.0,888.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-rinconada-los-bosques-aguascalientes-30960213,,,
Aguascalientes,"Se vende casa , Col. Villa de las Norias, Aguascalientes, Aguascalientes, México, C.P. 20196, ID: 30820841",1350000.0,2.0,1.0,67.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-villa-de-las-norias-aguascalientes-30820841,,,
Aguascalientes,"Casa en venta, , Col. Loretta, Aguascalientes, Aguascalientes, México, C.P. 20326, ID: 30994808",8400000.0,3.0,4.0,435.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-loretta-aguascalientes-30994808,,,
Aguascalientes,"Se vende casa , Col. Villa Sur, Aguascalientes, Aguascalientes, México, C.P. 20296, ID: 30930279",1955000.0,,,90.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-villa-sur-aguascalientes-30930279,,,
Aguascalientes,"Se vende casa Av. del Valle 1201 Lote 20 #6, Col. Loretta, Aguascalientes, Aguascalientes, México, C.P. 20326, ID: 30731155",7500000.0,4.0,4.0,363.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-av-del-valle-1201-lote-20-6-loretta-aguascalientes-30731155,,,
Aguascalientes,"Venta de casa en San Juan de Dios, Col. Canteras de San Agustin, Aguascalientes, Aguascalientes, México, C.P. 20218, ID: 29939962",6850000.0,2.0,3.0,580.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-san-juan-de-dios-canteras-de-san-agustin-aguascalientes-29939962,,,
Aguascalientes,"Se vende casa en , Col. Rancho Santa Mónica, Aguascalientes, Aguascalientes, México, C.P. 20286, ID: 29894938",4200000.0,3.0,3.0,180.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-rancho-santa-monica-aguascalientes-29894938,,,
Aguascalientes,"Casa en venta disponible en Jardines, Col. Jardines del Lago, Aguascalientes, Aguascalientes, México, C.P. 20218, ID: 30393706",11000000.0,3.0,3.0,390.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-jardines-jardines-del-lago-aguascalientes-30393706,,,
Aguascalientes,"Casa en venta disponible en , Col. Lomas del Vergel, Jesús María, Aguascalientes, México, C.P. 20926, ID: 28952408",8480000.0,3.0,3.0,270.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-lomas-del-vergel-aguascalientes-28952408,,,
Aguascalientes,"Casa en venta disponible en centro, Col. Zona Militar, Aguascalientes, Aguascalientes, México, C.P. 20170, ID: 30785833",7500000.0,6.0,5.0,529.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-centro-zona-militar-aguascalientes-30785833,,,
Aguascalientes,"Casa disponible en venta en , Col. Tamarindos, Aguascalientes, Aguascalientes, México, C.P. 20326, ID: 29828768",9990000.0,3.0,3.0,260.0,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-tamarindos-aguascalientes-29828768,,,
