estado,municipio,pcu,Viviendas_En_Proceso,Viviendas_Terminadas,Total_Competencia_Formal
VERACRUZ DE IGNACIO DE LA LLAVE,MARTÍNEZ DE LA TORRE,U1,2.0,1.0,3.0
VERACRUZ DE IGNACIO DE LA LLAVE,MARTÍNEZ DE LA TORRE,U2,78.0,8.0,86.0
VERACRUZ DE IGNACIO DE LA LLAVE,MARTÍNEZ DE LA TORRE,U3,15.0,3.0,18.0
VERACRUZ DE IGNACIO DE LA LLAVE,MEDELLÍN DE BRAVO,FC,2219.0,139.0,2358.0
VERACRUZ DE IGNACIO DE LA LLAVE,MEDELLÍN DE BRAVO,U2,3872.0,5612.0,9484.0
VERACRUZ DE IGNACIO DE LA LLAVE,MEDELLÍN DE BRAVO,U3,11035.0,4823.0,15858.0
VERACRUZ DE IGNACIO DE LA LLAVE,MINATITLÁN,U3,248.0,132.0,380.0
VERACRUZ DE IGNACIO DE LA LLAVE,NAOLINCO,FC,1484.0,687.0,2171.0
VERACRUZ DE IGNACIO DE LA LLAVE,NARANJOS AMATLÁN,U1,2.0,2.0,4.0
VERACRUZ DE IGNACIO DE LA LLAVE,NARANJOS AMATLÁN,U2,64.0,32.0,96.0
VERACRUZ DE IGNACIO DE LA LLAVE,NARANJOS AMATLÁN,U3,23.0,0.0,23.0
VERACRUZ DE IGNACIO DE LA LLAVE,NOGALES,U2,53.0,21.0,74.0
VERACRUZ DE IGNACIO DE LA LLAVE,ORIZABA,U1,199.0,69.0,268.0
VERACRUZ DE IGNACIO DE LA LLAVE,ORIZABA,U2,453.0,154.0,607.0
VERACRUZ DE IGNACIO DE LA LLAVE,PAPANTLA,U1,16.0,5.0,21.0
VERACRUZ DE IGNACIO DE LA LLAVE,PAPANTLA,U2,18.0,3.0,21.0
VERACRUZ DE IGNACIO DE LA LLAVE,PAPANTLA,U3,16.0,10.0,26.0
VERACRUZ DE IGNACIO DE LA LLAVE,PEROTE,FC,21.0,0.0,21.0
VERACRUZ DE IGNACIO DE LA LLAVE,PEROTE,U1,78.0,22.0,100.0
VERACRUZ DE IGNACIO DE LA LLAVE,PEROTE,U3,71.0,129.0,200.0
VERACRUZ DE IGNACIO DE LA LLAVE,PLATÓN SÁNCHEZ,FC,4.0,0.0,4.0
VERACRUZ DE IGNACIO DE LA LLAVE,POZA RICA DE HIDALGO,FC,79.0,24.0,103.0
VERACRUZ DE IGNACIO DE LA LLAVE,POZA RICA DE HIDALGO,U1,3.0,1.0,4.0
VERACRUZ DE IGNACIO DE LA LLAVE,POZA RICA DE HIDALGO,U2,500.0,830.0,1330.0
VERACRUZ DE IGNACIO DE LA LLAVE,POZA RICA DE HIDALGO,U3,1071.0,261.0,1332.0
VERACRUZ DE IGNACIO DE LA LLAVE,PUEBLO VIEJO,U1,3.0,2.0,5.0
VERACRUZ DE IGNACIO DE LA LLAVE,PUENTE NACIONAL,U2,4.0,0.0,4.0
VERACRUZ DE IGNACIO DE LA LLAVE,PUENTE NACIONAL,U3,8.0,0.0,8.0
VERACRUZ DE IGNACIO DE LA LLAVE,PÁNUCO,FC,8.0,0.0,8.0
VERACRUZ DE IGNACIO DE LA LLAVE,PÁNUCO,U1,35.0,10.0,45.0
VERACRUZ DE IGNACIO DE LA LLAVE,PÁNUCO,U2,85.0,25.0,110.0
VERACRUZ DE IGNACIO DE LA LLAVE,PÁNUCO,U3,21.0,7.0,28.0
VERACRUZ DE IGNACIO DE LA LLAVE,RAFAEL DELGADO,U2,132.0,0.0,132.0
VERACRUZ DE IGNACIO DE LA LLAVE,RÍO BLANCO,U1,573.0,48.0,621.0
VERACRUZ DE IGNACIO DE LA LLAVE,RÍO BLANCO,U2,837.0,773.0,1610.0
VERACRUZ DE IGNACIO DE LA LLAVE,RÍO BLANCO,U3,914.0,484.0,1398.0
VERACRUZ DE IGNACIO DE LA LLAVE,SAN ANDRÉS TUXTLA,FC,214.0,0.0,214.0
VERACRUZ DE IGNACIO DE LA LLAVE,SAN ANDRÉS TUXTLA,U1,89.0,39.0,128.0
VERACRUZ DE IGNACIO DE LA LLAVE,SAN ANDRÉS TUXTLA,U2,690.0,126.0,816.0
VERACRUZ DE IGNACIO DE LA LLAVE,SAN ANDRÉS TUXTLA,U3,737.0,364.0,1101.0
VERACRUZ DE IGNACIO DE LA LLAVE,SAN RAFAEL,FC,31.0,7.0,38.0
VERACRUZ DE IGNACIO DE LA LLAVE,SANTIAGO TUXTLA,U2,5.0,2.0,7.0
VERACRUZ DE IGNACIO DE LA LLAVE,SOCONUSCO,FC,208.0,0.0,208.0
VERACRUZ DE IGNACIO DE LA LLAVE,SOCONUSCO,U3,36.0,0.0,36.0
VERACRUZ DE IGNACIO DE LA LLAVE,TANTOYUCA,FC,8.0,1.0,9.0
VERACRUZ DE IGNACIO DE LA LLAVE,TANTOYUCA,U2,19.0,11.0,30.0
VERACRUZ DE IGNACIO DE LA LLAVE,TANTOYUCA,U3,19.0,3.0,22.0
VERACRUZ DE IGNACIO DE LA LLAVE,TEMPOAL,FC,2.0,2.0,4.0
VERACRUZ DE IGNACIO DE LA LLAVE,TIERRA BLANCA,FC,526.0,388.0,914.0
VERACRUZ DE IGNACIO DE LA LLAVE,TIERRA BLANCA,U1,24.0,0.0,24.0
VERACRUZ DE IGNACIO DE LA LLAVE,TIERRA BLANCA,U2,20.0,2.0,22.0
VERACRUZ DE IGNACIO DE LA LLAVE,TLALNELHUAYOCAN,FC,3.0,0.0,3.0
VERACRUZ DE IGNACIO DE LA LLAVE,TLALNELHUAYOCAN,U2,99.0,27.0,126.0
VERACRUZ DE IGNACIO DE LA LLAVE,TLALNELHUAYOCAN,U3,25.0,5.0,30.0
VERACRUZ DE IGNACIO DE LA LLAVE,TLAPACOYAN,FC,18.0,6.0,24.0
VERACRUZ DE IGNACIO DE LA LLAVE,TLAPACOYAN,U2,1.0,2.0,3.0
VERACRUZ DE IGNACIO DE LA LLAVE,TUXPAN,U2,2709.0,1105.0,3814.0
VERACRUZ DE IGNACIO DE LA LLAVE,TUXPAN,U3,2823.0,1337.0,4160.0
VERACRUZ DE IGNACIO DE LA LLAVE,URSULO GALVÁN,FC,60.0,0.0,60.0
VERACRUZ DE IGNACIO DE LA LLAVE,VERACRUZ,FC,5450.0,1171.0,6621.0
VERACRUZ DE IGNACIO DE LA LLAVE,VERACRUZ,U1,691.0,235.0,926.0
VERACRUZ DE IGNACIO DE LA LLAVE,VERACRUZ,U2,11049.0,14457.0,25506.0
VERACRUZ DE IGNACIO DE LA LLAVE,VERACRUZ,U3,36369.0,15678.0,52047.0
VERACRUZ DE IGNACIO DE LA LLAVE,XALAPA,FC,1927.0,1552.0,3479.0
VERACRUZ DE IGNACIO DE LA LLAVE,XALAPA,U1,398.0,220.0,618.0
VERACRUZ DE IGNACIO DE LA LLAVE,XALAPA,U2,1581.0,182.0,1763.0
VERACRUZ DE IGNACIO DE LA LLAVE,XALAPA,U3,2353.0,442.0,2795.0
VERACRUZ DE IGNACIO DE LA LLAVE,XICO,FC,37.0,16.0,53.0
VERACRUZ DE IGNACIO DE LA LLAVE,XICO,U2,41.0,14.0,55.0
VERACRUZ DE IGNACIO DE LA LLAVE,ÁLAMO TEMAPACHE,U3,12.0,3.0,15.0
YUCATÁN,ACANCEH,FC,46.0,0.0,46.0
YUCATÁN,BACA,FC,10.0,2.0,12.0
YUCATÁN,CANSAHCAB,FC,28.0,0.0,28.0
YUCATÁN,CHICXULUB PUEBLO,FC,1.0,1.0,2.0
YUCATÁN,CHOCHOLÁ,FC,12.0,0.0,12.0
YUCATÁN,CONKAL,FC,708.0,5.0,713.0
YUCATÁN,CONKAL,U2,91.0,432.0,523.0
YUCATÁN,CONKAL,U3,445.0,161.0,606.0
YUCATÁN,DZEMUL,FC,1.0,2.0,3.0
YUCATÁN,HUNUCMÁ,FC,84.0,0.0,84.0
YUCATÁN,HUNUCMÁ,U1,29.0,3.0,32.0
YUCATÁN,HUNUCMÁ,U3,188.0,100.0,288.0
YUCATÁN,IZAMAL,FC,4.0,0.0,4.0
YUCATÁN,IZAMAL,U1,13.0,0.0,13.0
YUCATÁN,IZAMAL,U3,19.0,12.0,31.0
YUCATÁN,KANASÍN,FC,3097.0,1293.0,4390.0
YUCATÁN,KANASÍN,ND,1.0,0.0,1.0
YUCATÁN,KANASÍN,U1,197.0,282.0,479.0
YUCATÁN,KANASÍN,U2,4898.0,6508.0,11406.0
YUCATÁN,KANASÍN,U3,13112.0,7409.0,20521.0
YUCATÁN,KINCHIL,FC,1.0,0.0,1.0
YUCATÁN,MAXCANÚ,FC,389.0,28.0,417.0
YUCATÁN,MOTUL,FC,48.0,28.0,76.0
YUCATÁN,MOTUL,U1,1.0,4.0,5.0
YUCATÁN,MOTUL,U2,401.0,152.0,553.0
YUCATÁN,MOTUL,U3,118.0,16.0,134.0
YUCATÁN,MUNA,FC,84.0,0.0,84.0
YUCATÁN,MÉRIDA,FC,11694.0,1508.0,13202.0
YUCATÁN,MÉRIDA,U1,6236.0,3220.0,9456.0
YUCATÁN,MÉRIDA,U2,16478.0,18634.0,35112.0
YUCATÁN,MÉRIDA,U3,59818.0,23360.0,83178.0
YUCATÁN,OXKUTZCAB,U2,19.0,6.0,25.0
YUCATÁN,PROGRESO,FC,123.0,10.0,133.0
YUCATÁN,PROGRESO,U1,20.0,15.0,35.0
YUCATÁN,PROGRESO,U2,81.0,12.0,93.0
YUCATÁN,SAMAHIL,FC,21.0,0.0,21.0
YUCATÁN,TECOH,FC,8.0,0.0,8.0
YUCATÁN,TEKAX,FC,48.0,0.0,48.0
YUCATÁN,TEKAX,U1,59.0,3.0,62.0
YUCATÁN,TEKAX,U2,48.0,8.0,56.0
YUCATÁN,TELCHAC PUERTO,FC,1.0,1.0,2.0
YUCATÁN,TEMAX,FC,44.0,10.0,54.0
YUCATÁN,TETIZ,FC,1.0,1.0,2.0
YUCATÁN,TICUL,FC,140.0,7.0,147.0
YUCATÁN,TICUL,U2,8.0,0.0,8.0
YUCATÁN,TINUM,FC,4.0,0.0,4.0
YUCATÁN,TIXKOKOB,FC,194.0,47.0,241.0
YUCATÁN,TIZIMÍN,FC,4.0,0.0,4.0
YUCATÁN,TIZIMÍN,U1,172.0,28.0,200.0
YUCATÁN,TIZIMÍN,U2,58.0,3.0,61.0
YUCATÁN,TIZIMÍN,U3,15.0,15.0,30.0
YUCATÁN,UCÚ,U3,376.0,182.0,558.0
YUCATÁN,UMÁN,FC,1382.0,0.0,1382.0
YUCATÁN,UMÁN,U1,2148.0,2506.0,4654.0
YUCATÁN,UMÁN,U2,2023.0,2294.0,4317.0
YUCATÁN,UMÁN,U3,6820.0,5510.0,12330.0
YUCATÁN,VALLADOLID,FC,473.0,71.0,544.0
YUCATÁN,VALLADOLID,U2,409.0,66.0,475.0
YUCATÁN,VALLADOLID,U3,1300.0,801.0,2101.0
ZACATECAS,APOZOL,FC,1.0,0.0,1.0
ZACATECAS,CALERA,U1,36.0,19.0,55.0
ZACATECAS,CALERA,U2,140.0,110.0,250.0
ZACATECAS,CALERA,U3,420.0,315.0,735.0
ZACATECAS,CONCEPCIÓN DEL ORO,FC,204.0,0.0,204.0
ZACATECAS,FRESNILLO,FC,9.0,0.0,9.0
ZACATECAS,FRESNILLO,U1,362.0,301.0,663.0
ZACATECAS,FRESNILLO,U2,1211.0,654.0,1865.0
ZACATECAS,FRESNILLO,U3,1272.0,987.0,2259.0
ZACATECAS,GUADALUPE,FC,1994.0,1347.0,3341.0
ZACATECAS,GUADALUPE,U1,349.0,99.0,448.0
ZACATECAS,GUADALUPE,U2,2387.0,3881.0,6268.0
ZACATECAS,GUADALUPE,U3,10787.0,6348.0,17135.0
ZACATECAS,JALPA,FC,1.0,1.0,2.0
ZACATECAS,JEREZ,U1,62.0,35.0,97.0
ZACATECAS,JEREZ,U2,168.0,36.0,204.0
ZACATECAS,JEREZ,U3,81.0,28.0,109.0
ZACATECAS,JUAN ALDAMA,U2,151.0,100.0,251.0
ZACATECAS,LORETO,FC,1.0,1.0,2.0
ZACATECAS,LORETO,U1,20.0,13.0,33.0
ZACATECAS,LORETO,U2,69.0,38.0,107.0
ZACATECAS,MORELOS,FC,48.0,26.0,74.0
ZACATECAS,NORIA DE ÁNGELES,FC,0.0,1.0,1.0
ZACATECAS,OJOCALIENTE,FC,2.0,1.0,3.0
ZACATECAS,OJOCALIENTE,U1,4.0,2.0,6.0
ZACATECAS,OJOCALIENTE,U2,31.0,15.0,46.0
ZACATECAS,OJOCALIENTE,U3,139.0,129.0,268.0
ZACATECAS,PINOS,FC,124.0,69.0,193.0
ZACATECAS,PÁNUCO,FC,0.0,1.0,1.0
ZACATECAS,RÍO GRANDE,U1,1.0,0.0,1.0
ZACATECAS,RÍO GRANDE,U2,145.0,116.0,261.0
ZACATECAS,RÍO GRANDE,U3,145.0,83.0,228.0
ZACATECAS,SOMBRERETE,FC,8.0,0.0,8.0
ZACATECAS,SOMBRERETE,U1,1.0,2.0,3.0
ZACATECAS,SOMBRERETE,U2,25.0,8.0,33.0
ZACATECAS,SOMBRERETE,U3,0.0,2.0,2.0
ZACATECAS,TLALTENANGO DE SÁNCHEZ ROMÁN,FC,4.0,0.0,4.0
ZACATECAS,TLALTENANGO DE SÁNCHEZ ROMÁN,U1,4.0,0.0,4.0
ZACATECAS,VALPARAÍSO,FC,64.0,0.0,64.0
ZACATECAS,VILLA DE COS,FC,9.0,0.0,9.0
ZACATECAS,VILLANUEVA,FC,7.0,12.0,19.0
ZACATECAS,ZACATECAS,FC,5323.0,940.0,6263.0
ZACATECAS,ZACATECAS,U1,360.0,124.0,484.0
ZACATECAS,ZACATECAS,U2,777.0,298.0,1075.0
ZACATECAS,ZACATECAS,U3,3777.0,1228.0,5005.0
