estado,municipio,pcu,Viviendas_En_Proceso,Viviendas_Terminadas,Total_Competencia_Formal
GUANAJUATO,ABASOLO,U1,3.0,0.0,3.0
GUANAJUATO,ABASOLO,U2,52.0,21.0,73.0
GUANAJUATO,ABASOLO,U3,225.0,3.0,228.0
GUANAJUATO,ACÁMBARO,FC,104.0,21.0,125.0
GUANAJUATO,ACÁMBARO,U1,22.0,4.0,26.0
GUANAJUATO,ACÁMBARO,U2,309.0,85.0,394.0
GUANAJUATO,ACÁMBARO,U3,16.0,0.0,16.0
GUANAJUATO,APASEO EL ALTO,U2,205.0,51.0,256.0
GUANAJUATO,APASEO EL GRANDE,FC,5780.0,4103.0,9883.0
GUANAJUATO,APASEO EL GRANDE,U1,165.0,33.0,198.0
GUANAJUATO,APASEO EL GRANDE,U2,500.0,2788.0,3288.0
GUANAJUATO,APASEO EL GRANDE,U3,10933.0,9616.0,20549.0
GUANAJUATO,CELAYA,FC,1877.0,628.0,2505.0
GUANAJUATO,CELAYA,U1,320.0,131.0,451.0
GUANAJUATO,CELAYA,U2,7500.0,5150.0,12650.0
GUANAJUATO,CELAYA,U3,16820.0,4967.0,21787.0
GUANAJUATO,COMONFORT,U2,3.0,0.0,3.0
GUANAJUATO,COMONFORT,U3,1.0,0.0,1.0
GUANAJUATO,CORTAZAR,FC,338.0,218.0,556.0
GUANAJUATO,CORTAZAR,U1,309.0,52.0,361.0
GUANAJUATO,CORTAZAR,U2,587.0,393.0,980.0
GUANAJUATO,CORTAZAR,U3,647.0,455.0,1102.0
GUANAJUATO,CUERÁMARO,FC,124.0,0.0,124.0
GUANAJUATO,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,FC,983.0,402.0,1385.0
GUANAJUATO,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,U1,49.0,13.0,62.0
GUANAJUATO,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,U2,134.0,721.0,855.0
GUANAJUATO,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,U3,958.0,1343.0,2301.0
GUANAJUATO,GUANAJUATO,FC,297.0,46.0,343.0
GUANAJUATO,GUANAJUATO,U1,164.0,2.0,166.0
GUANAJUATO,GUANAJUATO,U2,2653.0,1367.0,4020.0
GUANAJUATO,GUANAJUATO,U3,5144.0,1427.0,6571.0
GUANAJUATO,IRAPUATO,FC,4726.0,1871.0,6597.0
GUANAJUATO,IRAPUATO,U1,5974.0,1548.0,7522.0
GUANAJUATO,IRAPUATO,U2,9555.0,4367.0,13922.0
GUANAJUATO,IRAPUATO,U3,6121.0,2909.0,9030.0
GUANAJUATO,JERÉCUARO,FC,19.0,0.0,19.0
GUANAJUATO,LEÓN,FC,13874.0,2549.0,16423.0
GUANAJUATO,LEÓN,U1,9637.0,3348.0,12985.0
GUANAJUATO,LEÓN,U2,20491.0,20986.0,41477.0
GUANAJUATO,LEÓN,U3,49213.0,22612.0,71825.0
GUANAJUATO,MANUEL DOBLADO,FC,1.0,0.0,1.0
GUANAJUATO,MOROLEÓN,FC,348.0,34.0,382.0
GUANAJUATO,MOROLEÓN,U1,1.0,1.0,2.0
GUANAJUATO,MOROLEÓN,U2,391.0,51.0,442.0
GUANAJUATO,MOROLEÓN,U3,322.0,145.0,467.0
GUANAJUATO,PURÍSIMA DEL RINCÓN,FC,252.0,129.0,381.0
GUANAJUATO,PURÍSIMA DEL RINCÓN,U1,1.0,7.0,8.0
GUANAJUATO,PURÍSIMA DEL RINCÓN,U2,478.0,236.0,714.0
GUANAJUATO,PURÍSIMA DEL RINCÓN,U3,34.0,1.0,35.0
GUANAJUATO,PÉNJAMO,FC,7.0,0.0,7.0
GUANAJUATO,PÉNJAMO,U1,176.0,47.0,223.0
GUANAJUATO,PÉNJAMO,U2,312.0,162.0,474.0
GUANAJUATO,PÉNJAMO,U3,1.0,1.0,2.0
GUANAJUATO,ROMITA,U2,33.0,16.0,49.0
GUANAJUATO,SALAMANCA,FC,10861.0,4943.0,15804.0
GUANAJUATO,SALAMANCA,U1,389.0,18.0,407.0
GUANAJUATO,SALAMANCA,U2,268.0,398.0,666.0
GUANAJUATO,SALAMANCA,U3,3925.0,812.0,4737.0
GUANAJUATO,SALVATIERRA,FC,63.0,0.0,63.0
GUANAJUATO,SALVATIERRA,U1,194.0,267.0,461.0
GUANAJUATO,SALVATIERRA,U2,134.0,222.0,356.0
GUANAJUATO,SALVATIERRA,U3,845.0,700.0,1545.0
GUANAJUATO,SAN DIEGO DE LA UNIÓN,FC,96.0,0.0,96.0
GUANAJUATO,SAN FELIPE,FC,111.0,1.0,112.0
GUANAJUATO,SAN FELIPE,U2,383.0,504.0,887.0
GUANAJUATO,SAN FELIPE,U3,1398.0,701.0,2099.0
GUANAJUATO,SAN FRANCISCO DEL RINCÓN,FC,73.0,26.0,99.0
GUANAJUATO,SAN FRANCISCO DEL RINCÓN,U1,399.0,119.0,518.0
GUANAJUATO,SAN FRANCISCO DEL RINCÓN,U2,1569.0,414.0,1983.0
GUANAJUATO,SAN FRANCISCO DEL RINCÓN,U3,119.0,0.0,119.0
GUANAJUATO,SAN JOSÉ ITURBIDE,FC,1778.0,334.0,2112.0
GUANAJUATO,SAN JOSÉ ITURBIDE,U1,11.0,5.0,16.0
GUANAJUATO,SAN JOSÉ ITURBIDE,U2,658.0,210.0,868.0
GUANAJUATO,SAN JOSÉ ITURBIDE,U3,1332.0,924.0,2256.0
GUANAJUATO,SAN LUIS DE LA PAZ,FC,959.0,881.0,1840.0
GUANAJUATO,SAN LUIS DE LA PAZ,U1,75.0,0.0,75.0
GUANAJUATO,SAN LUIS DE LA PAZ,U2,189.0,76.0,265.0
GUANAJUATO,SAN LUIS DE LA PAZ,U3,1057.0,1633.0,2690.0
GUANAJUATO,SAN MIGUEL DE ALLENDE,FC,2831.0,1047.0,3878.0
GUANAJUATO,SAN MIGUEL DE ALLENDE,U1,149.0,4.0,153.0
GUANAJUATO,SAN MIGUEL DE ALLENDE,U2,213.0,45.0,258.0
GUANAJUATO,SAN MIGUEL DE ALLENDE,U3,3105.0,751.0,3856.0
GUANAJUATO,SANTA CRUZ DE JUVENTINO ROSAS,FC,27.0,0.0,27.0
GUANAJUATO,SANTA CRUZ DE JUVENTINO ROSAS,U2,16.0,0.0,16.0
GUANAJUATO,SANTA CRUZ DE JUVENTINO ROSAS,U3,541.0,366.0,907.0
GUANAJUATO,SILAO DE LA VICTORIA,FC,1304.0,317.0,1621.0
GUANAJUATO,SILAO DE LA VICTORIA,U1,15.0,6.0,21.0
GUANAJUATO,SILAO DE LA VICTORIA,U2,2540.0,1717.0,4257.0
GUANAJUATO,SILAO DE LA VICTORIA,U3,6306.0,1536.0,7842.0
GUANAJUATO,URIANGATO,U2,20.0,4.0,24.0
GUANAJUATO,URIANGATO,U3,849.0,685.0,1534.0
GUANAJUATO,VALLE DE SANTIAGO,FC,8.0,0.0,8.0
GUANAJUATO,VALLE DE SANTIAGO,U1,18.0,0.0,18.0
GUANAJUATO,VALLE DE SANTIAGO,U2,764.0,15.0,779.0
GUANAJUATO,VALLE DE SANTIAGO,U3,196.0,6.0,202.0
GUANAJUATO,VILLAGRÁN,FC,3116.0,1631.0,4747.0
GUANAJUATO,VILLAGRÁN,U1,34.0,0.0,34.0
GUANAJUATO,VILLAGRÁN,U2,43.0,255.0,298.0
GUANAJUATO,VILLAGRÁN,U3,2830.0,1811.0,4641.0
GUANAJUATO,YURIRIA,FC,56.0,0.0,56.0
GUANAJUATO,YURIRIA,U2,114.0,8.0,122.0
GUERRERO,ACAPULCO DE JUÁREZ,FC,5867.0,573.0,6440.0
GUERRERO,ACAPULCO DE JUÁREZ,ND,42.0,0.0,42.0
GUERRERO,ACAPULCO DE JUÁREZ,U1,7304.0,1897.0,9201.0
GUERRERO,ACAPULCO DE JUÁREZ,U2,4271.0,4415.0,8686.0
GUERRERO,ACAPULCO DE JUÁREZ,U3,11028.0,1457.0,12485.0
GUERRERO,ARCELIA,FC,3.0,0.0,3.0
GUERRERO,ARCELIA,U1,1.0,0.0,1.0
GUERRERO,CHILPANCINGO DE LOS BRAVO,FC,1443.0,0.0,1443.0
GUERRERO,CHILPANCINGO DE LOS BRAVO,U1,1127.0,476.0,1603.0
GUERRERO,CHILPANCINGO DE LOS BRAVO,U2,442.0,763.0,1205.0
GUERRERO,CHILPANCINGO DE LOS BRAVO,U3,3742.0,883.0,4625.0
GUERRERO,COYUCA DE BENÍTEZ,FC,38.0,23.0,61.0
GUERRERO,COYUCA DE BENÍTEZ,U2,22.0,14.0,36.0
GUERRERO,IGUALA DE LA INDEPENDENCIA,FC,289.0,0.0,289.0
GUERRERO,IGUALA DE LA INDEPENDENCIA,U1,3129.0,1203.0,4332.0
GUERRERO,IGUALA DE LA INDEPENDENCIA,U2,843.0,307.0,1150.0
GUERRERO,IGUALA DE LA INDEPENDENCIA,U3,479.0,211.0,690.0
GUERRERO,OMETEPEC,FC,182.0,49.0,231.0
GUERRERO,OMETEPEC,U1,2.0,0.0,2.0
GUERRERO,OMETEPEC,U2,6.0,0.0,6.0
GUERRERO,PUNGARABATO,FC,116.0,0.0,116.0
GUERRERO,QUECHULTENANGO,FC,60.0,32.0,92.0
GUERRERO,TAXCO DE ALARCÓN,FC,239.0,18.0,257.0
GUERRERO,TAXCO DE ALARCÓN,U3,318.0,41.0,359.0
GUERRERO,TIXTLA DE GUERRERO,FC,75.0,33.0,108.0
GUERRERO,TIXTLA DE GUERRERO,U1,1.0,2.0,3.0
GUERRERO,TIXTLA DE GUERRERO,U2,47.0,21.0,68.0
GUERRERO,TLAPA DE COMONFORT,FC,1.0,0.0,1.0
GUERRERO,TLAPA DE COMONFORT,U3,14.0,0.0,14.0
GUERRERO,TLAPEHUALA,FC,60.0,0.0,60.0
GUERRERO,ZIHUATANEJO DE AZUETA,FC,3482.0,204.0,3686.0
GUERRERO,ZIHUATANEJO DE AZUETA,ND,30.0,0.0,30.0
GUERRERO,ZIHUATANEJO DE AZUETA,U1,21.0,8.0,29.0
GUERRERO,ZIHUATANEJO DE AZUETA,U2,111.0,3.0,114.0
GUERRERO,ZIHUATANEJO DE AZUETA,U3,654.0,45.0,699.0
HIDALGO,ACATLÁN,FC,15.0,4.0,19.0
HIDALGO,ACTOPAN,FC,44.0,0.0,44.0
HIDALGO,ACTOPAN,U1,485.0,63.0,548.0
HIDALGO,ACTOPAN,U2,89.0,20.0,109.0
HIDALGO,ACTOPAN,U3,69.0,8.0,77.0
HIDALGO,ALFAJAYUCAN,FC,12.0,0.0,12.0
HIDALGO,ALMOLOYA,FC,13.0,4.0,17.0
HIDALGO,APAN,U1,20.0,11.0,31.0
HIDALGO,APAN,U2,96.0,100.0,196.0
HIDALGO,APAN,U3,55.0,40.0,95.0
HIDALGO,ATITALAQUIA,U2,16.0,0.0,16.0
HIDALGO,ATOTONILCO DE TULA,FC,23515.0,13889.0,37404.0
HIDALGO,ATOTONILCO DE TULA,ND,70.0,0.0,70.0
HIDALGO,ATOTONILCO DE TULA,U1,2324.0,3191.0,5515.0
HIDALGO,ATOTONILCO DE TULA,U2,53.0,173.0,226.0
HIDALGO,ATOTONILCO DE TULA,U3,0.0,250.0,250.0
HIDALGO,ATOTONILCO EL GRANDE,FC,8.0,1.0,9.0
HIDALGO,CUAUTEPEC DE HINOJOSA,U2,21.0,0.0,21.0
HIDALGO,CUAUTEPEC DE HINOJOSA,U3,567.0,536.0,1103.0
HIDALGO,EL ARENAL,FC,144.0,0.0,144.0
HIDALGO,EMILIANO ZAPATA,FC,5.0,3.0,8.0
HIDALGO,EPAZOYUCAN,FC,4551.0,293.0,4844.0
HIDALGO,EPAZOYUCAN,U3,153.0,51.0,204.0
HIDALGO,FRANCISCO I. MADERO,FC,2.0,0.0,2.0
HIDALGO,HUEJUTLA DE REYES,FC,4.0,0.0,4.0
HIDALGO,HUEJUTLA DE REYES,U1,4.0,1.0,5.0
HIDALGO,HUEJUTLA DE REYES,U2,3.0,0.0,3.0
HIDALGO,HUICHAPAN,FC,580.0,38.0,618.0
HIDALGO,IXMIQUILPAN,FC,9.0,0.0,9.0
HIDALGO,IXMIQUILPAN,U1,15.0,6.0,21.0
HIDALGO,IXMIQUILPAN,U2,54.0,20.0,74.0
HIDALGO,IXMIQUILPAN,U3,57.0,17.0,74.0
HIDALGO,MINERAL DE LA REFORMA,FC,6738.0,3411.0,10149.0
HIDALGO,MINERAL DE LA REFORMA,ND,3.0,0.0,3.0
HIDALGO,MINERAL DE LA REFORMA,U1,1067.0,127.0,1194.0
HIDALGO,MINERAL DE LA REFORMA,U2,5205.0,5131.0,10336.0
HIDALGO,MINERAL DE LA REFORMA,U3,15002.0,8109.0,23111.0
HIDALGO,MIXQUIAHUALA DE JUÁREZ,U1,2.0,0.0,2.0
HIDALGO,MIXQUIAHUALA DE JUÁREZ,U2,1.0,1.0,2.0
HIDALGO,PACHUCA DE SOTO,FC,4380.0,1299.0,5679.0
HIDALGO,PACHUCA DE SOTO,U1,616.0,186.0,802.0
HIDALGO,PACHUCA DE SOTO,U2,3259.0,2487.0,5746.0
HIDALGO,PACHUCA DE SOTO,U3,11351.0,2427.0,13778.0
HIDALGO,PROGRESO DE OBREGÓN,U1,1.0,1.0,2.0
HIDALGO,SAN AGUSTÍN TLAXIACA,FC,201.0,24.0,225.0
HIDALGO,SAN AGUSTÍN TLAXIACA,U1,6.0,5.0,11.0
HIDALGO,SAN AGUSTÍN TLAXIACA,U2,7.0,5.0,12.0
HIDALGO,SAN FELIPE ORIZATLÁN,FC,6.0,0.0,6.0
HIDALGO,SANTIAGO TULANTEPEC DE LUGO GUERRERO,FC,255.0,0.0,255.0
HIDALGO,SANTIAGO TULANTEPEC DE LUGO GUERRERO,U1,207.0,14.0,221.0
HIDALGO,SANTIAGO TULANTEPEC DE LUGO GUERRERO,U2,956.0,113.0,1069.0
HIDALGO,SANTIAGO TULANTEPEC DE LUGO GUERRERO,U3,109.0,21.0,130.0
HIDALGO,TEPEAPULCO,FC,8.0,0.0,8.0
HIDALGO,TEPEAPULCO,U1,94.0,25.0,119.0
HIDALGO,TEPEAPULCO,U2,876.0,129.0,1005.0
HIDALGO,TEPEAPULCO,U3,92.0,59.0,151.0
HIDALGO,TEPEJI DEL RÍO DE OCAMPO,FC,18.0,0.0,18.0
HIDALGO,TEPEJI DEL RÍO DE OCAMPO,U1,132.0,0.0,132.0
HIDALGO,TEPEJI DEL RÍO DE OCAMPO,U2,204.0,90.0,294.0
HIDALGO,TEPEJI DEL RÍO DE OCAMPO,U3,1088.0,507.0,1595.0
HIDALGO,TIANGUISTENGO,FC,1.0,0.0,1.0
HIDALGO,TIZAYUCA,FC,15163.0,6723.0,21886.0
HIDALGO,TIZAYUCA,ND,57.0,0.0,57.0
HIDALGO,TIZAYUCA,U1,6544.0,3989.0,10533.0
HIDALGO,TIZAYUCA,U2,6856.0,12099.0,18955.0
HIDALGO,TIZAYUCA,U3,36208.0,17557.0,53765.0
HIDALGO,TOLCAYUCA,FC,5686.0,2668.0,8354.0
HIDALGO,TULA DE ALLENDE,FC,233.0,77.0,310.0
HIDALGO,TULA DE ALLENDE,U1,4.0,0.0,4.0
HIDALGO,TULA DE ALLENDE,U2,71.0,21.0,92.0
HIDALGO,TULA DE ALLENDE,U3,82.0,0.0,82.0
HIDALGO,TULANCINGO DE BRAVO,FC,332.0,14.0,346.0
HIDALGO,TULANCINGO DE BRAVO,U1,602.0,213.0,815.0
HIDALGO,TULANCINGO DE BRAVO,U2,258.0,60.0,318.0
HIDALGO,TULANCINGO DE BRAVO,U3,988.0,67.0,1055.0
HIDALGO,VILLA DE TEZONTEPEC,FC,775.0,148.0,923.0
HIDALGO,ZAPOTLÁN DE JUÁREZ,FC,982.0,328.0,1310.0
HIDALGO,ZAPOTLÁN DE JUÁREZ,U2,2.0,0.0,2.0
HIDALGO,ZEMPOALA,FC,20813.0,7020.0,27833.0
HIDALGO,ZEMPOALA,ND,14.0,0.0,14.0
HIDALGO,ZEMPOALA,U1,238.0,61.0,299.0
HIDALGO,ZEMPOALA,U2,1309.0,1371.0,2680.0
HIDALGO,ZEMPOALA,U3,8689.0,4676.0,13365.0
HIDALGO,ZIMAPÁN,FC,90.0,0.0,90.0
HIDALGO,ZIMAPÁN,U3,2.0,0.0,2.0
JALISCO,ACATIC,FC,12.0,56.0,68.0
JALISCO,ACATLÁN DE JUÁREZ,FC,266.0,286.0,552.0
JALISCO,AHUALULCO DE MERCADO,U2,4.0,35.0,39.0
JALISCO,AMATITÁN,FC,144.0,11.0,155.0
JALISCO,AMECA,FC,35.0,4.0,39.0
JALISCO,AMECA,U1,4.0,3.0,7.0
JALISCO,AMECA,U2,27.0,11.0,38.0
JALISCO,AMECA,U3,181.0,51.0,232.0
JALISCO,ARANDAS,FC,305.0,4.0,309.0
JALISCO,ARANDAS,U1,28.0,61.0,89.0
JALISCO,ARANDAS,U2,84.0,13.0,97.0
JALISCO,ARANDAS,U3,23.0,10.0,33.0
JALISCO,ATENGO,FC,37.0,0.0,37.0
JALISCO,ATOTONILCO EL ALTO,FC,248.0,25.0,273.0
JALISCO,ATOTONILCO EL ALTO,U1,775.0,242.0,1017.0
JALISCO,ATOTONILCO EL ALTO,U3,864.0,595.0,1459.0
JALISCO,AUTLÁN DE NAVARRO,FC,325.0,15.0,340.0
JALISCO,AUTLÁN DE NAVARRO,U1,57.0,17.0,74.0
JALISCO,AUTLÁN DE NAVARRO,U2,2043.0,908.0,2951.0
JALISCO,AUTLÁN DE NAVARRO,U3,6.0,0.0,6.0
JALISCO,AYOTLÁN,FC,24.0,21.0,45.0
JALISCO,CASIMIRO CASTILLO,FC,22.0,5.0,27.0
JALISCO,CHAPALA,FC,4.0,0.0,4.0
JALISCO,CHAPALA,U2,173.0,58.0,231.0
JALISCO,CHAPALA,U3,245.0,9.0,254.0
JALISCO,CIHUATLÁN,FC,32.0,2.0,34.0
JALISCO,COCULA,FC,400.0,199.0,599.0
JALISCO,COLOTLÁN,FC,55.0,8.0,63.0
JALISCO,CUQUÍO,FC,28.0,3.0,31.0
JALISCO,EL ARENAL,FC,1877.0,1525.0,3402.0
JALISCO,EL GRULLO,FC,9.0,7.0,16.0
JALISCO,EL GRULLO,ND,1.0,0.0,1.0
JALISCO,EL GRULLO,U3,168.0,86.0,254.0
JALISCO,EL SALTO,FC,2162.0,1852.0,4014.0
JALISCO,EL SALTO,U1,275.0,37.0,312.0
JALISCO,EL SALTO,U2,7086.0,13134.0,20220.0
JALISCO,EL SALTO,U3,26808.0,18700.0,45508.0
JALISCO,ENCARNACIÓN DE DÍAZ,FC,222.0,37.0,259.0
JALISCO,ENCARNACIÓN DE DÍAZ,U2,507.0,758.0,1265.0
JALISCO,ENCARNACIÓN DE DÍAZ,U3,42.0,14.0,56.0
JALISCO,ETZATLÁN,FC,170.0,68.0,238.0
JALISCO,GUADALAJARA,U1,2166.0,564.0,2730.0
JALISCO,GUADALAJARA,U2,6741.0,3087.0,9828.0
JALISCO,GUADALAJARA,U3,616.0,214.0,830.0
JALISCO,GÓMEZ FARÍAS,FC,4.0,1.0,5.0
JALISCO,IXTLAHUACÁN DE LOS MEMBRILLOS,FC,516.0,987.0,1503.0
JALISCO,IXTLAHUACÁN DE LOS MEMBRILLOS,U2,895.0,1695.0,2590.0
JALISCO,IXTLAHUACÁN DE LOS MEMBRILLOS,U3,2185.0,414.0,2599.0
JALISCO,IXTLAHUACÁN DEL RÍO,FC,22.0,16.0,38.0
JALISCO,JALOSTOTITLÁN,FC,3.0,3.0,6.0
JALISCO,JALOSTOTITLÁN,U2,0.0,1.0,1.0
JALISCO,JALOSTOTITLÁN,U3,28.0,23.0,51.0
JALISCO,JESÚS MARÍA,FC,36.0,0.0,36.0
JALISCO,JOCOTEPEC,U1,1.0,1.0,2.0
JALISCO,JOCOTEPEC,U2,1297.0,101.0,1398.0
JALISCO,JOCOTEPEC,U3,158.0,151.0,309.0
JALISCO,JUANACATLÁN,FC,2933.0,3691.0,6624.0
JALISCO,JUANACATLÁN,U2,37.0,0.0,37.0
JALISCO,LA BARCA,FC,288.0,11.0,299.0
JALISCO,LA BARCA,U1,13.0,4.0,17.0
JALISCO,LA BARCA,U2,1210.0,287.0,1497.0
JALISCO,LA BARCA,U3,896.0,648.0,1544.0
JALISCO,LAGOS DE MORENO,FC,178.0,11.0,189.0
JALISCO,LAGOS DE MORENO,U1,1215.0,340.0,1555.0
JALISCO,LAGOS DE MORENO,U2,2122.0,2613.0,4735.0
JALISCO,LAGOS DE MORENO,U3,3563.0,2210.0,5773.0
JALISCO,MAGDALENA,U2,58.0,24.0,82.0
JALISCO,MAGDALENA,U3,33.0,0.0,33.0
JALISCO,MASCOTA,FC,4.0,0.0,4.0
JALISCO,MAZAMITLA,FC,5.0,3.0,8.0
JALISCO,OCOTLÁN,FC,320.0,0.0,320.0
JALISCO,OCOTLÁN,U1,85.0,47.0,132.0
JALISCO,OCOTLÁN,U2,2234.0,997.0,3231.0
JALISCO,OCOTLÁN,U3,885.0,867.0,1752.0
JALISCO,OJUELOS DE JALISCO,FC,50.0,17.0,67.0
JALISCO,PONCITLÁN,FC,115.0,47.0,162.0
JALISCO,PONCITLÁN,U1,22.0,1.0,23.0
JALISCO,PONCITLÁN,U2,612.0,346.0,958.0
JALISCO,PUERTO VALLARTA,FC,3176.0,2999.0,6175.0
JALISCO,PUERTO VALLARTA,U1,100.0,14.0,114.0
JALISCO,PUERTO VALLARTA,U2,3709.0,906.0,4615.0
JALISCO,PUERTO VALLARTA,U3,5888.0,1531.0,7419.0
JALISCO,SAN DIEGO DE ALEJANDRÍA,FC,0.0,1.0,1.0
JALISCO,SAN JUAN DE LOS LAGOS,FC,32.0,0.0,32.0
JALISCO,SAN JUAN DE LOS LAGOS,U1,4.0,5.0,9.0
JALISCO,SAN JUAN DE LOS LAGOS,U2,1120.0,286.0,1406.0
JALISCO,SAN JUAN DE LOS LAGOS,U3,2046.0,1269.0,3315.0
JALISCO,SAN JULIÁN,FC,1.0,1.0,2.0
JALISCO,SAN MIGUEL EL ALTO,FC,57.0,5.0,62.0
JALISCO,SAN MIGUEL EL ALTO,U1,8.0,3.0,11.0
JALISCO,SAN MIGUEL EL ALTO,U3,81.0,43.0,124.0
JALISCO,SAN PEDRO TLAQUEPAQUE,FC,25.0,0.0,25.0
JALISCO,SAN PEDRO TLAQUEPAQUE,U1,4420.0,1958.0,6378.0
JALISCO,SAN PEDRO TLAQUEPAQUE,U2,19122.0,6910.0,26032.0
JALISCO,SAN PEDRO TLAQUEPAQUE,U3,10778.0,3248.0,14026.0
JALISCO,SAYULA,FC,16.0,0.0,16.0
JALISCO,SAYULA,U1,11.0,2.0,13.0
JALISCO,SAYULA,U2,74.0,110.0,184.0
JALISCO,SAYULA,U3,217.0,263.0,480.0
JALISCO,TALA,FC,2024.0,602.0,2626.0
JALISCO,TALA,U1,303.0,211.0,514.0
JALISCO,TALA,U2,254.0,606.0,860.0
JALISCO,TALA,U3,1764.0,906.0,2670.0
JALISCO,TAPALPA,FC,204.0,0.0,204.0
JALISCO,TECOLOTLÁN,FC,7.0,9.0,16.0
JALISCO,TEPATITLÁN DE MORELOS,FC,498.0,275.0,773.0
JALISCO,TEPATITLÁN DE MORELOS,U1,342.0,51.0,393.0
JALISCO,TEPATITLÁN DE MORELOS,U2,228.0,108.0,336.0
JALISCO,TEPATITLÁN DE MORELOS,U3,899.0,358.0,1257.0
JALISCO,TEQUILA,U2,3.0,1.0,4.0
JALISCO,TIZAPÁN EL ALTO,FC,18.0,0.0,18.0
JALISCO,TIZAPÁN EL ALTO,U3,6.0,0.0,6.0
JALISCO,TLAJOMULCO DE ZÚÑIGA,FC,15989.0,3491.0,19480.0
JALISCO,TLAJOMULCO DE ZÚÑIGA,U1,5273.0,1424.0,6697.0
JALISCO,TLAJOMULCO DE ZÚÑIGA,U2,12220.0,33401.0,45621.0
JALISCO,TLAJOMULCO DE ZÚÑIGA,U3,77634.0,22815.0,100449.0
JALISCO,TONALÁ,FC,10786.0,6389.0,17175.0
JALISCO,TONALÁ,U1,1120.0,546.0,1666.0
JALISCO,TONALÁ,U2,14708.0,8226.0,22934.0
JALISCO,TONALÁ,U3,16056.0,6336.0,22392.0
JALISCO,TOTOTLÁN,FC,29.0,8.0,37.0
JALISCO,TUXPAN,U1,11.0,3.0,14.0
JALISCO,TUXPAN,U2,50.0,10.0,60.0
JALISCO,TUXPAN,U3,80.0,61.0,141.0
JALISCO,UNIÓN DE SAN ANTONIO,FC,3.0,1.0,4.0
JALISCO,UNIÓN DE TULA,FC,1.0,3.0,4.0
JALISCO,VALLE DE GUADALUPE,FC,108.0,109.0,217.0
JALISCO,VILLA HIDALGO,U3,100.0,0.0,100.0
JALISCO,ZACOALCO DE TORRES,FC,4.0,0.0,4.0
JALISCO,ZACOALCO DE TORRES,U2,79.0,32.0,111.0
JALISCO,ZAPOPAN,FC,22529.0,12198.0,34727.0
JALISCO,ZAPOPAN,U1,848.0,275.0,1123.0
JALISCO,ZAPOPAN,U2,11326.0,7634.0,18960.0
JALISCO,ZAPOPAN,U3,28495.0,14373.0,42868.0
JALISCO,ZAPOTILTIC,U1,2.0,0.0,2.0
JALISCO,ZAPOTILTIC,U2,852.0,360.0,1212.0
JALISCO,ZAPOTILTIC,U3,779.0,418.0,1197.0
JALISCO,ZAPOTLANEJO,FC,588.0,50.0,638.0
JALISCO,ZAPOTLANEJO,U2,111.0,46.0,157.0
JALISCO,ZAPOTLANEJO,U3,705.0,420.0,1125.0
JALISCO,ZAPOTLÁN DEL REY,U2,10.0,6.0,16.0
JALISCO,ZAPOTLÁN EL GRANDE,FC,44.0,1.0,45.0
JALISCO,ZAPOTLÁN EL GRANDE,U1,632.0,206.0,838.0
JALISCO,ZAPOTLÁN EL GRANDE,U2,2272.0,1196.0,3468.0
JALISCO,ZAPOTLÁN EL GRANDE,U3,4329.0,1547.0,5876.0
MICHOACÁN DE OCAMPO,APATZINGÁN,FC,570.0,52.0,622.0
MICHOACÁN DE OCAMPO,APATZINGÁN,U1,21.0,2.0,23.0
MICHOACÁN DE OCAMPO,APATZINGÁN,U2,385.0,165.0,550.0
MICHOACÁN DE OCAMPO,APATZINGÁN,U3,878.0,215.0,1093.0
MICHOACÁN DE OCAMPO,ARIO,U2,0.0,1.0,1.0
MICHOACÁN DE OCAMPO,ARTEAGA,FC,0.0,1.0,1.0
MICHOACÁN DE OCAMPO,COAHUAYANA,FC,8.0,6.0,14.0
MICHOACÁN DE OCAMPO,COALCOMÁN DE VÁZQUEZ PALLARES,FC,9.0,3.0,12.0
MICHOACÁN DE OCAMPO,COTIJA,FC,140.0,0.0,140.0
MICHOACÁN DE OCAMPO,ERONGARÍCUARO,FC,33.0,6.0,39.0
MICHOACÁN DE OCAMPO,GABRIEL ZAMORA,FC,0.0,1.0,1.0
MICHOACÁN DE OCAMPO,HIDALGO,FC,182.0,62.0,244.0
MICHOACÁN DE OCAMPO,HIDALGO,U1,14.0,8.0,22.0
MICHOACÁN DE OCAMPO,HIDALGO,U2,326.0,161.0,487.0
MICHOACÁN DE OCAMPO,HIDALGO,U3,397.0,237.0,634.0
MICHOACÁN DE OCAMPO,HUETAMO,U1,3.0,0.0,3.0
MICHOACÁN DE OCAMPO,JACONA,U2,222.0,142.0,364.0
MICHOACÁN DE OCAMPO,JACONA,U3,43.0,8.0,51.0
MICHOACÁN DE OCAMPO,JIQUILPAN,FC,160.0,50.0,210.0
MICHOACÁN DE OCAMPO,JIQUILPAN,U1,33.0,3.0,36.0
MICHOACÁN DE OCAMPO,JIQUILPAN,U2,260.0,92.0,352.0
MICHOACÁN DE OCAMPO,JIQUILPAN,U3,305.0,192.0,497.0
