clave_estado,estado,clave_municipio,municipio,Total_Creditos,Total_Monto_MXN,Ticket_Promedio_MXN,Creditos_Mujer,Creditos_Hombre,Pct_Creditos_Mujeres
01,Aguascalientes,001,Aguascalientes,138447,61318438849.10331,442901.9,57.0,55.0,50.89
01,Aguascalientes,002,Asientos,4815,180662722.279956,37520.81,0.0,0.0,0.0
01,Aguascalientes,003,Calvillo,1306,159428715.7834784,122074.05,0.0,0.0,0.0
01,Aguascalientes,004,Cosío,2294,94680229.1396672,41272.99,0.0,0.0,0.0
01,Aguascalientes,005,Jesús María,17979,12097426126.625504,672864.24,35.0,47.0,42.68
01,Aguascalientes,006,Pabellón de Arteaga,3470,802208207.9797784,231183.92,0.0,0.0,0.0
01,Aguascalientes,007,Rincón de Romos,4072,803215156.4354496,197253.23,0.0,0.0,0.0
01,Aguascalientes,008,San José de Gracia,576,27267037.567228,47338.61,0.0,0.0,0.0
01,Aguascalientes,009,Tepezalá,1595,44396260.9356688,27834.65,0.0,0.0,0.0
01,Aguascalientes,010,El Llano,2269,82886130.4002016,36529.81,11.0,16.0,40.74
01,Aguascalientes,011,San Francisco de los Romo,12441,3947038931.330484,317260.58,0.0,0.0,0.0
02,Baja California,001,Ensenada,43664,14082362387.608057,322516.54,0.0,0.0,0.0
02,Baja California,002,Mexicali,123409,55354046394.9147,448541.41,0.0,0.0,0.0
02,Baja California,003,Tecate,10360,1415171793.100201,136599.59,56.0,33.0,62.92
02,Baja California,004,Tijuana,240589,95961327609.04242,398860.0,143.0,79.0,64.41
02,Baja California,005,Playas de Rosarito,9685,4431704010.4757395,457584.31,108.0,80.0,57.45
02,Baja California,006,San Quintín,684,27737947.7841056,40552.56,194.0,179.0,52.01
02,Baja California,007,San Felipe,15,9493671.3392512,632911.42,0.0,0.0,0.0
03,Baja California Sur,001,Comondú,5273,1915840266.925377,363330.22,0.0,0.0,0.0
03,Baja California Sur,002,Mulegé,4810,999619501.7129704,207821.1,0.0,0.0,0.0
03,Baja California Sur,003,La Paz,40075,18430832638.730427,459908.49,46.0,42.0,52.27
03,Baja California Sur,008,Los Cabos,65895,22392339525.897335,339818.49,0.0,0.0,0.0
03,Baja California Sur,009,Loreto,1300,332462033.2789936,255740.03,0.0,0.0,0.0
04,Campeche,001,Calkiní,9728,1206624998.0655448,124036.29,229.0,373.0,38.04
04,Campeche,002,Campeche,42420,8271220834.1126795,194983.99,19.0,18.0,51.35
04,Campeche,003,Carmen,29316,7702963199.881053,262756.28,0.0,0.0,0.0
04,Campeche,004,Champotón,8815,626163107.7873096,71033.82,8.0,2.0,80.0
04,Campeche,005,Hecelchakán,3244,372832573.97653604,114929.89,0.0,0.0,0.0
04,Campeche,006,Hopelchén,3249,210464113.511432,64778.12,0.0,0.0,0.0
04,Campeche,007,Palizada,3658,79855217.8234296,21830.29,0.0,0.0,0.0
04,Campeche,008,Tenabo,1958,122361768.2328632,62493.24,0.0,0.0,0.0
04,Campeche,009,Escárcega,6008,761654941.41364,126773.46,9.0,3.0,75.0
04,Campeche,010,Calakmul,3146,108492279.990276,34485.79,113.0,74.0,60.43
04,Campeche,011,Candelaria,4801,572199167.8742568,119183.33,81.0,33.0,71.05
04,Campeche,012,Seybaplaya,282,44940342.6001472,159362.92,0.0,0.0,0.0
04,Campeche,013,Dzitbalché,750,28382247.168944,37843.0,0.0,0.0,0.0
05,Coahuila de Zaragoza,001,Abasolo,297,16615477.0723696,55944.37,0.0,0.0,0.0
05,Coahuila de Zaragoza,002,Acuña,44478,9713858567.653442,218396.93,63.0,48.0,56.76
05,Coahuila de Zaragoza,003,Allende,1756,435384341.4102736,247940.97,2.0,2.0,50.0
05,Coahuila de Zaragoza,004,Arteaga,5994,4834228422.557201,806511.25,0.0,0.0,0.0
05,Coahuila de Zaragoza,005,Candela,246,7811835.3486,31755.43,0.0,0.0,0.0
05,Coahuila de Zaragoza,006,Castaños,5080,904452354.692116,178041.8,0.0,0.0,0.0
05,Coahuila de Zaragoza,007,Cuatro Ciénegas,1224,213005482.7743064,174024.09,0.0,0.0,0.0
05,Coahuila de Zaragoza,008,Escobedo,365,15157995.7527728,41528.76,0.0,0.0,0.0
05,Coahuila de Zaragoza,009,Francisco I. Madero,9716,1517604777.431696,156196.46,0.0,0.0,0.0
05,Coahuila de Zaragoza,010,Frontera,13005,2699572597.4938817,207579.59,0.0,0.0,0.0
05,Coahuila de Zaragoza,011,General Cepeda,1656,101152822.185996,61082.62,0.0,0.0,0.0
05,Coahuila de Zaragoza,012,Guerrero,217,15067128.2148,69433.77,0.0,0.0,0.0
05,Coahuila de Zaragoza,013,Hidalgo,123,14168712.5761,115192.79,0.0,0.0,0.0
05,Coahuila de Zaragoza,014,Jiménez,1211,12735548.0024176,10516.55,17.0,29.0,36.96
05,Coahuila de Zaragoza,015,Juárez,4762,84180316.2271,17677.51,0.0,0.0,0.0
05,Coahuila de Zaragoza,016,Lamadrid,186,21507853.5340584,115633.62,0.0,0.0,0.0
05,Coahuila de Zaragoza,017,Matamoros,16456,2608300350.36787,158501.48,12.0,15.0,44.44
05,Coahuila de Zaragoza,018,Monclova,31484,8172371157.781921,259572.2,10.0,3.0,76.92
05,Coahuila de Zaragoza,019,Morelos,492,58869992.7423528,119654.46,0.0,0.0,0.0
05,Coahuila de Zaragoza,020,Múzquiz,5549,1143238951.6146023,206026.12,0.0,0.0,0.0
05,Coahuila de Zaragoza,021,Nadadores,977,120065519.6833168,122892.04,0.0,0.0,0.0
05,Coahuila de Zaragoza,022,Nava,3548,1055932072.0224304,297613.32,0.0,0.0,0.0
05,Coahuila de Zaragoza,023,Ocampo,980,52324700.8951784,53392.55,0.0,0.0,0.0
05,Coahuila de Zaragoza,024,Parras,3768,956754302.9716576,253915.69,0.0,0.0,0.0
05,Coahuila de Zaragoza,025,Piedras Negras,25774,7641113444.176357,296465.95,12.0,18.0,40.0
05,Coahuila de Zaragoza,026,Progreso,444,23997284.9336448,54047.94,0.0,0.0,0.0
05,Coahuila de Zaragoza,027,Ramos Arizpe,22927,9983039775.974142,435427.22,0.0,0.0,0.0
05,Coahuila de Zaragoza,028,Sabinas,7853,2048973763.4356544,260916.05,0.0,0.0,0.0
05,Coahuila de Zaragoza,029,Sacramento,594,77496536.8153096,130465.55,0.0,0.0,0.0
05,Coahuila de Zaragoza,030,Saltillo,130669,54851182785.76045,419771.96,0.0,1.0,0.0
05,Coahuila de Zaragoza,031,San Buenaventura,3388,844973414.90328,249401.83,0.0,0.0,0.0
05,Coahuila de Zaragoza,032,San Juan de Sabinas,3455,893326654.6120528,258560.54,0.0,0.0,0.0
05,Coahuila de Zaragoza,033,San Pedro,11578,1470738570.242304,127028.72,153.0,118.0,56.46
05,Coahuila de Zaragoza,034,Sierra Mojada,285,17724434.7462,62191.0,0.0,0.0,0.0
05,Coahuila de Zaragoza,035,Torreón,100210,48939764419.62977,488372.06,3.0,3.0,50.0
05,Coahuila de Zaragoza,036,Viesca,3459,204920074.66344,59242.58,0.0,0.0,0.0
05,Coahuila de Zaragoza,037,Villa Unión,595,30091030.0681368,50573.16,0.0,0.0,0.0
05,Coahuila de Zaragoza,038,Zaragoza,634,155106062.367732,244646.79,0.0,0.0,0.0
06,Colima,001,Armería,1203,173807208.378556,144478.14,0.0,0.0,0.0
06,Colima,002,Colima,18664,9267761581.65385,496558.16,0.0,0.0,0.0
06,Colima,003,Comala,819,438259626.661836,535115.54,0.0,0.0,0.0
06,Colima,004,Coquimatlán,2200,532970969.6015104,242259.53,0.0,0.0,0.0
06,Colima,005,Cuauhtémoc,1618,811604311.322076,501609.59,0.0,0.0,0.0
06,Colima,006,Ixtlahuacán,533,26923136.1545552,50512.45,0.0,0.0,0.0
06,Colima,007,Manzanillo,25765,11459901672.66253,444785.63,0.0,0.0,0.0
06,Colima,008,Minatitlán,637,65421033.458718404,102701.78,9.0,14.0,39.13
06,Colima,009,Tecomán,8082,2314028700.880084,286318.82,9.0,8.0,52.94
06,Colima,010,Villa de Álvarez,23938,10745140228.48778,448873.77,0.0,0.0,0.0
07,Chiapas,001,Acacoyagua,787,9865784.625,12535.94,0.0,0.0,0.0
07,Chiapas,002,Acala,1852,99074171.2249144,53495.77,138.0,102.0,57.5
07,Chiapas,003,Acapetahua,1853,123793634.7228392,66807.14,0.0,0.0,0.0
07,Chiapas,004,Altamirano,1369,131564713.8921,96102.79,0.0,0.0,0.0
07,Chiapas,005,Amatán,833,163794513.5275,196632.07,0.0,0.0,0.0
07,Chiapas,006,Amatenango de la Frontera,665,34759837.7156696,52270.43,0.0,0.0,0.0
07,Chiapas,007,Amatenango del Valle,355,10109209.9806208,28476.65,0.0,0.0,0.0
07,Chiapas,008,Ángel Albino Corzo,1655,325545972.570944,196704.52,0.0,0.0,0.0
07,Chiapas,009,Arriaga,4964,564900844.401556,113799.53,0.0,0.0,0.0
07,Chiapas,010,Bejucal de Ocampo,18,237753.14059999998,13208.51,0.0,0.0,0.0
07,Chiapas,011,Bella Vista,589,16004256.4708,27171.91,0.0,0.0,0.0
07,Chiapas,012,Berriozábal,9100,2566886575.5057015,282075.45,155.0,154.0,50.16
07,Chiapas,013,Bochil,2266,87278060.261852,38516.35,0.0,0.0,0.0
07,Chiapas,014,El Bosque,453,14101084.0133,31128.22,0.0,0.0,0.0
07,Chiapas,015,Cacahoatán,1707,149938641.6347256,87837.52,0.0,0.0,0.0
07,Chiapas,016,Catazajá,1073,54922841.6682456,51186.25,0.0,0.0,0.0
07,Chiapas,017,Cintalapa de Figueroa,8057,1071290725.313624,132963.97,309.0,201.0,60.59
07,Chiapas,018,Coapilla,444,25451183.2861,57322.48,0.0,0.0,0.0
07,Chiapas,019,Comitán de Domínguez,16702,2417384217.261092,144736.21,0.0,0.0,0.0
07,Chiapas,020,La Concordia,3416,396510069.8746464,116074.38,0.0,0.0,0.0
07,Chiapas,021,Copainalá,1004,38629541.0909504,38475.64,0.0,0.0,0.0
07,Chiapas,022,Chalchihuitán,390,8817000.0,22607.69,0.0,0.0,0.0
07,Chiapas,023,Chamula,222,4680485.300799999,21083.27,0.0,0.0,0.0
07,Chiapas,024,Chanal,106,150591.0,1420.67,0.0,0.0,0.0
07,Chiapas,025,Chapultenango,164,8910098.069600001,54329.87,0.0,0.0,0.0
07,Chiapas,026,Chenalhó,1743,104249555.4224,59810.42,0.0,0.0,0.0
07,Chiapas,027,Chiapa de Corzo,13995,2489182229.603063,177862.25,122.0,111.0,52.36
07,Chiapas,028,Chiapilla,330,6456400.7902999995,19564.85,0.0,0.0,0.0
07,Chiapas,029,Chicoasén,253,4061683.4467776,16054.08,0.0,0.0,0.0
07,Chiapas,030,Chicomuselo,946,18255687.4055984,19297.77,0.0,0.0,0.0
07,Chiapas,031,Chilón,1791,22750672.9686096,12702.78,0.0,0.0,0.0
07,Chiapas,032,Escuintla,1323,78908104.798748,59643.31,0.0,0.0,0.0
07,Chiapas,033,Francisco León,415,31179798.0784,75132.04,0.0,0.0,0.0
07,Chiapas,034,Frontera Comalapa,2949,102532218.6673728,34768.47,0.0,0.0,0.0
07,Chiapas,035,Frontera Hidalgo,538,25752846.4893232,47867.74,0.0,0.0,0.0
07,Chiapas,036,La Grandeza,76,4561351.3891,60017.78,0.0,0.0,0.0
07,Chiapas,037,Huehuetán,1736,137433831.1738936,79166.95,0.0,0.0,0.0
07,Chiapas,038,Huixtán,247,4054255.2757,16413.99,0.0,0.0,0.0
07,Chiapas,039,Huitiupán,544,24396414.66,44846.35,0.0,0.0,0.0
07,Chiapas,040,Huixtla,3121,492215039.95065683,157710.68,0.0,0.0,0.0
07,Chiapas,041,La Independencia,1325,11708750.2113,8836.79,0.0,0.0,0.0
07,Chiapas,042,Ixhuatán,155,13696806.9659168,88366.5,0.0,0.0,0.0
07,Chiapas,043,Ixtacomitán,260,25173116.617064,96819.68,0.0,0.0,0.0
07,Chiapas,044,Ixtapa,1687,84171495.9218504,49894.19,0.0,0.0,0.0
07,Chiapas,045,Ixtapangajoya,59,4817525.443412799,81652.97,0.0,0.0,0.0
07,Chiapas,046,Jiquipilas,5979,389757868.7234264,65187.8,0.0,0.0,0.0
07,Chiapas,047,Jitotol,938,44959186.9305688,47930.9,0.0,0.0,0.0
07,Chiapas,048,Juárez,1985,243677096.3291736,122759.24,0.0,0.0,0.0
07,Chiapas,049,Larráinzar,1564,86889474.3945,55555.93,0.0,0.0,0.0
07,Chiapas,050,La Libertad,330,15777678.7659744,47811.15,0.0,0.0,0.0
07,Chiapas,051,Mapastepec,3602,253135237.6580584,70276.3,0.0,0.0,0.0
07,Chiapas,052,Las Margaritas,3902,76342940.3530848,19565.08,0.0,0.0,0.0
07,Chiapas,053,Mazapa de Madero,132,703204.7226,5327.31,0.0,0.0,0.0
07,Chiapas,054,Mazatán,1264,49316791.524268,39016.45,0.0,0.0,0.0
07,Chiapas,055,Metapa,337,26492458.6442328,78612.64,0.0,0.0,0.0
07,Chiapas,056,Mitontic,47,91460.0,1945.96,0.0,0.0,0.0
07,Chiapas,057,Motozintla,2072,169174749.2276616,81648.04,0.0,0.0,0.0
07,Chiapas,058,Nicolás Ruíz,70,4114940.0586,58784.86,0.0,0.0,0.0
07,Chiapas,059,Ocosingo,9046,492889179.5504704,54486.98,0.0,0.0,0.0
07,Chiapas,060,Ocotepec,835,25604933.3785,30664.59,0.0,0.0,0.0
07,Chiapas,061,Ocozocoautla de Espinosa,6434,615314480.0469296,95634.83,0.0,0.0,0.0
07,Chiapas,062,Ostuacán,217,12178973.0468648,56124.3,0.0,0.0,0.0
07,Chiapas,063,Osumacinta,122,2936006.96,24065.63,0.0,0.0,0.0
07,Chiapas,064,Oxchuc,568,4377984.1515999995,7707.72,0.0,0.0,0.0
07,Chiapas,065,Palenque,15978,1878844104.8472888,117589.44,11.0,3.0,78.57
07,Chiapas,066,Pantelhó,197,3187976.0874,16182.62,0.0,0.0,0.0
07,Chiapas,067,Pantepec,378,7900686.270500001,20901.29,0.0,0.0,0.0
07,Chiapas,068,Pichucalco,1598,286127570.0107272,179053.55,0.0,0.0,0.0
07,Chiapas,069,Pijijiapan,5056,402690214.8885656,79646.01,0.0,0.0,0.0
07,Chiapas,070,El Porvenir,162,2341555.543,14454.05,0.0,0.0,0.0
07,Chiapas,071,Villa Comaltitlán,1206,95826905.7297872,79458.46,0.0,0.0,0.0
07,Chiapas,072,Pueblo Nuevo Solistahuacán,2654,50414875.8323656,18995.81,0.0,0.0,0.0
07,Chiapas,073,Rayón,273,28237891.2999896,103435.5,0.0,0.0,0.0
07,Chiapas,074,Reforma,1542,296588216.2470656,192339.96,0.0,0.0,0.0
07,Chiapas,075,Las Rosas,1528,20719209.6404,13559.69,0.0,0.0,0.0
07,Chiapas,076,Sabanilla,201,7900103.4580216,39304.0,0.0,0.0,0.0
07,Chiapas,077,Salto de Agua,2642,201975416.05096078,76447.92,0.0,0.0,0.0
07,Chiapas,078,San Cristóbal de las Casas,14847,3004088561.2534704,202336.4,0.0,0.0,0.0
07,Chiapas,079,San Fernando,1791,178626171.6605752,99735.44,0.0,0.0,0.0
07,Chiapas,080,Siltepec,506,12769556.2909,25236.28,0.0,0.0,0.0
07,Chiapas,081,Simojovel,1912,35702424.8155632,18672.82,0.0,0.0,0.0
07,Chiapas,082,Sitalá,203,4573003.313424,22527.11,0.0,0.0,0.0
07,Chiapas,083,Socoltenango,1253,29973757.3846512,23921.59,0.0,0.0,0.0
07,Chiapas,084,Solosuchiapa,144,17206313.516684,119488.29,0.0,0.0,0.0
07,Chiapas,085,Soyaló,315,4939860.6040784,15682.1,0.0,0.0,0.0
07,Chiapas,086,Suchiapa,1680,117896165.6702288,70176.29,0.0,0.0,0.0
07,Chiapas,087,Suchiate,2281,203681619.45226002,89294.88,0.0,0.0,0.0
07,Chiapas,088,Sunuapa,18,0.0,0.0,0.0,0.0,0.0
07,Chiapas,089,Tapachula,35040,9187456352.735285,262199.1,0.0,0.0,0.0
07,Chiapas,090,Tapalapa,109,12013653.3586,110217.0,0.0,0.0,0.0
07,Chiapas,091,Tapilula,227,33586936.635448,147960.07,0.0,0.0,0.0
07,Chiapas,092,Tecpatán,1181,42109840.7733656,35656.09,0.0,0.0,0.0
07,Chiapas,093,Tenejapa,646,4886094.8851,7563.61,0.0,0.0,0.0
07,Chiapas,094,Teopisca,1535,50988469.2300328,33217.24,0.0,0.0,0.0
07,Chiapas,096,Tila,928,9731294.8241256,10486.31,0.0,0.0,0.0
07,Chiapas,097,Tonalá,9875,1196834140.9357448,121198.39,0.0,0.0,0.0
07,Chiapas,098,Totolapa,569,12044320.0744,21167.52,0.0,0.0,0.0
07,Chiapas,099,La Trinitaria,6061,160586269.777708,26495.01,0.0,0.0,0.0
07,Chiapas,100,Tumbalá,571,4552638.0027,7973.1,0.0,0.0,0.0
07,Chiapas,101,Tuxtla Gutiérrez,92630,20452871444.09704,220801.81,3.0,2.0,60.0
07,Chiapas,102,Tuxtla Chico,2046,263579762.8378328,128826.86,0.0,0.0,0.0
07,Chiapas,103,Tuzantán,1450,70966097.6594176,48942.14,0.0,0.0,0.0
07,Chiapas,104,Tzimol,1543,24306630.6091824,15752.84,0.0,0.0,0.0
07,Chiapas,105,Unión Juárez,381,23251771.0117,61028.27,0.0,0.0,0.0
07,Chiapas,106,Venustiano Carranza,4001,125649552.3517552,31404.54,0.0,0.0,0.0
07,Chiapas,107,Villa Corzo,5545,445707501.9527584,80380.07,188.0,135.0,58.2
07,Chiapas,108,Villaflores,15101,1526131004.1202145,101061.59,0.0,0.0,0.0
07,Chiapas,109,Yajalón,1456,55935930.4160776,38417.53,0.0,0.0,0.0
07,Chiapas,110,San Lucas,339,8883462.4222,26204.9,0.0,0.0,0.0
07,Chiapas,111,Zinacantán,886,3652085.9298,4121.99,0.0,0.0,0.0
07,Chiapas,112,San Juan Cancuc,1275,49138406.2482,38539.93,0.0,0.0,0.0
07,Chiapas,113,Aldama,222,18542126.0,83523.09,0.0,0.0,0.0
07,Chiapas,114,Benemérito de las Américas,77,6472079.6287048,84052.98,0.0,0.0,0.0
07,Chiapas,115,Maravilla Tenejapa,63,390511.6993,6198.6,0.0,0.0,0.0
07,Chiapas,116,Marqués de Comillas,27,3340372.6623072,123717.51,0.0,0.0,0.0
07,Chiapas,117,Montecristo de Guerrero,633,49293107.6833,77872.21,0.0,0.0,0.0
07,Chiapas,118,San Andrés Duraznal,596,6597983.0,11070.44,0.0,0.0,0.0
07,Chiapas,119,Santiago el Pinar,101,6736160.0,66694.65,0.0,0.0,0.0
07,Chiapas,122,El Parral,140,16947754.23784,121055.39,0.0,0.0,0.0
07,Chiapas,123,Emiliano Zapata,162,14497246.520209601,89489.18,45.0,31.0,59.21
07,Chiapas,124,Mezcalapa,27,894944.0,33146.07,0.0,0.0,0.0
08,Chihuahua,001,Ahumada,792,243432228.8671472,307363.93,0.0,0.0,0.0
08,Chihuahua,002,Aldama,3628,1474424609.3633049,406401.49,0.0,0.0,0.0
08,Chihuahua,003,Allende,358,61811027.9757944,172656.5,0.0,0.0,0.0
08,Chihuahua,004,Aquiles Serdán,6260,1620161554.6155849,258811.75,0.0,0.0,0.0
08,Chihuahua,005,Ascensión,759,154471843.2923376,203520.22,0.0,0.0,0.0
08,Chihuahua,006,Bachíniva,159,7178208.5193,45145.97,0.0,0.0,0.0
08,Chihuahua,007,Balleza,43,9654153.7025,224515.2,0.0,0.0,0.0
08,Chihuahua,008,Batopilas de Manuel Gómez Morín,483,46616004.0,96513.47,0.0,0.0,0.0
08,Chihuahua,009,Bocoyna,1557,201033166.2234904,129115.71,0.0,0.0,0.0
08,Chihuahua,010,Buenaventura,575,77965815.0582752,135592.72,0.0,0.0,0.0
08,Chihuahua,011,Camargo,3380,1175068097.8632183,347653.28,0.0,0.0,0.0
08,Chihuahua,012,Carichí,176,2496556.9132,14184.98,0.0,0.0,0.0
08,Chihuahua,013,Casas Grandes,987,204075823.6208048,206763.75,0.0,0.0,0.0
08,Chihuahua,014,Coronado,968,772760745.1468999,798306.55,0.0,0.0,0.0
08,Chihuahua,015,Coyame del Sotol,2147,141921.0,66.1,0.0,0.0,0.0
08,Chihuahua,016,La Cruz,44,9525710.591868,216493.42,0.0,0.0,0.0
08,Chihuahua,017,Cuauhtémoc,16122,5790588141.862456,359173.06,0.0,0.0,0.0
08,Chihuahua,018,Cusihuiriachi,82,2597783.7172064,31680.29,0.0,0.0,0.0
08,Chihuahua,019,Chihuahua,160971,75723848889.66742,470419.2,81.0,51.0,61.36
08,Chihuahua,020,Chínipas,782,524580364.6018,670818.88,0.0,0.0,0.0
08,Chihuahua,021,Delicias,21769,6497894272.361975,298493.01,0.0,0.0,0.0
08,Chihuahua,022,Dr. Belisario Domínguez,2,16500.0,8250.0,0.0,0.0,0.0
08,Chihuahua,023,Galeana,27,2552779.2813,94547.38,0.0,0.0,0.0
08,Chihuahua,024,Santa Isabel,49,21805496.3323136,445010.13,0.0,0.0,0.0
08,Chihuahua,025,Gómez Farías,316,45276810.369792804,143281.05,0.0,0.0,0.0
08,Chihuahua,026,Gran Morelos,21,154097.0,7337.95,0.0,0.0,0.0
08,Chihuahua,027,Guachochi,1480,1075354634.7960432,726590.97,0.0,0.0,0.0
08,Chihuahua,028,Guadalupe,686,7511684.516,10949.98,0.0,0.0,0.0
08,Chihuahua,029,Guadalupe y Calvo,421,28459131.29,67598.89,0.0,0.0,0.0
08,Chihuahua,030,Guazapares,103,4007691.9821216,38909.63,0.0,0.0,0.0
08,Chihuahua,031,Guerrero,803,123680494.37922719,154023.03,0.0,0.0,0.0
08,Chihuahua,032,Hidalgo del Parral,9985,2826647591.824232,283089.39,0.0,0.0,0.0
08,Chihuahua,033,Huejotitán,99,2173831.0,21957.89,0.0,0.0,0.0
08,Chihuahua,034,Ignacio Zaragoza,100,7748308.2242008,77483.08,0.0,0.0,0.0
08,Chihuahua,035,Janos,18,2117706.0803,117650.34,0.0,0.0,0.0
08,Chihuahua,036,Jiménez,2601,662114859.1173608,254561.65,6.0,6.0,50.0
08,Chihuahua,037,Juárez,296056,79380540066.53502,268126.77,109.0,134.0,44.86
08,Chihuahua,038,Julimes,284,32176486.6951688,113297.49,0.0,0.0,0.0
08,Chihuahua,039,López,24,6053293.7947,252220.57,0.0,0.0,0.0
08,Chihuahua,040,Madera,661,218027327.0212856,329844.67,0.0,0.0,0.0
08,Chihuahua,041,Maguarichi,2,2737012.0,1368506.0,0.0,0.0,0.0
08,Chihuahua,042,Manuel Benavides,15,18878711.0,1258580.73,0.0,0.0,0.0
08,Chihuahua,043,Matachí,64,20626852.3668712,322294.57,0.0,0.0,0.0
08,Chihuahua,044,Matamoros,192,26049406.4861672,135673.99,0.0,0.0,0.0
08,Chihuahua,045,Meoqui,4347,890433029.1800424,204838.52,10.0,7.0,58.82
08,Chihuahua,046,Morelos,341,12950000.0,37976.54,0.0,0.0,0.0
08,Chihuahua,047,Moris,67,5966436.688596,89051.29,0.0,0.0,0.0
08,Chihuahua,048,Namiquipa,505,27719636.6875264,54890.37,0.0,0.0,0.0
08,Chihuahua,049,Nonoava,8,44119.0,5514.88,0.0,0.0,0.0
08,Chihuahua,050,Nuevo Casas Grandes,7061,2132372084.6920695,301992.93,0.0,0.0,0.0
08,Chihuahua,051,Ocampo,373,18972756.640086398,50865.3,0.0,0.0,0.0
08,Chihuahua,052,Ojinaga,8294,10897048958.18923,1313847.23,0.0,0.0,0.0
08,Chihuahua,053,Praxedis G. Guerrero,183,21331156.806416,116563.7,0.0,0.0,0.0
08,Chihuahua,054,Riva Palacio,18,1886710.9138,104817.27,0.0,0.0,0.0
08,Chihuahua,055,Rosales,1479,277361242.710236,187532.96,0.0,0.0,0.0
08,Chihuahua,056,Rosario,18,54363.3906,3020.19,0.0,0.0,0.0
08,Chihuahua,057,San Francisco de Borja,5,38894.0,7778.8,0.0,0.0,0.0
08,Chihuahua,058,San Francisco de Conchos,51,9659963.7120008,189411.05,0.0,0.0,0.0
08,Chihuahua,059,San Francisco del Oro,364,38666670.8240864,106227.12,0.0,0.0,0.0
08,Chihuahua,060,Santa Bárbara,836,67215731.812644,80401.59,0.0,0.0,0.0
08,Chihuahua,061,Satevó,55,11462316.3602,208405.75,0.0,0.0,0.0
08,Chihuahua,062,Saucillo,1725,388317086.420484,225111.35,23.0,16.0,58.97
08,Chihuahua,063,Temósachic,73,5130188.05636,70276.55,0.0,0.0,0.0
08,Chihuahua,064,El Tule,32,740072.0,23127.25,0.0,0.0,0.0
08,Chihuahua,065,Urique,164,9954932.5115552,60700.81,0.0,0.0,0.0
08,Chihuahua,066,Uruachi,435,40435616.0,92955.44,0.0,0.0,0.0
08,Chihuahua,067,Valle de Zaragoza,95,18458239.4578,194297.26,0.0,0.0,0.0
09,Ciudad de México,002,Azcapotzalco,42416,27334199131.409035,644431.33,0.0,0.0,0.0
09,Ciudad de México,003,Coyoacán,41955,36687409149.19348,874446.65,0.0,0.0,0.0
09,Ciudad de México,004,Cuajimalpa de Morelos,19789,31583354766.47719,1596005.6,0.0,0.0,0.0
09,Ciudad de México,005,Gustavo A. Madero,76519,27893179871.328117,364526.19,32.0,35.0,47.76
09,Ciudad de México,006,Iztacalco,40099,19448130117.854797,485002.87,0.0,0.0,0.0
09,Ciudad de México,007,Iztapalapa,106319,25516704761.23939,240001.36,0.0,0.0,0.0
09,Ciudad de México,008,La Magdalena Contreras,16435,9379249172.412062,570687.51,0.0,0.0,0.0
09,Ciudad de México,009,Milpa Alta,17150,2056128231.477572,119890.86,0.0,0.0,0.0
09,Ciudad de México,010,Álvaro Obregón,322410,70206203045.33388,217754.42,21.0,19.0,52.5
09,Ciudad de México,011,Tláhuac,30227,5458521072.686572,180584.28,0.0,0.0,0.0
09,Ciudad de México,012,Tlalpan,47384,31859711588.13303,672372.78,0.0,0.0,0.0
09,Ciudad de México,013,Xochimilco,23985,6751716569.698079,281497.46,0.0,0.0,0.0
09,Ciudad de México,014,Benito Juárez,56781,94875092849.20227,1670895.07,0.0,0.0,0.0
09,Ciudad de México,015,Cuauhtémoc,64001,53431470673.79888,834853.68,0.0,0.0,0.0
09,Ciudad de México,016,Miguel Hidalgo,49332,63246753827.84853,1282063.44,0.0,0.0,0.0
09,Ciudad de México,017,Venustiano Carranza,32993,15289129360.838099,463405.25,0.0,0.0,0.0
10,Durango,001,Canatlán,1246,118788204.3388416,95335.64,0.0,0.0,0.0
10,Durango,002,Canelas,8,40049.0,5006.12,0.0,0.0,0.0
10,Durango,003,Coneto de Comonfort,94,2494954.6426,26542.07,0.0,0.0,0.0
10,Durango,004,Cuencamé,1517,70408264.57856,46412.83,0.0,0.0,0.0
10,Durango,005,Durango,93729,25926969208.879723,276616.3,120.0,99.0,54.79
10,Durango,006,General Simón Bolívar,1066,23811401.7062,22337.15,0.0,0.0,0.0
10,Durango,007,Gómez Palacio,58295,15241512040.424934,261454.88,5.0,7.0,41.67
10,Durango,008,Guadalupe Victoria,1551,165488647.767196,106698.03,0.0,0.0,0.0
10,Durango,009,Guanaceví,133,3692448.7914,27762.77,0.0,0.0,0.0
10,Durango,010,Hidalgo,35,1392880.2891000002,39796.58,0.0,0.0,0.0
10,Durango,011,Indé,7,1245510.0,177930.0,0.0,0.0,0.0
10,Durango,012,Lerdo,19808,4730067175.801688,238795.8,1.0,1.0,50.0
10,Durango,013,Mapimí,2795,440955027.6990424,157765.66,0.0,0.0,0.0
10,Durango,014,Mezquital,2722,96644489.5,35504.96,0.0,0.0,0.0
10,Durango,015,Nazas,180,5494590.2192,30525.5,0.0,0.0,0.0
10,Durango,016,Nombre de Dios,1041,32922500.0116544,31625.84,0.0,0.0,0.0
10,Durango,017,Ocampo,53,2700704.3311,50956.69,0.0,0.0,0.0
10,Durango,018,El Oro,339,25963375.3863608,76588.13,0.0,0.0,0.0
