clave_estado,estado,clave_municipio,municipio,Total_Creditos,Total_Monto_MXN,Ticket_Promedio_MXN,Creditos_Mujer,Creditos_Hombre,Pct_Creditos_Mujeres
30,Veracruz de Ignacio de la Llave,158,Tecolutla,473,123459754.5037824,261014.28,0.0,0.0,0.0
30,Veracruz de Ignacio de la Llave,159,Tehuipango,4,37740.0,9435.0,0.0,0.0,0.0
30,Veracruz de Ignacio de la Llave,160,Álamo Temapache,1952,257468745.4325064,131899.97,0.0,0.0,0.0
30,Veracruz de Ignacio de la Llave,161,Tempoal,842,140484649.4819104,166846.38,22.0,18.0,55.0
30,Veracruz de Ignacio de la Llave,162,Tenampa,29,1046152.64,36074.23,0.0,0.0,0.0
30,Veracruz de Ignacio de la Llave,163,Tenochtitlán,60,4523600.0,75393.33,0.0,0.0,0.0
30,Veracruz de Ignacio de la Llave,164,Teocelo,418,57779383.3544424,138228.19,0.0,0.0,0.0
30,Veracruz de Ignacio de la Llave,165,Tepatlaxco,104,7253464.7000552,69744.85,0.0,0.0,0.0
30,Veracruz de Ignacio de la Llave,166,Tepetlán,69,4386927.2978848,63578.66,0.0,0.0,0.0
30,Veracruz de Ignacio de la Llave,167,Tepetzintla,171,10857738.9118848,63495.55,0.0,0.0,0.0
30,Veracruz de Ignacio de la Llave,168,Tequila,554,17467034.73,31528.94,0.0,0.0,0.0
30,Veracruz de Ignacio de la Llave,169,José Azueta,648,53606125.477697596,82725.5,0.0,0.0,0.0
30,Veracruz de Ignacio de la Llave,170,Texcatepec,40,988320.0,24708.0,0.0,0.0,0.0
30,Veracruz de Ignacio de la Llave,171,Texhuacán,52,2725528.0,52414.0,0.0,0.0,0.0
30,Veracruz de Ignacio de la Llave,172,Texistepec,330,88315129.7948624,267621.61,0.0,0.0,0.0
30,Veracruz de Ignacio de la Llave,173,Tezonapa,1091,73242650.587748,67133.5,0.0,0.0,0.0
30,Veracruz de Ignacio de la Llave,174,Tierra Blanca,4610,985516285.0566432,213777.94,202.0,138.0,59.41
30,Veracruz de Ignacio de la Llave,175,Tihuatlán,2820,323505181.58818,114718.15,0.0,0.0,0.0
30,Veracruz de Ignacio de la Llave,176,Tlacojalpan,64,3424075.085,53501.17,0.0,0.0,0.0
30,Veracruz de Ignacio de la Llave,177,Tlacolulan,345,16059500.2262464,46549.28,0.0,0.0,0.0
30,Veracruz de Ignacio de la Llave,178,Tlacotalpan,464,134410139.06865442,289677.02,0.0,0.0,0.0
30,Veracruz de Ignacio de la Llave,179,Tlacotepec de Mejía,26,3406632.44,131024.32,0.0,0.0,0.0
30,Veracruz de Ignacio de la Llave,180,Tlachichilco,14,2799997.05,199999.79,0.0,0.0,0.0
30,Veracruz de Ignacio de la Llave,181,Tlalixcoyan,599,122370245.4039776,204290.89,0.0,0.0,0.0
30,Veracruz de Ignacio de la Llave,182,Tlalnelhuayocan,654,179545002.504496,274533.64,2.0,0.0,100.0
30,Veracruz de Ignacio de la Llave,183,Tlapacoyan,1161,182109081.8115896,156855.37,0.0,0.0,0.0
30,Veracruz de Ignacio de la Llave,184,Tlaquilpa,17,369000.0,21705.88,0.0,0.0,0.0
30,Veracruz de Ignacio de la Llave,185,Tlilapan,133,22546590.5863888,169523.24,0.0,0.0,0.0
30,Veracruz de Ignacio de la Llave,186,Tomatlán,101,15246176.8041488,150952.25,0.0,0.0,0.0
30,Veracruz de Ignacio de la Llave,187,Tonayán,18,172732.0,9596.22,0.0,0.0,0.0
30,Veracruz de Ignacio de la Llave,188,Totutla,151,9012975.8213,59688.58,0.0,0.0,0.0
30,Veracruz de Ignacio de la Llave,189,Tuxpan,12055,3859049559.0288057,320120.25,69.0,35.0,66.35
30,Veracruz de Ignacio de la Llave,190,Tuxtilla,60,12672062.3219472,211201.04,0.0,0.0,0.0
30,Veracruz de Ignacio de la Llave,191,Ursulo Galván,743,218935301.6259216,294663.93,0.0,0.0,0.0
30,Veracruz de Ignacio de la Llave,192,Vega de Alatorre,474,79554604.356324,167836.72,119.0,90.0,56.94
30,Veracruz de Ignacio de la Llave,193,Veracruz,91179,37532387962.31222,411634.13,146.0,66.0,68.87
30,Veracruz de Ignacio de la Llave,194,Villa Aldama,311,33945796.2776224,109150.47,0.0,0.0,0.0
30,Veracruz de Ignacio de la Llave,195,Xoxocotla,41,1656272.0,40396.88,0.0,0.0,0.0
30,Veracruz de Ignacio de la Llave,196,Yanga,347,58870151.942144,169654.62,0.0,0.0,0.0
30,Veracruz de Ignacio de la Llave,197,Yecuatla,135,16522383.8128064,122388.03,0.0,0.0,0.0
30,Veracruz de Ignacio de la Llave,198,Zacualpan,3,2223974.08,741324.69,0.0,0.0,0.0
30,Veracruz de Ignacio de la Llave,199,Zaragoza,284,9502647.3722008,33460.03,0.0,0.0,0.0
30,Veracruz de Ignacio de la Llave,200,Zentla,100,5854089.898630399,58540.9,0.0,0.0,0.0
30,Veracruz de Ignacio de la Llave,201,Zongolica,977,47521862.5599256,48640.6,0.0,0.0,0.0
30,Veracruz de Ignacio de la Llave,202,Zontecomatlán de López y Fuentes,508,19542984.4401,38470.44,0.0,0.0,0.0
30,Veracruz de Ignacio de la Llave,203,Zozocolco de Hidalgo,588,42112771.4254448,71620.36,0.0,0.0,0.0
30,Veracruz de Ignacio de la Llave,204,Agua Dulce,1690,367527604.2314488,217471.96,0.0,0.0,0.0
30,Veracruz de Ignacio de la Llave,205,El Higo,290,103690714.626712,357554.19,0.0,0.0,0.0
30,Veracruz de Ignacio de la Llave,206,Nanchital de Lázaro Cárdenas del Río,1571,591758196.7470368,376676.13,0.0,0.0,0.0
30,Veracruz de Ignacio de la Llave,207,Tres Valles,1369,246567113.1912288,180107.46,0.0,0.0,0.0
30,Veracruz de Ignacio de la Llave,208,Carlos A. Carrillo,1953,349464632.8102792,178937.34,3.0,1.0,75.0
30,Veracruz de Ignacio de la Llave,209,Tatahuicapan de Juárez,229,43094111.4042824,188183.89,0.0,0.0,0.0
30,Veracruz de Ignacio de la Llave,210,Uxpanapa,1666,125070539.8373256,75072.35,0.0,0.0,0.0
30,Veracruz de Ignacio de la Llave,211,San Rafael,1771,243813834.2754288,137670.15,0.0,0.0,0.0
30,Veracruz de Ignacio de la Llave,212,Santiago Sochiapan,58,3432538.0949999997,59181.69,0.0,0.0,0.0
31,Yucatán,001,Abalá,536,16289947.6874872,30391.69,0.0,0.0,0.0
31,Yucatán,002,Acanceh,2807,95140034.8690088,33893.85,0.0,0.0,0.0
31,Yucatán,003,Akil,461,25163447.585216,54584.49,0.0,0.0,0.0
31,Yucatán,004,Baca,687,26625316.4062056,38755.92,0.0,0.0,0.0
31,Yucatán,005,Bokobá,6059,11734788.8582,1936.75,0.0,0.0,0.0
31,Yucatán,006,Buctzotz,134,21562199.77512,160911.94,0.0,0.0,0.0
31,Yucatán,007,Cacalchén,542,23386266.1190256,43148.09,0.0,0.0,0.0
31,Yucatán,008,Calotmul,335,7941537.41,23706.08,0.0,0.0,0.0
31,Yucatán,009,Cansahcab,332,28898721.1779592,87044.34,0.0,0.0,0.0
31,Yucatán,010,Cantamayec,107,2922632.0,27314.32,0.0,0.0,0.0
31,Yucatán,011,Celestún,276,64586925.5970808,234010.6,0.0,0.0,0.0
31,Yucatán,012,Cenotillo,70,6531053.6576912,93300.77,0.0,0.0,0.0
31,Yucatán,013,Conkal,4979,5470034809.96114,1098621.17,0.0,0.0,0.0
31,Yucatán,014,Cuncunul,185,6209238.767899999,33563.45,0.0,0.0,0.0
31,Yucatán,015,Cuzamá,324,6865217.955768,21188.94,0.0,0.0,0.0
31,Yucatán,016,Chacsinkín,157,10921384.4196,69562.96,0.0,0.0,0.0
31,Yucatán,017,Chankom,379,11499587.0,30341.92,0.0,0.0,0.0
31,Yucatán,018,Chapab,254,13574727.2728,53443.81,0.0,0.0,0.0
31,Yucatán,019,Chemax,1502,49705618.3556592,33092.95,0.0,0.0,0.0
31,Yucatán,020,Chicxulub Pueblo,523,256489560.9913832,490419.81,0.0,0.0,0.0
31,Yucatán,021,Chichimilá,518,15522157.5839,29965.56,0.0,0.0,0.0
31,Yucatán,022,Chikindzonot,242,6224814.24,25722.37,0.0,0.0,0.0
31,Yucatán,023,Chocholá,777,20829275.244896,26807.3,0.0,0.0,0.0
31,Yucatán,024,Chumayel,64,3848291.4814911997,60129.55,0.0,0.0,0.0
31,Yucatán,025,Dzan,268,9261382.7247,34557.4,0.0,0.0,0.0
31,Yucatán,026,Dzemul,526,533494220.2481888,1014247.57,0.0,0.0,0.0
31,Yucatán,027,Dzidzantún,431,159448138.9480248,369949.28,4.0,3.0,57.14
31,Yucatán,028,Dzilam de Bravo,58,9528931.6267472,164291.92,0.0,0.0,0.0
31,Yucatán,029,Dzilam González,361,52980703.3698104,146760.95,0.0,0.0,0.0
31,Yucatán,030,Dzitás,120,2537822.1369,21148.52,0.0,0.0,0.0
31,Yucatán,031,Dzoncauich,196,3978103.0654616,20296.44,0.0,0.0,0.0
31,Yucatán,032,Espita,377,18484817.6456288,49031.35,0.0,0.0,0.0
31,Yucatán,033,Halachó,2789,150335183.8909,53902.9,0.0,0.0,0.0
31,Yucatán,034,Hocabá,429,12349688.4768248,28787.15,0.0,0.0,0.0
31,Yucatán,035,Hoctún,467,17134765.3603816,36691.15,0.0,0.0,0.0
31,Yucatán,036,Homún,749,21892170.2358496,29228.53,0.0,0.0,0.0
31,Yucatán,037,Huhí,43,1946724.5311448001,45272.66,0.0,0.0,0.0
31,Yucatán,038,Hunucmá,3609,358352688.29328,99294.18,0.0,0.0,0.0
31,Yucatán,039,Ixil,370,151221797.47414958,408707.56,0.0,0.0,0.0
31,Yucatán,040,Izamal,3838,237743836.6178912,61944.72,0.0,0.0,0.0
31,Yucatán,041,Kanasín,27580,7746030805.468985,280856.81,1.0,2.0,33.33
31,Yucatán,042,Kantunil,180,3027776.895,16820.98,0.0,0.0,0.0
31,Yucatán,043,Kaua,91,1613800.1602,17734.07,0.0,0.0,0.0
31,Yucatán,044,Kinchil,1076,27149112.0372672,25231.52,0.0,0.0,0.0
31,Yucatán,045,Kopomá,397,7547992.2152032,19012.57,0.0,0.0,0.0
31,Yucatán,046,Mama,118,2369694.2692,20082.15,0.0,0.0,0.0
31,Yucatán,047,Maní,358,9416246.4205,26302.36,0.0,0.0,0.0
31,Yucatán,048,Maxcanú,3420,119778469.4265688,35022.94,0.0,0.0,0.0
31,Yucatán,049,Mayapán,292,7864462.291300001,26933.09,0.0,0.0,0.0
31,Yucatán,050,Mérida,139141,80956037109.36742,581827.33,0.0,0.0,0.0
31,Yucatán,051,Mocochá,359,21020839.4663488,58553.87,0.0,0.0,0.0
31,Yucatán,052,Motul,3795,304514627.198032,80241.01,2.0,3.0,40.0
31,Yucatán,053,Muna,746,21927404.2139608,29393.3,0.0,0.0,0.0
31,Yucatán,054,Muxupip,271,3330604.2026,12290.05,0.0,0.0,0.0
31,Yucatán,055,Opichén,471,6441536.8613,13676.3,0.0,0.0,0.0
31,Yucatán,056,Oxkutzcab,1375,104260882.0944536,75826.1,7.0,4.0,63.64
31,Yucatán,057,Panabá,854,34478050.0394968,40372.42,0.0,0.0,0.0
31,Yucatán,058,Peto,1980,94999071.74803999,47979.33,0.0,0.0,0.0
31,Yucatán,059,Progreso,4327,2423283168.98475,560037.71,91.0,51.0,64.08
31,Yucatán,060,Quintana Roo,48,104409303.009296,2175193.81,0.0,0.0,0.0
31,Yucatán,061,Río Lagartos,437,9688972.2856504,22171.56,0.0,0.0,0.0
31,Yucatán,062,Sacalum,375,17225661.735688798,45935.1,0.0,0.0,0.0
31,Yucatán,063,Samahil,1000,28553308.349604,28553.31,0.0,0.0,0.0
31,Yucatán,064,Sanahcat,101,3320033.7451,32871.62,0.0,0.0,0.0
31,Yucatán,065,San Felipe,231,18594021.0,80493.6,0.0,0.0,0.0
31,Yucatán,066,Santa Elena,146,4877380.8108,33406.72,0.0,0.0,0.0
31,Yucatán,067,Seyé,534,20045032.2568528,37537.51,0.0,0.0,0.0
31,Yucatán,068,Sinanché,105,26241191.1329752,249916.11,0.0,0.0,0.0
31,Yucatán,069,Sotuta,652,20071227.3657128,30784.09,0.0,0.0,0.0
31,Yucatán,070,Sucilá,380,16134656.6515976,42459.62,0.0,0.0,0.0
31,Yucatán,071,Sudzal,508,5196766.9063,10229.86,0.0,0.0,0.0
31,Yucatán,072,Suma,164,4625895.4804903995,28206.68,0.0,0.0,0.0
31,Yucatán,073,Tahdziú,196,3744388.0,19104.02,0.0,0.0,0.0
31,Yucatán,074,Tahmek,346,23930796.6530056,69164.15,0.0,0.0,0.0
31,Yucatán,075,Teabo,332,7761413.5331,23377.75,0.0,0.0,0.0
31,Yucatán,076,Tecoh,2135,50262187.5064784,23542.01,0.0,0.0,0.0
31,Yucatán,077,Tekal de Venegas,160,3528125.7975248,22050.79,0.0,0.0,0.0
31,Yucatán,078,Tekantó,303,7298568.1922248,24087.68,0.0,0.0,0.0
31,Yucatán,079,Tekax,3383,288376279.1338352,85242.77,0.0,0.0,0.0
31,Yucatán,080,Tekit,216,9451808.8428,43758.37,0.0,0.0,0.0
31,Yucatán,081,Tekom,80,1941920.2696,24274.0,0.0,0.0,0.0
31,Yucatán,082,Telchac Pueblo,322,59252264.1260632,184013.24,0.0,0.0,0.0
31,Yucatán,083,Telchac Puerto,226,541274530.3681896,2395020.05,22.0,15.0,59.46
31,Yucatán,084,Temax,492,22747595.301836,46234.95,0.0,0.0,0.0
31,Yucatán,085,Temozón,950,37946173.0185,39943.34,0.0,0.0,0.0
31,Yucatán,086,Tepakán,233,38365602.523388,164659.24,0.0,0.0,0.0
31,Yucatán,087,Tetiz,712,14550657.7114664,20436.32,0.0,0.0,0.0
31,Yucatán,088,Teya,346,14219588.9899552,41097.08,0.0,0.0,0.0
31,Yucatán,089,Ticul,2218,290790898.245592,131105.0,0.0,0.0,0.0
31,Yucatán,090,Timucuy,382,9321503.528108,24401.84,0.0,0.0,0.0
31,Yucatán,091,Tinum,810,40298749.6001,49751.54,0.0,0.0,0.0
31,Yucatán,092,Tixcacalcupul,606,13333325.76,22002.19,0.0,0.0,0.0
31,Yucatán,093,Tixkokob,2995,168710615.63908,56330.76,0.0,0.0,0.0
31,Yucatán,094,Tixmehuac,370,10316848.0069,27883.37,0.0,0.0,0.0
31,Yucatán,095,Tixpéhual,984,28714097.7945096,29180.99,0.0,0.0,0.0
31,Yucatán,096,Tizimín,5896,612121353.4802305,103819.77,10.0,19.0,34.48
31,Yucatán,097,Tunkás,28,3815096.0072264,136253.43,0.0,0.0,0.0
31,Yucatán,098,Tzucacab,1407,49422115.0086048,35125.88,0.0,0.0,0.0
31,Yucatán,099,Uayma,108,8738881.0,80915.56,0.0,0.0,0.0
31,Yucatán,100,Ucú,557,176221592.7033424,316376.29,0.0,0.0,0.0
31,Yucatán,101,Umán,22605,5542132959.579758,245172.88,0.0,0.0,0.0
31,Yucatán,102,Valladolid,5356,1071073199.7466352,199976.33,0.0,0.0,0.0
31,Yucatán,103,Xocchel,190,5870842.973568,30899.17,0.0,0.0,0.0
31,Yucatán,104,Yaxcabá,1526,39254711.7615,25723.93,0.0,0.0,0.0
31,Yucatán,105,Yaxkukul,577,59811429.2414464,103659.32,0.0,0.0,0.0
31,Yucatán,106,Yobaín,292,36141093.287492,123770.87,0.0,0.0,0.0
32,Zacatecas,001,Apozol,89,7874601.6094,88478.67,0.0,0.0,0.0
32,Zacatecas,002,Apulco,114,4295971.2278,37683.96,29.0,5.0,85.29
32,Zacatecas,003,Atolinga,7,876323.0,125189.0,0.0,0.0,0.0
32,Zacatecas,004,Benito Juárez,172,11115440.6503,64624.65,0.0,0.0,0.0
32,Zacatecas,005,Calera,2563,697271570.3657528,272052.9,0.0,0.0,0.0
32,Zacatecas,006,Cañitas de Felipe Pescador,283,12023128.6452648,42484.55,0.0,0.0,0.0
32,Zacatecas,007,Concepción del Oro,476,27080513.6703968,56891.84,0.0,0.0,0.0
32,Zacatecas,008,Cuauhtémoc,384,12158888.6338832,31663.77,0.0,0.0,0.0
32,Zacatecas,009,Chalchihuites,261,13563374.577432,51966.95,0.0,0.0,0.0
32,Zacatecas,010,Fresnillo,17209,3415354145.7803793,198463.25,2.0,3.0,40.0
32,Zacatecas,011,Trinidad García de la Cadena,167,9134282.74,54696.3,0.0,0.0,0.0
32,Zacatecas,012,Genaro Codina,340,81342009.7949216,239241.21,0.0,0.0,0.0
32,Zacatecas,013,General Enrique Estrada,191,23130312.1889208,121101.11,0.0,0.0,0.0
32,Zacatecas,014,General Francisco R. Murguía,1177,49833764.1840848,42339.65,0.0,0.0,0.0
32,Zacatecas,015,El Plateado de Joaquín Amaro,41,1555970.7251,37950.51,0.0,0.0,0.0
32,Zacatecas,016,General Pánfilo Natera,501,17894291.6035104,35717.15,0.0,0.0,0.0
32,Zacatecas,017,Guadalupe,31057,10544247524.508036,339512.75,55.0,77.0,41.67
32,Zacatecas,018,Huanusco,69,3312780.3097,48011.31,0.0,0.0,0.0
32,Zacatecas,019,Jalpa,707,116987788.191708,165470.7,0.0,0.0,0.0
32,Zacatecas,020,Jerez,1268,293710205.956392,231632.65,0.0,0.0,0.0
32,Zacatecas,021,Jiménez del Teul,100,5548667.293,55486.67,0.0,0.0,0.0
32,Zacatecas,022,Juan Aldama,408,81821750.9618296,200543.51,0.0,0.0,0.0
32,Zacatecas,023,Juchipila,378,62457351.1685,165231.09,0.0,0.0,0.0
32,Zacatecas,024,Loreto,2295,195044221.6585472,84986.59,0.0,0.0,0.0
32,Zacatecas,025,Luis Moya,511,53460804.9366896,104619.97,0.0,0.0,0.0
32,Zacatecas,026,Mazapil,587,22645771.7861504,38578.83,0.0,0.0,0.0
32,Zacatecas,027,Melchor Ocampo,65,1435995.5302,22092.24,0.0,0.0,0.0
32,Zacatecas,028,Mezquital del Oro,121,3870573.5250999997,31988.21,0.0,0.0,0.0
32,Zacatecas,029,Miguel Auza,713,81130723.3830552,113787.83,0.0,0.0,0.0
32,Zacatecas,030,Momax,155,11001958.378,70980.38,0.0,0.0,0.0
32,Zacatecas,031,Monte Escobedo,342,17234311.0533,50392.72,0.0,0.0,0.0
32,Zacatecas,032,Morelos,629,79759058.7135968,126802.96,0.0,0.0,0.0
32,Zacatecas,033,Moyahua de Estrada,252,50318159.7369,199675.24,0.0,0.0,0.0
32,Zacatecas,034,Nochistlán de Mejía,788,64997300.5149336,82483.88,0.0,0.0,0.0
32,Zacatecas,035,Noria de Ángeles,390,10420825.4023856,26720.07,0.0,0.0,0.0
32,Zacatecas,036,Ojocaliente,1898,196959389.6011632,103772.07,0.0,0.0,0.0
32,Zacatecas,037,Pánuco,1672,44370855.0843328,26537.59,0.0,0.0,0.0
32,Zacatecas,038,Pinos,1965,126241222.6102344,64244.9,0.0,0.0,0.0
32,Zacatecas,039,Río Grande,1582,275309329.3442192,174026.12,0.0,0.0,0.0
32,Zacatecas,040,Sain Alto,987,41041050.9585712,41581.61,0.0,0.0,0.0
32,Zacatecas,041,El Salvador,13,696850.0782,53603.85,0.0,0.0,0.0
32,Zacatecas,042,Sombrerete,2536,135443260.9040952,53408.23,1.0,1.0,50.0
32,Zacatecas,043,Susticacán,67,2830597.8709216,42247.73,0.0,0.0,0.0
32,Zacatecas,044,Tabasco,217,29192162.395940002,134526.09,0.0,0.0,0.0
32,Zacatecas,045,Tepechitlán,374,29109203.0582,77832.09,0.0,0.0,0.0
32,Zacatecas,046,Tepetongo,234,9537416.379,40758.19,0.0,0.0,0.0
32,Zacatecas,047,Teúl de González Ortega,102,11430459.214,112063.33,0.0,0.0,0.0
32,Zacatecas,048,Tlaltenango de Sánchez Román,765,99935159.90852961,130634.2,0.0,0.0,0.0
32,Zacatecas,049,Valparaíso,1419,62119146.6996144,43776.71,12.0,21.0,36.36
32,Zacatecas,050,Vetagrande,800,13050516.7535,16313.15,0.0,0.0,0.0
32,Zacatecas,051,Villa de Cos,836,28302929.575,33855.18,0.0,0.0,0.0
32,Zacatecas,052,Villa García,768,46452316.038335204,60484.79,0.0,0.0,0.0
32,Zacatecas,053,Villa González Ortega,609,24816710.169832,40749.93,0.0,0.0,0.0
32,Zacatecas,054,Villa Hidalgo,644,22905993.0703776,35568.31,0.0,0.0,0.0
32,Zacatecas,055,Villanueva,652,46626014.6563448,71512.29,1.0,2.0,33.33
32,Zacatecas,056,Zacatecas,14575,6531617936.618975,448138.45,13.0,14.0,48.15
32,Zacatecas,057,Trancoso,892,16400810.7949664,18386.56,0.0,0.0,0.0
32,Zacatecas,058,Santa María de la Paz,52,4302920.8334,82748.48,0.0,0.0,0.0
