Estado,Pagina_Extraida,Fecha_Consulta,Precio,Ubicacion,Caracteristicas,URL_Propiedad
Queretaro,1,2026-04-06 01:14,"$1,637,000 MXN","Se vende casa Cto Andamaxei Cond. Mariposa Int-105, Paseos del Bosque, 76910, Santiago de Querétaro, Qro., Col. Paseos del Bosque, Corregidora, Querétaro, México, C.P. 76910, ID: 30328019",2 Recámaras | 1 Baño | 61 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-cto-andamaxei-cond-mariposa-int105-paseos-del-bosque-76910-santiago-de-queretaro-qro-paseos-del-bosque-queretaro-30328019
Queretaro,2,2026-04-06 01:14,"$5,990,000 MXN","Venta de casa P.º de las Pitahayas, 76269 Zibatá, Qro., Col. Zibatá, El Marqués, Querétaro, México, C.P. 76269, ID: 30225433",4 Recámaras | 4 Baños | 260 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-p-de-las-pitahayas-76269-zibata-qro-zibata-queretaro-30225433
Queretaro,2,2026-04-06 01:14,"$6,599,000 MXN","Se vende casa en Blvrd el Salto 225, 76226 Juriquilla, Qro. #225, Col. Real de Juriquilla Prados, Querétaro, Querétaro, México, C.P. 76226, ID: 30760495",5 Recámaras | 4 Baños | 259 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-blvrd-el-salto-225-76226-juriquilla-qro-225-real-de-juriquilla-prados-queretaro-30760495
Queretaro,2,2026-04-06 01:14,"$2,450,000 MXN","Se vende casa Prolongación Bernardo Quintana 4213 #4213, Col. Ciudad del Sol Sección Valle de Santiago, Querétaro, Querétaro, México, C.P. 76116, ID: 30092085",3 Recámaras | 3 Baños | 116 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-prolongacion-bernardo-quintana-4213-4213-ciudad-del-sol-seccion-valle-de-santiago-queretaro-30092085
Queretaro,2,2026-04-06 01:14,"$3,490,000 MXN","Se vende casa Pitahayas 4, Col. Zibatá, El Marqués, Querétaro, México, C.P. 76269, ID: 30990098",3 Recámaras | 3 Baños | 170 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-pitahayas-4-zibata-queretaro-30990098
Queretaro,2,2026-04-06 01:14,"$2,500,000 MXN","Venta de casa Casa con Temazcal Tina de hidromasaje Terraza con jacuzzi, Col. Lomas de Casa Blanca, Querétaro, Querétaro, México, C.P. 76080, ID: 30879879",5 Recámaras | 3 Baños | 200 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-casa-con-temazcal-tina-de-hidromasaje-terraza-con-jacuzzi-lomas-de-casa-blanca-queretaro-30879879
Queretaro,2,2026-04-06 01:14,"$4,850,000 MXN","Monte Elbrus, 76230 Juriquilla, Qro.Int. 8888, Col. Colinas de Juriquilla, Querétaro, Querétaro, México, C.P. 76230, ID: 30990698",4 Recámaras | 4 Baños | 225 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-monte-elbrus-76230-juriquilla-qro-colinas-de-juriquilla-queretaro-30990698
Queretaro,2,2026-04-06 01:14,"$6,000,000 MXN","Se vende casa en De la Mesa #211, Col. Villas del Mesón, Querétaro, Querétaro, México, C.P. 76226, ID: 28512097",3 Recámaras | 5 Baños | 283 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-de-la-mesa-211-villas-del-meson-queretaro-28512097
Queretaro,2,2026-04-06 01:14,"$6,000,000 MXN","Venta casa en lago cuitzeo, Col. Cumbres del Lago, Querétaro, Querétaro, México, C.P. 76230, ID: 30870863",3 Recámaras | 2 Baños | 186 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-lago-cuitzeo-cumbres-del-lago-queretaro-30870863
Queretaro,2,2026-04-06 01:14,"$3,624,000 MXN","Se vende casa en Paso de los Toros, Col. Residencial el Refugio, Querétaro, Querétaro, México, C.P. 76146, ID: 30025501",3 Recámaras | 2 Baños | 151 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-paso-de-los-toros-residencial-el-refugio-queretaro-30025501
Queretaro,2,2026-04-06 01:14,"$6,500,000 MXN","Venta casa en Calle Alvaro Obregon 48 #48, Col. Camino Real, Colón, Querétaro, México, C.P. 76270, ID: 28024616",4 Recámaras | 4 Baños | 525 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-calle-alvaro-obregon-48-48-camino-real-queretaro-28024616
Queretaro,2,2026-04-06 01:14,"$17,239,900 MXN","Se vende casa en Blvd. Altozano 76237, Altozano, 76237 Santiago de Querétaro, Qro. #76237Int. 8888, Col. Altozano el Nuevo Querétaro, Querétaro, Querétaro, México, C.P. 76237, ID: 30780910",4 Recámaras | 4 Baños | 424 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-blvd-altozano-76237-altozano-76237-santiago-de-queretaro-qro-76237-altozano-el-nuevo-queretaro-queretaro-30780910
Queretaro,2,2026-04-06 01:14,"$21,800,000 MXN","Casa disponible en venta en Anillo Vial Fray Junípero Serra, 76237 Santiago de Querétaro, Qro. #s/n, Col. Altozano el Nuevo Querétaro, Querétaro, Querétaro, México, C.P. 76237, ID: 30396297",4 Recámaras | 4 Baños | 522 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-anillo-vial-fray-junipero-serra-76237-santiago-de-queretaro-qro-sn-altozano-el-nuevo-queretaro-queretaro-30396297
Queretaro,2,2026-04-06 01:14,"$4,100,000 MXN","76100 Juriquilla, Qro. #s/n, Col. Valle de Juriquilla, Querétaro, Querétaro, México, C.P. 76100, ID: 30533736",4 Recámaras | 4 Baños | 180 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-76100-juriquilla-qro-sn-valle-de-juriquilla-queretaro-30533736
Queretaro,2,2026-04-06 01:14,"$745,000 MXN","Se vende casa Cormoran # 2 Casa 5, La Pradera, en El Marqués, Estado de Querétaro, Col. La Pradera, El Marqués, Querétaro, México, C.P. 76269, ID: 30407757",2 Recámaras | 1 Baño | 38 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-cormoran-2-casa-5-la-pradera-en-el-marques-estado-de-queretaro-la-pradera-queretaro-30407757
