Estado,Pagina_Extraida,Fecha_Consulta,Precio,Ubicacion,Caracteristicas,URL_Propiedad
Yucatan,153,2026-04-06 04:47,"$2,590,000 MXN",", Col. Cholul, Mérida, Yucatán, México, C.P. 97305, ID: 30711141",2 Recámaras | 2 Baños | 148 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-cholul-yucatan-30711141
Yucatan,153,2026-04-06 04:47,"$14,950,000 MXN",", Col. Yucatán Country Club, Mérida, Yucatán, México, C.P. 97308, ID: 28977448",3 Recámaras | 5 Baños | 416 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-yucatan-country-club-yucatan-28977448
Yucatan,153,2026-04-06 04:47,"$3,565,000 MXN","Conkal, Col. Conkal, Conkal, Yucatán, México, C.P. 97345, ID: 28375395",3 Recámaras | 3 Baños | 168 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-conkal-conkal-yucatan-28375395
Yucatan,153,2026-04-06 04:47,"$4,200,000 MXN","Casa en venta, ., Col. Conkal, Conkal, Yucatán, México, C.P. 97345, ID: 29102988",3 Recámaras | 3 Baños | 226 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-conkal-yucatan-29102988
Yucatan,153,2026-04-06 04:47,"$4,299,000 MXN",", Col. Temozon Norte, Mérida, Yucatán, México, C.P. 97302, ID: 26973644",3 Recámaras | 3 Baños | 234 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-temozon-norte-yucatan-26973644
Yucatan,153,2026-04-06 04:47,"$4,380,000 MXN","Casa disponible en venta en Conkal, Col. Conkal, Conkal, Yucatán, México, C.P. 97345, ID: 29496571",3 Recámaras | 3 Baños | 264 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-conkal-conkal-yucatan-29496571
Yucatan,153,2026-04-06 04:47,"$2,100,000 MXN","Se vende casa 1, Col. Pensiones, Mérida, Yucatán, México, C.P. 97219, ID: 30509500",3 Recámaras | 1 Baño | 114 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-1-pensiones-yucatan-30509500
Yucatan,153,2026-04-06 04:47,"$3,170,000 MXN","Venta de casa CARRETERA CHABLEKAL, Col. San Diego Cutz, Conkal, Yucatán, México, C.P. 97347, ID: 28338844",3 Recámaras | 2 Baños | 145 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-carretera-chablekal-san-diego-cutz-yucatan-28338844
Yucatan,153,2026-04-06 04:47,"$4,700,000 MXN","Venta casa en ., Col. Dzitya, Mérida, Yucatán, México, C.P. 97302, ID: 25472000",3 Recámaras | 3 Baños | 176 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-dzitya-yucatan-25472000
Yucatan,153,2026-04-06 04:47,"$4,199,000 MXN","Se vende casa -, Col. Conkal, Conkal, Yucatán, México, C.P. 97345, ID: 29966432",3 Recámaras | 3 Baños | 233 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-conkal-yucatan-29966432
Yucatan,153,2026-04-06 04:47,"$22,000,000 MXN","Casa en venta disponible en Residencia, Col. Sierra Papacal, Mérida, Yucatán, México, C.P. 97302, ID: 29948716",6 Recámaras | 5 Baños | 848 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-residencia-sierra-papacal-yucatan-29948716
Yucatan,153,2026-04-06 04:47,"$5,650,000 MXN","Casa en venta disponible en , Col. Dzitya, Mérida, Yucatán, México, C.P. 97302, ID: 30470501",3 Recámaras | 4 Baños | 340 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-dzitya-yucatan-30470501
Yucatan,153,2026-04-06 04:47,"$15,300,000 MXN","Casa en venta, , Col. Yucatán Country Club, Mérida, Yucatán, México, C.P. 97308, ID: 29335851",4 Recámaras | 5 Baños | 410 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-yucatan-country-club-yucatan-29335851
Yucatan,153,2026-04-06 04:47,"$7,650,000 MXN","Se vende casa en 1, Col. Merida Centro, Mérida, Yucatán, México, C.P. 97000, ID: 28520782",4 Recámaras | 278 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-1-merida-centro-yucatan-28520782
Yucatan,154,2026-04-06 04:47,"$5,200,000 MXN","Venta de casa en MERIDA CENTRO MERCADO SAN BENITO, Col. Merida Centro, Mérida, Yucatán, México, C.P. 97000, ID: 29862263",2 Recámaras | 4 Baños | 346 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-merida-centro-mercado-san-benito-merida-centro-yucatan-29862263
Yucatan,154,2026-04-06 04:47,"$4,500,000 MXN","Se vende casa en Col. San Diego Cutz, Conkal, Yucatán, México, C.P. 97347, ID: 30135263",4 Recámaras | 4 Baños | 240 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-san-diego-cutz-yucatan-30135263
Yucatan,154,2026-04-06 04:47,"$9,985,000 MXN","Se vende casa 15.5KM, Col. Chablekal, Mérida, Yucatán, México, C.P. 97302, ID: 30582938",3 Recámaras | 4 Baños | 367 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-155km-chablekal-yucatan-30582938
Yucatan,154,2026-04-06 04:47,"$3,450,000 MXN","Se vende casa en 1, Col. Dzitya, Mérida, Yucatán, México, C.P. 97302, ID: 28426457",1 Recámara | 1 Baño | 114 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-1-dzitya-yucatan-28426457
Yucatan,154,2026-04-06 04:47,"$8,900,000 MXN","Se vende casa en Col. Dzitya, Mérida, Yucatán, México, C.P. 97302, ID: 30446897",5 Recámaras | 5 Baños | 535 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-dzitya-yucatan-30446897
Yucatan,154,2026-04-06 04:47,"$1,530,000 MXN","Venta de casa en 67, Col. Mérida, Mérida, Yucatán, México, C.P. 97203, ID: 27336935",2 Recámaras | 2 Baños | 96 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-67-merida-yucatan-27336935
Yucatan,154,2026-04-06 04:47,"$3,186,900 MXN","Se vende casa 1, Col. Conkal, Conkal, Yucatán, México, C.P. 97345, ID: 29872498",2 Recámaras | 2 Baños | 151 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-1-conkal-yucatan-29872498
Yucatan,154,2026-04-06 04:47,"$3,400,000 MXN","Se vende casa 46, Col. Conkal, Conkal, Yucatán, México, C.P. 97345, ID: 23458232",3 Recámaras | 3 Baños | 260 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-46-conkal-yucatan-23458232
Yucatan,154,2026-04-06 04:47,"$3,650,000 MXN","15a, Col. Chuburna de Hidalgo, Mérida, Yucatán, México, C.P. 97205, ID: 30399882",3 Recámaras | 168 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-15a-chuburna-de-hidalgo-yucatan-30399882
Yucatan,154,2026-04-06 04:47,"$3,850,000 MXN","Venta de casa en 0, Col. Los Cocos, Mérida, Yucatán, México, C.P. 97000, ID: 29305628",2 Recámaras | 2 Baños | 178 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-los-cocos-yucatan-29305628
Yucatan,154,2026-04-06 04:47,"$4,287,515 MXN","36, Col. Temozon Norte, Mérida, Yucatán, México, C.P. 97302, ID: 25820029",3 Recámaras | 3 Baños | 205 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-36-temozon-norte-yucatan-25820029
Yucatan,154,2026-04-06 04:47,"$17,500,000 MXN","Venta casa en , Col. Yucatán Country Club, Mérida, Yucatán, México, C.P. 97308, ID: 25107215",4 Recámaras | 4 Baños | 430 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-yucatan-country-club-yucatan-25107215
Yucatan,154,2026-04-06 04:47,"$4,495,000 MXN","Casa disponible en venta en Residencial, Col. Cholul, Mérida, Yucatán, México, C.P. 97305, ID: 30185079",4 Recámaras | 4 Baños | 210 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-residencial-cholul-yucatan-30185079
Yucatan,154,2026-04-06 04:47,"$7,700,000 MXN","Se vende casa en , Col. Telchac Puerto, Telchac Puerto, Yucatán, México, C.P. 97407, ID: 30710333",4 Recámaras | 3 Baños | 264 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-telchac-puerto-yucatan-30710333
Yucatan,154,2026-04-06 04:47,"$4,250,000 MXN","Se vende casa en 7, Col. La Ceiba, Mérida, Yucatán, México, C.P. 97314, ID: 30213129",3 Recámaras | 2 Baños | 180 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-7-la-ceiba-yucatan-30213129
Yucatan,154,2026-04-06 04:47,"$4,300,000 MXN",", Col. San Diego Cutz, Conkal, Yucatán, México, C.P. 97347, ID: 30121792",4 Recámaras | 4 Baños | 390 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-san-diego-cutz-yucatan-30121792
Yucatan,154,2026-04-06 04:47,"$8,050,000 MXN","Casa en venta disponible en , Col. Komchen, Mérida, Yucatán, México, C.P. 97302, ID: 30526447",3 Recámaras | 5 Baños | 350 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-komchen-yucatan-30526447
Yucatan,154,2026-04-06 04:47,"$8,500,000 MXN","Se vende casa , Col. San Diego, Dzemul, Yucatán, México, C.P. 97406, ID: 27979460",4 Recámaras | 4 Baños | 327 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-san-diego-yucatan-27979460
Yucatan,154,2026-04-06 04:47,"$5,500,000 MXN","Venta de casa 49, Col. Las Brisas, Mérida, Yucatán, México, C.P. 97144, ID: 30730696",4 Recámaras | 3 Baños | 339 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-49-las-brisas-yucatan-30730696
Yucatan,154,2026-04-06 04:47,"$4,746,000 MXN","Casa en venta disponible en Almena, Col. Dzitya, Mérida, Yucatán, México, C.P. 97302, ID: 30155173",3 Recámaras | 3 Baños | 175 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-almena-dzitya-yucatan-30155173
Yucatan,154,2026-04-06 04:47,"$13,700,000 MXN","Venta de casa en , Col. Tamanché, Mérida, Yucatán, México, C.P. 97304, ID: 29819191",3 Recámaras | 3 Baños | 331 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-tamanche-yucatan-29819191
Yucatan,154,2026-04-06 04:47,"$3,699,000 MXN","Venta de casa S/N, Col. Praderas del Mayab, Conkal, Yucatán, México, C.P. 97347, ID: 27408933",3 Recámaras | 3 Baños | 215 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-sn-praderas-del-mayab-yucatan-27408933
Yucatan,154,2026-04-06 04:47,"$3,100,000 MXN","20, Col. Dzitya, Mérida, Yucatán, México, C.P. 97302, ID: 23611496",3 Recámaras | 2 Baños | 136 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-20-dzitya-yucatan-23611496
Yucatan,154,2026-04-06 04:47,"$2,970,000 MXN","Casa disponible en venta en 30, Col. Conkal, Conkal, Yucatán, México, C.P. 97345, ID: 27696818",3 Recámaras | 3 Baños | 183 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-30-conkal-yucatan-27696818
Yucatan,154,2026-04-06 04:47,"$4,800,000 MXN","Venta de casa en Casa 65 Magnolia Residencial, Col. Cholul, Mérida, Yucatán, México, C.P. 97305, ID: 28289958",4 Recámaras | 5 Baños | 297 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-casa-65-magnolia-residencial-cholul-yucatan-28289958
Yucatan,154,2026-04-06 04:47,"$3,000,000 MXN","Casa en venta, 0, Col. Progreso de Castro Centro, Progreso, Yucatán, México, C.P. 97320, ID: 30491711",5 Recámaras | 5 Baños,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-progreso-de-castro-centro-yucatan-30491711
Yucatan,154,2026-04-06 04:47,"$6,650,000 MXN","Casa disponible en venta en 1, Col. Parque Natura, Mérida, Yucatán, México, C.P. 97305, ID: 30481228",4 Recámaras | 5 Baños | 326 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-1-parque-natura-yucatan-30481228
Yucatan,154,2026-04-06 04:47,"$2,990,000 MXN","Venta casa en 0, Col. Real Montejo, Mérida, Yucatán, México, C.P. 97302, ID: 29523979",3 Recámaras | 2 Baños | 143 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-real-montejo-yucatan-29523979
Yucatan,154,2026-04-06 04:47,"$3,600,000 MXN","1, Col. Floresta, Mérida, Yucatán, México, C.P. 97205, ID: 28711849",3 Recámaras | 3 Baños | 213 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-1-floresta-yucatan-28711849
Yucatan,154,2026-04-06 04:47,"$1,800,000 MXN","Sin nombre de calle, Col. Jardines del Noreste, Mérida, Yucatán, México, C.P. 97138, ID: 23936022",2 Recámaras | 2 Baños | 100 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-sin-nombre-de-calle-jardines-del-noreste-yucatan-23936022
Yucatan,154,2026-04-06 04:47,"$3,400,000 MXN","Casa en venta disponible en Cholul, Col. Cholul, Mérida, Yucatán, México, C.P. 97305, ID: 30354587",2 Recámaras | 3 Baños | 160 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-cholul-cholul-yucatan-30354587
Yucatan,154,2026-04-06 04:47,"$25,800,000 MXN","Casa disponible en venta en Privada Kanah, Col. Yucatán Country Club, Mérida, Yucatán, México, C.P. 97308, ID: 28187702",5 Recámaras | 5 Baños | 480 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-privada-kanah-yucatan-country-club-yucatan-28187702
Yucatan,154,2026-04-06 04:47,"$8,200,000 MXN","1, Col. El Cuyo, Tizimín, Yucatán, México, C.P. 97707, ID: 30586410",2 Recámaras | 1 Baño | 222 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-1-el-cuyo-yucatan-30586410
Yucatan,154,2026-04-06 04:47,"$5,502,441 MXN","Venta de casa en , Col. Temozon Norte, Mérida, Yucatán, México, C.P. 97302, ID: 24251133",3 Recámaras | 3 Baños | 226 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-temozon-norte-yucatan-24251133
Yucatan,154,2026-04-06 04:47,"$4,370,000 MXN","Venta de casa en , Col. Dzitya, Mérida, Yucatán, México, C.P. 97302, ID: 29935102",3 Recámaras | 4 Baños | 240 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-dzitya-yucatan-29935102
Yucatan,154,2026-04-06 04:47,"$5,450,000 MXN","Venta de casa Col. Sitpach, Mérida, Yucatán, México, C.P. 97306, ID: 30437955",3 Recámaras | 4 Baños | 249 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-sitpach-yucatan-30437955
Yucatan,154,2026-04-06 04:47,"$3,350,000 MXN","Se vende casa km 0.7, Col. Cholul, Mérida, Yucatán, México, C.P. 97305, ID: 26176944",3 Recámaras | 3 Baños | 195 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-km-07-cholul-yucatan-26176944
Yucatan,154,2026-04-06 04:47,"$2,850,000 MXN","Venta de casa , Col. Magnolia Residencial, Conkal, Yucatán, México, C.P. 97345, ID: 29767903",2 Recámaras | 2 Baños | 130 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-magnolia-residencial-yucatan-29767903
Yucatan,154,2026-04-06 04:47,"$9,500,000 MXN","Venta de casa 60, Col. Merida Centro, Mérida, Yucatán, México, C.P. 97000, ID: 29295321",2 Recámaras | 2 Baños | 196 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-60-merida-centro-yucatan-29295321
Yucatan,154,2026-04-06 04:47,"$4,500,000 MXN","Komchén, Col. Komchen, Mérida, Yucatán, México, C.P. 97302, ID: 29222719",1 Recámara | 1 Baño | 180 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-komchen-komchen-yucatan-29222719
Yucatan,154,2026-04-06 04:47,"$3,620,000 MXN","Venta de casa en CONKAL, Col. Conkal, Conkal, Yucatán, México, C.P. 97345, ID: 10851075",4 Recámaras | 4 Baños | 195 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-conkal-conkal-yucatan-10851075
Yucatan,154,2026-04-06 04:47,"$21,650,000 MXN","Se vende casa en , Col. Yucatán Country Club, Mérida, Yucatán, México, C.P. 97308, ID: 30710756",4 Recámaras | 5 Baños | 435 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-yucatan-country-club-yucatan-30710756
Yucatan,155,2026-04-06 04:47,"$3,400,000 MXN","Casa en venta, -, Col. San Juan Bautista, Mérida, Yucatán, México, C.P. 97302, ID: 27787931",3 Recámaras | 2 Baños | 166 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-san-juan-bautista-yucatan-27787931
Yucatan,155,2026-04-06 04:47,"$3,590,000 MXN","Se vende casa 1, Col. Conkal, Conkal, Yucatán, México, C.P. 97345, ID: 30436718",3 Recámaras | 4 Baños | 250 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-1-conkal-yucatan-30436718
Yucatan,155,2026-04-06 04:47,"$4,650,000 MXN","Casa en venta disponible en Privada Puerto Esmeralda, Col. Chelem, Progreso, Yucatán, México, C.P. 97336, ID: 28876813",3 Recámaras | 2 Baños | 102 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-privada-puerto-esmeralda-chelem-yucatan-28876813
Yucatan,155,2026-04-06 04:47,"$7,895,000 MXN","Venta de casa en 0, Col. Dzitya, Mérida, Yucatán, México, C.P. 97302, ID: 28696198",3 Recámaras | 5 Baños | 345 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-dzitya-yucatan-28696198
Yucatan,155,2026-04-06 04:47,"$12,900,000 MXN","Casa en venta, , Col. Yucatán Country Club, Mérida, Yucatán, México, C.P. 97308, ID: 30315378",3 Recámaras | 4 Baños | 409 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-yucatan-country-club-yucatan-30315378
Yucatan,155,2026-04-06 04:47,"$2,095,000 MXN","Casa en venta, CENTRO CERCA SAN CRISTOBAL, Col. Merida Centro, Mérida, Yucatán, México, C.P. 97000, ID: 28815820",1 Recámara | 1 Baño | 132 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-centro-cerca-san-cristobal-merida-centro-yucatan-28815820
Yucatan,155,2026-04-06 04:47,"$10,000,000 MXN","Venta de casa en Cabo Norte, Col. Cabo Norte, Mérida, Yucatán, México, C.P. 97305, ID: 22750585",3 Recámaras | 3 Baños | 256 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-cabo-norte-cabo-norte-yucatan-22750585
Yucatan,155,2026-04-06 04:47,"$10,495,000 MXN","Venta de casa en na, Col. Cabo Norte, Mérida, Yucatán, México, C.P. 97305, ID: 30646626",3 Recámaras | 3 Baños | 307 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-na-cabo-norte-yucatan-30646626
Yucatan,155,2026-04-06 04:47,"$6,000,000 MXN","Casa en venta, CALLE 55, Col. Merida Centro, Mérida, Yucatán, México, C.P. 97000, ID: 29756567",6 Recámaras | 2 Baños | 428 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-calle-55-merida-centro-yucatan-29756567
Yucatan,155,2026-04-06 04:47,"$7,300,000 MXN","Venta casa en 10, Col. Santa Gertrudis Copo, Mérida, Yucatán, México, C.P. 97305, ID: 29382539",3 Recámaras | 3 Baños | 284 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-10-santa-gertrudis-copo-yucatan-29382539
Yucatan,155,2026-04-06 04:47,"$6,528,640 MXN","A 3 cuadras de periférico, Col. Temozon Norte, Mérida, Yucatán, México, C.P. 97302, ID: 29692511",4 Recámaras | 4 Baños | 281 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-a-3-cuadras-de-periferico-temozon-norte-yucatan-29692511
Yucatan,155,2026-04-06 04:47,"$4,732,546 MXN",", Col. Dzitya, Mérida, Yucatán, México, C.P. 97302, ID: 30710984",3 Recámaras | 4 Baños | 185 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-dzitya-yucatan-30710984
Yucatan,155,2026-04-06 04:47,"$3,040,000 MXN","Venta de casa Cumbres Novo Norte, Col. Conkal, Conkal, Yucatán, México, C.P. 97345, ID: 27329308",3 Recámaras | 2 Baños | 152 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-cumbres-novo-norte-conkal-yucatan-27329308
Yucatan,155,2026-04-06 04:47,"$3,155,000 MXN","Venta de casa en BOSQUES DE CHOLUL, Col. Cholul, Mérida, Yucatán, México, C.P. 97305, ID: 29928649",2 Recámaras | 2 Baños | 136 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-bosques-de-cholul-cholul-yucatan-29928649
Yucatan,155,2026-04-06 04:47,"$10,650,000 MXN","Casa disponible en venta en , Col. San Ramon Norte I, Mérida, Yucatán, México, C.P. 97117, ID: 22243733",4 Recámaras | 6 Baños | 600 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-san-ramon-norte-i-yucatan-22243733
Yucatan,155,2026-04-06 04:47,"$4,200,000 MXN","Casa en venta, , Col. Chicxulub Puerto, Progreso, Yucatán, México, C.P. 97330, ID: 29100949",3 Recámaras | 2 Baños | 107 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-chicxulub-puerto-yucatan-29100949
Yucatan,155,2026-04-06 04:47,"$3,100,000 MXN","Venta casa en 19 b, Col. Chelem, Progreso, Yucatán, México, C.P. 97336, ID: 30094854",2 Recámaras | 2 Baños | 83 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-19-b-chelem-yucatan-30094854
Yucatan,155,2026-04-06 04:47,"$2,502,280 MXN","Casa en venta disponible en , Col. Cholul, Mérida, Yucatán, México, C.P. 97305, ID: 27330624",2 Recámaras | 2 Baños | 106 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-cholul-yucatan-27330624
Yucatan,155,2026-04-06 04:47,"$5,499,000 MXN",", Col. Cholul, Mérida, Yucatán, México, C.P. 97305, ID: 29328371",4 Recámaras | 5 Baños | 272 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-cholul-yucatan-29328371
Yucatan,155,2026-04-06 04:47,"$3,192,500 MXN","Venta de casa CONKAL, Col. Conkal, Conkal, Yucatán, México, C.P. 97345, ID: 26420438",2 Recámaras | 2 Baños | 151 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-conkal-conkal-yucatan-26420438
Yucatan,155,2026-04-06 04:47,"$4,430,000 MXN","Venta de casa 1, Col. Temozon Norte, Mérida, Yucatán, México, C.P. 97302, ID: 30085435",3 Recámaras | 3 Baños | 225 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-1-temozon-norte-yucatan-30085435
Yucatan,155,2026-04-06 04:47,"$3,890,000 MXN","Venta de casa s/n, Col. Conkal, Conkal, Yucatán, México, C.P. 97345, ID: 29406001",3 Recámaras | 3 Baños | 215 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-sn-conkal-yucatan-29406001
Yucatan,155,2026-04-06 04:47,"$7,850,000 MXN","Norte, Col. San Ramon Norte, Mérida, Yucatán, México, C.P. 97117, ID: 30442686",4 Recámaras | 5 Baños | 360 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-norte-san-ramon-norte-yucatan-30442686
Yucatan,155,2026-04-06 04:47,"$4,990,000 MXN","Venta de casa 1, Col. San Ignacio, Progreso, Yucatán, México, C.P. 97334, ID: 30540027",3 Recámaras | 4 Baños | 215 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-1-san-ignacio-yucatan-30540027
Yucatan,155,2026-04-06 04:47,"$10,270,000 MXN","Se vende casa , Col. Komchen, Mérida, Yucatán, México, C.P. 97302, ID: 30453804",5 Recámaras | 5 Baños | 434 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-komchen-yucatan-30453804
Yucatan,155,2026-04-06 04:47,"$7,560,000 MXN","Se vende casa 0, Col. Residencial Xcanatún, Mérida, Yucatán, México, C.P. 97302, ID: 27878546",2 Recámaras | 3 Baños | 248 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-residencial-xcanatun-yucatan-27878546
Yucatan,155,2026-04-06 04:47,"$3,890,000 MXN","Venta de casa en CAPRI, Col. Cholul, Mérida, Yucatán, México, C.P. 97305, ID: 27866190",3 Recámaras | 4 Baños | 224 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-capri-cholul-yucatan-27866190
Yucatan,155,2026-04-06 04:47,"$5,500,000 MXN","Se vende casa en , Col. Chablekal, Mérida, Yucatán, México, C.P. 97302, ID: 29885082",3 Recámaras | 3 Baños | 259 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-chablekal-yucatan-29885082
Yucatan,155,2026-04-06 04:47,"$4,490,000 MXN","Casa en venta disponible en Altosano, Col. Xcunyá, Mérida, Yucatán, México, C.P. 97304, ID: 27856611",3 Recámaras | 210 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-altosano-xcunya-yucatan-27856611
Yucatan,155,2026-04-06 04:47,"$8,995,000 MXN","Casa en venta disponible en , Col. El Rosario, Mérida, Yucatán, México, C.P. 97206, ID: 28998838",7 Recámaras | 6 Baños | 617 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-el-rosario-yucatan-28998838
Yucatan,155,2026-04-06 04:47,"$3,190,000 MXN","12, Col. Cholul, Mérida, Yucatán, México, C.P. 97305, ID: 28139109",2 Recámaras | 2 Baños | 172 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-12-cholul-yucatan-28139109
Yucatan,155,2026-04-06 04:47,"$3,850,000 MXN","Casa disponible en venta en , Col. Cholul, Mérida, Yucatán, México, C.P. 97305, ID: 30478663",3 Recámaras | 3 Baños | 239 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-cholul-yucatan-30478663
Yucatan,155,2026-04-06 04:47,"$60,000,000 MXN","Casa en venta, , Col. Club de Golf La Ceiba, Mérida, Yucatán, México, C.P. 97302, ID: 28998372",5 Recámaras | 5 Baños | 2000 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-club-de-golf-la-ceiba-yucatan-28998372
Yucatan,155,2026-04-06 04:47,"$16,260,890 MXN","Casa en venta disponible en 5, Col. Yucatán Country Club, Mérida, Yucatán, México, C.P. 97308, ID: 29993396",4 Recámaras | 4 Baños | 438 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-5-yucatan-country-club-yucatan-29993396
Yucatan,155,2026-04-06 04:47,"$10,650,000 MXN","Casa en venta disponible en SN, Col. Telchac Puerto, Telchac Puerto, Yucatán, México, C.P. 97407, ID: 27635538",2 Recámaras | 3 Baños | 197 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-sn-telchac-puerto-yucatan-27635538
