ano,estado,municipio,pcu,tipo_vivienda,viviendas,clave_municipio,clave_estado
2016,Colima,Tecomán,U1,Horizontal,281,009,06
2016,Guanajuato,Celaya,U1,Horizontal,59,007,11
2016,Querétaro,El Marqués,FC,Horizontal,992,011,22
2017,Aguascalientes,Aguascalientes,U2,Vertical,250,001,01
2015,Hidalgo,Zapotlán de Juárez,FC,Horizontal,51,082,13
2017,Hidalgo,Tula de Allende,U1,Horizontal,3,076,13
2015,Zacatecas,Sombrerete,U1,Horizontal,1,042,32
2015,Guanajuato,Irapuato,U1,Vertical,3,017,11
2016,Sonora,Nogales,U3,Horizontal,462,043,26
2015,Coahuila de Zaragoza,Frontera,U2,Horizontal,11,010,05
2015,Sonora,Cajeme,U2,Horizontal,1334,018,26
2015,Veracruz de Ignacio de la Llave,Cosoleacaque,FC,Vertical,30,048,30
2016,San Luis Potosí,Rioverde,U1,Horizontal,10,024,24
2017,Tabasco,Teapa,U1,Horizontal,4,016,27
2017,Sinaloa,Culiacán,U1,Horizontal,809,006,25
2017,Durango,Durango,U3,Horizontal,582,005,10
2017,Sonora,San Luis Río Colorado,U2,Horizontal,124,055,26
2017,México,Tultitlán,U2,Vertical,2,109,15
2016,Yucatán,Motul,U3,Horizontal,3,052,31
2017,Chihuahua,Nuevo Casas Grandes,U2,Horizontal,278,050,08
2017,Ciudad de México,Iztacalco,U2,Vertical,33,006,09
2015,Baja California,Playas de Rosarito,FC,Horizontal,132,005,02
2017,Colima,Villa de Álvarez,U2,Horizontal,689,010,06
2015,Ciudad de México,Álvaro Obregón,U1,Vertical,131,010,09
2015,Nuevo León,Monterrey,U3,Horizontal,23,039,19
2016,Coahuila de Zaragoza,Frontera,U2,Horizontal,182,010,05
2016,Tabasco,Emiliano Zapata,U2,Horizontal,3,007,27
2017,Sinaloa,Salvador Alvarado,U2,Horizontal,38,015,25
2017,Morelos,Cuautla,U3,Horizontal,22,006,17
2015,Jalisco,San Pedro Tlaquepaque,U1,Vertical,650,098,14
2015,San Luis Potosí,Salinas,FC,Horizontal,30,025,24
2016,Sonora,Guaymas,FC,Horizontal,18,029,26
2016,Quintana Roo,Solidaridad,U2,Vertical,434,008,23
2017,Tlaxcala,Tzompantepec,U2,Horizontal,3,038,29
2015,Nuevo León,Pesquería,FC,Vertical,468,041,19
2017,Tamaulipas,Reynosa,U1,Horizontal,190,032,28
2017,Sinaloa,Culiacán,U2,Vertical,694,006,25
2015,México,Tultitlán,U3,Horizontal,2,109,15
2017,Puebla,Tehuacán,U3,Vertical,99,156,21
2016,Jalisco,Acatic,FC,Horizontal,3,001,14
2017,Ciudad de México,Cuauhtémoc,U1,Horizontal,38,015,09
2017,Guerrero,Coyuca de Benítez,FC,Horizontal,15,021,12
2015,Nuevo León,García,U3,Vertical,41,018,19
2016,Jalisco,El Salto,U2,Horizontal,2608,070,14
2017,Nuevo León,General Escobedo,U3,Horizontal,662,021,19
2017,Tabasco,Comalcalco,U1,Horizontal,2,005,27
2016,Nuevo León,Monterrey,U1,Vertical,75,039,19
2015,Tamaulipas,Valle Hermoso,U1,Horizontal,30,040,28
2016,Hidalgo,Tepeapulco,U2,Horizontal,120,061,13
2015,Tlaxcala,Tlaxcala,U1,Vertical,3,033,29
2017,Coahuila de Zaragoza,Torreón,U1,Horizontal,364,035,05
2016,Morelos,Yecapixtla,U3,Vertical,34,030,17
2017,Colima,Manzanillo,U2,Vertical,96,007,06
2015,México,Nicolás Romero,U2,Horizontal,258,060,15
2015,Yucatán,Valladolid,U3,Horizontal,163,102,31
2015,Coahuila de Zaragoza,Morelos,FC,Horizontal,23,019,05
2016,México,Tlalnepantla de Baz,U1,Horizontal,1,104,15
2015,Jalisco,San Pedro Tlaquepaque,U3,Horizontal,234,098,14
2015,Zacatecas,Guadalupe,U3,Horizontal,510,017,32
2017,Veracruz de Ignacio de la Llave,Cosoleacaque,U1,Horizontal,47,048,30
2015,San Luis Potosí,San Luis Potosí,U1,Vertical,246,028,24
2015,Jalisco,San Juan de los Lagos,U3,Horizontal,60,073,14
2015,Nuevo León,Pesquería,U3,Horizontal,361,041,19
2015,San Luis Potosí,Rioverde,U2,Horizontal,3,024,24
2016,Jalisco,Ixtlahuacán de los Membrillos,U3,Vertical,6,044,14
2015,Jalisco,Ocotlán,U2,Horizontal,15,063,14
2016,Nuevo León,General Escobedo,U2,Vertical,92,021,19
2015,Michoacán de Ocampo,Tarímbaro,U3,Vertical,12,088,16
2016,Yucatán,Ticul,FC,Horizontal,1,089,31
2015,Tabasco,Comalcalco,FC,Horizontal,38,005,27
2016,Ciudad de México,Tlalpan,U2,Horizontal,5,012,09
2017,Nuevo León,Cadereyta Jiménez,U3,Horizontal,252,009,19
2017,Guanajuato,Silao de la Victoria,U3,Horizontal,364,037,11
2015,Oaxaca,Santa Cruz Xoxocotlán,U2,Vertical,260,385,20
2015,Durango,Durango,U2,Horizontal,1471,005,10
2017,Puebla,Teziutlán,FC,Vertical,8,174,21
2016,Veracruz de Ignacio de la Llave,San Andrés Tuxtla,U2,Horizontal,1,141,30
2017,Veracruz de Ignacio de la Llave,Tuxpan,U3,Vertical,40,189,30
2016,Nuevo León,Salinas Victoria,U2,Horizontal,249,045,19
2016,Tamaulipas,Altamira,U1,Horizontal,1,003,28
2015,Chihuahua,Juárez,U1,Horizontal,675,037,08
2016,Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo,U3,Horizontal,137,131,30
2016,Nayarit,Tepic,U1,Horizontal,15,017,18
2017,Tlaxcala,Tetla de la Solidaridad,U2,Horizontal,9,031,29
2016,Nuevo León,General Terán,FC,Horizontal,23,022,19
2015,Jalisco,Zapotlán el Grande,U1,Horizontal,1,023,14
2015,Chihuahua,Delicias,FC,Horizontal,1,021,08
2015,México,Chalco,U2,Horizontal,1831,025,15
2017,Sonora,Cananea,U2,Horizontal,3,019,26
2016,Jalisco,La Barca,U3,Horizontal,87,018,14
2015,Jalisco,El Salto,U2,Horizontal,2916,070,14
2017,México,Tonanitla,U3,Horizontal,14,125,15
2015,México,Capulhuac,U3,Horizontal,5,019,15
2015,Veracruz de Ignacio de la Llave,Boca del Río,U1,Vertical,30,028,30
2015,Aguascalientes,Aguascalientes,U2,Vertical,443,001,01
2015,Tlaxcala,Chiautempan,U2,Horizontal,8,010,29
2017,Coahuila de Zaragoza,Torreón,U2,Horizontal,1927,035,05
2017,Sonora,Cajeme,U3,Horizontal,299,018,26
2016,Michoacán de Ocampo,Jacona,U2,Horizontal,18,043,16
2017,Yucatán,Mérida,U3,Horizontal,3529,050,31
2016,Aguascalientes,Jesús María,U1,Horizontal,138,005,01
2017,Sonora,San Luis Río Colorado,U1,Horizontal,5,055,26
2016,Jalisco,Tala,FC,Horizontal,268,083,14
2017,Coahuila de Zaragoza,Saltillo,U2,Horizontal,1931,030,05
2016,Sonora,Navojoa,U2,Horizontal,483,042,26
2016,Colima,Colima,U2,Horizontal,433,002,06
2017,México,Toluca,U3,Horizontal,2,106,15
2016,Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo,U2,Horizontal,23,131,30
2017,Sonora,Santa Ana,FC,Horizontal,3,058,26
2016,Tlaxcala,Xicohtzinco,U2,Horizontal,2,042,29
2017,Querétaro,Querétaro,U1,Horizontal,457,014,22
2015,México,Lerma,U2,Vertical,3,051,15
2017,Tamaulipas,Río Bravo,U3,Horizontal,17,033,28
2016,Baja California Sur,Los Cabos,U2,Vertical,340,008,03
2017,Ciudad de México,Venustiano Carranza,U1,Horizontal,1,017,09
2015,Querétaro,El Marqués,U3,Horizontal,332,011,22
2016,Nuevo León,Sabinas Hidalgo,U1,Horizontal,8,044,19
2016,Jalisco,Ojuelos de Jalisco,FC,Horizontal,6,064,14
2017,México,Zumpango,U3,Vertical,1470,120,15
2015,México,Ocoyoacac,FC,Horizontal,1,062,15
2015,Chiapas,Tapachula,FC,Horizontal,383,089,07
2017,Yucatán,Motul,U2,Vertical,12,052,31
2015,Aguascalientes,Calvillo,U3,Horizontal,7,003,01
2015,Veracruz de Ignacio de la Llave,San Andrés Tuxtla,U2,Horizontal,35,141,30
2015,Hidalgo,Pachuca de Soto,U2,Horizontal,1471,048,13
2017,México,Tecámac,U3,Vertical,312,081,15
2017,México,Tultitlán,U2,Horizontal,90,109,15
2015,Zacatecas,Jerez,U1,Horizontal,8,020,32
2015,Guanajuato,San Luis de la Paz,FC,Horizontal,8,033,11
2016,Coahuila de Zaragoza,Saltillo,U2,Horizontal,2248,030,05
2015,Sonora,Hermosillo,U2,Horizontal,3185,030,26
2016,Sonora,Empalme,FC,Horizontal,1,025,26
2017,Coahuila de Zaragoza,Frontera,FC,Horizontal,3,010,05
2017,Baja California,Tijuana,FC,Horizontal,27,004,02
2016,Michoacán de Ocampo,Zamora,U2,Horizontal,33,108,16
2015,Sinaloa,Culiacán,FC,Vertical,174,006,25
2017,Jalisco,Tlajomulco de Zúñiga,FC,Horizontal,710,097,14
2015,Nuevo León,Apodaca,U1,Horizontal,554,006,19
2015,Aguascalientes,Aguascalientes,U2,Horizontal,4224,001,01
2015,San Luis Potosí,Soledad de Graciano Sánchez,U1,Horizontal,53,035,24
2016,Puebla,San Pedro Cholula,U2,Horizontal,19,140,21
2017,Yucatán,Kanasín,U2,Horizontal,802,041,31
2016,Zacatecas,Río Grande,U2,Horizontal,10,039,32
2016,Nuevo León,García,U3,Horizontal,4127,018,19
2015,Chiapas,Tuxtla Gutiérrez,U1,Vertical,504,101,07
2017,México,Xonacatlán,U3,Vertical,111,115,15
2017,Guanajuato,Salamanca,U3,Horizontal,76,027,11
2015,Yucatán,Motul,U2,Horizontal,12,052,31
2015,Hidalgo,Actopan,U3,Horizontal,6,003,13
2017,Baja California Sur,La Paz,U3,Horizontal,389,003,03
2017,Chihuahua,Delicias,FC,Horizontal,1,021,08
2017,Veracruz de Ignacio de la Llave,Xalapa,U2,Horizontal,22,087,30
2017,Veracruz de Ignacio de la Llave,Veracruz,U1,Vertical,88,193,30
2017,Veracruz de Ignacio de la Llave,Córdoba,U3,Horizontal,32,044,30
2015,Oaxaca,Heroica Ciudad de Huajuapan de León,U3,Vertical,8,039,20
2015,Tamaulipas,Altamira,U2,Horizontal,170,003,28
2016,Veracruz de Ignacio de la Llave,Río Blanco,U2,Vertical,24,138,30
2017,Morelos,Emiliano Zapata,U2,Horizontal,1,008,17
2015,Oaxaca,Santa María Huatulco,U3,Vertical,304,413,20
2017,Chihuahua,Chihuahua,U3,Horizontal,2508,019,08
2015,Chiapas,San Fernando,FC,Horizontal,5,079,07
2016,Coahuila de Zaragoza,Piedras Negras,U1,Horizontal,34,025,05
2016,Oaxaca,Santa Cruz Xoxocotlán,U1,Vertical,192,385,20
2017,Guanajuato,Acámbaro,FC,Horizontal,12,002,11
2016,Jalisco,San Pedro Tlaquepaque,U1,Vertical,524,098,14
2016,Nuevo León,El Carmen,U3,Horizontal,614,010,19
2017,Durango,Durango,U1,Horizontal,250,005,10
2015,Michoacán de Ocampo,Zamora,U2,Horizontal,276,108,16
2017,Jalisco,Sayula,U3,Horizontal,7,082,14
2017,Veracruz de Ignacio de la Llave,Veracruz,U2,Horizontal,1105,193,30
2017,México,Tultitlán,U3,Vertical,1,109,15
2015,Hidalgo,Huichapan,FC,Horizontal,5,029,13
2016,Puebla,Juan C. Bonilla,U3,Horizontal,2,090,21
2015,Puebla,Ocoyucan,U3,Horizontal,71,106,21
2017,México,Nextlalpan,U3,Vertical,777,059,15
2015,México,Otzolotepec,FC,Horizontal,176,067,15
2016,Jalisco,Zapotlán el Grande,FC,Horizontal,1,023,14
2016,Michoacán de Ocampo,Sahuayo,U2,Horizontal,186,076,16
2015,Jalisco,El Arenal,FC,Vertical,36,009,14
2016,México,Tlalnepantla de Baz,U1,Vertical,127,104,15
2017,San Luis Potosí,Salinas,U1,Horizontal,7,025,24
2016,Tabasco,Teapa,U1,Vertical,3,016,27
2017,Zacatecas,Guadalupe,U1,Horizontal,8,017,32
2016,Tlaxcala,Huamantla,U2,Horizontal,11,013,29
2016,Jalisco,Tepatitlán de Morelos,U2,Horizontal,13,093,14
2016,Sinaloa,Mazatlán,U2,Horizontal,1805,012,25
2016,Guerrero,Acapulco de Juárez,U3,Horizontal,234,001,12
2015,Puebla,Ocoyucan,FC,Horizontal,174,106,21
2015,Durango,Vicente Guerrero,U2,Vertical,1,038,10
2016,Guanajuato,Salamanca,U3,Vertical,496,027,11
2017,México,Zumpango,U3,Horizontal,798,120,15
2017,Guerrero,Acapulco de Juárez,FC,Vertical,88,001,12
2016,Ciudad de México,Coyoacán,U1,Horizontal,1,003,09
2015,Zacatecas,Jalpa,FC,Horizontal,1,019,32
2017,Guanajuato,Moroleón,U3,Horizontal,41,021,11
2017,Veracruz de Ignacio de la Llave,Orizaba,U2,Horizontal,45,118,30
2016,Michoacán de Ocampo,Apatzingán,U2,Horizontal,38,006,16
2016,Coahuila de Zaragoza,Villa Unión,FC,Horizontal,6,037,05
2017,Nayarit,Compostela,U1,Horizontal,27,004,18
2015,Jalisco,Zapotlanejo,U2,Horizontal,11,124,14
2017,Michoacán de Ocampo,Morelia,U2,Vertical,304,053,16
2016,Ciudad de México,Venustiano Carranza,U2,Vertical,385,017,09
2015,Ciudad de México,Cuajimalpa de Morelos,U1,Horizontal,1,004,09
2015,Tabasco,Huimanguillo,U2,Horizontal,1,008,27
2016,Tlaxcala,Zacatelco,U2,Horizontal,10,044,29
2015,México,Nextlalpan,U3,Horizontal,30,059,15
2016,Tlaxcala,Calpulalpan,U2,Horizontal,7,006,29
2016,Puebla,Amozoc,U1,Horizontal,34,015,21
2015,San Luis Potosí,San Luis Potosí,U3,Horizontal,80,028,24
2016,Coahuila de Zaragoza,Piedras Negras,U3,Horizontal,113,025,05
2017,Michoacán de Ocampo,Morelia,U3,Vertical,490,053,16
2015,Guanajuato,Romita,U2,Horizontal,4,026,11
2017,Tabasco,Cárdenas,FC,Horizontal,1,002,27
2016,Tlaxcala,Apetatitlán de Antonio Carvajal,U1,Horizontal,14,002,29
2016,San Luis Potosí,San Luis Potosí,FC,Horizontal,662,028,24
2017,Michoacán de Ocampo,Zamora,FC,Horizontal,37,108,16
2016,Tamaulipas,Altamira,U1,Vertical,294,003,28
2017,Jalisco,La Barca,U2,Horizontal,6,018,14
2016,Nayarit,Bahía de Banderas,U3,Horizontal,125,020,18
2015,Nayarit,Tepic,FC,Horizontal,93,017,18
2016,Guanajuato,Guanajuato,U1,Horizontal,28,015,11
2015,Baja California,Ensenada,U2,Horizontal,140,001,02
2017,Hidalgo,Apan,U1,Horizontal,3,008,13
2016,México,Huehuetoca,U2,Horizontal,528,035,15
2016,Morelos,Yecapixtla,U2,Vertical,333,030,17
2015,México,Zinacantepec,U3,Horizontal,15,118,15
2016,Querétaro,Querétaro,U1,Vertical,160,014,22
2016,Guanajuato,Guanajuato,U3,Vertical,288,015,11
2017,Nuevo León,Ciénega de Flores,U3,Horizontal,848,012,19
2015,Ciudad de México,Iztacalco,U2,Vertical,355,006,09
2016,Baja California Sur,La Paz,U1,Vertical,2,003,03
2015,Tlaxcala,Tlaxcala,U2,Horizontal,73,033,29
2017,Coahuila de Zaragoza,Frontera,U2,Horizontal,51,010,05
2016,Jalisco,Tlajomulco de Zúñiga,FC,Horizontal,849,097,14
2015,Guanajuato,Irapuato,U1,Horizontal,649,017,11
2017,Michoacán de Ocampo,Maravatío,U2,Horizontal,6,050,16
2015,Aguascalientes,San Francisco de los Romo,U3,Horizontal,11,011,01
2016,Nuevo León,Monterrey,U2,Vertical,51,039,19
2017,Jalisco,Zapotlanejo,U3,Horizontal,2,124,14
2015,Chiapas,Tuxtla Gutiérrez,U1,Horizontal,222,101,07
2017,Guerrero,Acapulco de Juárez,FC,Horizontal,44,001,12
2016,Nuevo León,Juárez,U1,Horizontal,725,031,19
2016,Chihuahua,Aquiles Serdán,U2,Horizontal,192,004,08
2016,Aguascalientes,San Francisco de los Romo,U3,Horizontal,114,011,01
2016,Puebla,Huejotzingo,U2,Horizontal,158,074,21
2015,Guanajuato,San Francisco del Rincón,U2,Horizontal,301,031,11
2016,Veracruz de Ignacio de la Llave,Cosoleacaque,U1,Horizontal,29,048,30
2017,Hidalgo,Huichapan,FC,Horizontal,9,029,13
2015,Michoacán de Ocampo,La Piedad,U1,Vertical,24,069,16
2016,Guanajuato,San Luis de la Paz,U2,Horizontal,2,033,11
2017,Oaxaca,Heroica Ciudad de Huajuapan de León,U3,Horizontal,3,039,20
2015,Jalisco,Lagos de Moreno,U2,Vertical,30,053,14
2016,Hidalgo,Pachuca de Soto,FC,Horizontal,5,048,13
2017,Hidalgo,Zempoala,U3,Horizontal,910,083,13
2015,Puebla,Juan C. Bonilla,U1,Vertical,136,090,21
2015,Tamaulipas,Reynosa,U1,Vertical,27,032,28
2017,Oaxaca,San Jacinto Amilpas,U1,Horizontal,13,157,20
2016,Sonora,Hermosillo,FC,Horizontal,3,030,26
2015,Tlaxcala,Santa Cruz Tlaxcala,U3,Horizontal,1,026,29
2015,Morelos,Yautepec,U2,Horizontal,247,029,17
2015,Michoacán de Ocampo,Uruapan,U3,Vertical,1,102,16
2016,Hidalgo,Actopan,U3,Horizontal,55,003,13
2017,Tamaulipas,Nuevo Laredo,U3,Horizontal,307,027,28
2016,Hidalgo,Atotonilco de Tula,FC,Vertical,2363,013,13
2016,Jalisco,Zapopan,U1,Horizontal,68,120,14
2017,Zacatecas,Fresnillo,U3,Horizontal,17,010,32
2017,Tlaxcala,Tzompantepec,FC,Horizontal,2,038,29
2017,Jalisco,Zapotlanejo,U2,Horizontal,11,124,14
2015,Baja California,Ensenada,U3,Horizontal,162,001,02
2015,México,Huehuetoca,U3,Horizontal,290,035,15
2016,Jalisco,Lagos de Moreno,U3,Horizontal,104,053,14
2017,Sonora,Agua Prieta,U3,Horizontal,116,002,26
2017,Guanajuato,Salamanca,FC,Vertical,72,027,11
2015,Chiapas,Berriozábal,U3,Horizontal,15,012,07
2016,Guanajuato,San José Iturbide,FC,Horizontal,30,032,11
2015,Jalisco,Tuxpan,U2,Horizontal,1,108,14
2016,Tlaxcala,Tetla de la Solidaridad,U2,Horizontal,10,031,29
2017,México,Nextlalpan,U3,Horizontal,3,059,15
2016,Baja California Sur,Loreto,U3,Horizontal,1,009,03
2016,Baja California,Ensenada,U2,Horizontal,28,001,02
2016,Campeche,Campeche,U3,Horizontal,60,002,04
2017,Colima,Villa de Álvarez,U3,Horizontal,442,010,06
2016,Nuevo León,García,U2,Vertical,24,018,19
2015,Chihuahua,Nuevo Casas Grandes,U1,Horizontal,18,050,08
2015,San Luis Potosí,Mexquitic de Carmona,FC,Horizontal,103,021,24
2016,Chihuahua,Cuauhtémoc,U2,Horizontal,461,017,08
2015,Ciudad de México,Benito Juárez,U1,Horizontal,50,014,09
2016,Baja California,Tijuana,FC,Horizontal,431,004,02
2016,Michoacán de Ocampo,La Piedad,U2,Horizontal,9,069,16
2015,Jalisco,Cihuatlán,FC,Horizontal,2,022,14
2016,Guanajuato,Apaseo el Grande,U3,Vertical,348,005,11
2017,Yucatán,Conkal,FC,Horizontal,2,013,31
2017,Michoacán de Ocampo,Morelia,U1,Horizontal,446,053,16
2017,México,Tlalnepantla de Baz,U2,Vertical,51,104,15
2017,Quintana Roo,Othón P. Blanco,U2,Horizontal,172,004,23
2016,Puebla,Puebla,U3,Horizontal,287,114,21
2015,Tamaulipas,Victoria,U3,Horizontal,72,041,28
2017,Tamaulipas,Nuevo Laredo,U1,Horizontal,346,027,28
2017,Jalisco,Lagos de Moreno,U1,Horizontal,1,053,14
2015,Guanajuato,Celaya,U3,Horizontal,837,007,11
2017,Baja California Sur,Comondú,U3,Horizontal,12,001,03
2016,Chihuahua,Jiménez,U2,Horizontal,8,036,08
2017,Puebla,Tlatlauquitepec,FC,Horizontal,2,186,21
2017,Oaxaca,Santa María Atzompa,U1,Horizontal,5,399,20
2015,Michoacán de Ocampo,Tarímbaro,U2,Vertical,32,088,16
2015,Guerrero,Zihuatanejo de Azueta,U2,Vertical,5,038,12
2017,Jalisco,San Pedro Tlaquepaque,U1,Vertical,101,098,14
2017,Sonora,Empalme,U3,Horizontal,136,025,26
2017,Veracruz de Ignacio de la Llave,Pánuco,U3,Horizontal,2,123,30
2017,Nuevo León,Apodaca,U2,Horizontal,467,006,19
2015,Guanajuato,Apaseo el Grande,U2,Horizontal,34,005,11
2016,Jalisco,Tlajomulco de Zúñiga,U1,Horizontal,1,097,14
2016,Puebla,San Martín Texmelucan,U2,Horizontal,255,132,21
2016,Guanajuato,San Felipe,U3,Horizontal,26,030,11
2017,Quintana Roo,Puerto Morelos,U3,Vertical,42,011,23
2017,Nayarit,Tepic,U3,Horizontal,260,017,18
2016,Oaxaca,San Antonio de la Cal,U3,Horizontal,2,107,20
2016,Jalisco,Cocula,FC,Horizontal,1,024,14
2017,Hidalgo,Mineral de la Reforma,U2,Vertical,670,051,13
2017,Colima,Villa de Álvarez,FC,Horizontal,1,010,06
2017,Guanajuato,Pénjamo,U2,Horizontal,56,023,11
2017,Puebla,Ocoyucan,U3,Vertical,1,106,21
2015,Morelos,Xochitepec,U3,Horizontal,132,028,17
2015,Ciudad de México,Cuajimalpa de Morelos,U1,Vertical,28,004,09
2015,Guanajuato,Apaseo el Alto,U2,Horizontal,45,004,11
2016,Ciudad de México,Cuajimalpa de Morelos,U2,Vertical,177,004,09
2017,Hidalgo,Tula de Allende,U2,Horizontal,8,076,13
2017,Nuevo León,Linares,U2,Horizontal,99,033,19
2015,Michoacán de Ocampo,Tarímbaro,U2,Horizontal,75,088,16
2015,Sinaloa,Culiacán,U2,Vertical,505,006,25
2016,Sonora,Agua Prieta,U2,Horizontal,269,002,26
2016,Nuevo León,Ciénega de Flores,U2,Horizontal,951,012,19
2015,Colima,Coquimatlán,U3,Horizontal,81,004,06
2017,San Luis Potosí,San Luis Potosí,U2,Vertical,127,028,24
2016,Guanajuato,Guanajuato,U2,Horizontal,344,015,11
2017,Puebla,Huauchinango,U2,Horizontal,2,071,21
2017,Hidalgo,Mineral de la Reforma,U2,Horizontal,398,051,13
2017,Chihuahua,Chihuahua,U1,Horizontal,114,019,08
2016,Oaxaca,Heroica Ciudad de Huajuapan de León,U3,Horizontal,3,039,20
2015,Guerrero,Zihuatanejo de Azueta,U1,Horizontal,1,038,12
2017,Coahuila de Zaragoza,Parras,U2,Horizontal,62,024,05
2016,Puebla,San José Chiapa,FC,Vertical,597,128,21
2017,Chiapas,Berriozábal,U3,Horizontal,228,012,07
2017,Aguascalientes,Rincón de Romos,U1,Horizontal,43,007,01
2016,México,Nezahualcóyotl,U2,Vertical,19,058,15
2016,Guanajuato,San Francisco del Rincón,FC,Horizontal,1,031,11
2017,Querétaro,Tequisquiapan,U1,Horizontal,9,017,22
2017,Coahuila de Zaragoza,Villa Unión,FC,Horizontal,8,037,05
2016,Nuevo León,Guadalupe,U2,Horizontal,176,026,19
2016,México,Zumpango,U2,Vertical,1698,120,15
2017,Baja California,Mexicali,U2,Horizontal,551,002,02
2017,Hidalgo,Tizayuca,FC,Horizontal,345,069,13
2015,Baja California Sur,Mulegé,FC,Horizontal,7,002,03
2017,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,U2,Horizontal,227,014,11
2016,Sonora,Navojoa,U1,Horizontal,365,042,26
2015,Baja California Sur,La Paz,U3,Horizontal,370,003,03
2015,Hidalgo,Atotonilco de Tula,FC,Horizontal,1146,013,13
2017,Coahuila de Zaragoza,Matamoros,U3,Horizontal,74,017,05
2017,Jalisco,Tepatitlán de Morelos,U2,Horizontal,35,093,14
2016,Hidalgo,Villa de Tezontepec,FC,Horizontal,10,066,13
2017,Tlaxcala,Yauhquemehcan,U2,Vertical,70,043,29
2015,Tlaxcala,Yauhquemehcan,U1,Horizontal,13,043,29
2015,Tabasco,Paraíso,U1,Horizontal,2,014,27
2017,Nayarit,Santiago Ixcuintla,U1,Horizontal,2,015,18
2016,Morelos,Yautepec,U2,Vertical,6,029,17
2015,Chihuahua,Jiménez,U1,Horizontal,3,036,08
2017,Guanajuato,San José Iturbide,FC,Horizontal,58,032,11
2016,Oaxaca,Salina Cruz,U1,Horizontal,21,079,20
2016,Nuevo León,Pesquería,U3,Horizontal,25,041,19
2015,Jalisco,Tala,U2,Horizontal,418,083,14
2017,Baja California Sur,La Paz,U3,Vertical,156,003,03
2016,Ciudad de México,Coyoacán,U2,Vertical,17,003,09
2015,Colima,Villa de Álvarez,U1,Horizontal,52,010,06
2016,Jalisco,Tlajomulco de Zúñiga,U3,Horizontal,1291,097,14
2015,San Luis Potosí,Matehuala,U2,Horizontal,210,020,24
2015,Ciudad de México,Azcapotzalco,U1,Vertical,845,002,09
2015,Chihuahua,Aquiles Serdán,U2,Horizontal,121,004,08
2015,México,Metepec,FC,Vertical,100,054,15
2016,Michoacán de Ocampo,Morelia,FC,Vertical,40,053,16
2016,Quintana Roo,Bacalar,FC,Horizontal,2,010,23
2015,Hidalgo,Apan,U1,Horizontal,5,008,13
2017,Guanajuato,San Felipe,U3,Horizontal,55,030,11
2015,Oaxaca,San Jacinto Amilpas,U1,Horizontal,8,157,20
2017,Querétaro,San Juan del Río,U1,Horizontal,1,016,22
2017,Hidalgo,Zapotlán de Juárez,FC,Horizontal,5,082,13
2015,Nuevo León,General Escobedo,U2,Vertical,208,021,19
2015,México,Tonanitla,U3,Horizontal,58,125,15
2016,San Luis Potosí,Tamuín,U2,Horizontal,1,040,24
2015,Jalisco,Tepatitlán de Morelos,U2,Horizontal,15,093,14
2017,México,Tultitlán,U3,Horizontal,1,109,15
2016,Chihuahua,Chihuahua,U2,Horizontal,2714,019,08
2017,Tlaxcala,Xaloztoc,U2,Horizontal,89,039,29
2016,Oaxaca,Oaxaca de Juárez,U3,Horizontal,12,067,20
2016,Puebla,Ocoyucan,U3,Horizontal,3,106,21
2017,Tabasco,Tenosique,U2,Horizontal,4,017,27
2015,Nayarit,Xalisco,U3,Horizontal,14,008,18
2015,Veracruz de Ignacio de la Llave,Tuxpan,U3,Vertical,242,189,30
2016,Coahuila de Zaragoza,Arteaga,U3,Horizontal,155,004,05
2015,Tabasco,Centro,U2,Vertical,460,004,27
2016,Zacatecas,Zacatecas,U1,Horizontal,5,056,32
2015,Nuevo León,Juárez,U2,Vertical,44,031,19
2016,Jalisco,Zapopan,U2,Vertical,4253,120,14
2016,Veracruz de Ignacio de la Llave,San Andrés Tuxtla,U1,Horizontal,6,141,30
2016,Nayarit,Compostela,U1,Horizontal,1,004,18
2017,Michoacán de Ocampo,Coalcomán de Vázquez Pallares,FC,Horizontal,3,015,16
2015,Chiapas,Palenque,U1,Horizontal,9,065,07
2015,Ciudad de México,Venustiano Carranza,U1,Vertical,354,017,09
2017,Colima,Colima,U3,Horizontal,268,002,06
2015,México,Acolman,U3,Horizontal,85,002,15
2016,Michoacán de Ocampo,Coalcomán de Vázquez Pallares,FC,Horizontal,1,015,16
2015,Nayarit,Tuxpan,U2,Horizontal,1,018,18
2016,Puebla,Huejotzingo,U3,Vertical,222,074,21
2015,Guanajuato,Salamanca,FC,Vertical,90,027,11
2017,Ciudad de México,Iztapalapa,U2,Horizontal,22,007,09
2017,Puebla,Tehuacán,U3,Horizontal,110,156,21
2016,Jalisco,Zapopan,U1,Vertical,26,120,14
2015,Tlaxcala,Yauhquemehcan,U3,Horizontal,4,043,29
2016,Michoacán de Ocampo,Lázaro Cárdenas,U2,Vertical,192,052,16
2016,Puebla,San Andrés Cholula,U3,Horizontal,8,119,21
2016,Tabasco,Huimanguillo,U2,Horizontal,23,008,27
2015,Puebla,San Andrés Cholula,U1,Horizontal,6,119,21
2016,Yucatán,Temax,FC,Horizontal,26,084,31
2015,Veracruz de Ignacio de la Llave,Ixhuatlancillo,U3,Horizontal,3,081,30
