clave_municipio,clave_estado,ano,estado,municipio,modalidad,linea_apoyo,acciones,monto
016,27,2023,Tabasco,Teapa,Autoproducción,Ampliación de vivienda,3,613593.31
016,27,2023,Tabasco,Teapa,Autoproducción,Mejoramiento,662,23170000.0
016,27,2023,Tabasco,Teapa,Autoproducción,Vivienda nueva,2,615369.6
016,27,2023,Tabasco,Teapa,Reubicación de Vivienda,Edificación de conjunto habitacional para reubicación,596,118810168.0
016,27,2023,Tabasco,Teapa,Reubicación de Vivienda,Edificación de conjunto habitacional para reubicación (Apoyo Único),4,21258000.0
000,28,2023,Tamaulipas,No distribuido,Proyectos Institucionales o Extraordinarios,Rentas,1,21859.92
022,28,2023,Tamaulipas,Matamoros,Autoproducción,Mejoramiento,18,417500.0
032,28,2023,Tamaulipas,Reynosa,Autoproducción,Ampliación de vivienda,2,180000.0
032,28,2023,Tamaulipas,Reynosa,Autoproducción,Mejoramiento,783,27405000.0
000,29,2023,Tlaxcala,No distribuido,Proyectos Institucionales o Extraordinarios,Rentas,1,16432.56
000,30,2023,Veracruz de Ignacio de la Llave,No distribuido,Proyectos Institucionales o Extraordinarios,Rentas,21,312950.16
015,30,2023,Veracruz de Ignacio de la Llave,Angel R. Cabada,Reubicación de Vivienda,Vivienda nueva,28,7840000.0
026,30,2023,Veracruz de Ignacio de la Llave,Banderilla,Autoproducción,Autoproducción de vivienda (Vivienda Nueva),15,612243.45
032,30,2023,Veracruz de Ignacio de la Llave,Catemaco,Autoproducción,Autoproducción de vivienda (Vivienda Nueva),19,775510.27
038,30,2023,Veracruz de Ignacio de la Llave,Coatepec,Autoproducción,Autoproducción de vivienda (Vivienda Nueva),10,408162.3
039,30,2023,Veracruz de Ignacio de la Llave,Coatzacoalcos,Autoproducción,Mejoramiento,295,10325000.0
045,30,2023,Veracruz de Ignacio de la Llave,Cosamaloapan de Carpio,Autoproducción,Mejoramiento,766,26810000.0
057,30,2023,Veracruz de Ignacio de la Llave,Chiconquiaco,Reconstrucción de vivienda,Reconstrucción parcial de vivienda,1,120000.0
061,30,2023,Veracruz de Ignacio de la Llave,Las Choapas,Autoproducción,Ampliación de vivienda,4,507208.0
061,30,2023,Veracruz de Ignacio de la Llave,Las Choapas,Autoproducción,Mejoramiento,495,17325000.0
061,30,2023,Veracruz de Ignacio de la Llave,Las Choapas,Autoproducción,Vivienda nueva,7,2133750.0
061,30,2023,Veracruz de Ignacio de la Llave,Las Choapas,Reubicación de Vivienda,Edificación de conjunto habitacional para reubicación,42,23751539.28
061,30,2023,Veracruz de Ignacio de la Llave,Las Choapas,Reubicación de Vivienda,Edificación de conjunto habitacional para reubicación (Apoyo Único),1,1554000.0
065,30,2023,Veracruz de Ignacio de la Llave,Emiliano Zapata,Autoproducción,Autoproducción de vivienda (Vivienda Nueva),15,612243.45
068,30,2023,Veracruz de Ignacio de la Llave,Fortín,Autoproducción,Mejoramiento,360,12600000.0
069,30,2023,Veracruz de Ignacio de la Llave,Gutiérrez Zamora,Autoproducción,Mejoramiento,430,15050000.0
074,30,2023,Veracruz de Ignacio de la Llave,Huiloapan de Cuauhtémoc,Autoproducción,Autoproducción de vivienda (Vivienda Nueva),15,612244.95
082,30,2023,Veracruz de Ignacio de la Llave,Ixhuatlán del Sureste,Autoproducción,Vivienda nueva,12,4142350.0
082,30,2023,Veracruz de Ignacio de la Llave,Ixhuatlán del Sureste,Reubicación de Vivienda,Edificación de conjunto habitacional para reubicación,34,10763312.0
082,30,2023,Veracruz de Ignacio de la Llave,Ixhuatlán del Sureste,Reubicación de Vivienda,Edificación de conjunto habitacional para reubicación (Apoyo Único),0,1296000.0
085,30,2023,Veracruz de Ignacio de la Llave,Ixtaczoquitlán,Autoproducción,Mejoramiento,394,13790000.0
087,30,2023,Veracruz de Ignacio de la Llave,Xalapa,Autoproducción,Autoproducción de vivienda (Vivienda Nueva),1,40816.23
089,30,2023,Veracruz de Ignacio de la Llave,Jáltipan,Reubicación de Vivienda,Edificación de conjunto habitacional para reubicación (Apoyo Único),12,402000.0
091,30,2023,Veracruz de Ignacio de la Llave,Jesús Carranza,Reubicación de Vivienda,Edificación de conjunto habitacional para reubicación (Apoyo Único),76,2736000.0
102,30,2023,Veracruz de Ignacio de la Llave,Martínez de la Torre,Proyectos Institucionales o Extraordinarios,Rentas,1,19153.8
102,30,2023,Veracruz de Ignacio de la Llave,Martínez de la Torre,Autoproducción,Mejoramiento,15,525000.0
103,30,2023,Veracruz de Ignacio de la Llave,Mecatlán,Reconstrucción de vivienda,Reconstrucción parcial de vivienda,1,120000.0
108,30,2023,Veracruz de Ignacio de la Llave,Minatitlán,Autoproducción,Ampliación de vivienda,3,360000.0
109,30,2023,Veracruz de Ignacio de la Llave,Misantla,Autoproducción,Mejoramiento,61,2135000.0
109,30,2023,Veracruz de Ignacio de la Llave,Misantla,Autoproducción,Autoproducción de vivienda (Vivienda Nueva),15,612243.45
111,30,2023,Veracruz de Ignacio de la Llave,Moloacán,Autoproducción,Vivienda nueva,12,4038850.0
111,30,2023,Veracruz de Ignacio de la Llave,Moloacán,Reubicación de Vivienda,Edificación de conjunto habitacional para reubicación,36,11645392.84
111,30,2023,Veracruz de Ignacio de la Llave,Moloacán,Reubicación de Vivienda,Adquisición de vivienda nueva para reubicación,2,1118162.0
111,30,2023,Veracruz de Ignacio de la Llave,Moloacán,Reubicación de Vivienda,Edificación de conjunto habitacional para reubicación (Apoyo Único),0,1368000.0
142,30,2023,Veracruz de Ignacio de la Llave,San Juan Evangelista,Reconstrucción de vivienda,Reconstrucción parcial de vivienda,1,120000.0
144,30,2023,Veracruz de Ignacio de la Llave,Sayula de Alemán,Reubicación de Vivienda,Edificación de conjunto habitacional para reubicación (Apoyo Único),11,396000.0
151,30,2023,Veracruz de Ignacio de la Llave,Tamiahua,Autoproducción,Autoproducción de vivienda (Vivienda Nueva),12,489795.84
154,30,2023,Veracruz de Ignacio de la Llave,Tantima,Autoproducción,Autoproducción de vivienda (Vivienda Nueva),10,408163.2
155,30,2023,Veracruz de Ignacio de la Llave,Tantoyuca,Autoproducción,Mejoramiento,796,27860000.0
160,30,2023,Veracruz de Ignacio de la Llave,Álamo Temapache,Autoproducción,Autoproducción de vivienda (Vivienda Nueva),19,775510.08
174,30,2023,Veracruz de Ignacio de la Llave,Tierra Blanca,Autoproducción,Mejoramiento,343,12005000.0
189,30,2023,Veracruz de Ignacio de la Llave,Tuxpan,Autoproducción,Mejoramiento,805,28175000.0
192,30,2023,Veracruz de Ignacio de la Llave,Vega de Alatorre,Autoproducción,Autoproducción de vivienda (Vivienda Nueva),10,408163.3
193,30,2023,Veracruz de Ignacio de la Llave,Veracruz,Proyectos Institucionales o Extraordinarios,Rentas,4,59264.64
193,30,2023,Veracruz de Ignacio de la Llave,Veracruz,Autoproducción,Mejoramiento,1513,52955000.0
193,30,2023,Veracruz de Ignacio de la Llave,Veracruz,Autoproducción,Autoproducción de vivienda (Vivienda Nueva),1,40816.23
201,30,2023,Veracruz de Ignacio de la Llave,Zongolica,Autoproducción,Mejoramiento,760,26600000.0
201,30,2023,Veracruz de Ignacio de la Llave,Zongolica,Autoproducción,Autoproducción de vivienda (Vivienda Nueva),5,204081.65
003,31,2023,Yucatán,Akil,Autoproducción,Mejoramiento,28,980000.0
004,31,2023,Yucatán,Baca,Autoproducción,Mejoramiento,30,1050000.0
012,31,2023,Yucatán,Cenotillo,Autoproducción,Mejoramiento,28,980000.0
019,31,2023,Yucatán,Chemax,Autoproducción,Mejoramiento,1,35000.0
022,31,2023,Yucatán,Chikindzonot,Autoproducción,Mejoramiento,1,35000.0
024,31,2023,Yucatán,Chumayel,Autoproducción,Mejoramiento,29,1015000.0
033,31,2023,Yucatán,Halachó,Autoproducción,Mejoramiento,8,280000.0
038,31,2023,Yucatán,Hunucmá,Autoproducción,Mejoramiento,45,1575000.0
043,31,2023,Yucatán,Kaua,Autoproducción,Mejoramiento,32,1120000.0
050,31,2023,Yucatán,Mérida,Autoproducción,Mejoramiento,1,35000.0
052,31,2023,Yucatán,Motul,Autoproducción,Mejoramiento,1,35000.0
055,31,2023,Yucatán,Opichén,Autoproducción,Mejoramiento,29,1015000.0
061,31,2023,Yucatán,Río Lagartos,Autoproducción,Mejoramiento,32,1120000.0
065,31,2023,Yucatán,San Felipe,Autoproducción,Mejoramiento,34,1190000.0
076,31,2023,Yucatán,Tecoh,Autoproducción,Mejoramiento,31,1085000.0
080,31,2023,Yucatán,Tekit,Autoproducción,Mejoramiento,44,1540000.0
085,31,2023,Yucatán,Temozón,Autoproducción,Mejoramiento,40,1400000.0
093,31,2023,Yucatán,Tixkokob,Autoproducción,Mejoramiento,30,1050000.0
099,31,2023,Yucatán,Uayma,Autoproducción,Mejoramiento,28,980000.0
101,31,2023,Yucatán,Umán,Autoproducción,Mejoramiento,5,175000.0
104,31,2023,Yucatán,Yaxcabá,Autoproducción,Mejoramiento,53,1855000.0
104,31,2023,Yucatán,Yaxcabá,Autoproducción,Vivienda nueva,1,495130.27
010,32,2023,Zacatecas,Fresnillo,Autoproducción,Mejoramiento,1,90000.0
002,01,2024,Aguascalientes,Asientos,Autoproducción,Mejoramiento,898,31430000.0
009,01,2024,Aguascalientes,Tepezalá,Autoproducción,Mejoramiento,225,7875000.0
010,01,2024,Aguascalientes,El Llano,Autoproducción,Mejoramiento,571,19985000.0
001,02,2024,Baja California,Ensenada,Autoproducción,Mejoramiento,226,7910000.0
001,02,2024,Baja California,Ensenada,Autoproducción,Vivienda nueva,11,449598.82
002,02,2024,Baja California,Mexicali,Autoproducción,Mejoramiento,905,31675000.0
003,02,2024,Baja California,Tecate,Autoproducción,Mejoramiento,12,420000.0
004,02,2024,Baja California,Tijuana,Autoproducción,Mejoramiento,1190,41650000.0
004,02,2024,Baja California,Tijuana,Autoproducción,Autoproducción de vivienda (Vivienda Nueva),5,990158.4
004,02,2024,Baja California,Tijuana,Reubicación de Vivienda,Edificación de conjunto habitacional para reubicación,44,19800000.0
005,02,2024,Baja California,Playas de Rosarito,Autoproducción,Autoproducción de vivienda (Vivienda Nueva),3,594095.04
006,02,2024,Baja California,San Quintín,Autoproducción,Mejoramiento,203,7105000.0
001,03,2024,Baja California Sur,Comondú,Autoproducción,Mejoramiento,382,13370000.0
002,03,2024,Baja California Sur,Mulegé,Autoproducción,Mejoramiento,585,20475000.0
002,03,2024,Baja California Sur,Mulegé,Autoproducción,Vivienda nueva,62,24024500.0
003,03,2024,Baja California Sur,La Paz,Autoproducción,Mejoramiento,100,3500000.0
008,03,2024,Baja California Sur,Los Cabos,Autoproducción,Mejoramiento,1160,40600000.0
002,04,2024,Campeche,Campeche,Autoproducción,Mejoramiento,300,10500000.0
006,04,2024,Campeche,Hopelchén,Autoproducción,Mejoramiento,200,7000000.0
007,04,2024,Campeche,Palizada,Autoproducción,Mejoramiento,149,5215000.0
009,04,2024,Campeche,Escárcega,Autoproducción,Mejoramiento,150,5250000.0
009,04,2024,Campeche,Escárcega,Autoproducción,Vivienda nueva,1,250000.0
009,04,2024,Campeche,Escárcega,Reubicación de Vivienda,Edificación de conjunto habitacional para reubicación,52,19116800.02
010,04,2024,Campeche,Calakmul,Autoproducción,Mejoramiento,350,12250000.0
011,04,2024,Campeche,Candelaria,Reubicación de Vivienda,Edificación de conjunto habitacional para reubicación,1,1349748.82
010,05,2024,Coahuila de Zaragoza,Frontera,Autoproducción,Mejoramiento,480,16800000.0
018,05,2024,Coahuila de Zaragoza,Monclova,Autoproducción,Mejoramiento,719,25165000.0
036,05,2024,Coahuila de Zaragoza,Viesca,Autoproducción,Mejoramiento,580,20300000.0
001,06,2024,Colima,Armería,Autoproducción,Mejoramiento,248,8680000.0
002,06,2024,Colima,Colima,Autoproducción,Mejoramiento,812,28420000.0
003,06,2024,Colima,Comala,Autoproducción,Mejoramiento,248,8680000.0
004,06,2024,Colima,Coquimatlán,Autoproducción,Mejoramiento,50,1750000.0
005,06,2024,Colima,Cuauhtémoc,Autoproducción,Mejoramiento,49,1715000.0
006,06,2024,Colima,Ixtlahuacán,Autoproducción,Mejoramiento,99,3465000.0
007,06,2024,Colima,Manzanillo,Autoproducción,Mejoramiento,509,17815000.0
008,06,2024,Colima,Minatitlán,Autoproducción,Mejoramiento,20,700000.0
009,06,2024,Colima,Tecomán,Autoproducción,Mejoramiento,348,12180000.0
010,06,2024,Colima,Villa de Álvarez,Autoproducción,Mejoramiento,196,6860000.0
003,07,2024,Chiapas,Acapetahua,Autoproducción,Vivienda nueva,1,220000.0
003,07,2024,Chiapas,Acapetahua,Reubicación de Vivienda,Edificación de conjunto habitacional para reubicación,31,16741409.05
005,07,2024,Chiapas,Amatán,Autoproducción,Vivienda nueva,5,1460000.0
009,07,2024,Chiapas,Arriaga,Reconstrucción de vivienda,Reconstrucción total de vivienda,1,250000.0
009,07,2024,Chiapas,Arriaga,Reubicación de Vivienda,Adquisición de vivienda nueva para reubicación,22,16005636.0
016,07,2024,Chiapas,Catazajá,Reubicación de Vivienda,Edificación de conjunto habitacional para reubicación,6,6669357.82
020,07,2024,Chiapas,La Concordia,Reconstrucción de vivienda,Reconstrucción total de vivienda,1,270000.0
026,07,2024,Chiapas,Chenalhó,Autoproducción,Mejoramiento,363,12705000.0
026,07,2024,Chiapas,Chenalhó,Autoproducción,Vivienda nueva,6,2705000.0
031,07,2024,Chiapas,Chilón,Autoproducción,Ampliación de vivienda,5,680000.0
031,07,2024,Chiapas,Chilón,Autoproducción,Vivienda nueva,6,1580000.0
037,07,2024,Chiapas,Huehuetán,Autoproducción,Ampliación de vivienda,2,285000.0
037,07,2024,Chiapas,Huehuetán,Reubicación de Vivienda,Edificación de conjunto habitacional para reubicación,5,2572077.61
040,07,2024,Chiapas,Huixtla,Autoproducción,Vivienda nueva,2,621000.0
040,07,2024,Chiapas,Huixtla,Reubicación de Vivienda,Edificación de conjunto habitacional para reubicación,52,35292537.32
048,07,2024,Chiapas,Juárez,Autoproducción,Ampliación de vivienda,4,743369.54
048,07,2024,Chiapas,Juárez,Autoproducción,Vivienda nueva,3,860369.55
048,07,2024,Chiapas,Juárez,Reubicación de Vivienda,Edificación de conjunto habitacional para reubicación,234,78464735.52
051,07,2024,Chiapas,Mapastepec,Autoproducción,Ampliación de vivienda,1,155000.0
051,07,2024,Chiapas,Mapastepec,Autoproducción,Vivienda nueva,3,845000.0
059,07,2024,Chiapas,Ocosingo,Autoproducción,Mejoramiento,1803,63105000.0
059,07,2024,Chiapas,Ocosingo,Autoproducción,Vivienda nueva,15,4090000.0
059,07,2024,Chiapas,Ocosingo,Reubicación de Vivienda,Edificación de conjunto habitacional para reubicación,13,6760000.0
065,07,2024,Chiapas,Palenque,Autoproducción,Vivienda nueva,7,2397586.85
065,07,2024,Chiapas,Palenque,Reubicación de Vivienda,Edificación de conjunto habitacional para reubicación,312,374102903.24
068,07,2024,Chiapas,Pichucalco,Autoproducción,Vivienda nueva,1,385052.77
068,07,2024,Chiapas,Pichucalco,Reubicación de Vivienda,Edificación de conjunto habitacional para reubicación,132,42524618.12
069,07,2024,Chiapas,Pijijiapan,Autoproducción,Ampliación de vivienda,15,2375000.0
069,07,2024,Chiapas,Pijijiapan,Autoproducción,Mejoramiento,4,140000.0
069,07,2024,Chiapas,Pijijiapan,Autoproducción,Vivienda nueva,51,13462000.0
069,07,2024,Chiapas,Pijijiapan,Reubicación de Vivienda,Edificación de conjunto habitacional para reubicación,98,84826420.43
071,07,2024,Chiapas,Villa Comaltitlán,Autoproducción,Vivienda nueva,1,340000.0
071,07,2024,Chiapas,Villa Comaltitlán,Reubicación de Vivienda,Edificación de conjunto habitacional para reubicación,29,21035508.73
077,07,2024,Chiapas,Salto de Agua,Autoproducción,Ampliación de vivienda,2,419684.77
077,07,2024,Chiapas,Salto de Agua,Autoproducción,Vivienda nueva,3,1027307.07
077,07,2024,Chiapas,Salto de Agua,Reubicación de Vivienda,Edificación de conjunto habitacional para reubicación,188,63275264.26
082,07,2024,Chiapas,Sitalá,Autoproducción,Mejoramiento,127,4445000.0
087,07,2024,Chiapas,Suchiate,Autoproducción,Vivienda nueva,3,750000.0
087,07,2024,Chiapas,Suchiate,Reubicación de Vivienda,Adquisición de vivienda nueva,17,12512000.0
087,07,2024,Chiapas,Suchiate,Reubicación de Vivienda,Edificación de conjunto habitacional para reubicación,110,52245587.14
087,07,2024,Chiapas,Suchiate,Reubicación de Vivienda,Adquisición de vivienda nueva para reubicación,2,1472000.0
089,07,2024,Chiapas,Tapachula,Autoproducción,Vivienda nueva,2,360000.0
089,07,2024,Chiapas,Tapachula,Reubicación de Vivienda,Adquisición de vivienda nueva,1,736000.0
089,07,2024,Chiapas,Tapachula,Reubicación de Vivienda,Edificación de conjunto habitacional para reubicación,64,32684864.24
089,07,2024,Chiapas,Tapachula,Reubicación de Vivienda,Adquisición de vivienda nueva para reubicación,1,736000.0
097,07,2024,Chiapas,Tonalá,Autoproducción,Vivienda nueva,2,690000.0
103,07,2024,Chiapas,Tuzantán,Autoproducción,Vivienda nueva,2,680000.0
103,07,2024,Chiapas,Tuzantán,Reubicación de Vivienda,Edificación de conjunto habitacional para reubicación,4,2771245.34
008,08,2024,Chihuahua,Batopilas de Manuel Gómez Morín,Autoproducción,Mejoramiento,290,10150000.0
017,08,2024,Chihuahua,Cuauhtémoc,Autoproducción,Mejoramiento,148,5180000.0
029,08,2024,Chihuahua,Guadalupe y Calvo,Autoproducción,Mejoramiento,297,10395000.0
037,08,2024,Chihuahua,Juárez,Autoproducción,Mejoramiento,198,6930000.0
046,08,2024,Chihuahua,Morelos,Autoproducción,Mejoramiento,330,11550000.0
060,08,2024,Chihuahua,Santa Bárbara,Autoproducción,Vivienda nueva,1,330000.0
063,08,2024,Chihuahua,Temósachic,Autoproducción,Mejoramiento,19,665000.0
065,08,2024,Chihuahua,Urique,Autoproducción,Mejoramiento,45,1575000.0
065,08,2024,Chihuahua,Urique,Autoproducción,Rehabilitación de vivienda edificada con sistemas tradicionales,4,380000.0
066,08,2024,Chihuahua,Uruachi,Autoproducción,Mejoramiento,350,12250000.0
005,09,2024,Ciudad de México,Gustavo A. Madero,Reubicación de Vivienda,Edificación de conjunto habitacional para reubicación,39,38471160.0
005,10,2024,Durango,Durango,Autoproducción,Mejoramiento,999,34965000.0
014,10,2024,Durango,Mezquital,Autoproducción,Mejoramiento,1382,48370000.0
023,10,2024,Durango,Pueblo Nuevo,Autoproducción,Mejoramiento,995,34825000.0
033,10,2024,Durango,Súchil,Autoproducción,Mejoramiento,149,5215000.0
037,10,2024,Durango,Topia,Autoproducción,Vivienda nueva,2,53500.0
003,11,2024,Guanajuato,San Miguel de Allende,Autoproducción,Mejoramiento,215,7525000.0
006,11,2024,Guanajuato,Atarjea,Autoproducción,Mejoramiento,226,7910000.0
033,11,2024,Guanajuato,San Luis de la Paz,Autoproducción,Mejoramiento,193,6755000.0
040,11,2024,Guanajuato,Tierra Blanca,Autoproducción,Mejoramiento,657,22995000.0
045,11,2024,Guanajuato,Xichú,Autoproducción,Mejoramiento,399,13965000.0
001,12,2024,Guerrero,Acapulco de Juárez,Reconstrucción de vivienda,Reconstrucción parcial de vivienda,16,4974416.64
001,12,2024,Guerrero,Acapulco de Juárez,Reconstrucción de vivienda,Reconstrucción total de vivienda,94,26011052.77
001,12,2024,Guerrero,Acapulco de Juárez,Reconstrucción de vivienda,Rehabilitación de vivienda edificada con sistemas tradicionales,2,300000.0
001,12,2024,Guerrero,Acapulco de Juárez,Reubicación de Vivienda,Vivienda nueva,6,2260316.65
008,12,2024,Guerrero,Atenango del Río,Reconstrucción de vivienda,Reconstrucción total de vivienda,6,1940000.0
012,12,2024,Guerrero,Ayutla de los Libres,Reconstrucción de vivienda,Reconstrucción total de vivienda,83,21713000.0
012,12,2024,Guerrero,Ayutla de los Libres,Reconstrucción de vivienda,Rehabilitación de vivienda edificada con sistemas tradicionales,2,572000.0
019,12,2024,Guerrero,Copalillo,Reconstrucción de vivienda,Reconstrucción total de vivienda,5,1600000.0
020,12,2024,Guerrero,Copanatoyac,Reconstrucción de vivienda,Reconstrucción total de vivienda,1,320000.0
021,12,2024,Guerrero,Coyuca de Benítez,Reubicación de Vivienda,Vivienda nueva,1,330052.77
029,12,2024,Guerrero,Chilpancingo de los Bravo,Reconstrucción de vivienda,Reconstrucción parcial de vivienda,156,12299406.6
029,12,2024,Guerrero,Chilpancingo de los Bravo,Reconstrucción de vivienda,Reconstrucción total de vivienda,241,12774832.0
029,12,2024,Guerrero,Chilpancingo de los Bravo,Autoproducción,Ampliación de vivienda,1,220000.0
029,12,2024,Guerrero,Chilpancingo de los Bravo,Autoproducción,Vivienda nueva,97,38315000.0
030,12,2024,Guerrero,Florencio Villarreal,Autoproducción,Vivienda nueva,1,340000.0
033,12,2024,Guerrero,Huamuxtitlán,Reconstrucción de vivienda,Reconstrucción total de vivienda,1,320000.0
034,12,2024,Guerrero,Huitzuco de los Figueroa,Reconstrucción de vivienda,Reconstrucción total de vivienda,39,12460000.0
038,12,2024,Guerrero,Zihuatanejo de Azueta,Autoproducción,Mejoramiento,39,1365000.0
039,12,2024,Guerrero,Juan R. Escudero,Reconstrucción de vivienda,Reconstrucción parcial de vivienda,94,16462800.0
039,12,2024,Guerrero,Juan R. Escudero,Reconstrucción de vivienda,Reconstrucción total de vivienda,2,637200.0
039,12,2024,Guerrero,Juan R. Escudero,Autoproducción,Mejoramiento,1,220000.0
039,12,2024,Guerrero,Juan R. Escudero,Autoproducción,Vivienda nueva,15,7875000.0
044,12,2024,Guerrero,Mochitlán,Reconstrucción de vivienda,Reconstrucción total de vivienda,39,10680000.0
046,12,2024,Guerrero,Ometepec,Autoproducción,Mejoramiento,439,15365000.0
058,12,2024,Guerrero,Teloloapan,Autoproducción,Vivienda nueva,5,1700000.0
061,12,2024,Guerrero,Tixtla de Guerrero,Autoproducción,Mejoramiento,531,18585000.0
062,12,2024,Guerrero,Tlacoachistlahuaca,Autoproducción,Mejoramiento,454,15890000.0
066,12,2024,Guerrero,Tlapa de Comonfort,Reconstrucción de vivienda,Reconstrucción total de vivienda,14,4420000.0
071,12,2024,Guerrero,Xochistlahuaca,Autoproducción,Mejoramiento,823,28805000.0
075,12,2024,Guerrero,Eduardo Neri,Reconstrucción de vivienda,Reconstrucción parcial de vivienda,2,350000.0
075,12,2024,Guerrero,Eduardo Neri,Reconstrucción de vivienda,Reconstrucción total de vivienda,30,7130000.0
075,12,2024,Guerrero,Eduardo Neri,Autoproducción,Mejoramiento,153,5355000.0
002,13,2024,Hidalgo,Acaxochitlán,Autoproducción,Mejoramiento,238,8330000.0
017,13,2024,Hidalgo,Chapantongo,Autoproducción,Mejoramiento,134,4690000.0
018,13,2024,Hidalgo,Chapulhuacán,Autoproducción,Mejoramiento,148,5180000.0
027,13,2024,Hidalgo,Huehuetla,Autoproducción,Mejoramiento,218,7630000.0
031,13,2024,Hidalgo,Jacala de Ledezma,Autoproducción,Mejoramiento,188,6580000.0
040,13,2024,Hidalgo,La Misión,Autoproducción,Mejoramiento,290,10150000.0
044,13,2024,Hidalgo,Nopala de Villagrán,Autoproducción,Mejoramiento,182,6370000.0
049,13,2024,Hidalgo,Pisaflores,Autoproducción,Mejoramiento,344,12040000.0
053,13,2024,Hidalgo,San Bartolo Tutotepec,Autoproducción,Mejoramiento,82,2870000.0
060,13,2024,Hidalgo,Tenango de Doria,Autoproducción,Mejoramiento,158,5530000.0
068,13,2024,Hidalgo,Tianguistengo,Autoproducción,Mejoramiento,368,12880000.0
071,13,2024,Hidalgo,Tlahuiltepa,Autoproducción,Mejoramiento,226,7910000.0
075,13,2024,Hidalgo,Tolcayuca,Autoproducción,Mejoramiento,64,2240000.0
078,13,2024,Hidalgo,Xochiatipan,Autoproducción,Mejoramiento,163,5705000.0
080,13,2024,Hidalgo,Yahualica,Autoproducción,Mejoramiento,491,17185000.0
082,13,2024,Hidalgo,Zapotlán de Juárez,Autoproducción,Mejoramiento,245,8575000.0
015,14,2024,Jalisco,Autlán de Navarro,Mejoramiento Integral Sustentable,Mejoramiento sustentable de la vivienda,1,13090.69
019,14,2024,Jalisco,Bolaños,Autoproducción,Mejoramiento,618,21630000.0
020,14,2024,Jalisco,Cabo Corrientes,Reconstrucción de vivienda,Reconstrucción parcial de vivienda,1,120000.0
031,14,2024,Jalisco,Chimaltitán,Autoproducción,Mejoramiento,221,7735000.0
056,14,2024,Jalisco,Santa María del Oro,Autoproducción,Mejoramiento,209,7315000.0
061,14,2024,Jalisco,Mezquitic,Autoproducción,Mejoramiento,2370,82950000.0
097,14,2024,Jalisco,Tlajomulco de Zúñiga,Mejoramiento Integral Sustentable,Mejoramiento sustentable de la vivienda,1,15339.93
108,14,2024,Jalisco,Tuxpan,Autoproducción,Mejoramiento,105,3675000.0
113,14,2024,Jalisco,San Gabriel,Reconstrucción de vivienda,Reconstrucción parcial de vivienda,2,360000.0
113,14,2024,Jalisco,San Gabriel,Reconstrucción de vivienda,Reconstrucción total de vivienda,3,900000.0
117,14,2024,Jalisco,Cañadas de Obregón,Autoproducción,Mejoramiento,44,1540000.0
120,14,2024,Jalisco,Zapopan,Adquisición de Vivienda,Adquisición de vivienda nueva,1,1431000.0
120,14,2024,Jalisco,Zapopan,Reubicación de Vivienda,Adquisición de vivienda nueva para reubicación,15,8416342.6
008,15,2024,México,Amatepec,Autoproducción,Mejoramiento,49,1715000.0
012,15,2024,México,Atizapán,Autoproducción,Mejoramiento,45,1575000.0
014,15,2024,México,Atlacomulco,Autoproducción,Vivienda nueva,1,348000.0
017,15,2024,México,Ayapango,Autoproducción,Mejoramiento,48,1680000.0
029,15,2024,México,Chicoloapan,Adquisición de Vivienda,Adquisición de vivienda nueva,1,581700.0
031,15,2024,México,Chimalhuacán,Reconstrucción de vivienda,Reconstrucción total de vivienda,1,343000.0
033,15,2024,México,Ecatepec de Morelos,Autoproducción,Vivienda nueva,112,22400000.0
033,15,2024,México,Ecatepec de Morelos,Reubicación de Vivienda,Adquisición de vivienda nueva para reubicación,4,3240300.0
034,15,2024,México,Ecatzingo,Autoproducción,Mejoramiento,35,1225000.0
039,15,2024,México,Ixtapaluca,Adquisición de Vivienda,Adquisición de vivienda nueva,1,581700.0
042,15,2024,México,Ixtlahuaca,Autoproducción,Vivienda nueva,1,378000.0
045,15,2024,México,Jilotepec,Autoproducción,Mejoramiento,328,11480000.0
050,15,2024,México,Juchitepec,Autoproducción,Mejoramiento,49,1715000.0
056,15,2024,México,Morelos,Autoproducción,Mejoramiento,106,3710000.0
059,15,2024,México,Nextlalpan,Reubicación de Vivienda,Vivienda nueva,1,398000.0
070,15,2024,México,La Paz,Autoproducción,Mejoramiento,20,700000.0
074,15,2024,México,San Felipe del Progreso,Autoproducción,Mejoramiento,705,24675000.0
085,15,2024,México,Temascalcingo,Autoproducción,Vivienda nueva,1,398000.0
087,15,2024,México,Temoaya,Autoproducción,Mejoramiento,419,14665000.0
089,15,2024,México,Tenango del Aire,Autoproducción,Mejoramiento,45,1575000.0
094,15,2024,México,Tepetlixpa,Autoproducción,Mejoramiento,198,6930000.0
103,15,2024,México,Tlalmanalco,Reconstrucción de vivienda,Reconstrucción total de vivienda,1,453000.0
104,15,2024,México,Tlalnepantla de Baz,Reubicación de Vivienda,Edificación de conjunto habitacional para reubicación,4,3945760.0
104,15,2024,México,Tlalnepantla de Baz,Mejoramiento Integral Sustentable,Mejoramiento sustentable de la vivienda,1,20110.09
109,15,2024,México,Tultitlán,Reconstrucción de vivienda,Reconstrucción total de vivienda,1,413000.0
114,15,2024,México,Villa Victoria,Autoproducción,Mejoramiento,863,30205000.0
119,15,2024,México,Zumpahuacán,Autoproducción,Mejoramiento,82,2870000.0
