clave_municipio,clave_estado,ano,estado,municipio,modalidad,linea_apoyo,acciones,monto
001,01,2019,Aguascalientes,Aguascalientes,Autoproducción,Autoproducción,35,2607023.3
001,01,2019,Aguascalientes,Aguascalientes,Autoproducción,Mejoramiento,6,152567.26
001,01,2019,Aguascalientes,Aguascalientes,Autoproducción,Vivienda nueva,44,2413790.79
002,01,2019,Aguascalientes,Asientos,Autoproducción,Autoproducción,3,223459.14
003,01,2019,Aguascalientes,Calvillo,Autoproducción,Autoproducción,40,2979455.2
003,01,2019,Aguascalientes,Calvillo,Autoproducción,Mejoramiento,4,99014.47
004,01,2019,Aguascalientes,Cosío,Autoproducción,Autoproducción,2,148972.76
005,01,2019,Aguascalientes,Jesús María,Autoproducción,Autoproducción,37,2755996.06
005,01,2019,Aguascalientes,Jesús María,Autoproducción,Mejoramiento,4,90923.36
005,01,2019,Aguascalientes,Jesús María,Autoproducción,Vivienda nueva,11,594259.7
006,01,2019,Aguascalientes,Pabellón de Arteaga,Autoproducción,Autoproducción,1,74486.38
007,01,2019,Aguascalientes,Rincón de Romos,Autoproducción,Autoproducción,51,3798805.38
007,01,2019,Aguascalientes,Rincón de Romos,Autoproducción,Mejoramiento,2,45461.68
008,01,2019,Aguascalientes,San José de Gracia,Autoproducción,Autoproducción,43,3202914.34
009,01,2019,Aguascalientes,Tepezalá,Autoproducción,Autoproducción,3,223459.14
010,01,2019,Aguascalientes,El Llano,Autoproducción,Autoproducción,7,521404.66
011,01,2019,Aguascalientes,San Francisco de los Romo,Autoproducción,Autoproducción,20,1489727.6
011,01,2019,Aguascalientes,San Francisco de los Romo,Autoproducción,Mejoramiento,1,22730.84
011,01,2019,Aguascalientes,San Francisco de los Romo,Autoproducción,Vivienda nueva,17,794800.63
000,02,2019,Baja California,No distribuido,Autoproducción,Rentas,4,59092.33
001,02,2019,Baja California,Ensenada,Autoproducción,Vivienda nueva,12,606832.31
002,02,2019,Baja California,Mexicali,Vivienda en Lote Urbano,Ampliación de vivienda,399,48143660.9
002,02,2019,Baja California,Mexicali,Vivienda en Lote Urbano,Mejoramiento,480,24657600.0
002,02,2019,Baja California,Mexicali,Vivienda en Lote Urbano,Vivienda nueva,190,45873410.0
002,02,2019,Baja California,Mexicali,Autoproducción,Vivienda nueva,11,463243.52
004,02,2019,Baja California,Tijuana,Vivienda en Conjunto Habitacional,Adquisición de vivienda usada,22,7480362.45
004,02,2019,Baja California,Tijuana,Vivienda en Lote Urbano,Ampliación de vivienda,90,11063073.0
004,02,2019,Baja California,Tijuana,Vivienda en Lote Urbano,Mejoramiento,100,5483747.5
004,02,2019,Baja California,Tijuana,Vivienda en Lote Urbano,Vivienda nueva,556,127170834.03
004,02,2019,Baja California,Tijuana,Autoproducción,Autoproducción,17,1258562.95
004,02,2019,Baja California,Tijuana,Autoproducción,Vivienda nueva,112,5856888.9
005,02,2019,Baja California,Playas de Rosarito,Autoproducción,Autoproducción,4,297945.52
000,03,2019,Baja California Sur,No distribuido,Autoproducción,Rentas,9,67375.54
003,03,2019,Baja California Sur,La Paz,Autoproducción,Vivienda nueva,39,2056694.52
008,03,2019,Baja California Sur,Los Cabos,Vivienda en Lote Urbano,Ampliación de vivienda,661,85572146.0
008,03,2019,Baja California Sur,Los Cabos,Vivienda en Lote Urbano,Mejoramiento,395,24364791.0
008,03,2019,Baja California Sur,Los Cabos,Vivienda en Lote Urbano,Vivienda nueva,82,20265448.0
001,04,2019,Campeche,Calkiní,Autoproducción,Autoproducción,22,1623289.38
002,04,2019,Campeche,Campeche,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,19,570000.0
002,04,2019,Campeche,Campeche,Autoproducción,Autoproducción,70,4921237.98
002,04,2019,Campeche,Campeche,Autoproducción,Vivienda nueva,9,563753.89
003,04,2019,Campeche,Carmen,Autoproducción,Autoproducción,11,819350.18
004,04,2019,Campeche,Champotón,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,30,900000.0
004,04,2019,Campeche,Champotón,Autoproducción,Autoproducción,132,9601037.46
005,04,2019,Campeche,Hecelchakán,Autoproducción,Autoproducción,44,3277400.72
006,04,2019,Campeche,Hopelchén,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,19,570000.0
007,04,2019,Campeche,Palizada,Autoproducción,Autoproducción,20,1489727.6
009,04,2019,Campeche,Escárcega,Autoproducción,Autoproducción,31,2232022.88
010,04,2019,Campeche,Calakmul,Autoproducción,Autoproducción,5,372431.9
011,04,2019,Campeche,Candelaria,Autoproducción,Autoproducción,58,4320210.04
000,05,2019,Coahuila de Zaragoza,No distribuido,Autoproducción,Rentas,11,127673.0
002,05,2019,Coahuila de Zaragoza,Acuña,Vivienda en Lote Urbano,Ampliación de vivienda,826,102130751.59
002,05,2019,Coahuila de Zaragoza,Acuña,Vivienda en Lote Urbano,Mejoramiento,1021,55320353.0
002,05,2019,Coahuila de Zaragoza,Acuña,Vivienda en Lote Urbano,Vivienda nueva,83,14538101.02
002,05,2019,Coahuila de Zaragoza,Acuña,Autoproducción,Vivienda nueva,117,5816766.82
003,05,2019,Coahuila de Zaragoza,Allende,Autoproducción,Vivienda nueva,1,34822.45
009,05,2019,Coahuila de Zaragoza,Francisco I. Madero,Autoproducción,Vivienda nueva,37,2026654.78
010,05,2019,Coahuila de Zaragoza,Frontera,Autoproducción,Vivienda nueva,4,256849.6
017,05,2019,Coahuila de Zaragoza,Matamoros,Autoproducción,Vivienda nueva,70,4278362.82
018,05,2019,Coahuila de Zaragoza,Monclova,Autoproducción,Vivienda nueva,9,359353.83
020,05,2019,Coahuila de Zaragoza,Múzquiz,Autoproducción,Vivienda nueva,6,321061.98
022,05,2019,Coahuila de Zaragoza,Nava,Autoproducción,Vivienda nueva,13,495394.59
025,05,2019,Coahuila de Zaragoza,Piedras Negras,Vivienda en Lote Urbano,Ampliación de vivienda,562,65291270.0
025,05,2019,Coahuila de Zaragoza,Piedras Negras,Vivienda en Lote Urbano,Mejoramiento,1201,64233048.0
025,05,2019,Coahuila de Zaragoza,Piedras Negras,Vivienda en Lote Urbano,Vivienda nueva,96,19924167.55
025,05,2019,Coahuila de Zaragoza,Piedras Negras,Autoproducción,Vivienda nueva,16,690872.62
027,05,2019,Coahuila de Zaragoza,Ramos Arizpe,Autoproducción,Ampliación de vivienda,80,1920000.0
030,05,2019,Coahuila de Zaragoza,Saltillo,Autoproducción,Ampliación de vivienda,98,2352000.0
033,05,2019,Coahuila de Zaragoza,San Pedro,Autoproducción,Vivienda nueva,1,59075.4
035,05,2019,Coahuila de Zaragoza,Torreón,Autoproducción,Vivienda nueva,28,1592860.06
000,06,2019,Colima,No distribuido,Autoproducción,Rentas,6,84304.88
002,06,2019,Colima,Colima,Autoproducción,Autoproducción,6,446918.28
002,06,2019,Colima,Colima,Autoproducción,Vivienda nueva,165,8569980.37
007,06,2019,Colima,Manzanillo,Autoproducción,Vivienda nueva,87,4437836.11
009,06,2019,Colima,Tecomán,Autoproducción,Autoproducción,17,1266268.46
009,06,2019,Colima,Tecomán,Autoproducción,Vivienda nueva,63,3159809.09
010,06,2019,Colima,Villa de Álvarez,Autoproducción,Autoproducción,65,4841614.7
010,06,2019,Colima,Villa de Álvarez,Autoproducción,Vivienda nueva,52,2531164.38
000,07,2019,Chiapas,No distribuido,Autoproducción,Rentas,55,470617.26
005,07,2019,Chiapas,Amatán,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,25,750000.0
005,07,2019,Chiapas,Amatán,Autoproducción,Autoproducción,67,4990587.46
006,07,2019,Chiapas,Amatenango de la Frontera,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,35,1050000.0
006,07,2019,Chiapas,Amatenango de la Frontera,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,31,6180000.0
008,07,2019,Chiapas,Ángel Albino Corzo,Vivienda en Espacio Edificable Rural o Urbano,Reparación parcial de vivienda,38,2880000.0
008,07,2019,Chiapas,Ángel Albino Corzo,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,178,30345000.0
009,07,2019,Chiapas,Arriaga,Vivienda en Espacio Edificable Rural o Urbano,Reparación parcial de vivienda,79,6100000.0
009,07,2019,Chiapas,Arriaga,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,271,47990000.0
010,07,2019,Chiapas,Bejucal de Ocampo,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,4,120000.0
011,07,2019,Chiapas,Bella Vista,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,55,1650000.0
012,07,2019,Chiapas,Berriozábal,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,73,2190000.0
012,07,2019,Chiapas,Berriozábal,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,1,140000.0
013,07,2019,Chiapas,Bochil,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,11,330000.0
014,07,2019,Chiapas,El Bosque,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,6,180000.0
015,07,2019,Chiapas,Cacahoatán,Adquisición de Vivienda,Adquisición de vivienda nueva,1,80000.0
015,07,2019,Chiapas,Cacahoatán,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,1,30000.0
015,07,2019,Chiapas,Cacahoatán,Autoproducción,Ampliación de vivienda,1,30821.95
017,07,2019,Chiapas,Cintalapa de Figueroa,Vivienda en Espacio Edificable Rural o Urbano,Reparación parcial de vivienda,188,14535000.0
017,07,2019,Chiapas,Cintalapa de Figueroa,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,929,165928800.0
017,07,2019,Chiapas,Cintalapa de Figueroa,Rehabilitación de Vivienda en Inmuebles Catalogados,Rehabilitación de vivienda en inmuebles catalogados,5,6100000.0
017,07,2019,Chiapas,Cintalapa de Figueroa,Autoproducción,Ampliación de vivienda,18,554795.1
019,07,2019,Chiapas,Comitán de Domínguez,Adquisición de Vivienda,Adquisición de vivienda nueva,2,160000.0
019,07,2019,Chiapas,Comitán de Domínguez,Autoproducción,Vivienda nueva,5,245385.33
020,07,2019,Chiapas,La Concordia,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,1,30000.0
020,07,2019,Chiapas,La Concordia,Vivienda en Espacio Edificable Rural o Urbano,Reparación parcial de vivienda,9,800000.0
020,07,2019,Chiapas,La Concordia,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,378,70080000.0
026,07,2019,Chiapas,Chenalhó,Autoproducción,Autoproducción,7,521404.66
027,07,2019,Chiapas,Chiapa de Corzo,Vivienda en Espacio Edificable Rural o Urbano,Reparación parcial de vivienda,1,105000.0
027,07,2019,Chiapas,Chiapa de Corzo,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,1,235000.0
030,07,2019,Chiapas,Chicomuselo,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,7,210000.0
031,07,2019,Chiapas,Chilón,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,28,840000.0
032,07,2019,Chiapas,Escuintla,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,31,930000.0
032,07,2019,Chiapas,Escuintla,Autoproducción,Ampliación de vivienda,5,154109.75
034,07,2019,Chiapas,Frontera Comalapa,Adquisición de Vivienda,Adquisición de vivienda nueva,6,480000.0
034,07,2019,Chiapas,Frontera Comalapa,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,4,120000.0
036,07,2019,Chiapas,La Grandeza,Vivienda en Espacio Edificable Rural o Urbano,Reparación parcial de vivienda,6,540000.0
036,07,2019,Chiapas,La Grandeza,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,8,1630000.0
037,07,2019,Chiapas,Huehuetán,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,4,120000.0
037,07,2019,Chiapas,Huehuetán,Autoproducción,Ampliación de vivienda,24,739726.8
039,07,2019,Chiapas,Huitiupán,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,18,540000.0
041,07,2019,Chiapas,La Independencia,Adquisición de Vivienda,Adquisición de vivienda nueva,1,80000.0
041,07,2019,Chiapas,La Independencia,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,12,360000.0
044,07,2019,Chiapas,Ixtapa,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,4,120000.0
044,07,2019,Chiapas,Ixtapa,Vivienda en Espacio Edificable Rural o Urbano,Reparación parcial de vivienda,18,1490000.0
044,07,2019,Chiapas,Ixtapa,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,113,22135000.0
046,07,2019,Chiapas,Jiquipilas,Vivienda en Espacio Edificable Rural o Urbano,Reparación parcial de vivienda,262,21282000.0
046,07,2019,Chiapas,Jiquipilas,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,963,164486600.0
046,07,2019,Chiapas,Jiquipilas,Autoproducción,Ampliación de vivienda,18,554795.1
047,07,2019,Chiapas,Jitotol,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,30,900000.0
049,07,2019,Chiapas,Larráinzar,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,15,450000.0
051,07,2019,Chiapas,Mapastepec,Vivienda en Espacio Edificable Rural o Urbano,Reparación parcial de vivienda,1,80000.0
051,07,2019,Chiapas,Mapastepec,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,137,26040000.0
052,07,2019,Chiapas,Las Margaritas,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,53,1590000.0
057,07,2019,Chiapas,Motozintla,Vivienda en Espacio Edificable Rural o Urbano,Reparación parcial de vivienda,5,430000.0
057,07,2019,Chiapas,Motozintla,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,401,80835000.0
059,07,2019,Chiapas,Ocosingo,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,9,270000.0
065,07,2019,Chiapas,Palenque,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,2,60000.0
069,07,2019,Chiapas,Pijijiapan,Vivienda en Espacio Edificable Rural o Urbano,Reparación parcial de vivienda,123,9385000.0
069,07,2019,Chiapas,Pijijiapan,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,401,66852000.0
069,07,2019,Chiapas,Pijijiapan,Autoproducción,Ampliación de vivienda,7,215753.65
070,07,2019,Chiapas,El Porvenir,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,12,2120000.0
075,07,2019,Chiapas,Las Rosas,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,37,1110000.0
078,07,2019,Chiapas,San Cristóbal de las Casas,Autoproducción,Autoproducción,3,220029.72
080,07,2019,Chiapas,Siltepec,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,14,420000.0
089,07,2019,Chiapas,Tapachula,Autoproducción,Vivienda nueva,8,379531.33
097,07,2019,Chiapas,Tonalá,Vivienda en Espacio Edificable Rural o Urbano,Reparación parcial de vivienda,391,31345000.0
097,07,2019,Chiapas,Tonalá,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,872,149655000.0
097,07,2019,Chiapas,Tonalá,Autoproducción,Ampliación de vivienda,45,1386987.75
097,07,2019,Chiapas,Tonalá,Autoproducción,Mejoramiento,38,1171234.1
097,07,2019,Chiapas,Tonalá,Autoproducción,Vivienda nueva,2,96380.14
099,07,2019,Chiapas,La Trinitaria,Adquisición de Vivienda,Adquisición de vivienda nueva,11,880000.0
099,07,2019,Chiapas,La Trinitaria,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,55,1650000.0
099,07,2019,Chiapas,La Trinitaria,Autoproducción,Autoproducción,13,968322.94
101,07,2019,Chiapas,Tuxtla Gutiérrez,Autoproducción,Rentas,1,17555.12
101,07,2019,Chiapas,Tuxtla Gutiérrez,Autoproducción,Vivienda nueva,26,1398950.94
103,07,2019,Chiapas,Tuzantán,Autoproducción,Ampliación de vivienda,2,61643.9
105,07,2019,Chiapas,Unión Juárez,Autoproducción,Ampliación de vivienda,6,184931.7
107,07,2019,Chiapas,Villa Corzo,Vivienda en Espacio Edificable Rural o Urbano,Reparación parcial de vivienda,135,10025000.0
107,07,2019,Chiapas,Villa Corzo,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,705,125030000.0
107,07,2019,Chiapas,Villa Corzo,Autoproducción,Ampliación de vivienda,5,154109.75
107,07,2019,Chiapas,Villa Corzo,Autoproducción,Autoproducción,1,71056.96
108,07,2019,Chiapas,Villaflores,Vivienda en Espacio Edificable Rural o Urbano,Reparación parcial de vivienda,490,38726000.0
108,07,2019,Chiapas,Villaflores,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,1971,348764800.0
108,07,2019,Chiapas,Villaflores,Autoproducción,Autoproducción,1,71056.96
109,07,2019,Chiapas,Yajalón,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,26,780000.0
114,07,2019,Chiapas,Benemérito de las Américas,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,9,270000.0
116,07,2019,Chiapas,Marqués de Comillas,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,5,150000.0
119,07,2019,Chiapas,Santiago el Pinar,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,26,780000.0
000,08,2019,Chihuahua,No distribuido,Autoproducción,Rentas,3,33274.94
002,08,2019,Chihuahua,Aldama,Autoproducción,Vivienda nueva,7,392056.63
004,08,2019,Chihuahua,Aquiles Serdán,Autoproducción,Vivienda nueva,117,5997160.81
006,08,2019,Chihuahua,Bachíniva,Autoproducción,Autoproducción,5,372431.9
009,08,2019,Chihuahua,Bocoyna,Autoproducción,Autoproducción,22,1638700.36
011,08,2019,Chihuahua,Camargo,Autoproducción,Vivienda nueva,4,194541.07
017,08,2019,Chihuahua,Cuauhtémoc,Autoproducción,Vivienda nueva,64,2930327.03
019,08,2019,Chihuahua,Chihuahua,Autoproducción,Vivienda nueva,39,1938470.91
021,08,2019,Chihuahua,Delicias,Autoproducción,Vivienda nueva,71,3276074.64
023,08,2019,Chihuahua,Galeana,Autoproducción,Autoproducción,1,74486.38
031,08,2019,Chihuahua,Guerrero,Autoproducción,Autoproducción,3,223459.14
032,08,2019,Chihuahua,Hidalgo del Parral,Autoproducción,Autoproducción,77,5735451.26
032,08,2019,Chihuahua,Hidalgo del Parral,Autoproducción,Vivienda nueva,6,234576.2
037,08,2019,Chihuahua,Juárez,Vivienda en Lote Urbano,Ampliación de vivienda,591,70910443.92
037,08,2019,Chihuahua,Juárez,Vivienda en Lote Urbano,Mejoramiento,592,30945288.0
037,08,2019,Chihuahua,Juárez,Vivienda en Lote Urbano,Vivienda nueva,382,83619165.2
045,08,2019,Chihuahua,Meoqui,Autoproducción,Vivienda nueva,17,779671.48
048,08,2019,Chihuahua,Namiquipa,Autoproducción,Autoproducción,16,1191782.08
050,08,2019,Chihuahua,Nuevo Casas Grandes,Autoproducción,Vivienda nueva,75,3367793.25
052,08,2019,Chihuahua,Ojinaga,Autoproducción,Autoproducción,32,2375858.67
061,08,2019,Chihuahua,Satevó,Autoproducción,Autoproducción,9,670377.42
065,08,2019,Chihuahua,Urique,Autoproducción,Autoproducción,3,223459.14
000,09,2019,Ciudad de México,No distribuido,Autoproducción,Rentas,1104,13434364.5
002,09,2019,Ciudad de México,Azcapotzalco,Autoproducción,Rentas,2,32750.63
003,09,2019,Ciudad de México,Coyoacán,Autoproducción,Rentas,1,12450.46
004,09,2019,Ciudad de México,Cuajimalpa de Morelos,Autoproducción,Rentas,2,29034.72
005,09,2019,Ciudad de México,Gustavo A. Madero,Autoproducción,Rentas,6,81958.03
006,09,2019,Ciudad de México,Iztacalco,Autoproducción,Rentas,2,31832.13
007,09,2019,Ciudad de México,Iztapalapa,Autoproducción,Rentas,26,352279.84
009,09,2019,Ciudad de México,Milpa Alta,Autoproducción,Rentas,3,42490.69
010,09,2019,Ciudad de México,Álvaro Obregón,Autoproducción,Rentas,1,15060.54
011,09,2019,Ciudad de México,Tláhuac,Autoproducción,Rentas,1,13171.18
012,09,2019,Ciudad de México,Tlalpan,Autoproducción,Rentas,3,41357.47
013,09,2019,Ciudad de México,Xochimilco,Autoproducción,Rentas,1,12893.54
015,09,2019,Ciudad de México,Cuauhtémoc,Autoproducción,Rentas,1,13545.4
016,09,2019,Ciudad de México,Miguel Hidalgo,Autoproducción,Rentas,6,82406.39
017,09,2019,Ciudad de México,Venustiano Carranza,Autoproducción,Rentas,5,66402.6
000,10,2019,Durango,No distribuido,Autoproducción,Rentas,5,39878.47
001,10,2019,Durango,Canatlán,Autoproducción,Autoproducción,15,1117290.0
003,10,2019,Durango,Coneto de Comonfort,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,22,660000.0
004,10,2019,Durango,Cuencamé,Autoproducción,Ampliación de vivienda,58,1480160.0
005,10,2019,Durango,Durango,Autoproducción,Vivienda nueva,57,3012268.4
007,10,2019,Durango,Gómez Palacio,Autoproducción,Autoproducción,50,3724319.0
007,10,2019,Durango,Gómez Palacio,Autoproducción,Vivienda nueva,64,3649950.66
008,10,2019,Durango,Guadalupe Victoria,Autoproducción,Autoproducción,2,148972.76
012,10,2019,Durango,Lerdo,Autoproducción,Vivienda nueva,89,5537807.21
013,10,2019,Durango,Mapimí,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,38,1140000.0
016,10,2019,Durango,Nombre de Dios,Autoproducción,Autoproducción,16,1191776.0
018,10,2019,Durango,El Oro,Autoproducción,Autoproducción,13,968318.0
020,10,2019,Durango,Pánuco de Coronado,Autoproducción,Autoproducción,11,819346.0
023,10,2019,Durango,Pueblo Nuevo,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,15,450000.0
025,10,2019,Durango,San Bernardo,Autoproducción,Ampliación de vivienda,25,638000.0
027,10,2019,Durango,San Juan de Guadalupe,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,4,120000.0
027,10,2019,Durango,San Juan de Guadalupe,Autoproducción,Ampliación de vivienda,71,1811920.0
028,10,2019,Durango,San Juan del Río,Autoproducción,Ampliación de vivienda,30,765600.0
031,10,2019,Durango,Santa Clara,Autoproducción,Ampliación de vivienda,71,1811920.0
033,10,2019,Durango,Súchil,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,9,270000.0
033,10,2019,Durango,Súchil,Autoproducción,Ampliación de vivienda,15,334080.0
033,10,2019,Durango,Súchil,Autoproducción,Autoproducción,1,74486.0
035,10,2019,Durango,Tepehuanes,Autoproducción,Ampliación de vivienda,11,280720.0
039,10,2019,Durango,Nuevo Ideal,Autoproducción,Autoproducción,20,1489727.6
000,11,2019,Guanajuato,No distribuido,Autoproducción,Rentas,17,201709.87
002,11,2019,Guanajuato,Acámbaro,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,32,960000.0
004,11,2019,Guanajuato,Apaseo el Alto,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,14,420000.0
005,11,2019,Guanajuato,Apaseo el Grande,Autoproducción,Vivienda nueva,207,11069799.54
007,11,2019,Guanajuato,Celaya,Autoproducción,Autoproducción,1,74486.38
007,11,2019,Guanajuato,Celaya,Autoproducción,Vivienda nueva,13,513224.9
011,11,2019,Guanajuato,Cortazar,Autoproducción,Autoproducción,1,74486.38
013,11,2019,Guanajuato,Doctor Mora,Autoproducción,Autoproducción,20,1489727.6
014,11,2019,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,Autoproducción,Autoproducción,25,1862159.5
015,11,2019,Guanajuato,Guanajuato,Autoproducción,Autoproducción,2,148972.76
016,11,2019,Guanajuato,Huanímaro,Autoproducción,Autoproducción,1,74486.38
017,11,2019,Guanajuato,Irapuato,Autoproducción,Rentas,1,12893.76
017,11,2019,Guanajuato,Irapuato,Autoproducción,Vivienda nueva,11,407061.39
018,11,2019,Guanajuato,Jaral del Progreso,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,16,480000.0
018,11,2019,Guanajuato,Jaral del Progreso,Autoproducción,Autoproducción,1,74486.38
020,11,2019,Guanajuato,León,Autoproducción,Autoproducción,1,66780.89
020,11,2019,Guanajuato,León,Autoproducción,Rentas,1,16520.02
020,11,2019,Guanajuato,León,Autoproducción,Vivienda nueva,60,2238610.91
023,11,2019,Guanajuato,Pénjamo,Autoproducción,Autoproducción,1,74486.38
024,11,2019,Guanajuato,Pueblo Nuevo,Autoproducción,Autoproducción,20,1489727.6
026,11,2019,Guanajuato,Romita,Autoproducción,Autoproducción,2,148972.76
027,11,2019,Guanajuato,Salamanca,Autoproducción,Autoproducción,4,297945.52
027,11,2019,Guanajuato,Salamanca,Autoproducción,Vivienda nueva,1,27258.63
030,11,2019,Guanajuato,San Felipe,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,56,1680000.0
030,11,2019,Guanajuato,San Felipe,Autoproducción,Vivienda nueva,8,429137.44
031,11,2019,Guanajuato,San Francisco del Rincón,Autoproducción,Autoproducción,1,74486.38
032,11,2019,Guanajuato,San José Iturbide,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,50,1500000.0
032,11,2019,Guanajuato,San José Iturbide,Autoproducción,Autoproducción,39,2878915.43
037,11,2019,Guanajuato,Silao de la Victoria,Autoproducción,Autoproducción,7,521404.66
042,11,2019,Guanajuato,Valle de Santiago,Autoproducción,Autoproducción,12,893836.56
044,11,2019,Guanajuato,Villagrán,Autoproducción,Vivienda nueva,4,254113.56
045,11,2019,Guanajuato,Xichú,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,18,540000.0
000,12,2019,Guerrero,No distribuido,Autoproducción,Rentas,87,870123.18
001,12,2019,Guerrero,Acapulco de Juárez,Vivienda en Lote Urbano,Ampliación de vivienda,909,116738155.0
001,12,2019,Guerrero,Acapulco de Juárez,Vivienda en Lote Urbano,Mejoramiento,402,25813425.0
001,12,2019,Guerrero,Acapulco de Juárez,Vivienda en Lote Urbano,Vivienda nueva,629,139225850.0
001,12,2019,Guerrero,Acapulco de Juárez,Autoproducción,Ampliación de vivienda,48,1479453.6
002,12,2019,Guerrero,Ahuacuotzingo,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,20,600000.0
003,12,2019,Guerrero,Ajuchitlán del Progreso,Autoproducción,Ampliación de vivienda,67,2065070.65
005,12,2019,Guerrero,Alpoyeca,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,6,180000.0
007,12,2019,Guerrero,Arcelia,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,15,450000.0
008,12,2019,Guerrero,Atenango del Río,Vivienda en Espacio Edificable Rural o Urbano,Reparación parcial de vivienda,125,9690000.0
008,12,2019,Guerrero,Atenango del Río,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,382,69870000.0
009,12,2019,Guerrero,Atlamajalcingo del Monte,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,2,397022.0
010,12,2019,Guerrero,Atlixtac,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,28,5558308.0
011,12,2019,Guerrero,Atoyac de Álvarez,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,30,900000.0
011,12,2019,Guerrero,Atoyac de Álvarez,Autoproducción,Autoproducción,10,744000.0
013,12,2019,Guerrero,Azoyú,Autoproducción,Autoproducción,25,1860086.38
014,12,2019,Guerrero,Benito Juárez,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,21,630000.0
