clave_municipio,clave_estado,ano,estado,municipio,sexo,grupo_edad,acciones,monto
017,07,2019,Chiapas,Cintalapa de Figueroa,Hombre,30 a 59,18,167232.0
017,07,2019,Chiapas,Cintalapa de Figueroa,Mujer,30 a 59,9,84223.0
017,07,2020,Chiapas,Cintalapa de Figueroa,Hombre,30 a 59,62,744000.0
017,07,2020,Chiapas,Cintalapa de Figueroa,Mujer,29 o menos,20,240000.0
017,07,2020,Chiapas,Cintalapa de Figueroa,Hombre,60 o más,16,192000.0
017,07,2020,Chiapas,Cintalapa de Figueroa,Hombre,29 o menos,13,156000.0
017,07,2019,Chiapas,Cintalapa de Figueroa,Mujer,29 o menos,3,29699.0
017,07,2020,Chiapas,Cintalapa de Figueroa,Mujer,60 o más,25,300000.0
017,07,2020,Chiapas,Cintalapa de Figueroa,Mujer,30 a 59,72,857492.0
017,07,2019,Chiapas,Cintalapa de Figueroa,Mujer,60 o más,1,9727.0
017,07,2019,Chiapas,Cintalapa de Figueroa,Hombre,60 o más,4,36987.0
001,01,2019,Aguascalientes,Aguascalientes,Mujer,29 o menos,11,132000.0
001,01,2019,Aguascalientes,Aguascalientes,Mujer,30 a 59,39,468000.0
001,01,2019,Aguascalientes,Aguascalientes,Mujer,60 o más,7,84000.0
001,01,2019,Aguascalientes,Aguascalientes,Hombre,60 o más,3,36000.0
001,01,2019,Aguascalientes,Aguascalientes,Hombre,30 a 59,43,516000.0
001,01,2019,Aguascalientes,Aguascalientes,Hombre,29 o menos,9,108000.0
005,01,2019,Aguascalientes,Jesús María,Mujer,30 a 59,25,300000.0
005,01,2019,Aguascalientes,Jesús María,Hombre,29 o menos,4,48000.0
005,01,2019,Aguascalientes,Jesús María,Mujer,29 o menos,6,72000.0
005,01,2019,Aguascalientes,Jesús María,Hombre,30 a 59,32,384000.0
005,01,2019,Aguascalientes,Jesús María,Hombre,60 o más,11,132000.0
005,01,2019,Aguascalientes,Jesús María,Mujer,60 o más,4,48000.0
010,01,2019,Aguascalientes,El Llano,Hombre,60 o más,2,24000.0
010,01,2019,Aguascalientes,El Llano,Mujer,30 a 59,5,60000.0
010,01,2019,Aguascalientes,El Llano,Hombre,30 a 59,9,108000.0
010,01,2019,Aguascalientes,El Llano,Mujer,60 o más,3,36000.0
010,01,2019,Aguascalientes,El Llano,Hombre,29 o menos,5,60000.0
010,01,2019,Aguascalientes,El Llano,Mujer,29 o menos,3,36000.0
001,04,2020,Campeche,Calkiní,Hombre,60 o más,11,132000.0
001,04,2019,Campeche,Calkiní,Mujer,60 o más,1,12000.0
001,04,2020,Campeche,Calkiní,Hombre,29 o menos,3,36000.0
001,04,2019,Campeche,Calkiní,Hombre,29 o menos,4,48000.0
001,04,2019,Campeche,Calkiní,Hombre,30 a 59,22,264000.0
001,04,2019,Campeche,Calkiní,Mujer,29 o menos,3,36000.0
001,04,2020,Campeche,Calkiní,Hombre,30 a 59,28,336000.0
001,04,2019,Campeche,Calkiní,Hombre,60 o más,5,60000.0
001,04,2020,Campeche,Calkiní,Mujer,60 o más,3,36000.0
001,04,2020,Campeche,Calkiní,Mujer,30 a 59,14,168000.0
001,04,2019,Campeche,Calkiní,Mujer,30 a 59,14,168000.0
017,05,2019,Coahuila de Zaragoza,Matamoros,Hombre,29 o menos,1,12000.0
017,05,2019,Coahuila de Zaragoza,Matamoros,Mujer,30 a 59,2,24000.0
017,05,2019,Coahuila de Zaragoza,Matamoros,Hombre,30 a 59,2,24000.0
025,05,2020,Coahuila de Zaragoza,Piedras Negras,Hombre,30 a 59,15,180000.0
025,05,2020,Coahuila de Zaragoza,Piedras Negras,Mujer,30 a 59,12,144000.0
025,05,2020,Coahuila de Zaragoza,Piedras Negras,Hombre,60 o más,3,36000.0
033,05,2020,Coahuila de Zaragoza,San Pedro,Mujer,60 o más,8,96000.0
033,05,2020,Coahuila de Zaragoza,San Pedro,Hombre,29 o menos,8,96000.0
033,05,2020,Coahuila de Zaragoza,San Pedro,Hombre,60 o más,5,60000.0
033,05,2020,Coahuila de Zaragoza,San Pedro,Mujer,29 o menos,4,48000.0
033,05,2020,Coahuila de Zaragoza,San Pedro,Mujer,30 a 59,32,384000.0
033,05,2020,Coahuila de Zaragoza,San Pedro,Hombre,30 a 59,21,252000.0
035,05,2019,Coahuila de Zaragoza,Torreón,Hombre,30 a 59,2,24000.0
008,06,2019,Colima,Minatitlán,Hombre,60 o más,1,12000.0
008,06,2019,Colima,Minatitlán,Mujer,30 a 59,7,84000.0
008,06,2019,Colima,Minatitlán,Mujer,29 o menos,1,12000.0
008,06,2019,Colima,Minatitlán,Mujer,60 o más,1,12000.0
008,06,2019,Colima,Minatitlán,Hombre,30 a 59,10,120000.0
008,06,2019,Colima,Minatitlán,Hombre,29 o menos,3,36000.0
002,07,2020,Chiapas,Acala,Mujer,29 o menos,10,120000.0
002,07,2020,Chiapas,Acala,Mujer,60 o más,11,132000.0
002,07,2020,Chiapas,Acala,Hombre,60 o más,10,120000.0
002,07,2020,Chiapas,Acala,Hombre,30 a 59,36,432000.0
002,07,2020,Chiapas,Acala,Hombre,29 o menos,6,72000.0
002,07,2020,Chiapas,Acala,Mujer,30 a 59,52,624000.0
012,07,2019,Chiapas,Berriozábal,Mujer,29 o menos,3,33567.0
012,07,2019,Chiapas,Berriozábal,Hombre,60 o más,15,175988.0
012,07,2020,Chiapas,Berriozábal,Hombre,29 o menos,1,12000.0
012,07,2020,Chiapas,Berriozábal,Mujer,29 o menos,3,36000.0
012,07,2019,Chiapas,Berriozábal,Hombre,30 a 59,25,284532.0
012,07,2020,Chiapas,Berriozábal,Hombre,30 a 59,8,96000.0
012,07,2020,Chiapas,Berriozábal,Mujer,60 o más,3,36000.0
012,07,2019,Chiapas,Berriozábal,Mujer,60 o más,7,77741.0
012,07,2020,Chiapas,Berriozábal,Mujer,30 a 59,4,48000.0
012,07,2020,Chiapas,Berriozábal,Hombre,60 o más,5,60000.0
012,07,2019,Chiapas,Berriozábal,Hombre,29 o menos,3,32888.0
012,07,2019,Chiapas,Berriozábal,Mujer,30 a 59,21,234735.0
101,07,2020,Chiapas,Tuxtla Gutiérrez,Mujer,30 a 59,2,24000.0
101,07,2020,Chiapas,Tuxtla Gutiérrez,Hombre,30 a 59,1,12000.0
101,07,2020,Chiapas,Tuxtla Gutiérrez,Mujer,60 o más,1,12000.0
101,07,2020,Chiapas,Tuxtla Gutiérrez,Hombre,60 o más,1,12000.0
107,07,2020,Chiapas,Villa Corzo,Mujer,29 o menos,15,180000.0
107,07,2020,Chiapas,Villa Corzo,Mujer,60 o más,29,348000.0
107,07,2020,Chiapas,Villa Corzo,Hombre,60 o más,28,336000.0
107,07,2020,Chiapas,Villa Corzo,Hombre,29 o menos,14,168000.0
107,07,2020,Chiapas,Villa Corzo,Hombre,30 a 59,58,696000.0
107,07,2020,Chiapas,Villa Corzo,Mujer,30 a 59,109,1308000.0
019,08,2020,Chihuahua,Chihuahua,Hombre,30 a 59,4,48000.0
019,08,2019,Chihuahua,Chihuahua,Mujer,30 a 59,1,12000.0
019,08,2020,Chihuahua,Chihuahua,Mujer,30 a 59,3,36000.0
037,08,2020,Chihuahua,Juárez,Hombre,29 o menos,1,12000.0
037,08,2020,Chihuahua,Juárez,Mujer,30 a 59,83,996000.0
037,08,2020,Chihuahua,Juárez,Mujer,29 o menos,4,48000.0
037,08,2020,Chihuahua,Juárez,Hombre,30 a 59,111,1332000.0
037,08,2020,Chihuahua,Juárez,Hombre,60 o más,22,264000.0
037,08,2020,Chihuahua,Juárez,Mujer,60 o más,22,264000.0
045,08,2020,Chihuahua,Meoqui,Mujer,30 a 59,6,72000.0
045,08,2020,Chihuahua,Meoqui,Hombre,29 o menos,1,12000.0
045,08,2020,Chihuahua,Meoqui,Hombre,30 a 59,5,60000.0
045,08,2020,Chihuahua,Meoqui,Mujer,60 o más,4,48000.0
045,08,2020,Chihuahua,Meoqui,Hombre,60 o más,1,12000.0
062,08,2019,Chihuahua,Saucillo,Mujer,60 o más,5,60000.0
062,08,2019,Chihuahua,Saucillo,Hombre,60 o más,1,12000.0
062,08,2020,Chihuahua,Saucillo,Mujer,30 a 59,1,12000.0
062,08,2019,Chihuahua,Saucillo,Hombre,29 o menos,4,48000.0
062,08,2019,Chihuahua,Saucillo,Mujer,29 o menos,3,36000.0
062,08,2019,Chihuahua,Saucillo,Mujer,30 a 59,14,168000.0
062,08,2019,Chihuahua,Saucillo,Hombre,30 a 59,11,132000.0
005,09,2020,Ciudad de México,Gustavo A. Madero,Mujer,29 o menos,2,24000.0
005,09,2020,Ciudad de México,Gustavo A. Madero,Hombre,30 a 59,21,252000.0
005,09,2020,Ciudad de México,Gustavo A. Madero,Hombre,60 o más,12,144000.0
005,09,2020,Ciudad de México,Gustavo A. Madero,Mujer,60 o más,12,144000.0
005,09,2020,Ciudad de México,Gustavo A. Madero,Mujer,30 a 59,18,216000.0
005,09,2020,Ciudad de México,Gustavo A. Madero,Hombre,29 o menos,2,24000.0
005,10,2019,Durango,Durango,Mujer,29 o menos,14,168000.0
005,10,2019,Durango,Durango,Hombre,29 o menos,18,216000.0
005,10,2019,Durango,Durango,Mujer,30 a 59,45,540000.0
005,10,2019,Durango,Durango,Hombre,30 a 59,29,348000.0
005,10,2019,Durango,Durango,Hombre,60 o más,4,48000.0
005,10,2019,Durango,Durango,Mujer,60 o más,9,108000.0
007,10,2019,Durango,Gómez Palacio,Hombre,29 o menos,3,36000.0
007,10,2019,Durango,Gómez Palacio,Mujer,60 o más,1,12000.0
007,10,2019,Durango,Gómez Palacio,Mujer,29 o menos,1,12000.0
007,10,2019,Durango,Gómez Palacio,Hombre,60 o más,1,12000.0
007,10,2019,Durango,Gómez Palacio,Mujer,30 a 59,3,36000.0
007,10,2019,Durango,Gómez Palacio,Hombre,30 a 59,3,36000.0
012,10,2019,Durango,Lerdo,Hombre,29 o menos,1,12000.0
012,10,2019,Durango,Lerdo,Mujer,30 a 59,1,12000.0
044,11,2019,Guanajuato,Villagrán,Hombre,30 a 59,26,312000.0
044,11,2019,Guanajuato,Villagrán,Mujer,30 a 59,33,396000.0
044,11,2019,Guanajuato,Villagrán,Hombre,60 o más,7,84000.0
044,11,2019,Guanajuato,Villagrán,Mujer,60 o más,5,60000.0
044,11,2019,Guanajuato,Villagrán,Mujer,29 o menos,5,60000.0
044,11,2019,Guanajuato,Villagrán,Hombre,29 o menos,1,12000.0
001,12,2019,Guerrero,Acapulco de Juárez,Mujer,30 a 59,5,60000.0
001,12,2019,Guerrero,Acapulco de Juárez,Mujer,29 o menos,2,24000.0
001,12,2019,Guerrero,Acapulco de Juárez,Hombre,30 a 59,8,96000.0
001,12,2019,Guerrero,Acapulco de Juárez,Mujer,60 o más,7,84000.0
001,12,2019,Guerrero,Acapulco de Juárez,Hombre,60 o más,5,60000.0
014,12,2020,Guerrero,Benito Juárez,Mujer,30 a 59,22,264000.0
014,12,2020,Guerrero,Benito Juárez,Hombre,30 a 59,16,192000.0
014,12,2020,Guerrero,Benito Juárez,Mujer,29 o menos,4,48000.0
014,12,2020,Guerrero,Benito Juárez,Hombre,29 o menos,3,36000.0
014,12,2020,Guerrero,Benito Juárez,Hombre,60 o más,10,120000.0
014,12,2020,Guerrero,Benito Juárez,Mujer,60 o más,15,180000.0
021,12,2020,Guerrero,Coyuca de Benítez,Hombre,29 o menos,3,36000.0
021,12,2020,Guerrero,Coyuca de Benítez,Mujer,30 a 59,25,300000.0
021,12,2020,Guerrero,Coyuca de Benítez,Mujer,60 o más,6,72000.0
021,12,2020,Guerrero,Coyuca de Benítez,Hombre,60 o más,10,120000.0
021,12,2020,Guerrero,Coyuca de Benítez,Hombre,30 a 59,19,228000.0
021,12,2020,Guerrero,Coyuca de Benítez,Mujer,29 o menos,4,48000.0
022,12,2020,Guerrero,Coyuca de Catalán,Mujer,60 o más,1,12000.0
022,12,2020,Guerrero,Coyuca de Catalán,Hombre,30 a 59,7,84000.0
022,12,2020,Guerrero,Coyuca de Catalán,Hombre,60 o más,2,24000.0
022,12,2020,Guerrero,Coyuca de Catalán,Hombre,29 o menos,1,12000.0
022,12,2020,Guerrero,Coyuca de Catalán,Mujer,29 o menos,3,36000.0
022,12,2020,Guerrero,Coyuca de Catalán,Mujer,30 a 59,10,120000.0
034,12,2019,Guerrero,Huitzuco de los Figueroa,Mujer,60 o más,9,108000.0
034,12,2020,Guerrero,Huitzuco de los Figueroa,Mujer,60 o más,2,24000.0
034,12,2020,Guerrero,Huitzuco de los Figueroa,Mujer,29 o menos,1,12000.0
034,12,2020,Guerrero,Huitzuco de los Figueroa,Hombre,60 o más,1,12000.0
034,12,2019,Guerrero,Huitzuco de los Figueroa,Hombre,60 o más,6,72000.0
034,12,2019,Guerrero,Huitzuco de los Figueroa,Mujer,30 a 59,8,96000.0
034,12,2020,Guerrero,Huitzuco de los Figueroa,Mujer,30 a 59,3,36000.0
034,12,2019,Guerrero,Huitzuco de los Figueroa,Hombre,29 o menos,3,36000.0
034,12,2019,Guerrero,Huitzuco de los Figueroa,Mujer,29 o menos,1,12000.0
034,12,2019,Guerrero,Huitzuco de los Figueroa,Hombre,30 a 59,10,120000.0
034,12,2020,Guerrero,Huitzuco de los Figueroa,Hombre,30 a 59,1,12000.0
035,12,2020,Guerrero,Iguala de la Independencia,Mujer,29 o menos,2,24000.0
035,12,2020,Guerrero,Iguala de la Independencia,Hombre,29 o menos,1,12000.0
035,12,2020,Guerrero,Iguala de la Independencia,Mujer,60 o más,4,48000.0
035,12,2020,Guerrero,Iguala de la Independencia,Mujer,30 a 59,19,228000.0
035,12,2020,Guerrero,Iguala de la Independencia,Hombre,60 o más,5,60000.0
035,12,2020,Guerrero,Iguala de la Independencia,Hombre,30 a 59,14,168000.0
075,12,2020,Guerrero,Eduardo Neri,Mujer,30 a 59,30,360000.0
075,12,2020,Guerrero,Eduardo Neri,Mujer,60 o más,10,120000.0
075,12,2020,Guerrero,Eduardo Neri,Hombre,60 o más,3,36000.0
075,12,2020,Guerrero,Eduardo Neri,Hombre,30 a 59,14,168000.0
075,12,2020,Guerrero,Eduardo Neri,Mujer,29 o menos,10,120000.0
075,12,2020,Guerrero,Eduardo Neri,Hombre,29 o menos,3,36000.0
008,13,2020,Hidalgo,Apan,Mujer,30 a 59,2,24000.0
008,13,2019,Hidalgo,Apan,Hombre,29 o menos,4,48000.0
008,13,2019,Hidalgo,Apan,Hombre,60 o más,7,84000.0
008,13,2019,Hidalgo,Apan,Mujer,30 a 59,47,564000.0
008,13,2019,Hidalgo,Apan,Mujer,60 o más,9,108000.0
008,13,2019,Hidalgo,Apan,Mujer,29 o menos,12,144000.0
008,13,2019,Hidalgo,Apan,Hombre,30 a 59,43,516000.0
028,13,2019,Hidalgo,Huejutla de Reyes,Mujer,30 a 59,10,120000.0
028,13,2019,Hidalgo,Huejutla de Reyes,Mujer,60 o más,2,24000.0
028,13,2020,Hidalgo,Huejutla de Reyes,Mujer,60 o más,1,12000.0
028,13,2019,Hidalgo,Huejutla de Reyes,Hombre,29 o menos,3,36000.0
028,13,2019,Hidalgo,Huejutla de Reyes,Hombre,30 a 59,6,72000.0
028,13,2019,Hidalgo,Huejutla de Reyes,Hombre,60 o más,1,12000.0
028,13,2019,Hidalgo,Huejutla de Reyes,Mujer,29 o menos,1,12000.0
048,13,2020,Hidalgo,Pachuca de Soto,Mujer,30 a 59,32,384000.0
048,13,2019,Hidalgo,Pachuca de Soto,Mujer,30 a 59,39,468000.0
048,13,2019,Hidalgo,Pachuca de Soto,Hombre,60 o más,9,108000.0
048,13,2020,Hidalgo,Pachuca de Soto,Mujer,29 o menos,3,36000.0
048,13,2019,Hidalgo,Pachuca de Soto,Mujer,29 o menos,3,36000.0
048,13,2020,Hidalgo,Pachuca de Soto,Hombre,30 a 59,22,264000.0
048,13,2020,Hidalgo,Pachuca de Soto,Hombre,60 o más,6,72000.0
048,13,2020,Hidalgo,Pachuca de Soto,Hombre,29 o menos,4,48000.0
048,13,2020,Hidalgo,Pachuca de Soto,Mujer,60 o más,6,72000.0
048,13,2019,Hidalgo,Pachuca de Soto,Hombre,30 a 59,37,444000.0
048,13,2019,Hidalgo,Pachuca de Soto,Hombre,29 o menos,5,60000.0
048,13,2019,Hidalgo,Pachuca de Soto,Mujer,60 o más,13,156000.0
082,13,2019,Hidalgo,Zapotlán de Juárez,Mujer,30 a 59,6,72000.0
082,13,2019,Hidalgo,Zapotlán de Juárez,Hombre,30 a 59,4,48000.0
082,13,2019,Hidalgo,Zapotlán de Juárez,Mujer,60 o más,2,24000.0
006,14,2020,Jalisco,Ameca,Hombre,60 o más,6,72000.0
006,14,2020,Jalisco,Ameca,Mujer,30 a 59,3,36000.0
006,14,2020,Jalisco,Ameca,Hombre,29 o menos,1,12000.0
006,14,2020,Jalisco,Ameca,Hombre,30 a 59,4,48000.0
006,14,2020,Jalisco,Ameca,Mujer,60 o más,1,12000.0
018,14,2019,Jalisco,La Barca,Hombre,30 a 59,2,20351.0
018,14,2019,Jalisco,La Barca,Hombre,60 o más,2,15777.0
018,14,2019,Jalisco,La Barca,Mujer,60 o más,1,12000.0
018,14,2019,Jalisco,La Barca,Mujer,30 a 59,2,19532.0
023,14,2019,Jalisco,Zapotlán el Grande,Mujer,60 o más,1,8424.0
023,14,2020,Jalisco,Zapotlán el Grande,Hombre,30 a 59,1,12000.0
023,14,2019,Jalisco,Zapotlán el Grande,Mujer,30 a 59,2,24000.0
023,14,2019,Jalisco,Zapotlán el Grande,Hombre,29 o menos,1,12000.0
023,14,2019,Jalisco,Zapotlán el Grande,Hombre,30 a 59,3,36000.0
023,14,2019,Jalisco,Zapotlán el Grande,Hombre,60 o más,1,8537.0
023,14,2020,Jalisco,Zapotlán el Grande,Mujer,30 a 59,1,12000.0
047,14,2019,Jalisco,Jamay,Mujer,60 o más,6,72000.0
047,14,2019,Jalisco,Jamay,Mujer,30 a 59,10,120000.0
047,14,2019,Jalisco,Jamay,Hombre,29 o menos,2,24000.0
047,14,2019,Jalisco,Jamay,Hombre,60 o más,5,60000.0
047,14,2019,Jalisco,Jamay,Mujer,29 o menos,1,12000.0
047,14,2019,Jalisco,Jamay,Hombre,30 a 59,12,144000.0
055,14,2019,Jalisco,Magdalena,Mujer,30 a 59,4,48000.0
055,14,2019,Jalisco,Magdalena,Hombre,30 a 59,6,72000.0
055,14,2019,Jalisco,Magdalena,Hombre,29 o menos,1,12000.0
067,14,2019,Jalisco,Puerto Vallarta,Hombre,60 o más,2,15632.0
067,14,2019,Jalisco,Puerto Vallarta,Mujer,30 a 59,5,51881.0
067,14,2019,Jalisco,Puerto Vallarta,Hombre,30 a 59,4,37499.0
067,14,2019,Jalisco,Puerto Vallarta,Mujer,29 o menos,1,8574.0
067,14,2019,Jalisco,Puerto Vallarta,Mujer,60 o más,3,31877.0
070,14,2020,Jalisco,El Salto,Hombre,30 a 59,23,276000.0
070,14,2019,Jalisco,El Salto,Mujer,60 o más,5,57795.0
070,14,2020,Jalisco,El Salto,Mujer,60 o más,10,120000.0
070,14,2019,Jalisco,El Salto,Mujer,29 o menos,4,48000.0
070,14,2020,Jalisco,El Salto,Hombre,29 o menos,4,48000.0
070,14,2019,Jalisco,El Salto,Hombre,30 a 59,27,307448.0
070,14,2020,Jalisco,El Salto,Mujer,30 a 59,22,264000.0
070,14,2020,Jalisco,El Salto,Mujer,29 o menos,2,24000.0
070,14,2019,Jalisco,El Salto,Mujer,30 a 59,19,227383.0
070,14,2020,Jalisco,El Salto,Hombre,60 o más,3,36000.0
070,14,2019,Jalisco,El Salto,Hombre,60 o más,6,71928.0
098,14,2019,Jalisco,San Pedro Tlaquepaque,Mujer,29 o menos,3,36000.0
098,14,2019,Jalisco,San Pedro Tlaquepaque,Mujer,30 a 59,35,416082.0
098,14,2020,Jalisco,San Pedro Tlaquepaque,Mujer,60 o más,11,132000.0
098,14,2020,Jalisco,San Pedro Tlaquepaque,Hombre,29 o menos,3,36000.0
098,14,2019,Jalisco,San Pedro Tlaquepaque,Hombre,29 o menos,1,12000.0
098,14,2019,Jalisco,San Pedro Tlaquepaque,Hombre,30 a 59,23,276000.0
098,14,2020,Jalisco,San Pedro Tlaquepaque,Hombre,60 o más,10,120000.0
098,14,2020,Jalisco,San Pedro Tlaquepaque,Hombre,30 a 59,35,420000.0
098,14,2019,Jalisco,San Pedro Tlaquepaque,Hombre,60 o más,7,84000.0
098,14,2019,Jalisco,San Pedro Tlaquepaque,Mujer,60 o más,8,96000.0
098,14,2020,Jalisco,San Pedro Tlaquepaque,Mujer,30 a 59,40,480000.0
100,14,2019,Jalisco,Tomatlán,Hombre,30 a 59,4,36396.0
100,14,2019,Jalisco,Tomatlán,Hombre,60 o más,1,7712.0
100,14,2019,Jalisco,Tomatlán,Mujer,30 a 59,7,66940.0
100,14,2019,Jalisco,Tomatlán,Mujer,60 o más,4,48000.0
100,14,2019,Jalisco,Tomatlán,Mujer,29 o menos,3,32025.0
101,14,2019,Jalisco,Tonalá,Hombre,29 o menos,1,12000.0
101,14,2019,Jalisco,Tonalá,Hombre,30 a 59,17,204000.0
101,14,2020,Jalisco,Tonalá,Mujer,60 o más,2,24000.0
101,14,2019,Jalisco,Tonalá,Hombre,60 o más,19,228000.0
101,14,2019,Jalisco,Tonalá,Mujer,30 a 59,30,360000.0
101,14,2019,Jalisco,Tonalá,Mujer,60 o más,22,264000.0
101,14,2020,Jalisco,Tonalá,Mujer,30 a 59,3,36000.0
101,14,2020,Jalisco,Tonalá,Mujer,29 o menos,1,12000.0
101,14,2020,Jalisco,Tonalá,Hombre,30 a 59,6,72000.0
120,14,2020,Jalisco,Zapopan,Hombre,30 a 59,41,492000.0
120,14,2019,Jalisco,Zapopan,Mujer,29 o menos,8,88586.0
120,14,2020,Jalisco,Zapopan,Hombre,60 o más,21,252000.0
120,14,2020,Jalisco,Zapopan,Mujer,29 o menos,3,36000.0
120,14,2019,Jalisco,Zapopan,Hombre,29 o menos,4,48000.0
120,14,2020,Jalisco,Zapopan,Hombre,29 o menos,3,36000.0
120,14,2019,Jalisco,Zapopan,Hombre,60 o más,19,216161.0
120,14,2020,Jalisco,Zapopan,Mujer,30 a 59,55,660000.0
120,14,2019,Jalisco,Zapopan,Mujer,60 o más,12,136477.0
120,14,2019,Jalisco,Zapopan,Hombre,30 a 59,34,400475.0
120,14,2019,Jalisco,Zapopan,Mujer,30 a 59,49,540016.0
120,14,2020,Jalisco,Zapopan,Mujer,60 o más,16,192000.0
002,15,2020,México,Acolman,Hombre,60 o más,1,12000.0
002,15,2019,México,Acolman,Mujer,60 o más,6,72000.0
002,15,2020,México,Acolman,Hombre,30 a 59,8,96000.0
002,15,2019,México,Acolman,Hombre,29 o menos,1,12000.0
002,15,2020,México,Acolman,Mujer,30 a 59,4,48000.0
002,15,2020,México,Acolman,Mujer,60 o más,1,12000.0
002,15,2019,México,Acolman,Mujer,30 a 59,14,168000.0
002,15,2019,México,Acolman,Hombre,60 o más,4,48000.0
002,15,2019,México,Acolman,Mujer,29 o menos,1,12000.0
002,15,2019,México,Acolman,Hombre,30 a 59,7,84000.0
013,15,2020,México,Atizapán de Zaragoza,Mujer,29 o menos,1,12000.0
013,15,2019,México,Atizapán de Zaragoza,Mujer,60 o más,3,36000.0
013,15,2019,México,Atizapán de Zaragoza,Mujer,30 a 59,21,252000.0
013,15,2020,México,Atizapán de Zaragoza,Hombre,30 a 59,6,72000.0
013,15,2019,México,Atizapán de Zaragoza,Hombre,60 o más,2,24000.0
013,15,2019,México,Atizapán de Zaragoza,Hombre,29 o menos,1,12000.0
013,15,2019,México,Atizapán de Zaragoza,Hombre,30 a 59,21,252000.0
013,15,2020,México,Atizapán de Zaragoza,Hombre,60 o más,2,24000.0
013,15,2020,México,Atizapán de Zaragoza,Mujer,30 a 59,6,72000.0
013,15,2020,México,Atizapán de Zaragoza,Hombre,29 o menos,3,36000.0
013,15,2020,México,Atizapán de Zaragoza,Mujer,60 o más,4,48000.0
025,15,2019,México,Chalco,Mujer,29 o menos,1,12000.0
025,15,2019,México,Chalco,Hombre,30 a 59,12,144000.0
025,15,2019,México,Chalco,Mujer,60 o más,3,36000.0
025,15,2019,México,Chalco,Mujer,30 a 59,15,180000.0
025,15,2019,México,Chalco,Hombre,29 o menos,1,12000.0
025,15,2019,México,Chalco,Hombre,60 o más,4,48000.0
033,15,2019,México,Ecatepec de Morelos,Hombre,29 o menos,1,12000.0
033,15,2019,México,Ecatepec de Morelos,Hombre,60 o más,2,24000.0
033,15,2019,México,Ecatepec de Morelos,Hombre,30 a 59,2,24000.0
033,15,2019,México,Ecatepec de Morelos,Mujer,30 a 59,3,36000.0
039,15,2019,México,Ixtapaluca,Hombre,29 o menos,1,12000.0
039,15,2020,México,Ixtapaluca,Mujer,60 o más,6,72000.0
039,15,2020,México,Ixtapaluca,Hombre,60 o más,4,48000.0
039,15,2020,México,Ixtapaluca,Hombre,30 a 59,14,168000.0
039,15,2020,México,Ixtapaluca,Hombre,29 o menos,3,36000.0
039,15,2020,México,Ixtapaluca,Mujer,30 a 59,26,312000.0
039,15,2019,México,Ixtapaluca,Mujer,60 o más,2,24000.0
039,15,2019,México,Ixtapaluca,Mujer,30 a 59,6,72000.0
039,15,2019,México,Ixtapaluca,Hombre,30 a 59,7,84000.0
039,15,2019,México,Ixtapaluca,Mujer,29 o menos,1,12000.0
057,15,2020,México,Naucalpan de Juárez,Mujer,60 o más,2,24000.0
057,15,2020,México,Naucalpan de Juárez,Mujer,29 o menos,1,12000.0
057,15,2020,México,Naucalpan de Juárez,Hombre,30 a 59,7,84000.0
057,15,2019,México,Naucalpan de Juárez,Mujer,30 a 59,8,96000.0
057,15,2020,México,Naucalpan de Juárez,Hombre,29 o menos,1,12000.0
057,15,2020,México,Naucalpan de Juárez,Mujer,30 a 59,3,36000.0
057,15,2019,México,Naucalpan de Juárez,Hombre,30 a 59,6,72000.0
057,15,2019,México,Naucalpan de Juárez,Mujer,60 o más,4,48000.0
057,15,2019,México,Naucalpan de Juárez,Hombre,60 o más,11,132000.0
070,15,2020,México,La Paz,Hombre,30 a 59,4,48000.0
070,15,2019,México,La Paz,Hombre,30 a 59,8,96000.0
070,15,2020,México,La Paz,Mujer,30 a 59,4,48000.0
070,15,2019,México,La Paz,Mujer,30 a 59,6,72000.0
070,15,2020,México,La Paz,Hombre,60 o más,1,12000.0
070,15,2019,México,La Paz,Mujer,60 o más,5,60000.0
070,15,2019,México,La Paz,Hombre,60 o más,4,48000.0
081,15,2019,México,Tecámac,Hombre,30 a 59,1,12000.0
081,15,2019,México,Tecámac,Mujer,29 o menos,1,12000.0
081,15,2020,México,Tecámac,Hombre,60 o más,1,12000.0
104,15,2019,México,Tlalnepantla de Baz,Hombre,60 o más,1,12000.0
104,15,2019,México,Tlalnepantla de Baz,Mujer,30 a 59,4,48000.0
104,15,2019,México,Tlalnepantla de Baz,Hombre,29 o menos,1,12000.0
104,15,2020,México,Tlalnepantla de Baz,Mujer,30 a 59,3,36000.0
104,15,2019,México,Tlalnepantla de Baz,Mujer,60 o más,8,96000.0
104,15,2019,México,Tlalnepantla de Baz,Hombre,30 a 59,4,48000.0
104,15,2020,México,Tlalnepantla de Baz,Hombre,60 o más,2,24000.0
104,15,2020,México,Tlalnepantla de Baz,Hombre,30 a 59,2,24000.0
106,15,2020,México,Toluca,Mujer,30 a 59,2,24000.0
106,15,2020,México,Toluca,Mujer,60 o más,2,24000.0
106,15,2019,México,Toluca,Hombre,30 a 59,7,84000.0
106,15,2019,México,Toluca,Hombre,60 o más,3,36000.0
106,15,2020,México,Toluca,Hombre,60 o más,1,12000.0
106,15,2019,México,Toluca,Mujer,60 o más,2,24000.0
106,15,2019,México,Toluca,Mujer,30 a 59,5,60000.0
