clave_municipio,clave_estado,ano,estado,municipio,sexo,grupo_edad,acciones,monto
002,26,2020,Sonora,Agua Prieta,Hombre,29 o menos,18,216000.0
002,26,2020,Sonora,Agua Prieta,Mujer,60 o más,37,444000.0
002,26,2020,Sonora,Agua Prieta,Hombre,60 o más,30,360000.0
002,26,2020,Sonora,Agua Prieta,Mujer,30 a 59,227,2724000.0
002,26,2020,Sonora,Agua Prieta,Hombre,30 a 59,165,1980000.0
017,26,2019,Sonora,Caborca,Hombre,29 o menos,1,12000.0
017,26,2019,Sonora,Caborca,Hombre,30 a 59,5,60000.0
017,26,2019,Sonora,Caborca,Mujer,30 a 59,6,72000.0
017,26,2020,Sonora,Caborca,Hombre,60 o más,1,12000.0
017,26,2019,Sonora,Caborca,Mujer,60 o más,1,12000.0
017,26,2020,Sonora,Caborca,Mujer,29 o menos,3,36000.0
017,26,2020,Sonora,Caborca,Hombre,29 o menos,4,48000.0
017,26,2019,Sonora,Caborca,Hombre,60 o más,1,12000.0
017,26,2020,Sonora,Caborca,Mujer,60 o más,1,12000.0
017,26,2020,Sonora,Caborca,Mujer,30 a 59,8,96000.0
017,26,2020,Sonora,Caborca,Hombre,30 a 59,11,132000.0
017,26,2019,Sonora,Caborca,Mujer,29 o menos,3,36000.0
019,26,2019,Sonora,Cananea,Hombre,29 o menos,7,84000.0
019,26,2020,Sonora,Cananea,Hombre,60 o más,5,60000.0
019,26,2019,Sonora,Cananea,Mujer,30 a 59,79,948000.0
019,26,2019,Sonora,Cananea,Hombre,60 o más,53,636000.0
019,26,2019,Sonora,Cananea,Mujer,60 o más,70,840000.0
019,26,2020,Sonora,Cananea,Hombre,30 a 59,7,84000.0
019,26,2019,Sonora,Cananea,Mujer,29 o menos,6,72000.0
019,26,2020,Sonora,Cananea,Hombre,29 o menos,2,24000.0
019,26,2020,Sonora,Cananea,Mujer,29 o menos,1,12000.0
019,26,2019,Sonora,Cananea,Hombre,30 a 59,47,564000.0
019,26,2020,Sonora,Cananea,Mujer,60 o más,7,84000.0
019,26,2020,Sonora,Cananea,Mujer,30 a 59,12,144000.0
030,26,2020,Sonora,Hermosillo,Mujer,29 o menos,26,312000.0
030,26,2020,Sonora,Hermosillo,Mujer,60 o más,8,96000.0
030,26,2020,Sonora,Hermosillo,Hombre,29 o menos,11,132000.0
030,26,2020,Sonora,Hermosillo,Hombre,30 a 59,22,264000.0
030,26,2020,Sonora,Hermosillo,Mujer,30 a 59,41,492000.0
030,26,2020,Sonora,Hermosillo,Hombre,60 o más,9,108000.0
041,26,2019,Sonora,Nacozari de García,Hombre,29 o menos,2,24000.0
041,26,2019,Sonora,Nacozari de García,Mujer,60 o más,6,62539.0
041,26,2020,Sonora,Nacozari de García,Hombre,30 a 59,5,60000.0
041,26,2019,Sonora,Nacozari de García,Mujer,30 a 59,12,140210.0
041,26,2020,Sonora,Nacozari de García,Hombre,60 o más,2,24000.0
041,26,2019,Sonora,Nacozari de García,Hombre,30 a 59,2,21286.0
041,26,2019,Sonora,Nacozari de García,Hombre,60 o más,1,12000.0
041,26,2020,Sonora,Nacozari de García,Mujer,29 o menos,1,12000.0
041,26,2020,Sonora,Nacozari de García,Mujer,60 o más,1,12000.0
041,26,2019,Sonora,Nacozari de García,Mujer,29 o menos,2,24000.0
041,26,2020,Sonora,Nacozari de García,Mujer,30 a 59,2,24000.0
042,26,2019,Sonora,Navojoa,Hombre,60 o más,58,696000.0
042,26,2020,Sonora,Navojoa,Mujer,29 o menos,3,36000.0
042,26,2020,Sonora,Navojoa,Hombre,30 a 59,13,156000.0
042,26,2019,Sonora,Navojoa,Mujer,30 a 59,135,1620000.0
042,26,2020,Sonora,Navojoa,Mujer,30 a 59,14,168000.0
042,26,2020,Sonora,Navojoa,Mujer,60 o más,8,96000.0
042,26,2019,Sonora,Navojoa,Mujer,29 o menos,12,144000.0
042,26,2019,Sonora,Navojoa,Hombre,29 o menos,6,72000.0
042,26,2020,Sonora,Navojoa,Hombre,29 o menos,3,36000.0
042,26,2020,Sonora,Navojoa,Hombre,60 o más,9,108000.0
042,26,2019,Sonora,Navojoa,Mujer,60 o más,96,1152000.0
042,26,2019,Sonora,Navojoa,Hombre,30 a 59,76,912000.0
043,26,2020,Sonora,Nogales,Mujer,60 o más,30,360000.0
043,26,2020,Sonora,Nogales,Hombre,30 a 59,108,1296000.0
043,26,2020,Sonora,Nogales,Mujer,29 o menos,27,324000.0
043,26,2020,Sonora,Nogales,Hombre,60 o más,25,300000.0
043,26,2020,Sonora,Nogales,Hombre,29 o menos,11,132000.0
043,26,2020,Sonora,Nogales,Mujer,30 a 59,195,2340000.0
055,26,2020,Sonora,San Luis Río Colorado,Hombre,29 o menos,13,156000.0
055,26,2020,Sonora,San Luis Río Colorado,Mujer,60 o más,29,348000.0
055,26,2020,Sonora,San Luis Río Colorado,Mujer,30 a 59,84,1008000.0
055,26,2020,Sonora,San Luis Río Colorado,Mujer,29 o menos,18,216000.0
055,26,2020,Sonora,San Luis Río Colorado,Hombre,60 o más,21,252000.0
055,26,2020,Sonora,San Luis Río Colorado,Hombre,30 a 59,76,912000.0
070,26,2020,Sonora,General Plutarco Elías Calles,Hombre,30 a 59,5,60000.0
070,26,2020,Sonora,General Plutarco Elías Calles,Mujer,29 o menos,2,24000.0
070,26,2020,Sonora,General Plutarco Elías Calles,Hombre,60 o más,3,36000.0
070,26,2020,Sonora,General Plutarco Elías Calles,Mujer,30 a 59,12,144000.0
070,26,2020,Sonora,General Plutarco Elías Calles,Mujer,60 o más,4,48000.0
071,26,2020,Sonora,Benito Juárez,Hombre,60 o más,5,60000.0
071,26,2020,Sonora,Benito Juárez,Mujer,60 o más,10,120000.0
071,26,2020,Sonora,Benito Juárez,Mujer,30 a 59,23,276000.0
071,26,2020,Sonora,Benito Juárez,Hombre,29 o menos,2,24000.0
071,26,2020,Sonora,Benito Juárez,Mujer,29 o menos,4,48000.0
071,26,2020,Sonora,Benito Juárez,Hombre,30 a 59,7,84000.0
002,27,2019,Tabasco,Cárdenas,Hombre,30 a 59,6,54126.0
002,27,2019,Tabasco,Cárdenas,Hombre,60 o más,1,8727.0
002,27,2019,Tabasco,Cárdenas,Mujer,60 o más,1,7139.0
002,27,2019,Tabasco,Cárdenas,Hombre,29 o menos,1,7905.0
002,27,2019,Tabasco,Cárdenas,Mujer,30 a 59,4,33192.0
002,27,2020,Tabasco,Cárdenas,Mujer,30 a 59,1,7229.0
004,27,2019,Tabasco,Centro,Hombre,60 o más,5,40368.0
004,27,2020,Tabasco,Centro,Hombre,29 o menos,1,7889.0
004,27,2019,Tabasco,Centro,Mujer,30 a 59,49,358974.0
004,27,2019,Tabasco,Centro,Mujer,29 o menos,2,14711.0
004,27,2019,Tabasco,Centro,Mujer,60 o más,10,84232.0
004,27,2020,Tabasco,Centro,Mujer,30 a 59,1,6596.0
004,27,2020,Tabasco,Centro,Hombre,30 a 59,2,13922.0
004,27,2019,Tabasco,Centro,Hombre,30 a 59,19,143768.0
004,27,2019,Tabasco,Centro,Hombre,29 o menos,3,22955.0
005,27,2020,Tabasco,Comalcalco,Hombre,29 o menos,1,7607.0
005,27,2019,Tabasco,Comalcalco,Mujer,30 a 59,5,34172.0
005,27,2019,Tabasco,Comalcalco,Hombre,30 a 59,2,21502.0
005,27,2020,Tabasco,Comalcalco,Hombre,60 o más,1,7490.0
005,27,2020,Tabasco,Comalcalco,Mujer,30 a 59,2,16132.0
005,27,2020,Tabasco,Comalcalco,Hombre,30 a 59,1,8767.0
008,27,2020,Tabasco,Huimanguillo,Hombre,29 o menos,1,8933.0
008,27,2019,Tabasco,Huimanguillo,Mujer,29 o menos,1,7051.0
012,28,2019,Tamaulipas,González,Mujer,29 o menos,1,12000.0
012,28,2020,Tamaulipas,González,Mujer,30 a 59,32,384000.0
012,28,2020,Tamaulipas,González,Hombre,60 o más,4,48000.0
012,28,2019,Tamaulipas,González,Hombre,30 a 59,9,108000.0
012,28,2019,Tamaulipas,González,Hombre,29 o menos,2,24000.0
012,28,2020,Tamaulipas,González,Hombre,29 o menos,4,48000.0
012,28,2020,Tamaulipas,González,Mujer,60 o más,7,84000.0
012,28,2019,Tamaulipas,González,Hombre,60 o más,5,60000.0
012,28,2020,Tamaulipas,González,Mujer,29 o menos,15,180000.0
012,28,2019,Tamaulipas,González,Mujer,30 a 59,10,120000.0
012,28,2019,Tamaulipas,González,Mujer,60 o más,1,12000.0
012,28,2020,Tamaulipas,González,Hombre,30 a 59,19,228000.0
015,28,2020,Tamaulipas,Gustavo Díaz Ordaz,Hombre,60 o más,2,24000.0
015,28,2020,Tamaulipas,Gustavo Díaz Ordaz,Mujer,30 a 59,3,36000.0
015,28,2020,Tamaulipas,Gustavo Díaz Ordaz,Hombre,30 a 59,1,12000.0
021,28,2020,Tamaulipas,El Mante,Mujer,60 o más,1,12000.0
021,28,2020,Tamaulipas,El Mante,Hombre,30 a 59,7,78933.0
021,28,2020,Tamaulipas,El Mante,Hombre,60 o más,3,36000.0
021,28,2020,Tamaulipas,El Mante,Mujer,30 a 59,8,96000.0
027,28,2020,Tamaulipas,Nuevo Laredo,Hombre,30 a 59,53,636000.0
027,28,2020,Tamaulipas,Nuevo Laredo,Mujer,30 a 59,54,648000.0
027,28,2020,Tamaulipas,Nuevo Laredo,Mujer,60 o más,14,168000.0
027,28,2020,Tamaulipas,Nuevo Laredo,Hombre,29 o menos,8,96000.0
027,28,2020,Tamaulipas,Nuevo Laredo,Mujer,29 o menos,2,24000.0
027,28,2020,Tamaulipas,Nuevo Laredo,Hombre,60 o más,7,84000.0
033,28,2020,Tamaulipas,Río Bravo,Hombre,60 o más,1,12000.0
033,28,2020,Tamaulipas,Río Bravo,Hombre,30 a 59,7,84000.0
033,28,2020,Tamaulipas,Río Bravo,Mujer,29 o menos,1,12000.0
033,28,2020,Tamaulipas,Río Bravo,Hombre,29 o menos,1,12000.0
033,28,2020,Tamaulipas,Río Bravo,Mujer,30 a 59,5,60000.0
041,28,2020,Tamaulipas,Victoria,Hombre,30 a 59,47,564000.0
041,28,2019,Tamaulipas,Victoria,Hombre,29 o menos,3,36000.0
041,28,2019,Tamaulipas,Victoria,Mujer,29 o menos,4,48000.0
041,28,2019,Tamaulipas,Victoria,Mujer,30 a 59,20,240000.0
041,28,2020,Tamaulipas,Victoria,Mujer,30 a 59,55,660000.0
041,28,2020,Tamaulipas,Victoria,Mujer,60 o más,15,180000.0
041,28,2020,Tamaulipas,Victoria,Hombre,60 o más,14,168000.0
041,28,2019,Tamaulipas,Victoria,Mujer,60 o más,6,72000.0
041,28,2020,Tamaulipas,Victoria,Mujer,29 o menos,10,120000.0
041,28,2019,Tamaulipas,Victoria,Hombre,60 o más,8,96000.0
041,28,2020,Tamaulipas,Victoria,Hombre,29 o menos,5,60000.0
041,28,2019,Tamaulipas,Victoria,Hombre,30 a 59,26,312000.0
005,29,2019,Tlaxcala,Apizaco,Mujer,30 a 59,2,24000.0
013,29,2020,Tlaxcala,Huamantla,Hombre,60 o más,1,12000.0
013,29,2020,Tlaxcala,Huamantla,Hombre,30 a 59,1,12000.0
013,29,2020,Tlaxcala,Huamantla,Mujer,30 a 59,1,12000.0
020,29,2020,Tlaxcala,Sanctórum de Lázaro Cárdenas,Hombre,30 a 59,17,204000.0
020,29,2020,Tlaxcala,Sanctórum de Lázaro Cárdenas,Hombre,60 o más,1,12000.0
020,29,2020,Tlaxcala,Sanctórum de Lázaro Cárdenas,Mujer,30 a 59,24,288000.0
020,29,2020,Tlaxcala,Sanctórum de Lázaro Cárdenas,Hombre,29 o menos,3,36000.0
020,29,2020,Tlaxcala,Sanctórum de Lázaro Cárdenas,Mujer,29 o menos,4,48000.0
020,29,2020,Tlaxcala,Sanctórum de Lázaro Cárdenas,Mujer,60 o más,4,48000.0
034,29,2019,Tlaxcala,Tlaxco,Hombre,60 o más,11,132000.0
034,29,2020,Tlaxcala,Tlaxco,Hombre,29 o menos,4,48000.0
034,29,2019,Tlaxcala,Tlaxco,Hombre,30 a 59,61,732000.0
034,29,2020,Tlaxcala,Tlaxco,Hombre,60 o más,13,156000.0
034,29,2019,Tlaxcala,Tlaxco,Mujer,29 o menos,6,72000.0
034,29,2020,Tlaxcala,Tlaxco,Mujer,30 a 59,35,420000.0
034,29,2020,Tlaxcala,Tlaxco,Hombre,30 a 59,25,300000.0
034,29,2019,Tlaxcala,Tlaxco,Mujer,30 a 59,52,624000.0
034,29,2019,Tlaxcala,Tlaxco,Mujer,60 o más,9,108000.0
034,29,2020,Tlaxcala,Tlaxco,Mujer,29 o menos,3,36000.0
034,29,2019,Tlaxcala,Tlaxco,Hombre,29 o menos,8,96000.0
034,29,2020,Tlaxcala,Tlaxco,Mujer,60 o más,9,108000.0
011,30,2020,Veracruz de Ignacio de la Llave,Alvarado,Mujer,30 a 59,1,12000.0
023,30,2019,Veracruz de Ignacio de la Llave,Atzalan,Mujer,30 a 59,3,33519.0
023,30,2019,Veracruz de Ignacio de la Llave,Atzalan,Hombre,30 a 59,2,19694.0
023,30,2019,Veracruz de Ignacio de la Llave,Atzalan,Hombre,60 o más,4,44842.0
033,30,2020,Veracruz de Ignacio de la Llave,Cazones de Herrera,Mujer,29 o menos,3,36000.0
033,30,2020,Veracruz de Ignacio de la Llave,Cazones de Herrera,Mujer,60 o más,11,132000.0
033,30,2020,Veracruz de Ignacio de la Llave,Cazones de Herrera,Hombre,30 a 59,19,228000.0
033,30,2020,Veracruz de Ignacio de la Llave,Cazones de Herrera,Mujer,30 a 59,29,348000.0
033,30,2020,Veracruz de Ignacio de la Llave,Cazones de Herrera,Hombre,29 o menos,1,12000.0
033,30,2020,Veracruz de Ignacio de la Llave,Cazones de Herrera,Hombre,60 o más,6,72000.0
039,30,2019,Veracruz de Ignacio de la Llave,Coatzacoalcos,Mujer,30 a 59,3,35512.0
039,30,2020,Veracruz de Ignacio de la Llave,Coatzacoalcos,Mujer,30 a 59,9,108000.0
039,30,2019,Veracruz de Ignacio de la Llave,Coatzacoalcos,Hombre,30 a 59,2,20481.0
039,30,2020,Veracruz de Ignacio de la Llave,Coatzacoalcos,Mujer,29 o menos,1,12000.0
039,30,2020,Veracruz de Ignacio de la Llave,Coatzacoalcos,Mujer,60 o más,2,24000.0
039,30,2020,Veracruz de Ignacio de la Llave,Coatzacoalcos,Hombre,30 a 59,7,84000.0
039,30,2019,Veracruz de Ignacio de la Llave,Coatzacoalcos,Hombre,60 o más,1,10295.0
039,30,2019,Veracruz de Ignacio de la Llave,Coatzacoalcos,Mujer,60 o más,1,12000.0
039,30,2020,Veracruz de Ignacio de la Llave,Coatzacoalcos,Hombre,60 o más,2,24000.0
039,30,2019,Veracruz de Ignacio de la Llave,Coatzacoalcos,Mujer,29 o menos,1,11874.0
048,30,2019,Veracruz de Ignacio de la Llave,Cosoleacaque,Hombre,29 o menos,7,84000.0
048,30,2020,Veracruz de Ignacio de la Llave,Cosoleacaque,Hombre,60 o más,1,12000.0
048,30,2019,Veracruz de Ignacio de la Llave,Cosoleacaque,Mujer,29 o menos,12,144000.0
048,30,2019,Veracruz de Ignacio de la Llave,Cosoleacaque,Mujer,30 a 59,36,432000.0
048,30,2019,Veracruz de Ignacio de la Llave,Cosoleacaque,Mujer,60 o más,4,48000.0
048,30,2019,Veracruz de Ignacio de la Llave,Cosoleacaque,Hombre,30 a 59,24,288000.0
048,30,2019,Veracruz de Ignacio de la Llave,Cosoleacaque,Hombre,60 o más,5,60000.0
048,30,2020,Veracruz de Ignacio de la Llave,Cosoleacaque,Hombre,30 a 59,2,24000.0
059,30,2020,Veracruz de Ignacio de la Llave,Chinameca,Mujer,29 o menos,2,24000.0
059,30,2020,Veracruz de Ignacio de la Llave,Chinameca,Mujer,60 o más,1,12000.0
059,30,2020,Veracruz de Ignacio de la Llave,Chinameca,Hombre,60 o más,2,24000.0
059,30,2020,Veracruz de Ignacio de la Llave,Chinameca,Hombre,30 a 59,8,96000.0
059,30,2020,Veracruz de Ignacio de la Llave,Chinameca,Mujer,30 a 59,7,84000.0
060,30,2019,Veracruz de Ignacio de la Llave,Chinampa de Gorostiza,Mujer,60 o más,9,108000.0
060,30,2019,Veracruz de Ignacio de la Llave,Chinampa de Gorostiza,Mujer,30 a 59,40,480000.0
060,30,2019,Veracruz de Ignacio de la Llave,Chinampa de Gorostiza,Hombre,60 o más,7,84000.0
060,30,2019,Veracruz de Ignacio de la Llave,Chinampa de Gorostiza,Hombre,30 a 59,71,852000.0
060,30,2019,Veracruz de Ignacio de la Llave,Chinampa de Gorostiza,Hombre,29 o menos,9,108000.0
060,30,2019,Veracruz de Ignacio de la Llave,Chinampa de Gorostiza,Mujer,29 o menos,11,132000.0
065,30,2020,Veracruz de Ignacio de la Llave,Emiliano Zapata,Hombre,30 a 59,4,48000.0
065,30,2020,Veracruz de Ignacio de la Llave,Emiliano Zapata,Mujer,30 a 59,3,36000.0
065,30,2020,Veracruz de Ignacio de la Llave,Emiliano Zapata,Hombre,60 o más,2,24000.0
066,30,2019,Veracruz de Ignacio de la Llave,Espinal,Hombre,60 o más,2,24000.0
066,30,2019,Veracruz de Ignacio de la Llave,Espinal,Mujer,30 a 59,2,22766.0
068,30,2020,Veracruz de Ignacio de la Llave,Fortín,Hombre,30 a 59,16,192000.0
068,30,2020,Veracruz de Ignacio de la Llave,Fortín,Mujer,29 o menos,3,36000.0
068,30,2020,Veracruz de Ignacio de la Llave,Fortín,Hombre,29 o menos,1,12000.0
068,30,2020,Veracruz de Ignacio de la Llave,Fortín,Hombre,60 o más,3,36000.0
068,30,2020,Veracruz de Ignacio de la Llave,Fortín,Mujer,30 a 59,12,144000.0
068,30,2020,Veracruz de Ignacio de la Llave,Fortín,Mujer,60 o más,7,84000.0
070,30,2019,Veracruz de Ignacio de la Llave,Hidalgotitlán,Hombre,29 o menos,4,48000.0
070,30,2019,Veracruz de Ignacio de la Llave,Hidalgotitlán,Hombre,30 a 59,20,240000.0
070,30,2019,Veracruz de Ignacio de la Llave,Hidalgotitlán,Hombre,60 o más,9,108000.0
070,30,2019,Veracruz de Ignacio de la Llave,Hidalgotitlán,Mujer,60 o más,7,84000.0
070,30,2019,Veracruz de Ignacio de la Llave,Hidalgotitlán,Mujer,30 a 59,22,264000.0
070,30,2020,Veracruz de Ignacio de la Llave,Hidalgotitlán,Hombre,30 a 59,4,48000.0
070,30,2019,Veracruz de Ignacio de la Llave,Hidalgotitlán,Mujer,29 o menos,3,36000.0
071,30,2019,Veracruz de Ignacio de la Llave,Huatusco,Mujer,29 o menos,3,31380.0
071,30,2019,Veracruz de Ignacio de la Llave,Huatusco,Mujer,30 a 59,12,121045.0
071,30,2019,Veracruz de Ignacio de la Llave,Huatusco,Hombre,30 a 59,2,20800.0
071,30,2019,Veracruz de Ignacio de la Llave,Huatusco,Mujer,60 o más,2,21024.0
071,30,2019,Veracruz de Ignacio de la Llave,Huatusco,Hombre,60 o más,2,22340.0
071,30,2020,Veracruz de Ignacio de la Llave,Huatusco,Hombre,60 o más,1,12000.0
084,30,2019,Veracruz de Ignacio de la Llave,Ixmatlahuacan,Hombre,30 a 59,1,12000.0
084,30,2019,Veracruz de Ignacio de la Llave,Ixmatlahuacan,Hombre,60 o más,1,12000.0
084,30,2019,Veracruz de Ignacio de la Llave,Ixmatlahuacan,Mujer,30 a 59,5,56754.0
084,30,2019,Veracruz de Ignacio de la Llave,Ixmatlahuacan,Mujer,29 o menos,1,12000.0
087,30,2020,Veracruz de Ignacio de la Llave,Xalapa,Mujer,30 a 59,20,240000.0
087,30,2019,Veracruz de Ignacio de la Llave,Xalapa,Hombre,60 o más,1,9122.0
087,30,2019,Veracruz de Ignacio de la Llave,Xalapa,Mujer,30 a 59,1,9092.0
087,30,2020,Veracruz de Ignacio de la Llave,Xalapa,Hombre,60 o más,6,72000.0
087,30,2020,Veracruz de Ignacio de la Llave,Xalapa,Hombre,30 a 59,18,216000.0
087,30,2019,Veracruz de Ignacio de la Llave,Xalapa,Hombre,30 a 59,3,30413.0
087,30,2020,Veracruz de Ignacio de la Llave,Xalapa,Mujer,29 o menos,2,24000.0
087,30,2020,Veracruz de Ignacio de la Llave,Xalapa,Mujer,60 o más,5,60000.0
102,30,2019,Veracruz de Ignacio de la Llave,Martínez de la Torre,Mujer,30 a 59,7,70841.0
102,30,2020,Veracruz de Ignacio de la Llave,Martínez de la Torre,Hombre,60 o más,3,36000.0
102,30,2020,Veracruz de Ignacio de la Llave,Martínez de la Torre,Mujer,29 o menos,1,12000.0
102,30,2019,Veracruz de Ignacio de la Llave,Martínez de la Torre,Hombre,29 o menos,1,8076.0
102,30,2019,Veracruz de Ignacio de la Llave,Martínez de la Torre,Mujer,60 o más,1,11888.0
102,30,2020,Veracruz de Ignacio de la Llave,Martínez de la Torre,Mujer,60 o más,4,48000.0
102,30,2020,Veracruz de Ignacio de la Llave,Martínez de la Torre,Hombre,30 a 59,16,192000.0
102,30,2020,Veracruz de Ignacio de la Llave,Martínez de la Torre,Mujer,30 a 59,17,204000.0
102,30,2020,Veracruz de Ignacio de la Llave,Martínez de la Torre,Hombre,29 o menos,2,24000.0
102,30,2019,Veracruz de Ignacio de la Llave,Martínez de la Torre,Hombre,30 a 59,5,48344.0
102,30,2019,Veracruz de Ignacio de la Llave,Martínez de la Torre,Mujer,29 o menos,1,9858.0
105,30,2020,Veracruz de Ignacio de la Llave,Medellín de Bravo,Hombre,30 a 59,1,10700.0
105,30,2019,Veracruz de Ignacio de la Llave,Medellín de Bravo,Hombre,29 o menos,1,10608.0
105,30,2020,Veracruz de Ignacio de la Llave,Medellín de Bravo,Mujer,29 o menos,1,10086.0
105,30,2019,Veracruz de Ignacio de la Llave,Medellín de Bravo,Hombre,60 o más,7,81193.0
105,30,2019,Veracruz de Ignacio de la Llave,Medellín de Bravo,Mujer,60 o más,6,69085.0
105,30,2019,Veracruz de Ignacio de la Llave,Medellín de Bravo,Hombre,30 a 59,15,161906.0
105,30,2019,Veracruz de Ignacio de la Llave,Medellín de Bravo,Mujer,30 a 59,19,205112.0
109,30,2020,Veracruz de Ignacio de la Llave,Misantla,Hombre,29 o menos,1,12000.0
109,30,2020,Veracruz de Ignacio de la Llave,Misantla,Mujer,30 a 59,22,264000.0
109,30,2020,Veracruz de Ignacio de la Llave,Misantla,Mujer,29 o menos,1,12000.0
109,30,2020,Veracruz de Ignacio de la Llave,Misantla,Hombre,30 a 59,8,96000.0
109,30,2020,Veracruz de Ignacio de la Llave,Misantla,Mujer,60 o más,3,36000.0
109,30,2020,Veracruz de Ignacio de la Llave,Misantla,Hombre,60 o más,3,36000.0
126,30,2020,Veracruz de Ignacio de la Llave,Paso de Ovejas,Hombre,30 a 59,1,12000.0
126,30,2019,Veracruz de Ignacio de la Llave,Paso de Ovejas,Hombre,60 o más,1,12000.0
126,30,2020,Veracruz de Ignacio de la Llave,Paso de Ovejas,Mujer,30 a 59,2,20796.0
126,30,2020,Veracruz de Ignacio de la Llave,Paso de Ovejas,Hombre,60 o más,1,12000.0
130,30,2019,Veracruz de Ignacio de la Llave,Playa Vicente,Mujer,30 a 59,10,101314.0
130,30,2020,Veracruz de Ignacio de la Llave,Playa Vicente,Hombre,30 a 59,4,48000.0
130,30,2020,Veracruz de Ignacio de la Llave,Playa Vicente,Hombre,29 o menos,2,24000.0
130,30,2020,Veracruz de Ignacio de la Llave,Playa Vicente,Mujer,60 o más,1,12000.0
130,30,2019,Veracruz de Ignacio de la Llave,Playa Vicente,Hombre,60 o más,3,28463.0
130,30,2020,Veracruz de Ignacio de la Llave,Playa Vicente,Mujer,30 a 59,17,204000.0
130,30,2019,Veracruz de Ignacio de la Llave,Playa Vicente,Mujer,29 o menos,1,12000.0
130,30,2019,Veracruz de Ignacio de la Llave,Playa Vicente,Hombre,30 a 59,8,83185.0
130,30,2020,Veracruz de Ignacio de la Llave,Playa Vicente,Mujer,29 o menos,2,24000.0
130,30,2020,Veracruz de Ignacio de la Llave,Playa Vicente,Hombre,60 o más,2,24000.0
130,30,2019,Veracruz de Ignacio de la Llave,Playa Vicente,Mujer,60 o más,4,40712.0
152,30,2020,Veracruz de Ignacio de la Llave,Tampico Alto,Mujer,30 a 59,3,36000.0
152,30,2020,Veracruz de Ignacio de la Llave,Tampico Alto,Hombre,60 o más,1,12000.0
152,30,2020,Veracruz de Ignacio de la Llave,Tampico Alto,Mujer,29 o menos,1,12000.0
152,30,2020,Veracruz de Ignacio de la Llave,Tampico Alto,Mujer,60 o más,1,12000.0
152,30,2020,Veracruz de Ignacio de la Llave,Tampico Alto,Hombre,30 a 59,1,12000.0
157,30,2020,Veracruz de Ignacio de la Llave,Castillo de Teayo,Mujer,30 a 59,4,48000.0
157,30,2020,Veracruz de Ignacio de la Llave,Castillo de Teayo,Hombre,60 o más,1,12000.0
157,30,2020,Veracruz de Ignacio de la Llave,Castillo de Teayo,Hombre,30 a 59,1,12000.0
157,30,2020,Veracruz de Ignacio de la Llave,Castillo de Teayo,Mujer,60 o más,3,36000.0
174,30,2019,Veracruz de Ignacio de la Llave,Tierra Blanca,Mujer,30 a 59,1,12000.0
192,30,2019,Veracruz de Ignacio de la Llave,Vega de Alatorre,Hombre,29 o menos,2,17798.0
192,30,2020,Veracruz de Ignacio de la Llave,Vega de Alatorre,Mujer,60 o más,7,84000.0
192,30,2020,Veracruz de Ignacio de la Llave,Vega de Alatorre,Mujer,29 o menos,3,36000.0
192,30,2019,Veracruz de Ignacio de la Llave,Vega de Alatorre,Hombre,60 o más,6,64070.0
192,30,2020,Veracruz de Ignacio de la Llave,Vega de Alatorre,Hombre,60 o más,5,60000.0
192,30,2019,Veracruz de Ignacio de la Llave,Vega de Alatorre,Mujer,60 o más,8,88962.0
192,30,2020,Veracruz de Ignacio de la Llave,Vega de Alatorre,Mujer,30 a 59,22,264000.0
192,30,2020,Veracruz de Ignacio de la Llave,Vega de Alatorre,Hombre,30 a 59,17,204000.0
192,30,2019,Veracruz de Ignacio de la Llave,Vega de Alatorre,Mujer,30 a 59,23,245852.0
192,30,2019,Veracruz de Ignacio de la Llave,Vega de Alatorre,Hombre,30 a 59,14,143034.0
193,30,2020,Veracruz de Ignacio de la Llave,Veracruz,Mujer,29 o menos,7,84000.0
193,30,2020,Veracruz de Ignacio de la Llave,Veracruz,Hombre,29 o menos,5,60000.0
193,30,2019,Veracruz de Ignacio de la Llave,Veracruz,Hombre,60 o más,3,28473.0
193,30,2020,Veracruz de Ignacio de la Llave,Veracruz,Mujer,60 o más,10,120000.0
193,30,2020,Veracruz de Ignacio de la Llave,Veracruz,Mujer,30 a 59,38,456000.0
193,30,2020,Veracruz de Ignacio de la Llave,Veracruz,Hombre,60 o más,4,48000.0
193,30,2020,Veracruz de Ignacio de la Llave,Veracruz,Hombre,30 a 59,31,372000.0
193,30,2019,Veracruz de Ignacio de la Llave,Veracruz,Mujer,29 o menos,7,70394.0
193,30,2019,Veracruz de Ignacio de la Llave,Veracruz,Hombre,30 a 59,16,155940.0
193,30,2019,Veracruz de Ignacio de la Llave,Veracruz,Hombre,29 o menos,3,28037.0
193,30,2019,Veracruz de Ignacio de la Llave,Veracruz,Mujer,30 a 59,57,545703.0
193,30,2019,Veracruz de Ignacio de la Llave,Veracruz,Mujer,60 o más,9,92233.0
208,30,2019,Veracruz de Ignacio de la Llave,Carlos A. Carrillo,Mujer,60 o más,1,11580.0
208,30,2019,Veracruz de Ignacio de la Llave,Carlos A. Carrillo,Hombre,30 a 59,1,8640.0
208,30,2020,Veracruz de Ignacio de la Llave,Carlos A. Carrillo,Mujer,30 a 59,2,21222.0
027,31,2019,Yucatán,Dzidzantún,Mujer,30 a 59,2,24000.0
027,31,2020,Yucatán,Dzidzantún,Hombre,60 o más,1,12000.0
