ano,estado,municipio,pcu,tipo_vivienda,viviendas,clave_municipio,clave_estado
2016,Michoacán de Ocampo,Zamora,FC,Horizontal,48,108,16
2016,Chihuahua,Delicias,U2,Horizontal,563,021,08
2017,Querétaro,San Juan del Río,U3,Horizontal,354,016,22
2015,México,Tultepec,U2,Horizontal,84,108,15
2017,México,Tecámac,U2,Horizontal,1963,081,15
2016,Coahuila de Zaragoza,Allende,U2,Horizontal,54,003,05
2017,Guanajuato,Villagrán,FC,Vertical,12,044,11
2016,Baja California,Tijuana,U3,Vertical,38,004,02
2015,México,Tecámac,U1,Horizontal,365,081,15
2016,Yucatán,Hunucmá,U1,Horizontal,1,038,31
2016,Campeche,Carmen,U2,Horizontal,31,003,04
2017,Durango,Vicente Guerrero,U3,Horizontal,3,038,10
2016,Jalisco,Puerto Vallarta,U3,Horizontal,7,067,14
2016,Nuevo León,Monterrey,U2,Horizontal,27,039,19
2016,Tlaxcala,Apizaco,U2,Horizontal,32,005,29
2015,Tlaxcala,Santa Cruz Tlaxcala,U2,Vertical,16,026,29
2015,Guerrero,Chilpancingo de los Bravo,U2,Horizontal,76,029,12
2015,Guerrero,Acapulco de Juárez,U3,Horizontal,36,001,12
2017,Michoacán de Ocampo,Pátzcuaro,U1,Horizontal,1,066,16
2015,Zacatecas,Zacatecas,U1,Horizontal,3,056,32
2016,Colima,Tecomán,U2,Horizontal,4,009,06
2017,Baja California,Tijuana,U3,Vertical,311,004,02
2015,Aguascalientes,Aguascalientes,U1,Horizontal,65,001,01
2015,Nuevo León,Juárez,U3,Horizontal,727,031,19
2017,Ciudad de México,Gustavo A. Madero,U1,Vertical,93,005,09
2015,Oaxaca,Heroica Ciudad de Huajuapan de León,U3,Horizontal,4,039,20
2016,Jalisco,Jalostotitlán,U3,Horizontal,2,046,14
2016,México,Xonacatlán,U3,Vertical,98,115,15
2015,Veracruz de Ignacio de la Llave,Río Blanco,U2,Vertical,24,138,30
2016,Guerrero,Chilpancingo de los Bravo,U3,Vertical,6,029,12
2016,Nuevo León,Santiago,U3,Horizontal,4,049,19
2015,Michoacán de Ocampo,Zamora,U2,Vertical,470,108,16
2017,Quintana Roo,Felipe Carrillo Puerto,U3,Horizontal,10,002,23
2015,San Luis Potosí,Ciudad Fernández,U3,Horizontal,15,011,24
2016,Guanajuato,Cortazar,U1,Horizontal,2,011,11
2015,Guanajuato,San José Iturbide,U1,Horizontal,5,032,11
2016,Guerrero,Iguala de la Independencia,U1,Horizontal,318,035,12
2016,Nuevo León,General Zuazua,FC,Horizontal,1578,025,19
2017,Yucatán,Umán,U2,Horizontal,366,101,31
2017,Durango,Gómez Palacio,U2,Horizontal,451,007,10
2015,Nuevo León,Cadereyta Jiménez,FC,Horizontal,1263,009,19
2015,Aguascalientes,Aguascalientes,U3,Horizontal,711,001,01
2015,Ciudad de México,Coyoacán,U1,Vertical,3,003,09
2017,Michoacán de Ocampo,Sahuayo,U1,Horizontal,16,076,16
2016,Jalisco,San Pedro Tlaquepaque,U2,Horizontal,709,098,14
2016,Jalisco,Ixtlahuacán de los Membrillos,U2,Vertical,417,044,14
2016,Michoacán de Ocampo,Sahuayo,U1,Horizontal,32,076,16
2015,Baja California Sur,Comondú,U2,Horizontal,18,001,03
2016,Veracruz de Ignacio de la Llave,Tuxpan,U3,Vertical,14,189,30
2016,Colima,Colima,U3,Horizontal,27,002,06
2016,Jalisco,Zapotlán el Grande,U1,Horizontal,11,023,14
2017,Quintana Roo,Othón P. Blanco,U3,Horizontal,119,004,23
2015,Jalisco,El Arenal,FC,Horizontal,172,009,14
2015,Jalisco,Tlajomulco de Zúñiga,U1,Horizontal,78,097,14
2017,Michoacán de Ocampo,Zamora,U2,Horizontal,58,108,16
2017,Chiapas,San Cristóbal de las Casas,U2,Vertical,3,078,07
2017,Tabasco,Teapa,U2,Horizontal,6,016,27
2017,Tabasco,Centro,FC,Horizontal,34,004,27
2017,Jalisco,Autlán de Navarro,FC,Horizontal,12,015,14
2017,Hidalgo,Pachuca de Soto,U3,Horizontal,149,048,13
2017,Nuevo León,Montemorelos,U3,Horizontal,84,038,19
2015,México,Zumpango,U2,Vertical,1272,120,15
2015,Sonora,Cajeme,U3,Horizontal,123,018,26
2016,Chiapas,Berriozábal,U2,Vertical,128,012,07
2015,Ciudad de México,Iztapalapa,U1,Vertical,302,007,09
2017,Guanajuato,Irapuato,U1,Horizontal,201,017,11
2017,Nuevo León,Santa Catarina,U2,Vertical,92,048,19
2017,Hidalgo,Tepeapulco,U3,Horizontal,59,061,13
2016,Jalisco,Colotlán,FC,Horizontal,2,025,14
2016,México,Cuautitlán,U3,Horizontal,306,024,15
2017,Jalisco,San Pedro Tlaquepaque,U2,Horizontal,178,098,14
2016,Guanajuato,Salamanca,FC,Horizontal,266,027,11
2016,Jalisco,Ixtlahuacán del Río,FC,Horizontal,4,045,14
2015,Nuevo León,García,U2,Horizontal,9423,018,19
2015,Michoacán de Ocampo,Yurécuaro,U2,Horizontal,7,106,16
2016,Zacatecas,Calera,U1,Horizontal,9,005,32
2016,Chiapas,Berriozábal,FC,Vertical,120,012,07
2015,Jalisco,Tepatitlán de Morelos,U1,Horizontal,8,093,14
2016,Colima,Armería,U3,Horizontal,1,001,06
2016,Guanajuato,Yuriria,U2,Horizontal,2,046,11
2015,Michoacán de Ocampo,Pátzcuaro,FC,Horizontal,5,066,16
2016,Coahuila de Zaragoza,Ramos Arizpe,U2,Horizontal,714,027,05
2017,Colima,Manzanillo,U2,Horizontal,670,007,06
2017,Veracruz de Ignacio de la Llave,Cosoleacaque,U3,Horizontal,33,048,30
2016,Yucatán,Kanasín,U2,Vertical,169,041,31
2017,Puebla,Teziutlán,U2,Vertical,49,174,21
2016,Jalisco,Autlán de Navarro,U2,Horizontal,179,015,14
2015,Jalisco,Tala,U1,Horizontal,22,083,14
2015,Veracruz de Ignacio de la Llave,Córdoba,FC,Horizontal,70,044,30
2016,Nayarit,Bahía de Banderas,U2,Horizontal,663,020,18
2017,Veracruz de Ignacio de la Llave,Emiliano Zapata,U3,Horizontal,1,065,30
2016,Tamaulipas,Río Bravo,U3,Horizontal,5,033,28
2017,Coahuila de Zaragoza,San Buenaventura,U2,Horizontal,12,031,05
2017,Nuevo León,General Escobedo,U1,Vertical,68,021,19
2016,Tlaxcala,Yauhquemehcan,U2,Horizontal,50,043,29
2017,Aguascalientes,Aguascalientes,U2,Horizontal,3214,001,01
2017,Nayarit,Compostela,U2,Horizontal,7,004,18
2015,Tlaxcala,Chiautempan,U3,Horizontal,1,010,29
2017,Oaxaca,Santa Cruz Xoxocotlán,U1,Vertical,17,385,20
2016,Nuevo León,Sabinas Hidalgo,U2,Horizontal,4,044,19
2015,Nayarit,Xalisco,FC,Horizontal,3,008,18
2015,Ciudad de México,Tláhuac,U1,Vertical,178,011,09
2017,Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo,U1,Horizontal,1,131,30
2016,Querétaro,Pedro Escobedo,FC,Horizontal,106,012,22
2017,Sinaloa,Mazatlán,U1,Horizontal,168,012,25
2015,Jalisco,Arandas,U2,Horizontal,6,008,14
2016,Puebla,Puebla,U1,Horizontal,30,114,21
2015,Jalisco,San Pedro Tlaquepaque,U1,Horizontal,5,098,14
2017,México,Toluca,FC,Horizontal,4,106,15
2016,Veracruz de Ignacio de la Llave,Pánuco,U2,Horizontal,12,123,30
2015,Zacatecas,Calera,U2,Horizontal,3,005,32
2017,México,Calimaya,FC,Horizontal,13,018,15
2016,México,Almoloya de Juárez,U3,Horizontal,54,005,15
2016,Michoacán de Ocampo,Zamora,U3,Horizontal,48,108,16
2015,México,Xonacatlán,U3,Vertical,80,115,15
2015,Hidalgo,Pachuca de Soto,U3,Horizontal,194,048,13
2016,Sonora,Nogales,U1,Horizontal,41,043,26
2016,México,Tonanitla,U3,Horizontal,82,125,15
2015,Puebla,Puebla,U1,Horizontal,3,114,21
2016,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,FC,Horizontal,18,014,11
2017,Puebla,Amozoc,U2,Horizontal,18,015,21
2015,Sonora,Nogales,U1,Horizontal,66,043,26
2017,Hidalgo,Santiago Tulantepec de Lugo Guerrero,U2,Horizontal,19,056,13
2015,Sonora,Guaymas,FC,Horizontal,3,029,26
2016,Veracruz de Ignacio de la Llave,Naolinco,FC,Vertical,36,112,30
2016,Guerrero,Tixtla de Guerrero,FC,Horizontal,7,061,12
2017,Tabasco,Centro,U2,Horizontal,16,004,27
2017,Tamaulipas,Matamoros,U2,Horizontal,566,022,28
2015,Morelos,Jiutepec,U2,Horizontal,2,011,17
2015,Ciudad de México,Xochimilco,U2,Vertical,1,013,09
2016,Querétaro,Corregidora,U2,Horizontal,245,006,22
2017,Chiapas,Palenque,U1,Horizontal,26,065,07
2015,Chihuahua,Aldama,U3,Horizontal,18,002,08
2017,Veracruz de Ignacio de la Llave,Alvarado,FC,Horizontal,42,011,30
2017,Chiapas,Tuxtla Gutiérrez,FC,Horizontal,38,101,07
2016,Puebla,Huauchinango,U1,Horizontal,4,071,21
2017,Guanajuato,León,U1,Horizontal,400,020,11
2017,Zacatecas,Zacatecas,U2,Horizontal,54,056,32
2017,Aguascalientes,San Francisco de los Romo,U2,Vertical,156,011,01
2015,Guanajuato,Apaseo el Grande,U3,Vertical,128,005,11
2017,Nuevo León,El Carmen,U2,Horizontal,2271,010,19
2015,Veracruz de Ignacio de la Llave,Tuxpan,U2,Vertical,28,189,30
2017,Coahuila de Zaragoza,Saltillo,U3,Horizontal,316,030,05
2015,Tamaulipas,Reynosa,U3,Horizontal,326,032,28
2015,Guanajuato,Abasolo,U2,Horizontal,6,001,11
2015,Michoacán de Ocampo,Zacapu,U2,Horizontal,44,107,16
2015,Michoacán de Ocampo,Vista Hermosa,FC,Horizontal,6,105,16
2017,Tlaxcala,Huamantla,U2,Horizontal,16,013,29
2015,Guanajuato,Yuriria,U2,Horizontal,6,046,11
2016,Coahuila de Zaragoza,Múzquiz,U2,Horizontal,43,020,05
2016,Baja California,Tijuana,U1,Horizontal,397,004,02
2015,Puebla,Ahuazotepec,FC,Horizontal,1,008,21
2015,Jalisco,El Salto,U2,Vertical,1003,070,14
2015,Guanajuato,Uriangato,U3,Horizontal,8,041,11
2016,Tabasco,Centro,U2,Horizontal,15,004,27
2016,San Luis Potosí,Rioverde,U2,Horizontal,59,024,24
2019,Michoacán de Ocampo,Sahuayo,U2,Horizontal,33,076,16
2018,Puebla,Coronango,U3,Vertical,3,034,21
2019,Veracruz de Ignacio de la Llave,Tuxpan,U2,Horizontal,78,189,30
2019,Guanajuato,León,U1,Horizontal,544,020,11
2020,San Luis Potosí,Soledad de Graciano Sánchez,U2,Vertical,28,035,24
2019,Puebla,Hueytamalco,FC,Horizontal,1,076,21
2020,Sonora,Nogales,U2,Horizontal,69,043,26
2020,Chiapas,Tapachula,U3,Horizontal,73,089,07
2018,Sinaloa,Culiacán,FC,Vertical,16,006,25
2018,Hidalgo,Atotonilco de Tula,FC,Vertical,325,013,13
2018,Michoacán de Ocampo,Jiquilpan,U2,Horizontal,13,045,16
2018,Michoacán de Ocampo,Los Reyes,U2,Horizontal,20,075,16
2018,Morelos,Xochitepec,U3,Horizontal,1,028,17
2019,Nayarit,Ixtlán del Río,U3,Horizontal,7,006,18
2020,Jalisco,Lagos de Moreno,U3,Horizontal,71,053,14
2019,Campeche,Hecelchakán,FC,Horizontal,1,005,04
2019,Jalisco,Jocotepec,U3,Horizontal,8,050,14
2019,Jalisco,Tonalá,U2,Horizontal,453,101,14
2018,Michoacán de Ocampo,Pátzcuaro,U2,Horizontal,1,066,16
2019,Coahuila de Zaragoza,Torreón,U2,Horizontal,988,035,05
2019,Baja California,Tijuana,FC,Horizontal,161,004,02
2018,Chiapas,Tapachula,U1,Horizontal,5,089,07
2018,Colima,Armería,U2,Horizontal,3,001,06
2018,Jalisco,Zapotiltic,U3,Horizontal,36,121,14
2019,Chiapas,Berriozábal,U3,Horizontal,81,012,07
2019,México,Melchor Ocampo,U2,Vertical,4,053,15
2020,Chihuahua,Delicias,U1,Horizontal,72,021,08
2018,Veracruz de Ignacio de la Llave,Xalapa,U1,Vertical,14,087,30
2020,México,Tecámac,U1,Horizontal,76,081,15
2019,México,Melchor Ocampo,U3,Vertical,134,053,15
2020,Michoacán de Ocampo,Sahuayo,U1,Horizontal,13,076,16
2018,Nuevo León,García,U3,Horizontal,4791,018,19
2018,Hidalgo,San Agustín Tlaxiaca,U2,Horizontal,1,052,13
2018,Colima,Villa de Álvarez,U2,Horizontal,418,010,06
2019,México,Atizapán de Zaragoza,U2,Vertical,1,013,15
2019,Michoacán de Ocampo,Morelia,FC,Vertical,230,053,16
2020,Chihuahua,Chihuahua,U2,Horizontal,515,019,08
2020,Durango,Durango,U3,Vertical,282,005,10
2018,Querétaro,Corregidora,U3,Vertical,252,006,22
2020,Veracruz de Ignacio de la Llave,Córdoba,U2,Horizontal,4,044,30
2020,San Luis Potosí,Soledad de Graciano Sánchez,U3,Vertical,47,035,24
2018,Baja California Sur,Comondú,U3,Horizontal,9,001,03
2020,Tabasco,Nacajuca,U2,Horizontal,2,013,27
2019,México,Coacalco de Berriozábal,U1,Horizontal,55,020,15
2019,Sonora,Hermosillo,U1,Horizontal,28,030,26
2019,Tamaulipas,Matamoros,U2,Horizontal,142,022,28
2019,Chihuahua,Chihuahua,U3,Horizontal,1527,019,08
2019,Zacatecas,Zacatecas,FC,Horizontal,9,056,32
2019,San Luis Potosí,Matehuala,U2,Horizontal,33,020,24
2020,Tamaulipas,Victoria,U2,Horizontal,16,041,28
2019,Michoacán de Ocampo,Erongarícuaro,FC,Horizontal,3,032,16
2020,San Luis Potosí,Ciudad Valles,U2,Horizontal,14,013,24
2020,Puebla,Huejotzingo,U3,Vertical,1000,074,21
2019,San Luis Potosí,Soledad de Graciano Sánchez,U3,Horizontal,767,035,24
2019,México,Tlalnepantla de Baz,U2,Vertical,125,104,15
2018,México,Zinacantepec,U2,Horizontal,133,118,15
2018,Tamaulipas,Ciudad Madero,U2,Horizontal,8,009,28
2020,Morelos,Tlaltizapán de Zapata,FC,Horizontal,37,024,17
2018,Sinaloa,Mazatlán,FC,Horizontal,30,012,25
2019,Morelos,Jojutla,FC,Horizontal,36,012,17
2018,México,Nezahualcóyotl,U2,Vertical,6,058,15
2020,Aguascalientes,Cosío,FC,Horizontal,5,004,01
2019,Quintana Roo,Benito Juárez,U1,Horizontal,71,005,23
2020,Puebla,Juan C. Bonilla,U3,Horizontal,1,090,21
2018,Nuevo León,Cadereyta Jiménez,U3,Horizontal,150,009,19
2019,Hidalgo,Tizayuca,U1,Horizontal,419,069,13
2020,Chiapas,Villaflores,U3,Horizontal,47,108,07
2020,Hidalgo,Pachuca de Soto,FC,Horizontal,151,048,13
2020,Chiapas,Tapachula,FC,Vertical,18,089,07
2018,Tabasco,Teapa,U2,Vertical,3,016,27
2020,Jalisco,Acatlán de Juárez,FC,Horizontal,7,002,14
2019,Guanajuato,Salamanca,U2,Horizontal,16,027,11
2018,Durango,Vicente Guerrero,U3,Horizontal,2,038,10
2020,Guerrero,Zihuatanejo de Azueta,U1,Horizontal,6,038,12
2018,Jalisco,Zapopan,U3,Vertical,2958,120,14
2019,Ciudad de México,Gustavo A. Madero,U1,Vertical,195,005,09
2019,Yucatán,Kanasín,U2,Horizontal,401,041,31
2019,Puebla,Teziutlán,FC,Vertical,8,174,21
2018,Veracruz de Ignacio de la Llave,Naolinco,FC,Vertical,228,112,30
2020,Morelos,Yecapixtla,U3,Vertical,38,030,17
2018,Hidalgo,Tizayuca,FC,Horizontal,475,069,13
2018,México,Chalco,U2,Vertical,146,025,15
2019,Chihuahua,Casas Grandes,FC,Horizontal,1,013,08
2019,Jalisco,Tepatitlán de Morelos,U2,Horizontal,5,093,14
2020,Coahuila de Zaragoza,Múzquiz,U2,Horizontal,12,020,05
2018,Sinaloa,Mazatlán,U3,Vertical,66,012,25
2020,Chiapas,Tuxtla Gutiérrez,FC,Horizontal,29,101,07
2019,Baja California,Tijuana,FC,Vertical,910,004,02
2020,Ciudad de México,Miguel Hidalgo,U1,Vertical,1,016,09
2019,Guanajuato,León,U2,Vertical,534,020,11
2020,Sinaloa,Culiacán,U2,Vertical,244,006,25
2019,Tlaxcala,Zacatelco,U2,Vertical,16,044,29
2018,Sinaloa,Culiacán,U2,Horizontal,806,006,25
2020,Aguascalientes,Aguascalientes,U2,Vertical,52,001,01
2019,México,Tlalnepantla de Baz,U1,Vertical,20,104,15
2019,Tlaxcala,Huamantla,U2,Horizontal,15,013,29
2018,Veracruz de Ignacio de la Llave,Xalapa,FC,Vertical,605,087,30
2018,Zacatecas,Río Grande,U2,Horizontal,3,039,32
2018,Yucatán,Progreso,U1,Horizontal,6,059,31
2018,México,Tecámac,U2,Horizontal,909,081,15
2020,Hidalgo,Actopan,U1,Horizontal,1,003,13
2018,Jalisco,Zapotlán el Grande,U1,Horizontal,92,023,14
2019,Veracruz de Ignacio de la Llave,Tuxpan,U3,Vertical,100,189,30
2019,Nuevo León,Apodaca,U1,Horizontal,691,006,19
2019,Chiapas,Tapachula,FC,Vertical,6,089,07
2019,Aguascalientes,Jesús María,U1,Horizontal,97,005,01
2019,Ciudad de México,Iztacalco,U1,Vertical,558,006,09
2019,Chihuahua,Cuauhtémoc,U2,Horizontal,199,017,08
2019,Baja California Sur,La Paz,U3,Horizontal,634,003,03
2020,Guerrero,Chilpancingo de los Bravo,U2,Vertical,9,029,12
2018,Nuevo León,Pesquería,FC,Horizontal,525,041,19
2019,Quintana Roo,Othón P. Blanco,U2,Horizontal,18,004,23
2020,Colima,Manzanillo,U2,Horizontal,95,007,06
2019,Puebla,Cuautlancingo,U2,Horizontal,1,041,21
2019,Colima,Colima,U1,Horizontal,260,002,06
2019,Puebla,Teteles de Ávila Castillo,U2,Horizontal,1,173,21
2018,Colima,Tecomán,U1,Horizontal,147,009,06
2018,Tabasco,Centro,U2,Horizontal,17,004,27
2019,Jalisco,San Miguel el Alto,FC,Horizontal,2,078,14
2019,Tamaulipas,Nuevo Laredo,U3,Horizontal,170,027,28
2018,Morelos,Jiutepec,U1,Horizontal,82,011,17
2018,Sonora,San Luis Río Colorado,U2,Horizontal,139,055,26
2018,San Luis Potosí,Cárdenas,U2,Horizontal,5,005,24
2018,Hidalgo,Ixmiquilpan,U1,Horizontal,2,030,13
2019,Nuevo León,Pesquería,FC,Vertical,42,041,19
2019,Tlaxcala,Apizaco,U2,Horizontal,4,005,29
2018,Tamaulipas,Victoria,FC,Horizontal,40,041,28
2019,Yucatán,Progreso,U2,Horizontal,9,059,31
2019,Michoacán de Ocampo,Pátzcuaro,FC,Horizontal,12,066,16
2019,Guerrero,Tixtla de Guerrero,U1,Horizontal,2,061,12
2018,Hidalgo,Tula de Allende,U2,Horizontal,5,076,13
2019,Nuevo León,Guadalupe,U1,Horizontal,359,026,19
2020,Zacatecas,Sombrerete,U2,Horizontal,1,042,32
2018,Jalisco,Tala,FC,Horizontal,186,083,14
2020,Sonora,Guaymas,U2,Horizontal,96,029,26
2018,Coahuila de Zaragoza,San Juan de Sabinas,U3,Horizontal,52,032,05
2018,Puebla,Teziutlán,U2,Horizontal,101,174,21
2020,México,Chalco,U2,Vertical,6,025,15
2020,Coahuila de Zaragoza,Nava,U3,Horizontal,48,022,05
2020,Jalisco,Guadalajara,U2,Vertical,301,039,14
2018,Yucatán,Umán,U3,Horizontal,198,101,31
2018,Yucatán,Valladolid,U2,Horizontal,1,102,31
2019,Guerrero,Acapulco de Juárez,FC,Horizontal,44,001,12
2020,Zacatecas,Fresnillo,U2,Horizontal,59,010,32
2020,Puebla,Tehuacán,U2,Horizontal,54,156,21
2020,Jalisco,Zapopan,FC,Vertical,45,120,14
2018,Guanajuato,Acámbaro,U2,Horizontal,7,002,11
2018,Michoacán de Ocampo,Tarímbaro,U3,Vertical,148,088,16
2019,Campeche,Champotón,FC,Horizontal,5,004,04
2020,Guerrero,Acapulco de Juárez,FC,Vertical,17,001,12
2018,Puebla,Ocoyucan,FC,Horizontal,4,106,21
2018,Guanajuato,Moroleón,U3,Horizontal,29,021,11
2019,Zacatecas,Pinos,FC,Horizontal,6,038,32
2019,Guanajuato,León,FC,Horizontal,271,020,11
2019,Coahuila de Zaragoza,Ramos Arizpe,U3,Horizontal,272,027,05
2018,Campeche,Hecelchakán,FC,Horizontal,1,005,04
2020,Puebla,San Martín Texmelucan,U2,Horizontal,7,132,21
2019,Puebla,Amozoc,U1,Horizontal,38,015,21
2019,Veracruz de Ignacio de la Llave,Naranjos Amatlán,U1,Horizontal,1,013,30
2019,Zacatecas,Calera,U3,Horizontal,23,005,32
2020,Guanajuato,León,U3,Horizontal,1739,020,11
2018,Coahuila de Zaragoza,Francisco I. Madero,U1,Horizontal,246,009,05
2020,Nuevo León,Montemorelos,U2,Horizontal,14,038,19
2020,Zacatecas,Loreto,U2,Horizontal,4,024,32
2019,Guerrero,Iguala de la Independencia,U3,Horizontal,72,035,12
2019,Tlaxcala,Chiautempan,U2,Horizontal,1,010,29
2020,Durango,Santiago Papasquiaro,U2,Horizontal,14,032,10
2019,Durango,Poanas,FC,Horizontal,7,022,10
2020,Oaxaca,Ciudad Ixtepec,U2,Horizontal,32,014,20
2020,Nuevo León,General Escobedo,U1,Horizontal,61,021,19
2018,Nuevo León,Santa Catarina,U3,Horizontal,77,048,19
2019,Puebla,Atlixco,U2,Horizontal,2,019,21
2018,Coahuila de Zaragoza,Sabinas,U2,Horizontal,99,028,05
2019,Chiapas,Tapachula,FC,Horizontal,49,089,07
2019,Jalisco,Lagos de Moreno,U3,Horizontal,275,053,14
2020,Michoacán de Ocampo,Hidalgo,FC,Horizontal,5,034,16
2019,Coahuila de Zaragoza,Torreón,U3,Horizontal,825,035,05
2020,Tamaulipas,Altamira,U3,Vertical,379,003,28
2018,San Luis Potosí,Soledad de Graciano Sánchez,FC,Horizontal,92,035,24
2018,Veracruz de Ignacio de la Llave,Tierra Blanca,FC,Horizontal,36,174,30
2019,Coahuila de Zaragoza,Piedras Negras,U2,Horizontal,149,025,05
2018,Jalisco,San Juan de los Lagos,U2,Horizontal,5,073,14
2020,Tamaulipas,Tampico,U1,Horizontal,2,038,28
2020,Tamaulipas,Ciudad Madero,U2,Horizontal,37,009,28
2019,Coahuila de Zaragoza,Saltillo,U2,Horizontal,1241,030,05
2020,Puebla,Amozoc,U1,Horizontal,27,015,21
2018,Tlaxcala,Zacatelco,U2,Horizontal,11,044,29
2018,Campeche,Campeche,U2,Horizontal,144,002,04
2018,Querétaro,El Marqués,FC,Horizontal,762,011,22
2020,Nuevo León,Cadereyta Jiménez,FC,Horizontal,150,009,19
2020,Quintana Roo,Benito Juárez,U1,Horizontal,111,005,23
2020,México,Toluca,U1,Horizontal,37,106,15
2020,Yucatán,Valladolid,U3,Horizontal,58,102,31
2019,Nuevo León,Ciénega de Flores,U2,Horizontal,763,012,19
2019,Tamaulipas,El Mante,U2,Horizontal,15,021,28
2019,Jalisco,Tlajomulco de Zúñiga,U2,Horizontal,322,097,14
2018,Guanajuato,San Francisco del Rincón,FC,Horizontal,4,031,11
2019,Aguascalientes,Jesús María,U2,Horizontal,181,005,01
2018,Chiapas,Comitán de Domínguez,U2,Horizontal,104,019,07
2020,Nayarit,Compostela,U2,Horizontal,2,004,18
2018,Quintana Roo,Cozumel,U2,Horizontal,27,001,23
2018,Ciudad de México,Iztacalco,U2,Vertical,133,006,09
2019,Coahuila de Zaragoza,Frontera,U1,Horizontal,91,010,05
2019,Yucatán,Valladolid,U3,Horizontal,77,102,31
2020,Veracruz de Ignacio de la Llave,Coatepec,U1,Horizontal,15,038,30
2020,Nuevo León,Guadalupe,U1,Horizontal,185,026,19
2019,Coahuila de Zaragoza,Torreón,U1,Horizontal,110,035,05
2019,Nuevo León,Juárez,U2,Horizontal,1244,031,19
2018,Jalisco,San Miguel el Alto,U3,Horizontal,2,078,14
2019,Sinaloa,Culiacán,U2,Horizontal,565,006,25
2018,México,La Paz,U1,Horizontal,12,070,15
2020,Sonora,Hermosillo,U1,Horizontal,22,030,26
2019,Baja California Sur,Loreto,U2,Horizontal,5,009,03
2019,Sonora,Puerto Peñasco,FC,Horizontal,13,048,26
2018,Sonora,Cajeme,U1,Horizontal,3,018,26
2019,Quintana Roo,Felipe Carrillo Puerto,U3,Horizontal,5,002,23
2019,Tlaxcala,Tlaxcala,U1,Vertical,9,033,29
2020,Guanajuato,Silao de la Victoria,U3,Horizontal,91,037,11
2020,Coahuila de Zaragoza,Cuatro Ciénegas,FC,Horizontal,2,007,05
2018,Aguascalientes,Aguascalientes,FC,Horizontal,6,001,01
2020,Guanajuato,Celaya,FC,Horizontal,191,007,11
2020,Sonora,Puerto Peñasco,U3,Horizontal,122,048,26
2018,Michoacán de Ocampo,La Piedad,U3,Horizontal,71,069,16
2018,Baja California Sur,La Paz,U1,Horizontal,27,003,03
2018,Morelos,Emiliano Zapata,U1,Horizontal,82,008,17
2020,Coahuila de Zaragoza,Matamoros,U3,Horizontal,295,017,05
2018,Guerrero,Coyuca de Benítez,FC,Horizontal,3,021,12
2018,Michoacán de Ocampo,Jiquilpan,U3,Horizontal,29,045,16
2019,Oaxaca,Oaxaca de Juárez,U2,Vertical,19,067,20
2019,Chiapas,Ocozocoautla de Espinosa,FC,Vertical,56,061,07
2018,Baja California Sur,Los Cabos,U3,Vertical,64,008,03
2019,Puebla,Coronango,U3,Horizontal,152,034,21
2018,Guanajuato,León,U1,Vertical,16,020,11
2018,Veracruz de Ignacio de la Llave,Veracruz,U2,Horizontal,947,193,30
2018,Guerrero,Iguala de la Independencia,U2,Horizontal,2,035,12
2018,Quintana Roo,Benito Juárez,U2,Vertical,1937,005,23
2018,Coahuila de Zaragoza,Parras,U2,Vertical,9,024,05
2018,Puebla,Cuautlancingo,U2,Horizontal,91,041,21
2019,Colima,Colima,U1,Vertical,12,002,06
2018,Durango,Gómez Palacio,U2,Horizontal,413,007,10
2019,Zacatecas,Fresnillo,U3,Horizontal,592,010,32
2018,Puebla,Amozoc,U2,Vertical,26,015,21
2018,Morelos,Yautepec,U2,Horizontal,159,029,17
2019,Puebla,Chalchicomula de Sesma,FC,Horizontal,3,045,21
2020,Coahuila de Zaragoza,San Pedro,U2,Horizontal,37,033,05
2020,Coahuila de Zaragoza,Sacramento,FC,Horizontal,6,029,05
2019,Campeche,Campeche,U2,Vertical,16,002,04
2019,Sinaloa,Mazatlán,U2,Vertical,68,012,25
2020,Jalisco,Tepatitlán de Morelos,FC,Horizontal,12,093,14
2020,Chiapas,Ocozocoautla de Espinosa,FC,Vertical,8,061,07
2018,Tlaxcala,Zacatelco,U2,Vertical,8,044,29
2019,Michoacán de Ocampo,Morelia,U3,Vertical,372,053,16
2020,San Luis Potosí,Rioverde,U2,Horizontal,5,024,24
2019,Jalisco,Tlajomulco de Zúñiga,U1,Vertical,84,097,14
2019,Hidalgo,Mineral de la Reforma,U3,Vertical,270,051,13
2020,Chiapas,Tapachula,U3,Vertical,12,089,07
2019,Oaxaca,San Juan Bautista Tuxtepec,U2,Vertical,7,184,20
2018,Guanajuato,Apaseo el Grande,FC,Horizontal,117,005,11
2018,Sonora,Nogales,U2,Horizontal,292,043,26
2019,Guanajuato,Apaseo el Grande,U2,Vertical,2,005,11
2019,Chihuahua,Guachochi,FC,Horizontal,70,027,08
2019,Jalisco,San Pedro Tlaquepaque,U3,Horizontal,320,098,14
2020,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,U1,Horizontal,2,014,11
2018,Chiapas,San Cristóbal de las Casas,U2,Vertical,2,078,07
2019,Nuevo León,General Escobedo,U2,Horizontal,141,021,19
2018,Nuevo León,Pesquería,U2,Vertical,54,041,19
