ano,estado,municipio,pcu,tipo_vivienda,viviendas,clave_municipio,clave_estado
2019,Veracruz de Ignacio de la Llave,Veracruz,U1,Horizontal,8,193,30
2020,Aguascalientes,Aguascalientes,U1,Horizontal,146,001,01
2018,Veracruz de Ignacio de la Llave,Orizaba,U1,Horizontal,25,118,30
2019,Baja California Sur,Mulegé,FC,Horizontal,28,002,03
2019,Jalisco,Tepatitlán de Morelos,FC,Horizontal,3,093,14
2018,San Luis Potosí,Matehuala,U1,Horizontal,3,020,24
2020,Chihuahua,Juárez,U2,Horizontal,588,037,08
2018,Baja California Sur,Los Cabos,U3,Horizontal,52,008,03
2019,México,Cuautitlán,U3,Horizontal,369,024,15
2020,Chihuahua,Delicias,U2,Horizontal,43,021,08
2018,Baja California Sur,Loreto,U3,Horizontal,3,009,03
2018,Morelos,Cuernavaca,U1,Vertical,22,007,17
2018,Zacatecas,Loreto,U1,Horizontal,1,024,32
2019,Nuevo León,General Escobedo,U1,Vertical,11,021,19
2018,San Luis Potosí,San Luis Potosí,U3,Vertical,6,028,24
2020,Tlaxcala,Tepetitla de Lardizábal,U2,Horizontal,12,019,29
2018,Aguascalientes,Aguascalientes,U3,Horizontal,2106,001,01
2018,Michoacán de Ocampo,Zamora,U1,Horizontal,6,108,16
2020,Nuevo León,García,U2,Horizontal,560,018,19
2020,Chihuahua,Cuauhtémoc,U1,Horizontal,2,017,08
2019,Hidalgo,Mineral de la Reforma,U1,Horizontal,5,051,13
2020,Baja California,Tijuana,U3,Horizontal,807,004,02
2018,Tlaxcala,Santa Cruz Tlaxcala,U2,Horizontal,82,026,29
2020,Veracruz de Ignacio de la Llave,Coatepec,U2,Horizontal,14,038,30
2019,Jalisco,Puerto Vallarta,U3,Vertical,300,067,14
2018,Veracruz de Ignacio de la Llave,Mariano Escobedo,U2,Vertical,84,101,30
2019,Tlaxcala,Totolac,U1,Horizontal,1,036,29
2018,Querétaro,Querétaro,U3,Vertical,456,014,22
2018,Zacatecas,Guadalupe,U1,Horizontal,7,017,32
2018,San Luis Potosí,Soledad de Graciano Sánchez,U3,Horizontal,705,035,24
2019,Sinaloa,Ahome,U2,Vertical,9,001,25
2018,Baja California,Tijuana,U3,Vertical,762,004,02
2019,Zacatecas,Fresnillo,U2,Horizontal,63,010,32
2019,Sonora,San Luis Río Colorado,U3,Horizontal,47,055,26
2020,Querétaro,Querétaro,U3,Vertical,173,014,22
2020,Hidalgo,Ixmiquilpan,U3,Horizontal,5,030,13
2018,Tamaulipas,Nuevo Laredo,U3,Horizontal,168,027,28
2020,Querétaro,Corregidora,U2,Horizontal,1,006,22
2018,Aguascalientes,Aguascalientes,U2,Vertical,376,001,01
2018,Puebla,Amozoc,U3,Horizontal,52,015,21
2018,Chiapas,Ocozocoautla de Espinosa,FC,Vertical,200,061,07
2020,Tlaxcala,Apetatitlán de Antonio Carvajal,U1,Horizontal,8,002,29
2018,Querétaro,Querétaro,U3,Horizontal,907,014,22
2020,Veracruz de Ignacio de la Llave,Fortín,U1,Horizontal,8,068,30
2020,Nuevo León,El Carmen,U2,Horizontal,283,010,19
2018,Guanajuato,Salamanca,U2,Horizontal,7,027,11
2019,Tlaxcala,Tlaxcala,U1,Horizontal,1,033,29
2019,Guanajuato,Acámbaro,U2,Horizontal,1,002,11
2018,Aguascalientes,Jesús María,U3,Horizontal,153,005,01
2020,Chihuahua,Guachochi,FC,Horizontal,68,027,08
2020,Nuevo León,General Escobedo,U3,Horizontal,473,021,19
2020,Michoacán de Ocampo,Sahuayo,U3,Horizontal,20,076,16
2019,Aguascalientes,Pabellón de Arteaga,U2,Horizontal,41,006,01
2018,Coahuila de Zaragoza,Allende,U1,Horizontal,4,003,05
2018,Puebla,Huejotzingo,U1,Horizontal,43,074,21
2020,Puebla,Huejotzingo,U2,Horizontal,34,074,21
2018,Sinaloa,Ahome,U3,Horizontal,584,001,25
2020,Querétaro,San Juan del Río,FC,Horizontal,116,016,22
2018,Guanajuato,Salamanca,FC,Horizontal,397,027,11
2019,Jalisco,Tala,U2,Horizontal,14,083,14
2018,Baja California Sur,Comondú,U1,Horizontal,1,001,03
2020,Querétaro,Corregidora,U3,Vertical,108,006,22
2018,Oaxaca,Santa María Atzompa,U3,Horizontal,24,399,20
2018,Chihuahua,Jiménez,U2,Horizontal,27,036,08
2020,Baja California,Mexicali,U1,Horizontal,236,002,02
2019,Durango,Durango,U3,Vertical,34,005,10
2020,Michoacán de Ocampo,Lázaro Cárdenas,U1,Vertical,48,052,16
2018,Michoacán de Ocampo,Hidalgo,U1,Horizontal,1,034,16
2019,Veracruz de Ignacio de la Llave,Medellín de Bravo,U2,Vertical,24,105,30
2019,Aguascalientes,Aguascalientes,U1,Horizontal,216,001,01
2020,Jalisco,Tepatitlán de Morelos,U1,Horizontal,12,093,14
2019,Hidalgo,Tizayuca,U3,Horizontal,754,069,13
2018,Puebla,San Salvador el Verde,U3,Horizontal,10,143,21
2018,Nuevo León,Apodaca,U2,Horizontal,550,006,19
2020,Jalisco,Puerto Vallarta,U2,Horizontal,120,067,14
2018,México,Lerma,U2,Horizontal,2,051,15
2020,Nuevo León,Cadereyta Jiménez,U3,Horizontal,293,009,19
2020,Nayarit,Tepic,U3,Horizontal,68,017,18
2020,Aguascalientes,Pabellón de Arteaga,U2,Horizontal,12,006,01
2019,México,Otzolotepec,FC,Vertical,360,067,15
2020,Puebla,Zacatlán,U2,Horizontal,2,208,21
2019,Guanajuato,Salamanca,FC,Horizontal,316,027,11
2019,Guanajuato,León,U3,Horizontal,1822,020,11
2020,Hidalgo,Tepeji del Río de Ocampo,U2,Horizontal,14,063,13
2019,Querétaro,Querétaro,FC,Vertical,60,014,22
2020,San Luis Potosí,San Luis Potosí,U2,Vertical,149,028,24
2019,Sinaloa,Navolato,U2,Horizontal,8,018,25
2020,Querétaro,San Juan del Río,FC,Vertical,72,016,22
2020,Zacatecas,Ojocaliente,U2,Horizontal,1,036,32
2018,Coahuila de Zaragoza,Castaños,U2,Horizontal,23,006,05
2018,Yucatán,Kanasín,FC,Horizontal,33,041,31
2018,Jalisco,San Pedro Tlaquepaque,U3,Vertical,48,098,14
2022,Hidalgo,Zempoala,U1,Horizontal,26,083,13
2023,Quintana Roo,Benito Juárez,U1,Horizontal,86,005,23
2022,México,Toluca,U2,Horizontal,2,106,15
2022,Tamaulipas,Reynosa,U1,Horizontal,8,032,28
2023,Hidalgo,Santiago Tulantepec de Lugo Guerrero,U1,Horizontal,1,056,13
2021,San Luis Potosí,Ciudad Valles,U2,Horizontal,2,013,24
2022,Durango,Lerdo,U1,Horizontal,53,012,10
2021,Jalisco,Zapopan,U2,Horizontal,6,120,14
2023,Chiapas,La Libertad,FC,Horizontal,1,050,07
2023,Coahuila de Zaragoza,Arteaga,U3,Horizontal,5,004,05
2023,Jalisco,Ayotlán,FC,Horizontal,21,016,14
2021,Coahuila de Zaragoza,Matamoros,U3,Vertical,70,017,05
2023,Guerrero,Acapulco de Juárez,U2,Horizontal,13,001,12
2021,Guanajuato,San Felipe,U2,Horizontal,40,030,11
2022,Puebla,Tehuacán,U1,Horizontal,162,156,21
2023,Colima,Colima,U3,Horizontal,203,002,06
2022,Michoacán de Ocampo,Puruándiro,U2,Horizontal,1,071,16
2022,Puebla,Puebla,U3,Horizontal,296,114,21
2021,Michoacán de Ocampo,Sahuayo,U1,Horizontal,34,076,16
2022,Hidalgo,Pachuca de Soto,U2,Horizontal,1,048,13
2023,Guanajuato,San Francisco del Rincón,U1,Vertical,1,031,11
2022,Nayarit,Tepic,U3,Horizontal,51,017,18
2023,Nuevo León,Sabinas Hidalgo,U2,Horizontal,4,044,19
2023,Nayarit,Bahía de Banderas,U3,Horizontal,164,020,18
2023,Durango,Durango,U2,Vertical,8,005,10
2022,Nuevo León,Pesquería,FC,Vertical,102,041,19
2022,Coahuila de Zaragoza,Matamoros,FC,Horizontal,36,017,05
2023,Ciudad de México,Iztacalco,U2,Vertical,4,006,09
2022,Chiapas,Tapachula,FC,Horizontal,34,089,07
2021,San Luis Potosí,Tamuín,U1,Horizontal,1,040,24
2021,Nayarit,Compostela,U1,Horizontal,1,004,18
2021,Durango,Gómez Palacio,U3,Horizontal,76,007,10
2022,Veracruz de Ignacio de la Llave,Córdoba,U3,Horizontal,44,044,30
2021,Michoacán de Ocampo,Uruapan,U1,Vertical,47,102,16
2022,Nayarit,Compostela,U2,Horizontal,2,004,18
2021,Nuevo León,Apodaca,U3,Horizontal,1235,006,19
2021,Guerrero,Tixtla de Guerrero,U2,Horizontal,8,061,12
2022,Puebla,Teziutlán,U2,Vertical,16,174,21
2023,México,Huehuetoca,U1,Vertical,155,035,15
2022,Morelos,Xochitepec,U2,Vertical,51,028,17
2021,Sonora,Hermosillo,U1,Horizontal,22,030,26
2022,Guanajuato,San José Iturbide,U3,Horizontal,40,032,11
2023,Nuevo León,Apodaca,U2,Horizontal,56,006,19
2021,Nuevo León,Cadereyta Jiménez,U1,Horizontal,3,009,19
2023,Guerrero,Chilpancingo de los Bravo,U1,Horizontal,4,029,12
2022,Tamaulipas,Altamira,U3,Horizontal,75,003,28
2023,Guanajuato,San Francisco del Rincón,U1,Horizontal,30,031,11
2022,Oaxaca,San Juan Bautista Tuxtepec,U3,Horizontal,5,184,20
2023,Sonora,Agua Prieta,U2,Horizontal,31,002,26
2021,Tamaulipas,Matamoros,U2,Vertical,16,022,28
2022,Chihuahua,Chihuahua,FC,Horizontal,13,019,08
2023,San Luis Potosí,San Luis Potosí,U2,Horizontal,287,028,24
2022,Colima,Colima,FC,Horizontal,5,002,06
2022,Nayarit,Bahía de Banderas,U3,Horizontal,144,020,18
2021,Nuevo León,Santa Catarina,U3,Horizontal,1,048,19
2021,Chihuahua,Cuauhtémoc,U1,Horizontal,22,017,08
2023,Chiapas,Tonalá,FC,Horizontal,47,097,07
2021,Puebla,Zacatlán,U2,Horizontal,1,208,21
2022,Yucatán,Kanasín,U3,Vertical,162,041,31
2021,Chihuahua,Chihuahua,U1,Horizontal,28,019,08
2021,Coahuila de Zaragoza,Zaragoza,FC,Horizontal,11,038,05
2021,Jalisco,Tlajomulco de Zúñiga,U2,Horizontal,354,097,14
2022,Ciudad de México,Gustavo A. Madero,U2,Vertical,85,005,09
2023,Tlaxcala,Tlaxcala,U2,Vertical,24,033,29
2021,Sinaloa,Culiacán,U2,Vertical,183,006,25
2023,Tlaxcala,San Pablo del Monte,U2,Vertical,16,025,29
2023,Nuevo León,Juárez,U1,Horizontal,203,031,19
2022,Nuevo León,Santa Catarina,U2,Horizontal,59,048,19
2021,Oaxaca,Heroica Ciudad de Huajuapan de León,U3,Horizontal,24,039,20
2021,Colima,Coquimatlán,FC,Horizontal,1,004,06
2023,México,Nicolás Romero,U2,Horizontal,1,060,15
2022,Tabasco,Huimanguillo,U3,Vertical,72,008,27
2021,Chihuahua,Hidalgo del Parral,U1,Horizontal,8,032,08
2021,Hidalgo,Tizayuca,FC,Horizontal,998,069,13
2022,Yucatán,Motul,U2,Horizontal,1,052,31
2021,Campeche,Campeche,U2,Horizontal,106,002,04
2022,Jalisco,Puerto Vallarta,U1,Horizontal,2,067,14
2023,Guanajuato,Silao de la Victoria,U3,Vertical,65,037,11
2022,Guanajuato,León,FC,Vertical,115,020,11
2021,Tamaulipas,Reynosa,U2,Vertical,80,032,28
2023,Sonora,Puerto Peñasco,FC,Horizontal,3,048,26
2022,Michoacán de Ocampo,Tarímbaro,U2,Horizontal,18,088,16
2023,Durango,Lerdo,U3,Horizontal,39,012,10
2022,Puebla,Teziutlán,U2,Horizontal,73,174,21
2022,Veracruz de Ignacio de la Llave,Coatzacoalcos,U2,Horizontal,1,039,30
2022,Sonora,Nogales,U3,Horizontal,239,043,26
2021,Nuevo León,Guadalupe,U1,Horizontal,136,026,19
2022,Veracruz de Ignacio de la Llave,Coatepec,U3,Vertical,6,038,30
2021,Sonora,Nogales,U3,Vertical,144,043,26
2022,Chiapas,Tapachula,U2,Vertical,12,089,07
2022,Coahuila de Zaragoza,Piedras Negras,U1,Horizontal,71,025,05
2023,Coahuila de Zaragoza,Allende,U1,Horizontal,3,003,05
2022,Jalisco,Puerto Vallarta,FC,Vertical,228,067,14
2022,Zacatecas,Fresnillo,U1,Horizontal,6,010,32
2021,Zacatecas,Zacatecas,FC,Horizontal,71,056,32
2021,Coahuila de Zaragoza,Monclova,U3,Horizontal,4,018,05
2022,Hidalgo,Apan,U1,Horizontal,4,008,13
2021,Zacatecas,Guadalupe,U2,Horizontal,66,017,32
2023,Coahuila de Zaragoza,Castaños,U2,Horizontal,29,006,05
2021,Michoacán de Ocampo,Marcos Castellanos,FC,Horizontal,1,051,16
2021,Nuevo León,Montemorelos,U2,Horizontal,9,038,19
2022,Veracruz de Ignacio de la Llave,Boca del Río,FC,Horizontal,53,028,30
2023,Jalisco,Zapotlanejo,FC,Horizontal,9,124,14
2021,Tlaxcala,Yauhquemehcan,U2,Vertical,22,043,29
2022,Tamaulipas,Reynosa,U3,Vertical,18,032,28
2022,Hidalgo,Pachuca de Soto,U3,Horizontal,286,048,13
2023,Quintana Roo,Solidaridad,FC,Vertical,358,008,23
2023,Sinaloa,Salvador Alvarado,U2,Horizontal,6,015,25
2022,Tamaulipas,Altamira,U2,Horizontal,11,003,28
2021,Coahuila de Zaragoza,Acuña,U2,Horizontal,104,002,05
2022,Colima,Colima,U3,Horizontal,66,002,06
2023,San Luis Potosí,San Luis Potosí,U1,Vertical,10,028,24
2022,Nayarit,Santiago Ixcuintla,U3,Horizontal,3,015,18
2021,Jalisco,La Barca,U2,Vertical,52,018,14
2021,México,Calimaya,U3,Horizontal,97,018,15
2022,Jalisco,Ameca,U3,Horizontal,2,006,14
2021,Yucatán,Kanasín,FC,Horizontal,119,041,31
2022,Guanajuato,Silao de la Victoria,U2,Vertical,450,037,11
2021,Guerrero,Chilpancingo de los Bravo,U1,Vertical,32,029,12
2021,Guanajuato,Celaya,FC,Horizontal,3,007,11
2021,Sinaloa,Mazatlán,U3,Horizontal,553,012,25
2022,Chihuahua,Chihuahua,U3,Horizontal,1722,019,08
2021,Yucatán,Conkal,U3,Horizontal,33,013,31
2023,Nuevo León,García,FC,Horizontal,131,018,19
2022,Quintana Roo,Cozumel,U3,Horizontal,1,001,23
2022,Veracruz de Ignacio de la Llave,Medellín de Bravo,U3,Vertical,402,105,30
2021,Jalisco,Puerto Vallarta,FC,Horizontal,39,067,14
2022,Colima,Coquimatlán,U3,Horizontal,5,004,06
2021,Coahuila de Zaragoza,Torreón,FC,Horizontal,69,035,05
2023,Guerrero,Acapulco de Juárez,U3,Vertical,6,001,12
2022,Jalisco,Tonalá,FC,Horizontal,591,101,14
2022,Baja California Sur,La Paz,U1,Horizontal,10,003,03
2021,Guanajuato,León,FC,Horizontal,104,020,11
2021,Veracruz de Ignacio de la Llave,Ixtaczoquitlán,U3,Vertical,88,085,30
2021,Coahuila de Zaragoza,Acuña,U1,Horizontal,126,002,05
2021,Ciudad de México,Iztapalapa,U1,Vertical,22,007,09
2022,Jalisco,Zapopan,U3,Vertical,859,120,14
2022,Hidalgo,Mineral de la Reforma,FC,Horizontal,155,051,13
2023,Nuevo León,El Carmen,FC,Horizontal,504,010,19
2022,Nuevo León,Linares,U2,Horizontal,43,033,19
2023,Colima,Villa de Álvarez,U1,Horizontal,28,010,06
2023,Baja California,Ensenada,U2,Horizontal,3,001,02
2021,México,Huehuetoca,U3,Horizontal,387,035,15
2021,Jalisco,Zapotlán el Grande,U2,Horizontal,71,023,14
2022,México,Cuautitlán,U3,Horizontal,377,024,15
2021,Michoacán de Ocampo,Jiquilpan,U2,Horizontal,15,045,16
2023,Tabasco,Nacajuca,U3,Horizontal,27,013,27
2022,Jalisco,Zapopan,FC,Vertical,184,120,14
2022,Durango,Gómez Palacio,U2,Horizontal,311,007,10
2021,Guerrero,Acapulco de Juárez,U3,Vertical,40,001,12
2023,Chihuahua,Delicias,U3,Horizontal,141,021,08
2021,Guanajuato,San José Iturbide,FC,Horizontal,34,032,11
2021,Jalisco,Tonalá,U2,Horizontal,132,101,14
2021,México,Almoloya de Juárez,U3,Horizontal,175,005,15
2022,Yucatán,Kanasín,U2,Horizontal,150,041,31
2022,Nuevo León,General Escobedo,FC,Horizontal,636,021,19
2021,Campeche,Champotón,FC,Horizontal,1,004,04
2022,Tlaxcala,Tepetitla de Lardizábal,U2,Horizontal,2,019,29
2023,Tamaulipas,Reynosa,U2,Horizontal,257,032,28
2022,Puebla,San Martín Texmelucan,U2,Horizontal,72,132,21
2023,Veracruz de Ignacio de la Llave,Xalapa,U2,Vertical,1,087,30
2022,Sinaloa,Mazatlán,U3,Vertical,175,012,25
2021,Sonora,Puerto Peñasco,U1,Horizontal,17,048,26
2022,Nuevo León,Salinas Victoria,U3,Horizontal,1336,045,19
2023,Zacatecas,Villanueva,FC,Horizontal,3,055,32
2021,Sonora,Cajeme,U3,Horizontal,415,018,26
2021,Querétaro,San Juan del Río,FC,Horizontal,177,016,22
2021,Nayarit,Bahía de Banderas,U3,Vertical,341,020,18
2021,Querétaro,Querétaro,FC,Horizontal,90,014,22
2021,Michoacán de Ocampo,Hidalgo,FC,Horizontal,1,034,16
2023,Michoacán de Ocampo,Morelia,U3,Horizontal,733,053,16
2021,Querétaro,San Juan del Río,U3,Horizontal,483,016,22
2023,Tlaxcala,Yauhquemehcan,U2,Horizontal,14,043,29
2021,Puebla,Chignahuapan,U3,Horizontal,4,053,21
2022,Puebla,Atempan,U1,Horizontal,1,017,21
2022,Sinaloa,Ahome,U1,Horizontal,1,001,25
2023,Yucatán,Umán,U3,Vertical,105,101,31
2021,Chiapas,Pichucalco,FC,Horizontal,3,068,07
2022,Aguascalientes,Pabellón de Arteaga,U1,Horizontal,10,006,01
2023,Guerrero,Ometepec,FC,Horizontal,10,046,12
2023,Puebla,Tehuacán,U1,Horizontal,40,156,21
2023,Veracruz de Ignacio de la Llave,Boca del Río,FC,Horizontal,60,028,30
2022,Tlaxcala,Yauhquemehcan,U1,Horizontal,1,043,29
2023,Hidalgo,Zempoala,FC,Horizontal,775,083,13
2022,Coahuila de Zaragoza,Saltillo,U3,Vertical,134,030,05
2023,Chihuahua,Nuevo Casas Grandes,U1,Horizontal,1,050,08
2021,San Luis Potosí,Soledad de Graciano Sánchez,U1,Horizontal,19,035,24
2022,Chihuahua,Ojinaga,U3,Horizontal,36,052,08
2022,Chiapas,La Libertad,FC,Horizontal,1,050,07
2023,Tlaxcala,Tzompantepec,U2,Vertical,3,038,29
2022,Coahuila de Zaragoza,Sabinas,U3,Horizontal,14,028,05
2023,Coahuila de Zaragoza,Torreón,U2,Horizontal,697,035,05
2023,Nuevo León,Montemorelos,U1,Horizontal,2,038,19
2021,Tlaxcala,Amaxac de Guerrero,FC,Horizontal,4,001,29
2022,Chiapas,Tuxtla Gutiérrez,FC,Horizontal,48,101,07
2023,Tamaulipas,Matamoros,U1,Horizontal,1,022,28
2023,Morelos,Jojutla,FC,Vertical,3,012,17
2021,Tamaulipas,El Mante,U2,Horizontal,75,021,28
2023,Hidalgo,Zempoala,FC,Vertical,264,083,13
2021,Puebla,Tehuacán,U3,Vertical,83,156,21
2023,Chiapas,Ocozocoautla de Espinosa,FC,Vertical,8,061,07
2023,Tlaxcala,Zacatelco,U2,Horizontal,3,044,29
2021,Chiapas,Villaflores,U3,Horizontal,70,108,07
2021,San Luis Potosí,Matehuala,U2,Horizontal,2,020,24
2022,Nuevo León,Cadereyta Jiménez,U3,Horizontal,541,009,19
2022,Michoacán de Ocampo,Tarímbaro,U3,Horizontal,55,088,16
2022,Jalisco,Lagos de Moreno,U3,Horizontal,328,053,14
2021,Coahuila de Zaragoza,Torreón,U1,Horizontal,120,035,05
2022,Michoacán de Ocampo,Morelia,FC,Vertical,80,053,16
2021,Tlaxcala,Tzompantepec,U3,Horizontal,1,038,29
2021,Guanajuato,Irapuato,U1,Vertical,3,017,11
2021,Yucatán,Tixkokob,FC,Horizontal,5,093,31
2023,Tamaulipas,Altamira,U3,Horizontal,23,003,28
2022,Tlaxcala,Yauhquemehcan,U2,Horizontal,6,043,29
2022,Michoacán de Ocampo,Pátzcuaro,U1,Vertical,7,066,16
2023,Jalisco,Tlajomulco de Zúñiga,FC,Vertical,12,097,14
2021,Jalisco,Encarnación de Díaz,FC,Horizontal,13,035,14
2021,Durango,Durango,U1,Horizontal,66,005,10
2023,Puebla,Coronango,U1,Horizontal,60,034,21
2022,Jalisco,Ocotlán,U2,Vertical,24,063,14
2022,Puebla,Xiutetelco,U1,Horizontal,1,199,21
2022,San Luis Potosí,Ciudad Valles,FC,Horizontal,19,013,24
2022,Sonora,Hermosillo,U2,Vertical,1,030,26
2021,Nayarit,Santiago Ixcuintla,U3,Vertical,6,015,18
2023,Veracruz de Ignacio de la Llave,Xalapa,U3,Horizontal,66,087,30
2022,Guanajuato,Salamanca,U3,Horizontal,147,027,11
2023,Nayarit,Bahía de Banderas,U2,Vertical,66,020,18
2021,Veracruz de Ignacio de la Llave,San Andrés Tuxtla,U3,Horizontal,40,141,30
2022,Jalisco,Tlajomulco de Zúñiga,U2,Horizontal,317,097,14
2023,Sonora,Puerto Peñasco,U1,Horizontal,16,048,26
2022,San Luis Potosí,San Luis Potosí,U2,Horizontal,395,028,24
2022,Veracruz de Ignacio de la Llave,Tuxpan,U3,Vertical,30,189,30
2022,Puebla,Tehuacán,U2,Horizontal,99,156,21
2022,Nayarit,Xalisco,U3,Horizontal,6,008,18
2022,Tlaxcala,Tlaxco,U2,Horizontal,13,034,29
2022,Quintana Roo,Solidaridad,U2,Horizontal,127,008,23
2023,Jalisco,Puerto Vallarta,U2,Vertical,1,067,14
2021,Morelos,Xochitepec,U2,Horizontal,31,028,17
2021,Sonora,Hermosillo,FC,Horizontal,100,030,26
2021,México,Chalco,U3,Horizontal,1293,025,15
2022,Coahuila de Zaragoza,Torreón,U3,Horizontal,242,035,05
2023,Colima,Cuauhtémoc,FC,Horizontal,63,005,06
2022,Durango,Durango,U1,Horizontal,63,005,10
2021,Jalisco,La Barca,U2,Horizontal,8,018,14
2022,Yucatán,Umán,U1,Horizontal,85,101,31
2023,Jalisco,Zapotlán el Grande,U3,Horizontal,30,023,14
2021,Chiapas,Tapachula,U3,Horizontal,74,089,07
2023,Chihuahua,Cuauhtémoc,U1,Horizontal,25,017,08
2022,Veracruz de Ignacio de la Llave,Ixtaczoquitlán,U3,Vertical,144,085,30
2022,Coahuila de Zaragoza,Acuña,U3,Horizontal,508,002,05
2021,Aguascalientes,Pabellón de Arteaga,U2,Horizontal,8,006,01
2021,Yucatán,Kanasín,U2,Horizontal,230,041,31
2022,Coahuila de Zaragoza,Múzquiz,U3,Horizontal,38,020,05
2021,Durango,Lerdo,U3,Horizontal,258,012,10
2023,Tlaxcala,Tzompantepec,U3,Vertical,3,038,29
2022,Chiapas,Comitán de Domínguez,U2,Horizontal,41,019,07
2021,Aguascalientes,Cosío,FC,Horizontal,5,004,01
2021,Puebla,Atlixco,U2,Horizontal,3,019,21
2023,Sinaloa,Salvador Alvarado,U3,Horizontal,82,015,25
2022,Guerrero,Acapulco de Juárez,FC,Vertical,50,001,12
2023,Michoacán de Ocampo,Pátzcuaro,FC,Horizontal,8,066,16
2023,Hidalgo,Almoloya,FC,Horizontal,1,007,13
2023,Quintana Roo,Benito Juárez,U2,Vertical,80,005,23
2021,Jalisco,San Pedro Tlaquepaque,U3,Horizontal,78,098,14
2021,Nuevo León,Montemorelos,U3,Horizontal,106,038,19
2023,Colima,Tecomán,U3,Horizontal,13,009,06
2023,Yucatán,Conkal,U3,Horizontal,7,013,31
2021,Chiapas,Chiapa de Corzo,FC,Horizontal,11,027,07
2021,Jalisco,Tala,U1,Horizontal,40,083,14
2021,Michoacán de Ocampo,Apatzingán,FC,Horizontal,3,006,16
2021,Michoacán de Ocampo,Morelia,FC,Horizontal,40,053,16
2021,Ciudad de México,Iztacalco,U2,Vertical,5,006,09
2021,Aguascalientes,Jesús María,U1,Horizontal,10,005,01
2021,Guanajuato,San Felipe,U3,Horizontal,79,030,11
2021,Hidalgo,Tizayuca,U3,Horizontal,2338,069,13
2023,Sonora,Navojoa,U2,Horizontal,78,042,26
2021,Tamaulipas,Reynosa,U3,Horizontal,3319,032,28
2023,Zacatecas,Morelos,FC,Horizontal,1,032,32
2022,Guanajuato,Guanajuato,FC,Horizontal,17,015,11
2021,Coahuila de Zaragoza,Francisco I. Madero,U2,Horizontal,4,009,05
2023,Veracruz de Ignacio de la Llave,Veracruz,U3,Vertical,1203,193,30
2023,Jalisco,Zapopan,FC,Horizontal,181,120,14
2022,San Luis Potosí,Soledad de Graciano Sánchez,U2,Horizontal,129,035,24
2021,Yucatán,Valladolid,U3,Horizontal,151,102,31
2023,México,Huehuetoca,U1,Horizontal,1,035,15
2022,Aguascalientes,Calvillo,U2,Horizontal,3,003,01
2023,Guerrero,Zihuatanejo de Azueta,U3,Vertical,3,038,12
2022,Chiapas,Chiapa de Corzo,U2,Horizontal,1,027,07
2022,Morelos,Jiutepec,U1,Horizontal,90,011,17
2023,Guanajuato,Purísima del Rincón,FC,Horizontal,6,025,11
2022,Aguascalientes,Jesús María,U2,Horizontal,154,005,01
2023,México,Zumpango,U3,Vertical,1412,120,15
2021,Aguascalientes,Calvillo,FC,Horizontal,3,003,01
2021,Morelos,Emiliano Zapata,U3,Horizontal,192,008,17
2022,Puebla,Puebla,U3,Vertical,166,114,21
2021,Michoacán de Ocampo,Tarímbaro,U3,Horizontal,15,088,16
2023,Yucatán,Mérida,U3,Horizontal,2495,050,31
2022,Guerrero,Chilpancingo de los Bravo,U2,Vertical,1,029,12
2023,Jalisco,Zapotiltic,U3,Vertical,149,121,14
2021,Guanajuato,Irapuato,U2,Horizontal,23,017,11
2022,Hidalgo,Cuautepec de Hinojosa,U3,Horizontal,19,016,13
2022,Guanajuato,San Miguel de Allende,FC,Horizontal,13,003,11
2022,Zacatecas,Pinos,FC,Horizontal,5,038,32
2023,Nayarit,Xalisco,U2,Vertical,8,008,18
2021,México,Soyaniquilpan de Juárez,FC,Horizontal,4,079,15
2021,Veracruz de Ignacio de la Llave,Coatepec,U3,Vertical,6,038,30
2021,Hidalgo,Tizayuca,U2,Horizontal,67,069,13
2021,Jalisco,Valle de Guadalupe,FC,Horizontal,109,111,14
2022,San Luis Potosí,San Luis Potosí,U1,Vertical,9,028,24
2022,Jalisco,Tepatitlán de Morelos,U2,Horizontal,12,093,14
2023,Chiapas,Tuxtla Gutiérrez,U1,Vertical,31,101,07
2023,Coahuila de Zaragoza,Francisco I. Madero,U2,Horizontal,4,009,05
2021,Baja California Sur,Loreto,U3,Horizontal,3,009,03
2022,Chiapas,Chiapa de Corzo,FC,Horizontal,7,027,07
2021,Puebla,Tehuacán,U3,Horizontal,51,156,21
2022,Guanajuato,San Francisco del Rincón,U1,Horizontal,9,031,11
2023,Sonora,Hermosillo,U3,Vertical,32,030,26
2021,Guanajuato,Irapuato,U3,Horizontal,60,017,11
2023,Guanajuato,Villagrán,FC,Horizontal,42,044,11
2021,Coahuila de Zaragoza,Frontera,U3,Horizontal,10,010,05
2021,Guanajuato,León,FC,Vertical,1,020,11
2023,Tamaulipas,Altamira,U2,Vertical,49,003,28
2022,San Luis Potosí,Soledad de Graciano Sánchez,U3,Vertical,98,035,24
2022,Puebla,Teziutlán,U3,Vertical,10,174,21
2021,San Luis Potosí,Soledad de Graciano Sánchez,U3,Vertical,125,035,24
2022,Sonora,Cajeme,U3,Horizontal,499,018,26
2023,Tlaxcala,Yauhquemehcan,U2,Vertical,50,043,29
2023,Coahuila de Zaragoza,San Pedro,U3,Horizontal,25,033,05
2023,Jalisco,Tepatitlán de Morelos,FC,Horizontal,10,093,14
