ano,estado,municipio,pcu,tipo_vivienda,viviendas,clave_municipio,clave_estado
2016,Hidalgo,Mineral de la Reforma,FC,Horizontal,282,051,13
2016,Aguascalientes,San Francisco de los Romo,U2,Horizontal,367,011,01
2017,Veracruz de Ignacio de la Llave,Tierra Blanca,FC,Horizontal,90,174,30
2015,Baja California,Tijuana,U2,Vertical,539,004,02
2015,Coahuila de Zaragoza,Acuña,U1,Horizontal,219,002,05
2016,Tlaxcala,Yauhquemehcan,U3,Horizontal,4,043,29
2017,Yucatán,Tekax,U1,Horizontal,3,079,31
2017,Jalisco,Puerto Vallarta,U3,Horizontal,230,067,14
2017,Coahuila de Zaragoza,Monclova,U2,Vertical,3,018,05
2016,México,Huehuetoca,U2,Vertical,314,035,15
2017,Chiapas,Villaflores,U3,Horizontal,105,108,07
2015,Ciudad de México,Cuauhtémoc,U1,Horizontal,1,015,09
2016,San Luis Potosí,San Luis Potosí,U3,Horizontal,154,028,24
2017,Jalisco,El Salto,U3,Horizontal,892,070,14
2017,Quintana Roo,Benito Juárez,U3,Horizontal,1921,005,23
2015,Veracruz de Ignacio de la Llave,Mariano Escobedo,U3,Horizontal,6,101,30
2016,Ciudad de México,Tlalpan,U2,Vertical,16,012,09
2015,Michoacán de Ocampo,Morelia,U3,Vertical,1064,053,16
2015,Jalisco,San Miguel el Alto,FC,Horizontal,1,078,14
2017,Chihuahua,Juárez,U3,Horizontal,80,037,08
2017,Tlaxcala,Yauhquemehcan,U1,Horizontal,2,043,29
2016,Baja California,Ensenada,U1,Horizontal,5,001,02
2017,Tabasco,Paraíso,U2,Horizontal,1,014,27
2017,Veracruz de Ignacio de la Llave,Medellín de Bravo,FC,Horizontal,1,105,30
2017,Morelos,Jiutepec,U2,Vertical,20,011,17
2017,Guerrero,Iguala de la Independencia,U3,Horizontal,34,035,12
2017,Nuevo León,García,U3,Vertical,96,018,19
2017,Puebla,San Martín Texmelucan,U3,Horizontal,13,132,21
2016,Yucatán,Acanceh,FC,Horizontal,14,002,31
2017,Yucatán,Mérida,U2,Horizontal,2646,050,31
2016,Guanajuato,Moroleón,U2,Horizontal,3,021,11
2017,Tamaulipas,Altamira,U3,Vertical,112,003,28
2016,Jalisco,Arandas,U3,Horizontal,5,008,14
2016,Guanajuato,Villagrán,FC,Horizontal,374,044,11
2017,Puebla,Cuautlancingo,U3,Horizontal,321,041,21
2015,Veracruz de Ignacio de la Llave,Coatzacoalcos,U2,Horizontal,317,039,30
2017,Veracruz de Ignacio de la Llave,Coatepec,U2,Horizontal,4,038,30
2015,Baja California,Ensenada,U3,Vertical,195,001,02
2016,Morelos,Emiliano Zapata,U3,Horizontal,39,008,17
2016,Jalisco,Tonalá,U2,Vertical,706,101,14
2015,Hidalgo,San Agustín Tlaxiaca,FC,Horizontal,2,052,13
2017,Hidalgo,Mineral de la Reforma,FC,Horizontal,258,051,13
2015,Jalisco,Chapala,U3,Vertical,33,030,14
2016,Nayarit,Tepic,U2,Horizontal,397,017,18
2015,Quintana Roo,Othón P. Blanco,U2,Horizontal,331,004,23
2016,Guanajuato,Cortazar,U2,Horizontal,215,011,11
2017,Puebla,Amozoc,U3,Horizontal,2,015,21
2016,Chihuahua,Chihuahua,FC,Horizontal,50,019,08
2017,Jalisco,Zapotlán el Grande,U2,Horizontal,230,023,14
2015,Veracruz de Ignacio de la Llave,Córdoba,U2,Vertical,111,044,30
2016,Tabasco,Teapa,FC,Vertical,2,016,27
2016,Hidalgo,Tula de Allende,FC,Horizontal,13,076,13
2015,Chiapas,Chiapa de Corzo,U2,Horizontal,1,027,07
2015,Michoacán de Ocampo,Zitácuaro,U2,Horizontal,25,112,16
2017,Morelos,Tlaltizapán de Zapata,FC,Horizontal,102,024,17
2016,México,Huehuetoca,U3,Vertical,676,035,15
2015,Zacatecas,Sombrerete,U3,Horizontal,2,042,32
2017,Jalisco,San Juan de los Lagos,U3,Horizontal,101,073,14
2015,Tamaulipas,Nuevo Laredo,U2,Horizontal,268,027,28
2017,Guerrero,Acapulco de Juárez,U2,Vertical,1,001,12
2017,Nuevo León,Salinas Victoria,U2,Horizontal,911,045,19
2015,Sonora,Santa Ana,FC,Horizontal,24,058,26
2017,Veracruz de Ignacio de la Llave,Xalapa,U2,Vertical,6,087,30
2016,Jalisco,Guadalajara,U2,Vertical,181,039,14
2016,Sinaloa,Culiacán,U3,Horizontal,495,006,25
2016,Chihuahua,Hidalgo del Parral,U1,Horizontal,350,032,08
2015,Jalisco,San Pedro Tlaquepaque,U2,Horizontal,692,098,14
2016,Sinaloa,Navolato,FC,Horizontal,5,018,25
2016,Guanajuato,Celaya,U3,Horizontal,401,007,11
2017,Michoacán de Ocampo,Sahuayo,U3,Horizontal,26,076,16
2015,Veracruz de Ignacio de la Llave,Fortín,U3,Vertical,75,068,30
2016,Durango,Durango,U1,Horizontal,146,005,10
2015,Colima,Armería,U1,Horizontal,3,001,06
2015,Guanajuato,Villagrán,FC,Vertical,24,044,11
2016,Jalisco,Tecolotlán,FC,Horizontal,2,088,14
2016,Tamaulipas,Altamira,U3,Horizontal,44,003,28
2015,Morelos,Xochitepec,FC,Horizontal,575,028,17
2017,Baja California,Ensenada,U2,Vertical,96,001,02
2016,Aguascalientes,Aguascalientes,U3,Vertical,60,001,01
2015,Hidalgo,Tizayuca,U2,Vertical,1096,069,13
2017,Puebla,Coronango,U2,Horizontal,79,034,21
2015,Jalisco,Tonalá,U1,Horizontal,9,101,14
2015,Morelos,Yautepec,FC,Horizontal,141,029,17
2015,Jalisco,Zapotlán el Grande,U3,Horizontal,253,023,14
2017,Chihuahua,Hidalgo del Parral,U1,Horizontal,289,032,08
2015,Guanajuato,Villagrán,U2,Vertical,168,044,11
2015,Zacatecas,Pinos,FC,Horizontal,8,038,32
2015,Jalisco,El Grullo,FC,Horizontal,6,037,14
2016,México,Cuautitlán Izcalli,U1,Horizontal,1,121,15
2015,Tabasco,Teapa,U3,Horizontal,15,016,27
2016,San Luis Potosí,Rioverde,U3,Horizontal,12,024,24
2016,Tlaxcala,Tlaxco,FC,Horizontal,1,034,29
2015,Sinaloa,Mazatlán,U3,Vertical,72,012,25
2016,San Luis Potosí,Soledad de Graciano Sánchez,U1,Horizontal,37,035,24
2015,México,Otzolotepec,U3,Horizontal,7,067,15
2016,Veracruz de Ignacio de la Llave,Tantoyuca,U3,Horizontal,5,155,30
2017,Guerrero,Chilpancingo de los Bravo,U3,Vertical,2,029,12
2015,Veracruz de Ignacio de la Llave,Medellín de Bravo,U2,Vertical,618,105,30
2016,Hidalgo,San Agustín Tlaxiaca,U1,Horizontal,2,052,13
2017,Veracruz de Ignacio de la Llave,Pánuco,U1,Horizontal,2,123,30
2015,Tamaulipas,Río Bravo,U3,Horizontal,33,033,28
2017,Guanajuato,Apaseo el Grande,U2,Vertical,3,005,11
2016,Nuevo León,Linares,U2,Horizontal,63,033,19
2016,Jalisco,Tlajomulco de Zúñiga,U2,Vertical,1484,097,14
2016,Hidalgo,Zempoala,U3,Vertical,180,083,13
2016,Sonora,Puerto Peñasco,U2,Horizontal,176,048,26
2016,Chihuahua,Juárez,U2,Horizontal,1854,037,08
2016,Coahuila de Zaragoza,Múzquiz,U3,Horizontal,149,020,05
2017,Jalisco,Unión de Tula,FC,Horizontal,4,110,14
2017,Tabasco,Huimanguillo,FC,Horizontal,8,008,27
2017,Ciudad de México,Azcapotzalco,U1,Vertical,142,002,09
2016,Michoacán de Ocampo,Morelia,U3,Vertical,120,053,16
2015,San Luis Potosí,San Luis Potosí,FC,Horizontal,192,028,24
2016,Tlaxcala,Tlaxcala,U2,Horizontal,180,033,29
2016,Tamaulipas,Reynosa,U1,Horizontal,18,032,28
2016,Chihuahua,Chihuahua,U3,Horizontal,715,019,08
2017,Jalisco,Arandas,U2,Horizontal,2,008,14
2016,San Luis Potosí,Ciudad Fernández,U2,Horizontal,1,011,24
2016,México,Xonacatlán,U3,Horizontal,160,115,15
2016,Jalisco,Ixtlahuacán de los Membrillos,U2,Horizontal,15,044,14
2017,Querétaro,Querétaro,U2,Vertical,292,014,22
2015,Coahuila de Zaragoza,Piedras Negras,U1,Horizontal,25,025,05
2017,Tlaxcala,Zacatelco,U2,Horizontal,10,044,29
2016,Yucatán,Motul,FC,Horizontal,4,052,31
2015,Morelos,Tlaltizapán de Zapata,FC,Horizontal,62,024,17
2017,Michoacán de Ocampo,Zamora,U3,Vertical,288,108,16
2015,Veracruz de Ignacio de la Llave,Xico,U2,Vertical,9,092,30
2016,Nuevo León,Montemorelos,U2,Horizontal,253,038,19
2017,Nayarit,Tepic,U1,Horizontal,10,017,18
2017,Nuevo León,General Escobedo,U2,Horizontal,776,021,19
2016,Puebla,Tehuacán,U1,Horizontal,90,156,21
2016,Puebla,San Salvador el Verde,U3,Horizontal,6,143,21
2017,Jalisco,El Salto,U2,Horizontal,1883,070,14
2016,Tamaulipas,Ciudad Madero,U2,Horizontal,11,009,28
2017,Puebla,Puebla,U1,Horizontal,13,114,21
2017,Yucatán,Umán,U1,Horizontal,94,101,31
2016,Chiapas,Huixtla,U3,Horizontal,4,040,07
2015,Jalisco,San Juan de los Lagos,U1,Horizontal,1,073,14
2016,Tlaxcala,Tzompantepec,U2,Horizontal,1,038,29
2015,Veracruz de Ignacio de la Llave,Cosoleacaque,FC,Horizontal,53,048,30
2015,Querétaro,Tequisquiapan,U2,Horizontal,8,017,22
2017,México,Calimaya,U3,Horizontal,2,018,15
2017,Aguascalientes,Aguascalientes,U3,Horizontal,1130,001,01
2016,Veracruz de Ignacio de la Llave,Minatitlán,U3,Horizontal,25,108,30
2017,Puebla,Coronango,U3,Vertical,36,034,21
2016,Sonora,Santa Ana,FC,Horizontal,21,058,26
2015,Jalisco,Etzatlán,FC,Horizontal,50,036,14
2017,Veracruz de Ignacio de la Llave,San Andrés Tuxtla,U3,Horizontal,49,141,30
2016,Jalisco,Guadalajara,U1,Vertical,28,039,14
2015,Morelos,Jiutepec,U2,Vertical,20,011,17
2015,Chiapas,Comitán de Domínguez,U2,Horizontal,212,019,07
2016,San Luis Potosí,Soledad de Graciano Sánchez,U3,Vertical,28,035,24
2016,Veracruz de Ignacio de la Llave,Fortín,FC,Horizontal,3,068,30
2015,Colima,Manzanillo,U3,Horizontal,267,007,06
2016,Puebla,Tepeaca,U2,Horizontal,33,164,21
2016,Yucatán,Mérida,U2,Horizontal,4471,050,31
2016,Querétaro,San Juan del Río,U3,Vertical,120,016,22
2015,Sinaloa,Ahome,U2,Horizontal,1525,001,25
2016,Michoacán de Ocampo,Juárez,FC,Horizontal,1,046,16
2017,Michoacán de Ocampo,Hidalgo,U2,Horizontal,9,034,16
2015,Morelos,Yautepec,U3,Horizontal,196,029,17
2015,Veracruz de Ignacio de la Llave,Emiliano Zapata,U2,Horizontal,119,065,30
2015,Hidalgo,Tizayuca,U1,Horizontal,641,069,13
2017,Hidalgo,Cuautepec de Hinojosa,U3,Horizontal,112,016,13
2016,México,Tecámac,U2,Vertical,881,081,15
2016,Tamaulipas,Ciudad Madero,U1,Vertical,8,009,28
2016,Puebla,Atlixco,FC,Horizontal,1,019,21
2017,Jalisco,El Salto,U2,Vertical,887,070,14
2017,México,Tecámac,U1,Horizontal,201,081,15
2017,Baja California,Tijuana,FC,Vertical,892,004,02
2016,Ciudad de México,Gustavo A. Madero,U1,Vertical,59,005,09
2016,Tlaxcala,Tetla de la Solidaridad,FC,Horizontal,1,031,29
2015,Sonora,Puerto Peñasco,U3,Horizontal,155,048,26
2017,Veracruz de Ignacio de la Llave,Coatzacoalcos,U2,Horizontal,36,039,30
2017,Coahuila de Zaragoza,San Pedro,U2,Horizontal,48,033,05
2017,Puebla,Puebla,U2,Vertical,739,114,21
2016,Nuevo León,Apodaca,FC,Horizontal,255,006,19
2016,Ciudad de México,Álvaro Obregón,U1,Horizontal,2,010,09
2016,México,Toluca,FC,Horizontal,22,106,15
2017,Oaxaca,Oaxaca de Juárez,U2,Vertical,3,067,20
2016,Jalisco,Ocotlán,U2,Horizontal,50,063,14
2015,Puebla,Teziutlán,U1,Horizontal,27,174,21
2017,Coahuila de Zaragoza,Arteaga,U2,Horizontal,9,004,05
2015,Zacatecas,Calera,U1,Horizontal,7,005,32
2016,Puebla,San Salvador el Verde,U2,Vertical,160,143,21
2015,Jalisco,El Salto,U3,Vertical,56,070,14
2016,Chihuahua,Aldama,U2,Horizontal,43,002,08
2016,Hidalgo,Santiago Tulantepec de Lugo Guerrero,U2,Horizontal,2,056,13
2015,Durango,Lerdo,U3,Horizontal,118,012,10
2017,Veracruz de Ignacio de la Llave,Veracruz,U2,Vertical,828,193,30
2017,Chiapas,Ocozocoautla de Espinosa,FC,Vertical,136,061,07
2016,Guanajuato,Apaseo el Grande,U2,Horizontal,153,005,11
2016,Quintana Roo,Benito Juárez,U3,Vertical,854,005,23
2015,Tlaxcala,Apetatitlán de Antonio Carvajal,U2,Horizontal,1,002,29
2015,Jalisco,Ameca,U2,Horizontal,3,006,14
2016,México,Chalco,U3,Vertical,55,025,15
2016,Puebla,Izúcar de Matamoros,U1,Horizontal,1,085,21
2016,Jalisco,Zapopan,U3,Vertical,136,120,14
2015,Colima,Armería,U2,Horizontal,1,001,06
2016,Michoacán de Ocampo,Jiquilpan,FC,Horizontal,15,045,16
2015,Campeche,Campeche,U3,Horizontal,18,002,04
2015,Jalisco,San Pedro Tlaquepaque,U3,Vertical,10,098,14
2017,Quintana Roo,Benito Juárez,U2,Vertical,3341,005,23
2016,México,Zumpango,U2,Horizontal,1532,120,15
2015,Nuevo León,Santa Catarina,U2,Vertical,60,048,19
2015,Ciudad de México,Tlalpan,U2,Vertical,90,012,09
2017,Hidalgo,Atotonilco de Tula,U1,Vertical,1822,013,13
2017,Chiapas,Tapachula,U3,Horizontal,46,089,07
2016,Tabasco,Huimanguillo,U2,Vertical,168,008,27
2015,Veracruz de Ignacio de la Llave,San Andrés Tuxtla,U3,Horizontal,37,141,30
2016,Veracruz de Ignacio de la Llave,Veracruz,U2,Horizontal,1751,193,30
2015,Oaxaca,Oaxaca de Juárez,U1,Vertical,228,067,20
2015,Sinaloa,Salvador Alvarado,U3,Horizontal,83,015,25
2015,Tabasco,Huimanguillo,U2,Vertical,168,008,27
2016,Jalisco,El Arenal,FC,Horizontal,259,009,14
2015,Querétaro,Querétaro,U1,Horizontal,17,014,22
2016,Puebla,Chignahuapan,U3,Horizontal,4,053,21
2017,Jalisco,Tecolotlán,FC,Horizontal,2,088,14
2016,Campeche,Campeche,U2,Horizontal,290,002,04
2015,Hidalgo,Mineral de la Reforma,U2,Horizontal,565,051,13
2015,Nuevo León,Cadereyta Jiménez,U2,Vertical,38,009,19
2016,Coahuila de Zaragoza,Múzquiz,U1,Horizontal,17,020,05
2017,Quintana Roo,Cozumel,U3,Horizontal,60,001,23
2016,Quintana Roo,Puerto Morelos,U3,Vertical,36,011,23
2017,Yucatán,Progreso,U1,Horizontal,16,059,31
2016,México,Otzolotepec,FC,Horizontal,48,067,15
2015,Guerrero,Acapulco de Juárez,U2,Horizontal,549,001,12
2015,Ciudad de México,Tlalpan,U1,Vertical,8,012,09
2015,Sonora,San Luis Río Colorado,U2,Horizontal,177,055,26
2016,Chihuahua,Nuevo Casas Grandes,U3,Horizontal,1,050,08
2015,Guanajuato,Celaya,U3,Vertical,16,007,11
2017,Tamaulipas,Altamira,U2,Horizontal,1,003,28
2017,Michoacán de Ocampo,Hidalgo,FC,Horizontal,6,034,16
2017,Durango,Lerdo,U2,Horizontal,192,012,10
2017,Chihuahua,Meoqui,U1,Horizontal,5,045,08
2016,Tlaxcala,Contla de Juan Cuamatzi,U2,Horizontal,3,018,29
2017,Chiapas,Tapachula,U3,Vertical,12,089,07
2017,Sinaloa,Culiacán,U3,Vertical,695,006,25
2016,Guanajuato,Pénjamo,U1,Horizontal,2,023,11
2015,Puebla,San Andrés Cholula,U3,Horizontal,2,119,21
2017,México,Tecámac,U2,Vertical,47,081,15
2017,Chiapas,Villaflores,U2,Horizontal,9,108,07
2016,Quintana Roo,Benito Juárez,U3,Horizontal,1548,005,23
2016,Michoacán de Ocampo,Hidalgo,U2,Horizontal,35,034,16
2017,Yucatán,Valladolid,U2,Horizontal,7,102,31
2017,Chiapas,Comitán de Domínguez,U3,Horizontal,109,019,07
2016,Tlaxcala,Acuamanala de Miguel Hidalgo,U1,Horizontal,6,022,29
2017,Veracruz de Ignacio de la Llave,Mariano Escobedo,U2,Vertical,84,101,30
2017,Veracruz de Ignacio de la Llave,Xalapa,U1,Horizontal,55,087,30
2017,Yucatán,Umán,U3,Horizontal,22,101,31
2016,Nayarit,Tepic,FC,Horizontal,33,017,18
2016,Jalisco,Sayula,U2,Horizontal,28,082,14
2015,Hidalgo,Santiago Tulantepec de Lugo Guerrero,U3,Horizontal,27,056,13
2016,Jalisco,Jocotepec,U2,Horizontal,39,050,14
2017,Hidalgo,Actopan,U3,Horizontal,10,003,13
2015,Baja California Sur,Comondú,U3,Horizontal,10,001,03
2017,San Luis Potosí,Rioverde,U3,Horizontal,1,024,24
2016,Coahuila de Zaragoza,Sacramento,FC,Horizontal,7,029,05
2016,Coahuila de Zaragoza,Arteaga,FC,Horizontal,1,004,05
2017,Baja California,Tijuana,U2,Horizontal,256,004,02
2015,México,Ecatepec de Morelos,U2,Vertical,2,033,15
2017,Jalisco,Ixtlahuacán de los Membrillos,U2,Horizontal,3,044,14
2015,México,Coacalco de Berriozábal,U2,Vertical,372,020,15
2016,Hidalgo,Tula de Allende,U2,Horizontal,8,076,13
2015,México,Cuautitlán Izcalli,U2,Horizontal,21,121,15
2016,Coahuila de Zaragoza,Parras,U2,Horizontal,54,024,05
2017,Sonora,Cajeme,U2,Horizontal,842,018,26
2016,Durango,Santiago Papasquiaro,U2,Horizontal,12,032,10
2015,Guerrero,Chilpancingo de los Bravo,U3,Horizontal,4,029,12
2015,Veracruz de Ignacio de la Llave,Cosoleacaque,U2,Horizontal,339,048,30
2015,Nayarit,Compostela,FC,Horizontal,1,004,18
2017,Tlaxcala,Tlaxco,U3,Horizontal,9,034,29
2017,México,Ecatepec de Morelos,U2,Horizontal,10,033,15
2015,Ciudad de México,Miguel Hidalgo,U1,Vertical,319,016,09
2017,Campeche,Calkiní,FC,Horizontal,2,001,04
2017,Colima,Colima,FC,Horizontal,10,002,06
2016,Coahuila de Zaragoza,Francisco I. Madero,U2,Horizontal,240,009,05
2017,Jalisco,Juanacatlán,FC,Horizontal,874,051,14
2015,Tamaulipas,Nuevo Laredo,U1,Horizontal,396,027,28
2015,Guanajuato,Moroleón,U2,Horizontal,4,021,11
2015,Nayarit,Tepic,U3,Horizontal,132,017,18
2015,Quintana Roo,Solidaridad,U1,Horizontal,1,008,23
2015,Sonora,Hermosillo,U3,Horizontal,308,030,26
2016,México,Jilotepec,FC,Horizontal,4,045,15
2016,Puebla,Coronango,U2,Horizontal,193,034,21
2017,Veracruz de Ignacio de la Llave,Córdoba,FC,Vertical,50,044,30
2015,Tabasco,Teapa,U2,Vertical,38,016,27
2015,Guanajuato,Celaya,U2,Vertical,126,007,11
2015,Michoacán de Ocampo,Jiquilpan,FC,Horizontal,4,045,16
2016,Morelos,Ayala,U2,Horizontal,472,004,17
2015,Tlaxcala,Panotla,U2,Horizontal,1,024,29
2015,Michoacán de Ocampo,Lázaro Cárdenas,U2,Horizontal,105,052,16
2015,Guanajuato,Apaseo el Grande,U3,Horizontal,410,005,11
2017,Sinaloa,Mazatlán,U2,Horizontal,513,012,25
2016,Tlaxcala,Santa Isabel Xiloxoxtla,U2,Horizontal,2,060,29
2017,Puebla,San Pedro Cholula,U1,Horizontal,1,140,21
2015,Aguascalientes,Jesús María,U1,Horizontal,1,005,01
2017,Zacatecas,Ojocaliente,U3,Horizontal,13,036,32
2016,Michoacán de Ocampo,Tarímbaro,FC,Horizontal,108,088,16
2016,Oaxaca,Santo Domingo Tehuantepec,U2,Horizontal,72,515,20
2015,Quintana Roo,Benito Juárez,U1,Horizontal,86,005,23
2017,Ciudad de México,Coyoacán,U1,Vertical,94,003,09
2015,Durango,Gómez Palacio,U2,Horizontal,651,007,10
2015,Michoacán de Ocampo,Morelia,U2,Horizontal,1661,053,16
2015,Veracruz de Ignacio de la Llave,Fortín,U2,Horizontal,1,068,30
2016,Jalisco,Tonalá,U1,Vertical,224,101,14
2017,Zacatecas,Zacatecas,U1,Horizontal,1,056,32
2016,México,Cuautitlán Izcalli,U2,Horizontal,7,121,15
2017,Jalisco,Ameca,U2,Horizontal,5,006,14
2016,Guanajuato,Villagrán,FC,Vertical,48,044,11
2017,Nayarit,Acaponeta,U1,Horizontal,1,001,18
2015,Hidalgo,Mineral de la Reforma,U1,Horizontal,24,051,13
2017,Chihuahua,Aldama,U2,Horizontal,178,002,08
2016,Tlaxcala,Huamantla,U1,Horizontal,3,013,29
2017,Chihuahua,Delicias,U2,Horizontal,275,021,08
2016,Puebla,Teziutlán,U1,Horizontal,3,174,21
2017,Tlaxcala,La Magdalena Tlaltelulco,U2,Horizontal,3,048,29
2015,Chiapas,Villaflores,FC,Horizontal,6,108,07
2017,Michoacán de Ocampo,Tarímbaro,U3,Horizontal,15,088,16
2017,Guanajuato,Apaseo el Grande,U3,Horizontal,166,005,11
2015,México,La Paz,U2,Horizontal,12,070,15
2015,Chiapas,Berriozábal,FC,Vertical,304,012,07
2017,Chiapas,Tonalá,FC,Horizontal,3,097,07
2017,Guanajuato,Celaya,U2,Vertical,84,007,11
2016,Jalisco,San Pedro Tlaquepaque,U3,Horizontal,258,098,14
2016,Veracruz de Ignacio de la Llave,Xico,U2,Vertical,5,092,30
2017,Morelos,Xochitepec,FC,Horizontal,290,028,17
2016,Colima,Colima,U2,Vertical,18,002,06
2017,Michoacán de Ocampo,Tarímbaro,U2,Vertical,8,088,16
2016,México,Chalco,U2,Horizontal,139,025,15
2016,Sinaloa,Salvador Alvarado,U2,Horizontal,202,015,25
2015,Campeche,Carmen,U2,Horizontal,232,003,04
2015,Morelos,Emiliano Zapata,U2,Vertical,388,008,17
2015,Coahuila de Zaragoza,Monclova,U2,Horizontal,206,018,05
2015,Sinaloa,Culiacán,U1,Horizontal,117,006,25
2016,Puebla,Puebla,FC,Vertical,72,114,21
2017,Guanajuato,Guanajuato,U3,Vertical,168,015,11
2015,Aguascalientes,Calvillo,FC,Horizontal,1,003,01
2016,Aguascalientes,Aguascalientes,U3,Horizontal,1152,001,01
2015,Aguascalientes,San Francisco de los Romo,U2,Vertical,420,011,01
2016,Tabasco,Cunduacán,U2,Horizontal,28,006,27
2016,Jalisco,Acatlán de Juárez,FC,Horizontal,3,002,14
2017,México,Capulhuac,U3,Horizontal,2,019,15
2015,Puebla,Atlixco,U1,Horizontal,5,019,21
2017,Jalisco,San Pedro Tlaquepaque,U3,Horizontal,392,098,14
2016,Puebla,Tecamachalco,U2,Horizontal,28,154,21
2015,Coahuila de Zaragoza,Matamoros,U2,Horizontal,222,017,05
2017,Tlaxcala,Tepetitla de Lardizábal,U1,Horizontal,8,019,29
2017,Tabasco,Cunduacán,FC,Horizontal,1,006,27
2015,Puebla,Puebla,U2,Horizontal,988,114,21
2015,Sinaloa,Mazatlán,U2,Vertical,117,012,25
2015,Nuevo León,Cadereyta Jiménez,U2,Horizontal,131,009,19
2017,Sonora,Huatabampo,U2,Horizontal,7,033,26
2017,Michoacán de Ocampo,Lázaro Cárdenas,U3,Horizontal,42,052,16
2017,Querétaro,El Marqués,U3,Vertical,106,011,22
2016,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,U1,Horizontal,12,014,11
2015,Baja California,Tijuana,U2,Horizontal,2098,004,02
2016,Guerrero,Zihuatanejo de Azueta,FC,Horizontal,50,038,12
2017,Morelos,Cuernavaca,U1,Horizontal,10,007,17
2016,Tamaulipas,Altamira,FC,Horizontal,11,003,28
2015,Puebla,Tehuacán,U2,Vertical,95,156,21
2016,México,Huehuetoca,U3,Horizontal,129,035,15
2016,México,Cuautitlán,U2,Horizontal,152,024,15
2016,Sonora,San Luis Río Colorado,U2,Horizontal,174,055,26
2016,Yucatán,Hunucmá,U3,Horizontal,42,038,31
2015,Quintana Roo,Benito Juárez,U2,Vertical,4838,005,23
2015,Tlaxcala,Huamantla,U2,Vertical,30,013,29
2016,Tamaulipas,Reynosa,U3,Horizontal,401,032,28
2015,San Luis Potosí,Ciudad Valles,U3,Horizontal,63,013,24
2017,Jalisco,Tepatitlán de Morelos,FC,Horizontal,31,093,14
2016,Puebla,Puebla,U2,Vertical,1380,114,21
2017,Nayarit,Tepic,U2,Vertical,9,017,18
2017,Baja California Sur,La Paz,U2,Horizontal,357,003,03
2016,Hidalgo,Zapotlán de Juárez,FC,Horizontal,13,082,13
2017,Nuevo León,General Escobedo,FC,Horizontal,516,021,19
2015,Durango,Lerdo,U2,Horizontal,415,012,10
2016,Hidalgo,Ixmiquilpan,U2,Horizontal,4,030,13
2017,Coahuila de Zaragoza,Saltillo,U1,Horizontal,140,030,05
2017,Veracruz de Ignacio de la Llave,Córdoba,U1,Horizontal,4,044,30
2016,Jalisco,Autlán de Navarro,U1,Horizontal,2,015,14
2016,Veracruz de Ignacio de la Llave,Mariano Escobedo,U2,Vertical,72,101,30
2016,Hidalgo,Epazoyucan,FC,Horizontal,2,022,13
2017,Morelos,Yautepec,U2,Vertical,3,029,17
2015,Morelos,Jojutla,U3,Horizontal,194,012,17
2015,Tlaxcala,Zacatelco,U2,Horizontal,24,044,29
2017,Jalisco,Tala,U1,Horizontal,23,083,14
2017,Coahuila de Zaragoza,Allende,U2,Horizontal,18,003,05
2015,Tlaxcala,Amaxac de Guerrero,U2,Horizontal,3,001,29
2015,Jalisco,Tonalá,U3,Horizontal,256,101,14
2015,Durango,Durango,U1,Vertical,32,005,10
2017,Jalisco,Poncitlán,FC,Horizontal,25,066,14
2015,Sonora,Cananea,U3,Horizontal,60,019,26
2015,Jalisco,San Miguel el Alto,U3,Horizontal,40,078,14
2017,Puebla,Tecamachalco,U2,Horizontal,115,154,21
2016,Tamaulipas,Nuevo Laredo,U1,Horizontal,333,027,28
2016,Zacatecas,Jerez,U1,Horizontal,4,020,32
2015,Puebla,San Pedro Cholula,U2,Vertical,1,140,21
2017,Baja California Sur,Mulegé,FC,Horizontal,37,002,03
2015,Jalisco,Zapopan,FC,Horizontal,1695,120,14
2017,Guerrero,Acapulco de Juárez,U2,Horizontal,160,001,12
2017,Morelos,Emiliano Zapata,U3,Horizontal,14,008,17
2015,Nayarit,Bahía de Banderas,U3,Horizontal,211,020,18
2017,Nuevo León,General Escobedo,U1,Horizontal,422,021,19
2015,Querétaro,Querétaro,FC,Horizontal,102,014,22
2015,Sonora,Cajeme,FC,Horizontal,37,018,26
2015,Sonora,Agua Prieta,U2,Horizontal,277,002,26
2016,Sinaloa,Navolato,FC,Vertical,4,018,25
2015,México,Huehuetoca,U3,Vertical,160,035,15
2016,Ciudad de México,Coyoacán,U1,Vertical,91,003,09
2017,México,Texcoco,U2,Vertical,193,099,15
2015,Nuevo León,Montemorelos,U3,Vertical,4,038,19
2016,Coahuila de Zaragoza,Frontera,U1,Horizontal,233,010,05
2016,Puebla,Huauchinango,U3,Horizontal,26,071,21
2017,Oaxaca,San Jacinto Amilpas,U1,Vertical,5,157,20
2017,Puebla,Huejotzingo,U2,Horizontal,482,074,21
2015,Coahuila de Zaragoza,Frontera,U1,Horizontal,288,010,05
2016,Oaxaca,Oaxaca de Juárez,U2,Horizontal,5,067,20
2016,Chiapas,Cintalapa de Figueroa,U1,Horizontal,6,017,07
2015,Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo,FC,Horizontal,23,131,30
2017,Nayarit,Xalisco,U1,Horizontal,5,008,18
2015,Nuevo León,Cadereyta Jiménez,FC,Vertical,108,009,19
