linea_credito,clave_municipio,clave_estado,ano,estado,municipio,modalidad,acciones,monto
Linea II,007,13,2018,Hidalgo,Almoloya,Existente,2,759822.8085104
Linea IV,007,13,2018,Hidalgo,Almoloya,Ampliación y rehabilitación,7,0.0
Linea II,008,13,2018,Hidalgo,Apan,Nueva,9,5473820.059792
Linea II,008,13,2018,Hidalgo,Apan,Existente,13,6880025.39464
Linea IV,008,13,2018,Hidalgo,Apan,Ampliación y rehabilitación,52,420628.765872
Linea II,009,13,2018,Hidalgo,El Arenal,Existente,1,211232.99
Linea III,009,13,2018,Hidalgo,El Arenal,Con disponibilidad de terreno,1,306375.24784
Linea IV,009,13,2018,Hidalgo,El Arenal,Ampliación y rehabilitación,5,0.0
Linea II,010,13,2018,Hidalgo,Atitalaquia,Existente,7,2481112.098928
Linea III,010,13,2018,Hidalgo,Atitalaquia,Con disponibilidad de terreno,1,607203.009872
Linea IV,010,13,2018,Hidalgo,Atitalaquia,Ampliación y rehabilitación,13,0.0
Linea II,013,13,2018,Hidalgo,Atotonilco de Tula,Nueva,2208,691398180.9804271
Linea II,013,13,2018,Hidalgo,Atotonilco de Tula,Existente,52,20573118.023328
Linea IV,013,13,2018,Hidalgo,Atotonilco de Tula,Ampliación y rehabilitación,29,468159.761056
Linea II,016,13,2018,Hidalgo,Cuautepec de Hinojosa,Nueva,35,12993536.4401568
Linea II,016,13,2018,Hidalgo,Cuautepec de Hinojosa,Existente,12,4748999.3752944
Linea IV,016,13,2018,Hidalgo,Cuautepec de Hinojosa,Ampliación y rehabilitación,7,0.0
Linea IV,017,13,2018,Hidalgo,Chapantongo,Ampliación y rehabilitación,3,0.0
Linea II,021,13,2018,Hidalgo,Emiliano Zapata,Existente,24,9597129.541136
Linea IV,021,13,2018,Hidalgo,Emiliano Zapata,Ampliación y rehabilitación,50,755042.436096
Linea II,022,13,2018,Hidalgo,Epazoyucan,Nueva,36,14730576.9939024
Linea II,022,13,2018,Hidalgo,Epazoyucan,Existente,15,6228260.78216
Linea IV,022,13,2018,Hidalgo,Epazoyucan,Ampliación y rehabilitación,3,0.0
Linea II,023,13,2018,Hidalgo,Francisco I. Madero,Existente,2,1690525.240592
Linea IV,023,13,2018,Hidalgo,Francisco I. Madero,Ampliación y rehabilitación,4,0.0
Linea IV,024,13,2018,Hidalgo,Huasca de Ocampo,Ampliación y rehabilitación,1,0.0
Linea IV,026,13,2018,Hidalgo,Huazalingo,Ampliación y rehabilitación,1,0.0
Linea II,028,13,2018,Hidalgo,Huejutla de Reyes,Existente,6,4117645.742304
Linea IV,028,13,2018,Hidalgo,Huejutla de Reyes,Ampliación y rehabilitación,5,0.0
Linea II,029,13,2018,Hidalgo,Huichapan,Nueva,3,1869745.198128
Linea II,029,13,2018,Hidalgo,Huichapan,Existente,8,5174163.815184
Linea III,029,13,2018,Hidalgo,Huichapan,Con disponibilidad de terreno,1,470780.021424
Linea IV,029,13,2018,Hidalgo,Huichapan,Ampliación y rehabilitación,1,0.0
Linea II,030,13,2018,Hidalgo,Ixmiquilpan,Nueva,3,2078095.009872
Linea II,030,13,2018,Hidalgo,Ixmiquilpan,Existente,6,2847430.397056
Linea IV,030,13,2018,Hidalgo,Ixmiquilpan,Ampliación y rehabilitación,3,0.0
Linea IV,033,13,2018,Hidalgo,Juárez Hidalgo,Ampliación y rehabilitación,1,0.0
Linea IV,038,13,2018,Hidalgo,Mineral del Chico,Ampliación y rehabilitación,1,0.0
Linea II,039,13,2018,Hidalgo,Mineral del Monte,Existente,2,1000791.564576
Linea IV,039,13,2018,Hidalgo,Mineral del Monte,Ampliación y rehabilitación,3,0.0
Linea II,041,13,2018,Hidalgo,Mixquiahuala de Juárez,Existente,18,10442866.2076304
Linea III,041,13,2018,Hidalgo,Mixquiahuala de Juárez,Con disponibilidad de terreno,3,1078205.60776
Linea IV,041,13,2018,Hidalgo,Mixquiahuala de Juárez,Ampliación y rehabilitación,6,0.0
Linea IV,045,13,2018,Hidalgo,Omitlán de Juárez,Ampliación y rehabilitación,2,0.0
Linea II,046,13,2018,Hidalgo,San Felipe Orizatlán,Existente,2,839418.562016
Linea II,048,13,2018,Hidalgo,Pachuca de Soto,Nueva,232,158741969.866408
Linea II,048,13,2018,Hidalgo,Pachuca de Soto,Existente,269,140793955.660584
Linea III,048,13,2018,Hidalgo,Pachuca de Soto,Con disponibilidad de terreno,6,3261654.2618464
Linea IV,048,13,2018,Hidalgo,Pachuca de Soto,Ampliación y rehabilitación,144,0.0
Linea V,048,13,2018,Hidalgo,Pachuca de Soto,Pago de pasivos,1,411486.574656
Linea II,050,13,2018,Hidalgo,Progreso de Obregón,Nueva,1,439005.353312
Linea II,050,13,2018,Hidalgo,Progreso de Obregón,Existente,5,3335416.2167504
Linea III,050,13,2018,Hidalgo,Progreso de Obregón,Con disponibilidad de terreno,1,594400.176144
Linea IV,050,13,2018,Hidalgo,Progreso de Obregón,Ampliación y rehabilitación,5,0.0
Linea II,051,13,2018,Hidalgo,Mineral de la Reforma,Nueva,1802,616075731.2110944
Linea II,051,13,2018,Hidalgo,Mineral de la Reforma,Existente,423,194162393.5566656
Linea III,051,13,2018,Hidalgo,Mineral de la Reforma,Con disponibilidad de terreno,3,1364622.48152
Linea IV,051,13,2018,Hidalgo,Mineral de la Reforma,Ampliación y rehabilitación,79,222737.84208
Linea II,052,13,2018,Hidalgo,San Agustín Tlaxiaca,Nueva,6,3594245.229728
Linea II,052,13,2018,Hidalgo,San Agustín Tlaxiaca,Existente,12,7574659.956032
Linea IV,052,13,2018,Hidalgo,San Agustín Tlaxiaca,Ampliación y rehabilitación,12,0.0
Linea II,054,13,2018,Hidalgo,San Salvador,Existente,4,2353538.9708
Linea IV,054,13,2018,Hidalgo,San Salvador,Ampliación y rehabilitación,5,0.0
Linea II,056,13,2018,Hidalgo,Santiago Tulantepec de Lugo Guerrero,Nueva,9,3964691.177296
Linea II,056,13,2018,Hidalgo,Santiago Tulantepec de Lugo Guerrero,Existente,61,26151936.0774544
Linea IV,056,13,2018,Hidalgo,Santiago Tulantepec de Lugo Guerrero,Ampliación y rehabilitación,11,245744.860608
Linea IV,057,13,2018,Hidalgo,Singuilucan,Ampliación y rehabilitación,7,0.0
Linea II,061,13,2018,Hidalgo,Tepeapulco,Nueva,9,3855269.3593088
Linea II,061,13,2018,Hidalgo,Tepeapulco,Existente,74,40944328.9081008
Linea III,061,13,2018,Hidalgo,Tepeapulco,Con disponibilidad de terreno,6,2642830.307104
Linea IV,061,13,2018,Hidalgo,Tepeapulco,Ampliación y rehabilitación,125,0.0
Linea II,063,13,2018,Hidalgo,Tepeji del Río de Ocampo,Nueva,197,70417459.5191168
Linea II,063,13,2018,Hidalgo,Tepeji del Río de Ocampo,Existente,26,12989728.2787328
Linea III,063,13,2018,Hidalgo,Tepeji del Río de Ocampo,Con disponibilidad de terreno,1,454501.530384
Linea IV,063,13,2018,Hidalgo,Tepeji del Río de Ocampo,Ampliación y rehabilitación,133,362326.544736
Linea IV,064,13,2018,Hidalgo,Tepetitlán,Ampliación y rehabilitación,3,0.0
Linea II,065,13,2018,Hidalgo,Tetepango,Existente,1,414195.31
Linea IV,065,13,2018,Hidalgo,Tetepango,Ampliación y rehabilitación,3,0.0
Linea II,066,13,2018,Hidalgo,Villa de Tezontepec,Existente,4,1922459.3308784
Linea II,067,13,2018,Hidalgo,Tezontepec de Aldama,Existente,3,2222243.352928
Linea III,067,13,2018,Hidalgo,Tezontepec de Aldama,Con disponibilidad de terreno,2,761309.022304
Linea IV,067,13,2018,Hidalgo,Tezontepec de Aldama,Ampliación y rehabilitación,10,0.0
Linea IV,068,13,2018,Hidalgo,Tianguistengo,Ampliación y rehabilitación,3,0.0
Linea II,069,13,2018,Hidalgo,Tizayuca,Nueva,2280,1034481453.9135424
Linea II,069,13,2018,Hidalgo,Tizayuca,Existente,450,195259355.1453264
Linea IV,069,13,2018,Hidalgo,Tizayuca,Ampliación y rehabilitación,123,0.0
Linea II,070,13,2018,Hidalgo,Tlahuelilpan,Existente,1,467803.422824
Linea III,070,13,2018,Hidalgo,Tlahuelilpan,Con disponibilidad de terreno,1,528872.22048
Linea IV,070,13,2018,Hidalgo,Tlahuelilpan,Ampliación y rehabilitación,8,299106.972608
Linea II,072,13,2018,Hidalgo,Tlanalapa,Existente,13,8217104.4999776
Linea IV,072,13,2018,Hidalgo,Tlanalapa,Ampliación y rehabilitación,42,1475328.217792
Linea II,074,13,2018,Hidalgo,Tlaxcoapan,Existente,2,793114.599296
Linea IV,074,13,2018,Hidalgo,Tlaxcoapan,Ampliación y rehabilitación,23,0.0
Linea II,075,13,2018,Hidalgo,Tolcayuca,Existente,14,5240042.0228288
Linea III,075,13,2018,Hidalgo,Tolcayuca,Con disponibilidad de terreno,1,550476.749856
Linea IV,075,13,2018,Hidalgo,Tolcayuca,Ampliación y rehabilitación,18,0.0
Linea II,076,13,2018,Hidalgo,Tula de Allende,Nueva,12,8679889.4677296
Linea II,076,13,2018,Hidalgo,Tula de Allende,Existente,57,25122928.9611952
Linea III,076,13,2018,Hidalgo,Tula de Allende,Con disponibilidad de terreno,5,1785114.496368
Linea IV,076,13,2018,Hidalgo,Tula de Allende,Ampliación y rehabilitación,113,0.0
Linea II,077,13,2018,Hidalgo,Tulancingo de Bravo,Nueva,22,14854252.111344
Linea II,077,13,2018,Hidalgo,Tulancingo de Bravo,Existente,149,65871875.1254912
Linea IV,077,13,2018,Hidalgo,Tulancingo de Bravo,Ampliación y rehabilitación,28,206461.0071088
Linea II,081,13,2018,Hidalgo,Zacualtipán de Ángeles,Existente,5,3092545.367072
Linea II,082,13,2018,Hidalgo,Zapotlán de Juárez,Nueva,1,443671.17
Linea II,082,13,2018,Hidalgo,Zapotlán de Juárez,Existente,12,5032384.6797952
Linea III,082,13,2018,Hidalgo,Zapotlán de Juárez,Con disponibilidad de terreno,1,566898.241056
Linea IV,082,13,2018,Hidalgo,Zapotlán de Juárez,Ampliación y rehabilitación,10,0.0
Linea II,083,13,2018,Hidalgo,Zempoala,Nueva,1040,529690924.7150128
Linea II,083,13,2018,Hidalgo,Zempoala,Existente,56,33500993.9832208
Linea IV,083,13,2018,Hidalgo,Zempoala,Ampliación y rehabilitación,18,252854.722016
Linea II,084,13,2018,Hidalgo,Zimapán,Nueva,2,838068.17
Linea II,084,13,2018,Hidalgo,Zimapán,Existente,1,312179.81
Linea IV,084,13,2018,Hidalgo,Zimapán,Ampliación y rehabilitación,3,0.0
Linea II,001,14,2018,Jalisco,Acatic,Existente,7,2348131.5466544
Linea III,001,14,2018,Jalisco,Acatic,Con disponibilidad de terreno,1,289356.02
Linea IV,001,14,2018,Jalisco,Acatic,Ampliación y rehabilitación,3,0.0
Linea II,002,14,2018,Jalisco,Acatlán de Juárez,Nueva,86,36000725.9761168
Linea II,002,14,2018,Jalisco,Acatlán de Juárez,Existente,2,1055789.865488
Linea IV,002,14,2018,Jalisco,Acatlán de Juárez,Ampliación y rehabilitación,100,4066163.724064
Linea II,003,14,2018,Jalisco,Ahualulco de Mercado,Existente,23,9443863.8179008
Linea III,003,14,2018,Jalisco,Ahualulco de Mercado,Con disponibilidad de terreno,2,816137.27
Linea IV,003,14,2018,Jalisco,Ahualulco de Mercado,Ampliación y rehabilitación,10,0.0
Linea IV,004,14,2018,Jalisco,Amacueca,Ampliación y rehabilitación,1,0.0
Linea II,005,14,2018,Jalisco,Amatitán,Existente,1,423581.325488
Linea IV,005,14,2018,Jalisco,Amatitán,Ampliación y rehabilitación,14,621397.525632
Linea II,006,14,2018,Jalisco,Ameca,Nueva,12,4680769.734512
Linea II,006,14,2018,Jalisco,Ameca,Existente,16,6279961.54384
Linea IV,006,14,2018,Jalisco,Ameca,Ampliación y rehabilitación,33,941669.131104
Linea II,007,14,2018,Jalisco,San Juanito de Escobedo,Existente,1,147109.5325104
Linea IV,007,14,2018,Jalisco,San Juanito de Escobedo,Ampliación y rehabilitación,7,0.0
Linea II,008,14,2018,Jalisco,Arandas,Nueva,3,995766.4594864
Linea II,008,14,2018,Jalisco,Arandas,Existente,10,3809523.492272
Linea IV,008,14,2018,Jalisco,Arandas,Ampliación y rehabilitación,2,0.0
Linea II,009,14,2018,Jalisco,El Arenal,Nueva,344,123873680.573888
Linea II,009,14,2018,Jalisco,El Arenal,Existente,17,8152166.2703312
Linea IV,009,14,2018,Jalisco,El Arenal,Ampliación y rehabilitación,21,354596.772608
Linea II,010,14,2018,Jalisco,Atemajac de Brizuela,Existente,1,1036423.003744
Linea IV,010,14,2018,Jalisco,Atemajac de Brizuela,Ampliación y rehabilitación,2,0.0
Linea IV,011,14,2018,Jalisco,Atengo,Ampliación y rehabilitación,1,0.0
Linea II,013,14,2018,Jalisco,Atotonilco el Alto,Existente,8,3143521.1485296
Linea IV,013,14,2018,Jalisco,Atotonilco el Alto,Ampliación y rehabilitación,134,552486.7966336
Linea II,015,14,2018,Jalisco,Autlán de Navarro,Nueva,52,25736424.2087312
Linea II,015,14,2018,Jalisco,Autlán de Navarro,Existente,12,5889317.869616
Linea III,015,14,2018,Jalisco,Autlán de Navarro,Con disponibilidad de terreno,1,1038534.21
Linea IV,015,14,2018,Jalisco,Autlán de Navarro,Ampliación y rehabilitación,41,0.0
Linea IV,016,14,2018,Jalisco,Ayotlán,Ampliación y rehabilitación,1,0.0
Linea II,018,14,2018,Jalisco,La Barca,Nueva,21,9369182.4066432
Linea II,018,14,2018,Jalisco,La Barca,Existente,17,6248475.169728
Linea IV,018,14,2018,Jalisco,La Barca,Ampliación y rehabilitación,154,836262.976032
Linea IV,019,14,2018,Jalisco,Bolaños,Ampliación y rehabilitación,4,0.0
Linea IV,020,14,2018,Jalisco,Cabo Corrientes,Ampliación y rehabilitación,10,0.0
Linea II,021,14,2018,Jalisco,Casimiro Castillo,Nueva,1,480822.131088
Linea II,021,14,2018,Jalisco,Casimiro Castillo,Existente,2,2104441.86912
Linea IV,021,14,2018,Jalisco,Casimiro Castillo,Ampliación y rehabilitación,7,552931.204384
Linea IV,022,14,2018,Jalisco,Cihuatlán,Ampliación y rehabilitación,6,0.0
Linea II,023,14,2018,Jalisco,Zapotlán el Grande,Nueva,267,115046119.2282432
Linea II,023,14,2018,Jalisco,Zapotlán el Grande,Existente,75,29992961.5909264
Linea III,023,14,2018,Jalisco,Zapotlán el Grande,Con disponibilidad de terreno,4,1782032.208336
Linea IV,023,14,2018,Jalisco,Zapotlán el Grande,Ampliación y rehabilitación,221,1063084.648704
Linea V,023,14,2018,Jalisco,Zapotlán el Grande,Pago de pasivos,1,210984.779296
Linea II,024,14,2018,Jalisco,Cocula,Nueva,8,2428977.113136
Linea II,024,14,2018,Jalisco,Cocula,Existente,3,1343122.096976
Linea IV,024,14,2018,Jalisco,Cocula,Ampliación y rehabilitación,11,0.0
Linea III,025,14,2018,Jalisco,Colotlán,Con disponibilidad de terreno,4,2097429.783552
Linea II,030,14,2018,Jalisco,Chapala,Nueva,1,676556.76
Linea II,030,14,2018,Jalisco,Chapala,Existente,6,4152847.4470592
Linea IV,030,14,2018,Jalisco,Chapala,Ampliación y rehabilitación,31,1671959.24272
Linea II,035,14,2018,Jalisco,Encarnación de Díaz,Nueva,118,39168437.2161664
Linea II,035,14,2018,Jalisco,Encarnación de Díaz,Existente,1,376297.120448
Linea II,036,14,2018,Jalisco,Etzatlán,Nueva,2,1686425.803888
Linea II,036,14,2018,Jalisco,Etzatlán,Existente,4,1702405.41944
Linea IV,036,14,2018,Jalisco,Etzatlán,Ampliación y rehabilitación,30,0.0
Linea II,037,14,2018,Jalisco,El Grullo,Nueva,37,13499324.8398016
Linea II,037,14,2018,Jalisco,El Grullo,Existente,2,926578.109344
Linea IV,037,14,2018,Jalisco,El Grullo,Ampliación y rehabilitación,14,0.0
Linea II,039,14,2018,Jalisco,Guadalajara,Nueva,580,292938076.560264
Linea II,039,14,2018,Jalisco,Guadalajara,Existente,892,449100931.805848
Linea III,039,14,2018,Jalisco,Guadalajara,Con disponibilidad de terreno,2,642492.623136
Linea IV,039,14,2018,Jalisco,Guadalajara,Ampliación y rehabilitación,1916,23987097.280656
Linea V,039,14,2018,Jalisco,Guadalajara,Pago de pasivos,6,1815514.889104
Linea IV,040,14,2018,Jalisco,Hostotipaquillo,Ampliación y rehabilitación,1,0.0
Linea II,044,14,2018,Jalisco,Ixtlahuacán de los Membrillos,Nueva,130,35838976.2874752
Linea II,044,14,2018,Jalisco,Ixtlahuacán de los Membrillos,Existente,369,102660597.8443856
Linea IV,044,14,2018,Jalisco,Ixtlahuacán de los Membrillos,Ampliación y rehabilitación,93,5371303.5059408
Linea II,045,14,2018,Jalisco,Ixtlahuacán del Río,Nueva,10,3507172.8556384
Linea IV,046,14,2018,Jalisco,Jalostotitlán,Ampliación y rehabilitación,2,0.0
Linea II,047,14,2018,Jalisco,Jamay,Existente,8,2851843.3941792
Linea IV,047,14,2018,Jalisco,Jamay,Ampliación y rehabilitación,38,391453.664384
Linea II,050,14,2018,Jalisco,Jocotepec,Nueva,61,25937834.5499872
Linea II,050,14,2018,Jalisco,Jocotepec,Existente,13,8225770.967568
Linea III,050,14,2018,Jalisco,Jocotepec,Con disponibilidad de terreno,1,478054.656672
Linea IV,050,14,2018,Jalisco,Jocotepec,Ampliación y rehabilitación,39,978989.2296624
Linea II,051,14,2018,Jalisco,Juanacatlán,Nueva,804,257034478.6131584
Linea II,051,14,2018,Jalisco,Juanacatlán,Existente,11,4897631.0261296
Linea IV,051,14,2018,Jalisco,Juanacatlán,Ampliación y rehabilitación,71,7589071.432864
Linea IV,052,14,2018,Jalisco,Juchitlán,Ampliación y rehabilitación,1,0.0
Linea II,053,14,2018,Jalisco,Lagos de Moreno,Nueva,748,257887715.8020048
Linea II,053,14,2018,Jalisco,Lagos de Moreno,Existente,148,63476387.2696512
Linea III,053,14,2018,Jalisco,Lagos de Moreno,Con disponibilidad de terreno,11,4905815.5640944
Linea IV,053,14,2018,Jalisco,Lagos de Moreno,Ampliación y rehabilitación,106,263623.036768
Linea II,054,14,2018,Jalisco,El Limón,Existente,2,872026.83
Linea II,055,14,2018,Jalisco,Magdalena,Nueva,4,1544352.579616
Linea II,055,14,2018,Jalisco,Magdalena,Existente,4,2454314.3305744
Linea IV,055,14,2018,Jalisco,Magdalena,Ampliación y rehabilitación,16,150000.01744
Linea II,058,14,2018,Jalisco,Mascota,Existente,1,156910.33
Linea II,059,14,2018,Jalisco,Mazamitla,Existente,2,2504238.502256
Linea IV,059,14,2018,Jalisco,Mazamitla,Ampliación y rehabilitación,3,0.0
Linea II,063,14,2018,Jalisco,Ocotlán,Nueva,323,124766422.529248
Linea II,063,14,2018,Jalisco,Ocotlán,Existente,88,42466816.8295984
Linea III,063,14,2018,Jalisco,Ocotlán,Con disponibilidad de terreno,3,2940638.84016
Linea IV,063,14,2018,Jalisco,Ocotlán,Ampliación y rehabilitación,214,1366048.1651728
Linea V,063,14,2018,Jalisco,Ocotlán,Pago de pasivos,1,284168.484832
Linea IV,064,14,2018,Jalisco,Ojuelos de Jalisco,Ampliación y rehabilitación,1,0.0
Linea II,066,14,2018,Jalisco,Poncitlán,Nueva,27,8938737.7671824
Linea II,066,14,2018,Jalisco,Poncitlán,Existente,33,15305863.5799296
Linea III,066,14,2018,Jalisco,Poncitlán,Con disponibilidad de terreno,1,409513.7
Linea IV,066,14,2018,Jalisco,Poncitlán,Ampliación y rehabilitación,121,1513009.836616
Linea II,067,14,2018,Jalisco,Puerto Vallarta,Nueva,513,212548904.2080288
Linea II,067,14,2018,Jalisco,Puerto Vallarta,Existente,274,123890881.906904
Linea III,067,14,2018,Jalisco,Puerto Vallarta,Con disponibilidad de terreno,3,1086766.577296
Linea IV,067,14,2018,Jalisco,Puerto Vallarta,Ampliación y rehabilitación,869,2563238.670944
Linea V,067,14,2018,Jalisco,Puerto Vallarta,Pago de pasivos,5,983043.642136
Linea II,070,14,2018,Jalisco,El Salto,Nueva,4665,1438148631.9147408
Linea II,070,14,2018,Jalisco,El Salto,Existente,377,136192378.4998256
Linea IV,070,14,2018,Jalisco,El Salto,Ampliación y rehabilitación,301,11376179.0804176
Linea II,073,14,2018,Jalisco,San Juan de los Lagos,Nueva,116,46007332.3024432
Linea II,073,14,2018,Jalisco,San Juan de los Lagos,Existente,4,1396340.7054704
Linea III,073,14,2018,Jalisco,San Juan de los Lagos,Con disponibilidad de terreno,1,463310.734464
Linea IV,073,14,2018,Jalisco,San Juan de los Lagos,Ampliación y rehabilitación,5,154838.996416
Linea II,074,14,2018,Jalisco,San Julián,Existente,1,333712.076736
Linea IV,075,14,2018,Jalisco,San Marcos,Ampliación y rehabilitación,2,0.0
Linea IV,076,14,2018,Jalisco,San Martín de Bolaños,Ampliación y rehabilitación,1,0.0
Linea IV,077,14,2018,Jalisco,San Martín Hidalgo,Ampliación y rehabilitación,4,0.0
Linea II,078,14,2018,Jalisco,San Miguel el Alto,Nueva,3,1039304.933376
Linea II,078,14,2018,Jalisco,San Miguel el Alto,Existente,1,408723.730704
Linea IV,078,14,2018,Jalisco,San Miguel el Alto,Ampliación y rehabilitación,1,0.0
Linea II,079,14,2018,Jalisco,Gómez Farías,Nueva,1,260265.463312
Linea II,079,14,2018,Jalisco,Gómez Farías,Existente,5,1623277.782688
Linea III,079,14,2018,Jalisco,Gómez Farías,Con disponibilidad de terreno,4,1436323.5499472
Linea IV,079,14,2018,Jalisco,Gómez Farías,Ampliación y rehabilitación,16,149532.777104
Linea IV,080,14,2018,Jalisco,San Sebastián del Oeste,Ampliación y rehabilitación,2,0.0
Linea II,082,14,2018,Jalisco,Sayula,Nueva,40,13162881.7509536
Linea II,082,14,2018,Jalisco,Sayula,Existente,7,2775019.127592
Linea III,082,14,2018,Jalisco,Sayula,Con disponibilidad de terreno,2,675448.3588
Linea IV,082,14,2018,Jalisco,Sayula,Ampliación y rehabilitación,25,0.0
Linea II,083,14,2018,Jalisco,Tala,Nueva,261,88713879.3416848
Linea II,083,14,2018,Jalisco,Tala,Existente,207,71450429.8530144
Linea IV,083,14,2018,Jalisco,Tala,Ampliación y rehabilitación,176,4554643.815488
Linea II,084,14,2018,Jalisco,Talpa de Allende,Existente,1,518307.35
Linea IV,084,14,2018,Jalisco,Talpa de Allende,Ampliación y rehabilitación,2,0.0
Linea II,085,14,2018,Jalisco,Tamazula de Gordiano,Existente,2,981123.525552
Linea III,085,14,2018,Jalisco,Tamazula de Gordiano,Con disponibilidad de terreno,2,737794.704128
