ano,estado,municipio,organismo,modalidad,clave_municipio,clave_estado,acciones,monto
2015,No distribuido,No distribuido,CONAVI,Otros programas,000,00,0,71784064.0
2015,No distribuido,No distribuido,SHF (FONDEO),Viviendas nuevas,000,00,716,995737312.0
2015,No distribuido,No distribuido,SHF (FONDEO),Viviendas existentes,000,00,2,140983396.6875
2015,No distribuido,No distribuido,SHF (FONDEO),Mejoramientos,000,00,17240,742952606.594
2015,No distribuido,No distribuido,ISSFAM,Viviendas nuevas,000,00,123,91932750.0
2015,No distribuido,No distribuido,BANCA (CNBV),Mejoramientos,000,00,0,11302825792.0
2015,Aguascalientes,No distribuido,CONAVI,Viviendas existentes,000,01,19,94757.9296
2015,Aguascalientes,No distribuido,PEMEX,Mejoramientos,000,01,0,0.0
2015,Aguascalientes,Aguascalientes,FOVISSSTE,Viviendas nuevas,001,01,742,377582213.4171
2015,Aguascalientes,Aguascalientes,FOVISSSTE,Viviendas existentes,001,01,235,130395175.7354
2015,Aguascalientes,Aguascalientes,FOVISSSTE,Mejoramientos,001,01,168,0.0
2015,Aguascalientes,Aguascalientes,FOVISSSTE,Otros programas,001,01,4,2463717.7813
2015,Aguascalientes,Aguascalientes,INFONAVIT,Viviendas nuevas,001,01,3627,979349221.1804
2015,Aguascalientes,Aguascalientes,INFONAVIT,Viviendas existentes,001,01,2140,607393645.6337
2015,Aguascalientes,Aguascalientes,INFONAVIT,Mejoramientos,001,01,3849,3430691.0159
2015,Aguascalientes,Aguascalientes,INFONAVIT,Otros programas,001,01,21,6338992.8129
2015,Aguascalientes,Aguascalientes,CONAVI,Viviendas nuevas,001,01,2157,121258095.1203
2015,Aguascalientes,Aguascalientes,CONAVI,Viviendas existentes,001,01,489,26230220.9443
2015,Aguascalientes,Aguascalientes,CONAVI,Mejoramientos,001,01,11,172261.3105
2015,Aguascalientes,Aguascalientes,SHF (FONDEO),Viviendas nuevas,001,01,2,51969.5196
2015,Aguascalientes,Aguascalientes,SHF (FONDEO),Mejoramientos,001,01,1124,31948816.0299
2015,Aguascalientes,Aguascalientes,ISSFAM,Viviendas nuevas,001,01,29,12583004.8125
2015,Aguascalientes,Aguascalientes,ISSFAM,Otros programas,001,01,10,3840250.0
2015,Aguascalientes,Aguascalientes,CFE,Viviendas nuevas,001,01,1,821578.0
2015,Aguascalientes,Aguascalientes,CFE,Viviendas existentes,001,01,12,9573886.5
2015,Aguascalientes,Aguascalientes,CFE,Mejoramientos,001,01,2,1552980.0
2015,Aguascalientes,Aguascalientes,CFE,Otros programas,001,01,4,3191962.0
2015,Aguascalientes,Aguascalientes,FONHAPO,Viviendas nuevas,001,01,66,5037120.0
2015,Aguascalientes,Aguascalientes,FONHAPO,Mejoramientos,001,01,173,3460000.0
2015,Aguascalientes,Aguascalientes,BANJERCITO,Viviendas nuevas,001,01,2,606339.9375
2015,Aguascalientes,Aguascalientes,BANJERCITO,Viviendas existentes,001,01,14,5439788.1251
2015,Aguascalientes,Aguascalientes,BANJERCITO,Otros programas,001,01,0,857600.0
2015,Aguascalientes,Aguascalientes,BANCA (CNBV),Viviendas nuevas,001,01,1385,1020502973.0
2015,Aguascalientes,Aguascalientes,BANCA (CNBV),Viviendas existentes,001,01,369,233196187.0
2015,Aguascalientes,Aguascalientes,BANCA (CNBV),Otros programas,001,01,367,241159718.0
2015,Aguascalientes,Asientos,FOVISSSTE,Mejoramientos,002,01,9,0.0
2015,Aguascalientes,Asientos,INFONAVIT,Viviendas existentes,002,01,23,6296010.9847
2015,Aguascalientes,Asientos,INFONAVIT,Mejoramientos,002,01,254,0.0
2015,Aguascalientes,Asientos,SHF (FONDEO),Mejoramientos,002,01,57,1399785.2069
2015,Aguascalientes,Asientos,FONHAPO,Mejoramientos,002,01,327,6540000.0
2015,Aguascalientes,Asientos,HABITAT MEXICO,Viviendas nuevas,002,01,2,56427.9609
2015,Aguascalientes,Asientos,HABITAT MEXICO,Mejoramientos,002,01,7,140000.0
2015,Aguascalientes,Asientos,BANCA (CNBV),Viviendas nuevas,002,01,4,977485.0
2015,Aguascalientes,Calvillo,FOVISSSTE,Viviendas nuevas,003,01,7,3195507.922
2015,Aguascalientes,Calvillo,FOVISSSTE,Viviendas existentes,003,01,1,461473.625
2015,Aguascalientes,Calvillo,FOVISSSTE,Mejoramientos,003,01,3,0.0
2015,Aguascalientes,Calvillo,INFONAVIT,Viviendas nuevas,003,01,11,2376110.4534
2015,Aguascalientes,Calvillo,INFONAVIT,Viviendas existentes,003,01,6,2135049.7032
2015,Aguascalientes,Calvillo,INFONAVIT,Mejoramientos,003,01,37,0.0
2015,Aguascalientes,Calvillo,CONAVI,Viviendas nuevas,003,01,1,21512.5293
2015,Aguascalientes,Calvillo,CONAVI,Mejoramientos,003,01,1,18000.0
2015,Aguascalientes,Calvillo,SHF (FONDEO),Mejoramientos,003,01,18,280526.3408
2015,Aguascalientes,Calvillo,ISSFAM,Otros programas,003,01,1,390000.0
2015,Aguascalientes,Calvillo,CFE,Viviendas nuevas,003,01,1,910668.0
2015,Aguascalientes,Calvillo,FONHAPO,Mejoramientos,003,01,91,1820000.0
2015,Aguascalientes,Calvillo,BANCA (CNBV),Viviendas nuevas,003,01,3,2519751.0
2015,Aguascalientes,Cosío,FOVISSSTE,Viviendas existentes,004,01,1,474110.625
2015,Aguascalientes,Cosío,FOVISSSTE,Mejoramientos,004,01,3,0.0
2015,Aguascalientes,Cosío,INFONAVIT,Viviendas nuevas,004,01,14,4067693.2659
2015,Aguascalientes,Cosío,INFONAVIT,Viviendas existentes,004,01,5,1627837.5313
2015,Aguascalientes,Cosío,INFONAVIT,Mejoramientos,004,01,183,0.0
2015,Aguascalientes,Cosío,CONAVI,Viviendas nuevas,004,01,9,549808.3205
2015,Aguascalientes,Cosío,CONAVI,Mejoramientos,004,01,3,48000.0
2015,Aguascalientes,Cosío,SHF (FONDEO),Mejoramientos,004,01,45,1114737.192
2015,Aguascalientes,Cosío,FONHAPO,Mejoramientos,004,01,62,1240000.0
2015,Aguascalientes,Cosío,HABITAT MEXICO,Viviendas nuevas,004,01,5,142375.2813
2015,Aguascalientes,Cosío,BANCA (CNBV),Viviendas nuevas,004,01,2,361648.0
2015,Aguascalientes,Jesús María,FOVISSSTE,Viviendas nuevas,005,01,191,121398727.0629
2015,Aguascalientes,Jesús María,FOVISSSTE,Viviendas existentes,005,01,27,12807882.9845
2015,Aguascalientes,Jesús María,FOVISSSTE,Mejoramientos,005,01,14,0.0
2015,Aguascalientes,Jesús María,INFONAVIT,Viviendas nuevas,005,01,352,98014232.6121
2015,Aguascalientes,Jesús María,INFONAVIT,Viviendas existentes,005,01,245,71978854.6352
2015,Aguascalientes,Jesús María,INFONAVIT,Mejoramientos,005,01,361,218523.2344
2015,Aguascalientes,Jesús María,INFONAVIT,Otros programas,005,01,2,447397.7813
2015,Aguascalientes,Jesús María,CONAVI,Viviendas nuevas,005,01,128,7369052.9958
2015,Aguascalientes,Jesús María,CONAVI,Viviendas existentes,005,01,31,1704472.1574
2015,Aguascalientes,Jesús María,CONAVI,Mejoramientos,005,01,20,353179.4805
2015,Aguascalientes,Jesús María,SHF (FONDEO),Mejoramientos,005,01,83,2179811.7724
2015,Aguascalientes,Jesús María,CFE,Viviendas nuevas,005,01,2,1791392.0
2015,Aguascalientes,Jesús María,CFE,Mejoramientos,005,01,1,789470.0
2015,Aguascalientes,Jesús María,FONHAPO,Mejoramientos,005,01,50,1000000.0
2015,Aguascalientes,Jesús María,BANJERCITO,Viviendas nuevas,005,01,2,1270000.0
2015,Aguascalientes,Jesús María,BANCA (CNBV),Viviendas nuevas,005,01,291,256748881.0
2015,Aguascalientes,Jesús María,BANCA (CNBV),Viviendas existentes,005,01,65,47353181.0
2015,Aguascalientes,Jesús María,BANCA (CNBV),Otros programas,005,01,107,65359588.0
2015,Aguascalientes,Pabellón de Arteaga,FOVISSSTE,Viviendas nuevas,006,01,31,13661239.0626
2015,Aguascalientes,Pabellón de Arteaga,FOVISSSTE,Viviendas existentes,006,01,19,10310676.172
2015,Aguascalientes,Pabellón de Arteaga,FOVISSSTE,Mejoramientos,006,01,12,0.0
2015,Aguascalientes,Pabellón de Arteaga,INFONAVIT,Viviendas nuevas,006,01,79,25247563.8445
2015,Aguascalientes,Pabellón de Arteaga,INFONAVIT,Viviendas existentes,006,01,38,9487336.3599
2015,Aguascalientes,Pabellón de Arteaga,INFONAVIT,Mejoramientos,006,01,133,0.0
2015,Aguascalientes,Pabellón de Arteaga,CONAVI,Viviendas nuevas,006,01,22,1359603.5279
2015,Aguascalientes,Pabellón de Arteaga,CONAVI,Viviendas existentes,006,01,12,678295.2226
2015,Aguascalientes,Pabellón de Arteaga,CONAVI,Mejoramientos,006,01,4,64000.0
2015,Aguascalientes,Pabellón de Arteaga,SHF (FONDEO),Mejoramientos,006,01,26,682768.1522
2015,Aguascalientes,Pabellón de Arteaga,ISSFAM,Viviendas nuevas,006,01,1,488000.0
2015,Aguascalientes,Pabellón de Arteaga,FONHAPO,Mejoramientos,006,01,98,1960000.0
2015,Aguascalientes,Pabellón de Arteaga,HABITAT MEXICO,Viviendas nuevas,006,01,4,113904.9805
2015,Aguascalientes,Pabellón de Arteaga,HABITAT MEXICO,Mejoramientos,006,01,7,140000.0
2015,Aguascalientes,Pabellón de Arteaga,BANCA (CNBV),Viviendas nuevas,006,01,11,8047502.0
2015,Aguascalientes,Pabellón de Arteaga,BANCA (CNBV),Viviendas existentes,006,01,2,396688.0
2015,Aguascalientes,Pabellón de Arteaga,BANCA (CNBV),Otros programas,006,01,1,680000.0
2015,Aguascalientes,Rincón de Romos,FOVISSSTE,Viviendas nuevas,007,01,40,14824371.9611
2015,Aguascalientes,Rincón de Romos,FOVISSSTE,Viviendas existentes,007,01,11,4517424.4766
2015,Aguascalientes,Rincón de Romos,FOVISSSTE,Mejoramientos,007,01,9,0.0
2015,Aguascalientes,Rincón de Romos,INFONAVIT,Viviendas nuevas,007,01,132,38161837.8527
2015,Aguascalientes,Rincón de Romos,INFONAVIT,Viviendas existentes,007,01,28,9082171.5008
2015,Aguascalientes,Rincón de Romos,INFONAVIT,Mejoramientos,007,01,158,0.0
2015,Aguascalientes,Rincón de Romos,CONAVI,Viviendas nuevas,007,01,82,4199569.3218
2015,Aguascalientes,Rincón de Romos,CONAVI,Viviendas existentes,007,01,5,241502.8418
2015,Aguascalientes,Rincón de Romos,SHF (FONDEO),Mejoramientos,007,01,27,737294.0678
2015,Aguascalientes,Rincón de Romos,FONHAPO,Mejoramientos,007,01,58,1160000.0
2015,Aguascalientes,Rincón de Romos,HABITAT MEXICO,Viviendas nuevas,007,01,14,400377.8204
2015,Aguascalientes,Rincón de Romos,HABITAT MEXICO,Mejoramientos,007,01,7,140000.0
2015,Aguascalientes,Rincón de Romos,BANCA (CNBV),Viviendas nuevas,007,01,21,7587366.0
2015,Aguascalientes,Rincón de Romos,BANCA (CNBV),Viviendas existentes,007,01,3,1345379.0
2015,Aguascalientes,San José de Gracia,INFONAVIT,Mejoramientos,008,01,14,0.0
2015,Aguascalientes,San José de Gracia,CONAVI,Viviendas nuevas,008,01,3,185400.4806
2015,Aguascalientes,San José de Gracia,CONAVI,Mejoramientos,008,01,1,16000.0
2015,Aguascalientes,San José de Gracia,SHF (FONDEO),Mejoramientos,008,01,6,186946.0181
2015,Aguascalientes,San José de Gracia,FONHAPO,Mejoramientos,008,01,5,100000.0
2015,Aguascalientes,San José de Gracia,BANCA (CNBV),Viviendas nuevas,008,01,1,602000.0
2015,Aguascalientes,Tepezalá,FOVISSSTE,Mejoramientos,009,01,2,0.0
2015,Aguascalientes,Tepezalá,INFONAVIT,Mejoramientos,009,01,80,0.0
2015,Aguascalientes,Tepezalá,CONAVI,Viviendas nuevas,009,01,8,494401.2814
2015,Aguascalientes,Tepezalá,CONAVI,Mejoramientos,009,01,5,80000.0
2015,Aguascalientes,Tepezalá,SHF (FONDEO),Mejoramientos,009,01,18,562110.2246
2015,Aguascalientes,Tepezalá,FONHAPO,Mejoramientos,009,01,94,1880000.0
2015,Aguascalientes,Tepezalá,HABITAT MEXICO,Viviendas nuevas,009,01,5,142255.7618
2015,Aguascalientes,Tepezalá,HABITAT MEXICO,Mejoramientos,009,01,11,220000.0
2015,Aguascalientes,El Llano,FOVISSSTE,Mejoramientos,010,01,2,0.0
2015,Aguascalientes,El Llano,INFONAVIT,Viviendas existentes,010,01,1,313159.1875
2015,Aguascalientes,El Llano,INFONAVIT,Mejoramientos,010,01,95,0.0
2015,Aguascalientes,El Llano,CONAVI,Viviendas nuevas,010,01,3,196055.6798
2015,Aguascalientes,El Llano,CONAVI,Mejoramientos,010,01,4,64000.0
2015,Aguascalientes,El Llano,SHF (FONDEO),Mejoramientos,010,01,25,553554.8261
2015,Aguascalientes,El Llano,FONHAPO,Mejoramientos,010,01,43,860000.0
2015,Aguascalientes,El Llano,HABITAT MEXICO,Viviendas nuevas,010,01,3,84641.9415
2015,Aguascalientes,El Llano,HABITAT MEXICO,Mejoramientos,010,01,1,20000.0
2015,Aguascalientes,San Francisco de los Romo,FOVISSSTE,Viviendas nuevas,011,01,30,12947559.7658
2015,Aguascalientes,San Francisco de los Romo,FOVISSSTE,Viviendas existentes,011,01,3,1757000.0
2015,Aguascalientes,San Francisco de los Romo,FOVISSSTE,Mejoramientos,011,01,8,0.0
2015,Aguascalientes,San Francisco de los Romo,INFONAVIT,Viviendas nuevas,011,01,629,149268714.193
2015,Aguascalientes,San Francisco de los Romo,INFONAVIT,Viviendas existentes,011,01,241,60390205.2674
2015,Aguascalientes,San Francisco de los Romo,INFONAVIT,Mejoramientos,011,01,167,0.0
2015,Aguascalientes,San Francisco de los Romo,CONAVI,Viviendas nuevas,011,01,487,28618762.0157
2015,Aguascalientes,San Francisco de los Romo,CONAVI,Viviendas existentes,011,01,56,2638652.4932
2015,Aguascalientes,San Francisco de los Romo,CONAVI,Mejoramientos,011,01,2,36000.0
2015,Aguascalientes,San Francisco de los Romo,SHF (FONDEO),Mejoramientos,011,01,37,879904.9591
2015,Aguascalientes,San Francisco de los Romo,ISSFAM,Viviendas nuevas,011,01,1,316000.0
2015,Aguascalientes,San Francisco de los Romo,FONHAPO,Mejoramientos,011,01,23,460000.0
2015,Aguascalientes,San Francisco de los Romo,BANCA (CNBV),Viviendas nuevas,011,01,24,7452065.0
2015,Aguascalientes,San Francisco de los Romo,BANCA (CNBV),Viviendas existentes,011,01,4,1190329.0
2015,Aguascalientes,San Francisco de los Romo,BANCA (CNBV),Otros programas,011,01,6,1828728.0
2015,Baja California,No distribuido,CONAVI,Viviendas existentes,000,02,18,163964.8921
2015,Baja California,No distribuido,PEMEX,Mejoramientos,000,02,0,0.0
2015,Baja California,Ensenada,FOVISSSTE,Viviendas nuevas,001,02,75,56843202.6722
2015,Baja California,Ensenada,FOVISSSTE,Viviendas existentes,001,02,135,96755958.3442
2015,Baja California,Ensenada,FOVISSSTE,Mejoramientos,001,02,6,0.0
2015,Baja California,Ensenada,FOVISSSTE,Otros programas,001,02,9,6703605.4688
2015,Baja California,Ensenada,INFONAVIT,Viviendas nuevas,001,02,192,74326315.1115
2015,Baja California,Ensenada,INFONAVIT,Viviendas existentes,001,02,799,281618419.383
2015,Baja California,Ensenada,INFONAVIT,Mejoramientos,001,02,2828,2527017.6094
2015,Baja California,Ensenada,INFONAVIT,Otros programas,001,02,23,8769267.4222
2015,Baja California,Ensenada,CONAVI,Viviendas nuevas,001,02,73,4487385.5298
2015,Baja California,Ensenada,CONAVI,Viviendas existentes,001,02,100,5357784.1795
2015,Baja California,Ensenada,SHF (FONDEO),Viviendas existentes,001,02,1,0.0
2015,Baja California,Ensenada,SHF (FONDEO),Mejoramientos,001,02,916,21158278.2145
2015,Baja California,Ensenada,ISSFAM,Viviendas nuevas,001,02,14,7289250.0
2015,Baja California,Ensenada,ISSFAM,Otros programas,001,02,25,11090783.875
2015,Baja California,Ensenada,CFE,Viviendas nuevas,001,02,1,880724.0
2015,Baja California,Ensenada,CFE,Viviendas existentes,001,02,1,763510.0
2015,Baja California,Ensenada,FONHAPO,Viviendas nuevas,001,02,154,21560000.0
2015,Baja California,Ensenada,FONHAPO,Mejoramientos,001,02,103,1870000.0
2015,Baja California,Ensenada,BANJERCITO,Viviendas nuevas,001,02,27,10982013.0627
2015,Baja California,Ensenada,BANJERCITO,Viviendas existentes,001,02,30,12413373.7191
2015,Baja California,Ensenada,BANCA (CNBV),Viviendas nuevas,001,02,196,184525889.0
2015,Baja California,Ensenada,BANCA (CNBV),Viviendas existentes,001,02,79,49433136.0
2015,Baja California,Ensenada,BANCA (CNBV),Otros programas,001,02,108,62380512.0
2015,Baja California,Ensenada,INDIVI,Otros programas,001,02,59,4176988.1485
2015,Baja California,Mexicali,FOVISSSTE,Viviendas nuevas,002,02,351,231123598.5787
2015,Baja California,Mexicali,FOVISSSTE,Viviendas existentes,002,02,132,84135459.3755
2015,Baja California,Mexicali,FOVISSSTE,Mejoramientos,002,02,58,0.0
2015,Baja California,Mexicali,FOVISSSTE,Otros programas,002,02,23,14427771.2502
2015,Baja California,Mexicali,INFONAVIT,Viviendas nuevas,002,02,1896,568918831.6921
2015,Baja California,Mexicali,INFONAVIT,Viviendas existentes,002,02,3853,1174965993.1804
2015,Baja California,Mexicali,INFONAVIT,Mejoramientos,002,02,6603,2973083.5626
2015,Baja California,Mexicali,INFONAVIT,Otros programas,002,02,54,20923201.3445
2015,Baja California,Mexicali,CONAVI,Viviendas nuevas,002,02,1168,71758718.7795
2015,Baja California,Mexicali,CONAVI,Viviendas existentes,002,02,749,37136070.5333
2015,Baja California,Mexicali,SHF (FONDEO),Viviendas nuevas,002,02,1,0.0
2015,Baja California,Mexicali,SHF (FONDEO),Mejoramientos,002,02,2176,60639390.5912
2015,Baja California,Mexicali,ISSFAM,Viviendas nuevas,002,02,2,809250.0
2015,Baja California,Mexicali,ISSFAM,Otros programas,002,02,2,1081300.0
2015,Baja California,Mexicali,CFE,Viviendas nuevas,002,02,31,26164617.75
2015,Baja California,Mexicali,CFE,Viviendas existentes,002,02,27,23712800.5625
2015,Baja California,Mexicali,CFE,Mejoramientos,002,02,10,8945543.75
2015,Baja California,Mexicali,CFE,Otros programas,002,02,17,15003551.375
2015,Baja California,Mexicali,FONHAPO,Viviendas nuevas,002,02,10,1400000.0
2015,Baja California,Mexicali,FONHAPO,Mejoramientos,002,02,408,7120000.0
2015,Baja California,Mexicali,BANJERCITO,Viviendas nuevas,002,02,16,6170867.2189
2015,Baja California,Mexicali,BANJERCITO,Viviendas existentes,002,02,4,1470587.7501
2015,Baja California,Mexicali,BANCA (CNBV),Viviendas nuevas,002,02,847,701013837.0
2015,Baja California,Mexicali,BANCA (CNBV),Viviendas existentes,002,02,361,208441543.0
2015,Baja California,Mexicali,BANCA (CNBV),Otros programas,002,02,386,191861236.0
2015,Baja California,Mexicali,INDIVI,Otros programas,002,02,100,9579775.0003
2015,Baja California,Tecate,FOVISSSTE,Viviendas nuevas,003,02,2,858975.5625
2015,Baja California,Tecate,FOVISSSTE,Viviendas existentes,003,02,15,10382915.875
2015,Baja California,Tecate,FOVISSSTE,Mejoramientos,003,02,2,0.0
2015,Baja California,Tecate,INFONAVIT,Viviendas nuevas,003,02,26,7957425.5081
2015,Baja California,Tecate,INFONAVIT,Viviendas existentes,003,02,192,74492174.9279
2015,Baja California,Tecate,INFONAVIT,Mejoramientos,003,02,489,189379.2344
2015,Baja California,Tecate,INFONAVIT,Otros programas,003,02,2,639308.0157
2015,Baja California,Tecate,CONAVI,Viviendas existentes,003,02,3,140166.8106
2015,Baja California,Tecate,SHF (FONDEO),Mejoramientos,003,02,184,4650296.1478
2015,Baja California,Tecate,CFE,Viviendas nuevas,003,02,3,2583026.0
2015,Baja California,Tecate,CFE,Otros programas,003,02,1,849512.0
2015,Baja California,Tecate,FONHAPO,Viviendas nuevas,003,02,16,2240000.0
2015,Baja California,Tecate,FONHAPO,Mejoramientos,003,02,12,240000.0
2015,Baja California,Tecate,BANCA (CNBV),Viviendas nuevas,003,02,18,13061170.0
2015,Baja California,Tecate,BANCA (CNBV),Viviendas existentes,003,02,16,7989067.0
2015,Baja California,Tecate,BANCA (CNBV),Otros programas,003,02,1,1050000.0
2015,Baja California,Tecate,INDIVI,Otros programas,003,02,97,14683420.922
2015,Baja California,Tijuana,FOVISSSTE,Viviendas nuevas,004,02,516,325808209.6885
2015,Baja California,Tijuana,FOVISSSTE,Viviendas existentes,004,02,130,83385692.6255
2015,Baja California,Tijuana,FOVISSSTE,Mejoramientos,004,02,14,0.0
2015,Baja California,Tijuana,FOVISSSTE,Otros programas,004,02,14,8976598.4689
2015,Baja California,Tijuana,INFONAVIT,Viviendas nuevas,004,02,4620,1389363619.4907
2015,Baja California,Tijuana,INFONAVIT,Viviendas existentes,004,02,4545,1531982415.2712
2015,Baja California,Tijuana,INFONAVIT,Mejoramientos,004,02,13538,2949841.922
2015,Baja California,Tijuana,INFONAVIT,Otros programas,004,02,123,48966868.7555
2015,Baja California,Tijuana,CONAVI,Viviendas nuevas,004,02,3065,203335914.2227
2015,Baja California,Tijuana,CONAVI,Viviendas existentes,004,02,461,24075146.1756
2015,Baja California,Tijuana,CONAVI,Mejoramientos,004,02,22,426694.0
2015,Baja California,Tijuana,SHF (FONDEO),Viviendas nuevas,004,02,1,0.0
2015,Baja California,Tijuana,SHF (FONDEO),Viviendas existentes,004,02,1,0.0
2015,Baja California,Tijuana,SHF (FONDEO),Mejoramientos,004,02,4151,103511120.3466
2015,Baja California,Tijuana,ISSFAM,Viviendas nuevas,004,02,2,1014000.0
2015,Baja California,Tijuana,ISSFAM,Otros programas,004,02,1,390000.0
2015,Baja California,Tijuana,CFE,Viviendas nuevas,004,02,10,8250574.875
2015,Baja California,Tijuana,CFE,Viviendas existentes,004,02,20,17859355.75
2015,Baja California,Tijuana,CFE,Mejoramientos,004,02,3,2553824.0
2015,Baja California,Tijuana,CFE,Otros programas,004,02,8,6775112.6875
2015,Baja California,Tijuana,FONHAPO,Mejoramientos,004,02,212,3440000.0
2015,Baja California,Tijuana,HABITAT MEXICO,Viviendas nuevas,004,02,6,177185.2811
2015,Baja California,Tijuana,HABITAT MEXICO,Mejoramientos,004,02,8,140000.0
2015,Baja California,Tijuana,HABITAT MEXICO,Otros programas,004,02,0,129000.0
2015,Baja California,Tijuana,BANJERCITO,Viviendas nuevas,004,02,3,2370627.5
2015,Baja California,Tijuana,BANJERCITO,Viviendas existentes,004,02,2,1047002.6875
2015,Baja California,Tijuana,BANJERCITO,Otros programas,004,02,0,650000.0
2015,Baja California,Tijuana,BANCA (CNBV),Viviendas nuevas,004,02,1351,1168050123.0
2015,Baja California,Tijuana,BANCA (CNBV),Viviendas existentes,004,02,580,354117357.0
2015,Baja California,Tijuana,BANCA (CNBV),Otros programas,004,02,541,285765640.0
2015,Baja California,Tijuana,INDIVI,Otros programas,004,02,43,6283871.1564
2015,Baja California,Playas de Rosarito,FOVISSSTE,Viviendas nuevas,005,02,17,8500070.4063
2015,Baja California,Playas de Rosarito,FOVISSSTE,Viviendas existentes,005,02,4,2898437.2813
2015,Baja California,Playas de Rosarito,INFONAVIT,Viviendas nuevas,005,02,124,36774201.033
2015,Baja California,Playas de Rosarito,INFONAVIT,Viviendas existentes,005,02,28,12971756.719
2015,Baja California,Playas de Rosarito,INFONAVIT,Mejoramientos,005,02,479,0.0
2015,Baja California,Playas de Rosarito,CONAVI,Viviendas nuevas,005,02,2,134255.5196
2015,Baja California,Playas de Rosarito,SHF (FONDEO),Mejoramientos,005,02,191,4910770.0105
2015,Baja California,Playas de Rosarito,CFE,Viviendas nuevas,005,02,1,821578.0
2015,Baja California,Playas de Rosarito,BANJERCITO,Viviendas nuevas,005,02,1,451543.2188
2015,Baja California,Playas de Rosarito,BANCA (CNBV),Viviendas nuevas,005,02,30,21605663.0
2015,Baja California,Playas de Rosarito,BANCA (CNBV),Viviendas existentes,005,02,13,12854471.0
2015,Baja California,Playas de Rosarito,BANCA (CNBV),Otros programas,005,02,7,7024718.0
2015,Baja California Sur,No distribuido,CONAVI,Viviendas existentes,000,03,35,316212.5883
2015,Baja California Sur,No distribuido,PEMEX,Mejoramientos,000,03,0,0.0
2015,Baja California Sur,Comondú,FOVISSSTE,Viviendas nuevas,001,03,23,11337280.8909
2015,Baja California Sur,Comondú,FOVISSSTE,Viviendas existentes,001,03,74,40126522.219
2015,Baja California Sur,Comondú,FOVISSSTE,Mejoramientos,001,03,5,0.0
2015,Baja California Sur,Comondú,INFONAVIT,Viviendas nuevas,001,03,20,6454162.5942
2015,Baja California Sur,Comondú,INFONAVIT,Viviendas existentes,001,03,127,37413911.0638
2015,Baja California Sur,Comondú,INFONAVIT,Mejoramientos,001,03,48,0.0
2015,Baja California Sur,Comondú,CONAVI,Viviendas nuevas,001,03,29,2047152.2232
2015,Baja California Sur,Comondú,CONAVI,Viviendas existentes,001,03,19,1142142.6329
2015,Baja California Sur,Comondú,SHF (FONDEO),Mejoramientos,001,03,74,1871715.5849
2015,Baja California Sur,Comondú,ISSFAM,Viviendas nuevas,001,03,6,2056225.0
2015,Baja California Sur,Comondú,CFE,Viviendas nuevas,001,03,2,1527020.0
2015,Baja California Sur,Comondú,FONHAPO,Mejoramientos,001,03,9,178114.5
2015,Baja California Sur,Comondú,BANJERCITO,Viviendas nuevas,001,03,27,10860005.5002
2015,Baja California Sur,Comondú,BANJERCITO,Viviendas existentes,001,03,1,385837.9688
2015,Baja California Sur,Comondú,BANCA (CNBV),Viviendas nuevas,001,03,10,6130340.0
2015,Baja California Sur,Comondú,BANCA (CNBV),Viviendas existentes,001,03,16,8250104.0
2015,Baja California Sur,Comondú,BANCA (CNBV),Otros programas,001,03,4,1797110.0
2015,Baja California Sur,Mulegé,FOVISSSTE,Viviendas nuevas,002,03,2,1098967.0
2015,Baja California Sur,Mulegé,FOVISSSTE,Viviendas existentes,002,03,9,5044845.9376
2015,Baja California Sur,Mulegé,INFONAVIT,Viviendas nuevas,002,03,51,22240882.4695
2015,Baja California Sur,Mulegé,INFONAVIT,Viviendas existentes,002,03,44,19202831.266
2015,Baja California Sur,Mulegé,INFONAVIT,Mejoramientos,002,03,21,454422.5625
2015,Baja California Sur,Mulegé,SHF (FONDEO),Mejoramientos,002,03,157,2856965.7402
2015,Baja California Sur,Mulegé,ISSFAM,Otros programas,002,03,1,390000.0
2015,Baja California Sur,Mulegé,CFE,Viviendas nuevas,002,03,6,4836196.0
2015,Baja California Sur,Mulegé,CFE,Mejoramientos,002,03,2,1552980.0
2015,Baja California Sur,Mulegé,BANCA (CNBV),Viviendas nuevas,002,03,7,2740718.0
2015,Baja California Sur,Mulegé,BANCA (CNBV),Viviendas existentes,002,03,9,2257171.0
2015,Baja California Sur,La Paz,FOVISSSTE,Viviendas nuevas,003,03,892,436825800.9942
2015,Baja California Sur,La Paz,FOVISSSTE,Viviendas existentes,003,03,214,121370255.7822
2015,Baja California Sur,La Paz,FOVISSSTE,Mejoramientos,003,03,44,413029.1563
2015,Baja California Sur,La Paz,FOVISSSTE,Otros programas,003,03,18,8855828.5158
2015,Baja California Sur,La Paz,INFONAVIT,Viviendas nuevas,003,03,935,286134286.4685
2015,Baja California Sur,La Paz,INFONAVIT,Viviendas existentes,003,03,588,200862370.7501
2015,Baja California Sur,La Paz,INFONAVIT,Mejoramientos,003,03,1551,4006680.3597
2015,Baja California Sur,La Paz,INFONAVIT,Otros programas,003,03,14,5882477.469
2015,Baja California Sur,La Paz,CONAVI,Viviendas nuevas,003,03,1084,60231967.9058
2015,Baja California Sur,La Paz,CONAVI,Viviendas existentes,003,03,100,6004634.5862
2015,Baja California Sur,La Paz,CONAVI,Mejoramientos,003,03,68,1220717.4414
