clave_municipio,clave_estado,ano,estado,municipio,modalidad,esquema,acciones,monto
001,01,2015,Aguascalientes,Aguascalientes,Vivienda Nueva,Tradicional,361,220767799.96
001,01,2015,Aguascalientes,Aguascalientes,Vivienda Nueva,Fovissste infonavit conyugal,24,11767408.92
001,01,2015,Aguascalientes,Aguascalientes,Vivienda Nueva,Pensionados,19,7968591.05
001,01,2015,Aguascalientes,Aguascalientes,Vivienda Nueva,Subsidios,219,102991374.71
001,01,2015,Aguascalientes,Aguascalientes,Vivienda Nueva,Alia2+ Plus,117,33557857.12
001,01,2015,Aguascalientes,Aguascalientes,Vivienda Nueva,Respalda2,2,529182.47
001,01,2015,Aguascalientes,Aguascalientes,Vivienda Existente,Tradicional,186,113690495.35
001,01,2015,Aguascalientes,Aguascalientes,Vivienda Existente,Fovissste infonavit conyugal,10,5272594.19
001,01,2015,Aguascalientes,Aguascalientes,Vivienda Existente,Pensionados,11,4579437.07
001,01,2015,Aguascalientes,Aguascalientes,Vivienda Existente,Subsidios,4,1996065.85
001,01,2015,Aguascalientes,Aguascalientes,Vivienda Existente,Alia2+ Plus,26,7065348.02
001,01,2015,Aguascalientes,Aguascalientes,Vivienda Existente,Respalda2,2,254953.26
001,01,2015,Aguascalientes,Aguascalientes,Vivienda Existente,Respalda2M,168,0.0
002,01,2015,Aguascalientes,Asientos,Vivienda Existente,Respalda2M,9,0.0
003,01,2015,Aguascalientes,Calvillo,Vivienda Nueva,Tradicional,5,2497102.28
003,01,2015,Aguascalientes,Calvillo,Vivienda Nueva,Subsidios,1,574487.5
003,01,2015,Aguascalientes,Calvillo,Vivienda Nueva,Alia2+ Plus,1,123918.14
003,01,2015,Aguascalientes,Calvillo,Vivienda Existente,Tradicional,1,461473.63
003,01,2015,Aguascalientes,Calvillo,Vivienda Existente,Respalda2M,3,0.0
004,01,2015,Aguascalientes,Cosío,Vivienda Existente,Tradicional,1,474110.63
004,01,2015,Aguascalientes,Cosío,Vivienda Existente,Respalda2M,3,0.0
005,01,2015,Aguascalientes,Jesús María,Vivienda Nueva,Tradicional,140,100275942.5
005,01,2015,Aguascalientes,Jesús María,Vivienda Nueva,Fovissste infonavit conyugal,5,3016160.0
005,01,2015,Aguascalientes,Jesús María,Vivienda Nueva,Pensionados,5,2322861.9
005,01,2015,Aguascalientes,Jesús María,Vivienda Nueva,Subsidios,16,8353410.73
005,01,2015,Aguascalientes,Jesús María,Vivienda Nueva,Alia2+ Plus,22,6675972.74
005,01,2015,Aguascalientes,Jesús María,Vivienda Nueva,Respalda2,3,754379.65
005,01,2015,Aguascalientes,Jesús María,Vivienda Existente,Tradicional,19,10086122.7
005,01,2015,Aguascalientes,Jesús María,Vivienda Existente,Pensionados,2,850146.91
005,01,2015,Aguascalientes,Jesús María,Vivienda Existente,Alia2+ Plus,6,1871613.36
005,01,2015,Aguascalientes,Jesús María,Vivienda Existente,Respalda2M,14,0.0
006,01,2015,Aguascalientes,Pabellón de Arteaga,Vivienda Nueva,Tradicional,30,13313739.2
006,01,2015,Aguascalientes,Pabellón de Arteaga,Vivienda Nueva,Pensionados,1,347500.0
006,01,2015,Aguascalientes,Pabellón de Arteaga,Vivienda Existente,Tradicional,16,9012056.56
006,01,2015,Aguascalientes,Pabellón de Arteaga,Vivienda Existente,Pensionado con subsidio,1,216268.27
006,01,2015,Aguascalientes,Pabellón de Arteaga,Vivienda Existente,Subsidios,2,1082351.38
006,01,2015,Aguascalientes,Pabellón de Arteaga,Vivienda Existente,Respalda2M,12,0.0
007,01,2015,Aguascalientes,Rincón de Romos,Vivienda Nueva,Tradicional,16,6918271.17
007,01,2015,Aguascalientes,Rincón de Romos,Vivienda Nueva,Pensionados,3,1005319.91
007,01,2015,Aguascalientes,Rincón de Romos,Vivienda Nueva,Subsidios,12,4675251.97
007,01,2015,Aguascalientes,Rincón de Romos,Vivienda Nueva,Alia2+ Plus,8,1939556.89
007,01,2015,Aguascalientes,Rincón de Romos,Vivienda Nueva,Respalda2,1,285972.06
007,01,2015,Aguascalientes,Rincón de Romos,Vivienda Existente,Tradicional,6,3304256.5
007,01,2015,Aguascalientes,Rincón de Romos,Vivienda Existente,Alia2+ Plus,5,1213167.98
007,01,2015,Aguascalientes,Rincón de Romos,Vivienda Existente,Respalda2M,9,0.0
009,01,2015,Aguascalientes,Tepezalá,Vivienda Existente,Respalda2M,2,0.0
010,01,2015,Aguascalientes,El Llano,Vivienda Existente,Respalda2M,2,0.0
011,01,2015,Aguascalientes,San Francisco de los Romo,Vivienda Nueva,Tradicional,21,10562895.1
011,01,2015,Aguascalientes,San Francisco de los Romo,Vivienda Nueva,Pensionado con subsidio,1,133117.25
011,01,2015,Aguascalientes,San Francisco de los Romo,Vivienda Nueva,Alia2+ Plus,8,2251547.49
011,01,2015,Aguascalientes,San Francisco de los Romo,Vivienda Existente,Tradicional,2,1323000.0
011,01,2015,Aguascalientes,San Francisco de los Romo,Vivienda Existente,Pensionados,1,434000.0
011,01,2015,Aguascalientes,San Francisco de los Romo,Vivienda Existente,Respalda2M,8,0.0
001,02,2015,Baja California,Ensenada,Vivienda Nueva,Tradicional,61,50589799.94
001,02,2015,Baja California,Ensenada,Vivienda Nueva,Fovissste infonavit conyugal,1,989833.13
001,02,2015,Baja California,Ensenada,Vivienda Nueva,Pensionados,4,1456780.67
001,02,2015,Baja California,Ensenada,Vivienda Nueva,Alia2+ Plus,9,3806788.14
001,02,2015,Baja California,Ensenada,Vivienda Existente,Tradicional,132,96521015.92
001,02,2015,Baja California,Ensenada,Vivienda Existente,Fovissste infonavit conyugal,6,4518747.6
001,02,2015,Baja California,Ensenada,Vivienda Existente,Pensionados,5,2265410.17
001,02,2015,Baja California,Ensenada,Vivienda Existente,Alia2+ Plus,1,154390.34
001,02,2015,Baja California,Ensenada,Vivienda Existente,Respalda2M,6,0.0
002,02,2015,Baja California,Mexicali,Vivienda Nueva,Tradicional,264,189154959.9
002,02,2015,Baja California,Mexicali,Vivienda Nueva,Fovissste infonavit conyugal,9,6445976.62
002,02,2015,Baja California,Mexicali,Vivienda Nueva,Pensionados,8,3424202.73
002,02,2015,Baja California,Mexicali,Vivienda Nueva,Subsidios,61,29396532.41
002,02,2015,Baja California,Mexicali,Vivienda Nueva,Alia2+ Plus,9,2701927.45
002,02,2015,Baja California,Mexicali,Vivienda Existente,Tradicional,140,92457226.27
002,02,2015,Baja California,Mexicali,Vivienda Existente,Fovissste infonavit conyugal,5,2484269.74
002,02,2015,Baja California,Mexicali,Vivienda Existente,Pensionados,8,3081260.85
002,02,2015,Baja California,Mexicali,Vivienda Existente,Alia2+ Plus,2,540473.78
002,02,2015,Baja California,Mexicali,Vivienda Existente,Respalda2M,58,0.0
003,02,2015,Baja California,Tecate,Vivienda Nueva,Tradicional,1,477000.0
003,02,2015,Baja California,Tecate,Vivienda Nueva,Alia2+ Plus,1,381975.56
003,02,2015,Baja California,Tecate,Vivienda Existente,Tradicional,14,9966915.89
003,02,2015,Baja California,Tecate,Vivienda Existente,Pensionados,1,416000.0
003,02,2015,Baja California,Tecate,Vivienda Existente,Respalda2M,2,0.0
004,02,2015,Baja California,Tijuana,Vivienda Nueva,Tradicional,301,226160902.44
004,02,2015,Baja California,Tijuana,Vivienda Nueva,Fovissste infonavit conyugal,12,7159143.63
004,02,2015,Baja California,Tijuana,Vivienda Nueva,Pensionados,4,1660931.22
004,02,2015,Baja California,Tijuana,Vivienda Nueva,Subsidios,169,82568140.54
004,02,2015,Baja California,Tijuana,Vivienda Nueva,Alia2+ Plus,29,8002119.74
004,02,2015,Baja California,Tijuana,Vivienda Nueva,Respalda2,1,256972.45
004,02,2015,Baja California,Tijuana,Vivienda Existente,Tradicional,117,80108794.53
004,02,2015,Baja California,Tijuana,Vivienda Existente,Fovissste infonavit conyugal,9,5841622.63
004,02,2015,Baja California,Tijuana,Vivienda Existente,Pensionados,8,3210877.09
004,02,2015,Baja California,Tijuana,Vivienda Existente,Subsidios,2,967092.35
004,02,2015,Baja California,Tijuana,Vivienda Existente,Alia2+ Plus,8,2233904.55
004,02,2015,Baja California,Tijuana,Vivienda Existente,Respalda2M,14,0.0
005,02,2015,Baja California,Playas de Rosarito,Vivienda Nueva,Tradicional,16,7965138.23
005,02,2015,Baja California,Playas de Rosarito,Vivienda Nueva,Fovissste infonavit conyugal,1,534932.25
005,02,2015,Baja California,Playas de Rosarito,Vivienda Existente,Tradicional,3,2435726.38
005,02,2015,Baja California,Playas de Rosarito,Vivienda Existente,Alia2+ Plus,1,462710.91
001,03,2015,Baja California Sur,Comondú,Vivienda Nueva,Tradicional,18,9474830.26
001,03,2015,Baja California Sur,Comondú,Vivienda Nueva,Fovissste infonavit conyugal,1,378705.38
001,03,2015,Baja California Sur,Comondú,Vivienda Nueva,Pensionados,2,828146.91
001,03,2015,Baja California Sur,Comondú,Vivienda Nueva,Subsidios,1,497597.84
001,03,2015,Baja California Sur,Comondú,Vivienda Nueva,Alia2+ Plus,1,158000.42
001,03,2015,Baja California Sur,Comondú,Vivienda Existente,Tradicional,70,38167899.98
001,03,2015,Baja California Sur,Comondú,Vivienda Existente,Fovissste infonavit conyugal,2,1458919.32
001,03,2015,Baja California Sur,Comondú,Vivienda Existente,Alia2+ Plus,2,499702.63
001,03,2015,Baja California Sur,Comondú,Vivienda Existente,Respalda2M,5,0.0
002,03,2015,Baja California Sur,Mulegé,Vivienda Nueva,Tradicional,2,1098967.0
002,03,2015,Baja California Sur,Mulegé,Vivienda Existente,Tradicional,9,5044845.95
003,03,2015,Baja California Sur,La Paz,Vivienda Nueva,Tradicional,365,215405584.2
003,03,2015,Baja California Sur,La Paz,Vivienda Nueva,Fovissste infonavit conyugal,26,13044880.88
003,03,2015,Baja California Sur,La Paz,Vivienda Nueva,Pensionados,10,4354959.31
003,03,2015,Baja California Sur,La Paz,Vivienda Nueva,Subsidios,452,192033051.33
003,03,2015,Baja California Sur,La Paz,Vivienda Nueva,Alia2+ Plus,37,11337017.02
003,03,2015,Baja California Sur,La Paz,Vivienda Nueva,Respalda2,2,650307.12
003,03,2015,Baja California Sur,La Paz,Vivienda Existente,Tradicional,208,120220299.82
003,03,2015,Baja California Sur,La Paz,Vivienda Existente,Fovissste infonavit conyugal,4,1496183.71
003,03,2015,Baja California Sur,La Paz,Vivienda Existente,Pensionados,12,5324345.65
003,03,2015,Baja California Sur,La Paz,Vivienda Existente,Subsidios,5,1513889.11
003,03,2015,Baja California Sur,La Paz,Vivienda Existente,Alia2+ Plus,5,2084394.92
003,03,2015,Baja California Sur,La Paz,Vivienda Existente,Respalda2M,42,0.0
008,03,2015,Baja California Sur,Los Cabos,Vivienda Nueva,Tradicional,72,45144151.58
008,03,2015,Baja California Sur,Los Cabos,Vivienda Nueva,Fovissste infonavit conyugal,3,1302375.56
008,03,2015,Baja California Sur,Los Cabos,Vivienda Nueva,Pensionados,3,1126593.18
008,03,2015,Baja California Sur,Los Cabos,Vivienda Nueva,Subsidios,74,37325472.9
008,03,2015,Baja California Sur,Los Cabos,Vivienda Nueva,Alia2+ Plus,3,910570.69
008,03,2015,Baja California Sur,Los Cabos,Vivienda Existente,Tradicional,96,62562858.34
008,03,2015,Baja California Sur,Los Cabos,Vivienda Existente,Fovissste infonavit conyugal,6,2922732.41
008,03,2015,Baja California Sur,Los Cabos,Vivienda Existente,Pensionados,1,410548.5
008,03,2015,Baja California Sur,Los Cabos,Vivienda Existente,Alia2+ Plus,1,520621.38
008,03,2015,Baja California Sur,Los Cabos,Vivienda Existente,Respalda2,2,501228.38
008,03,2015,Baja California Sur,Los Cabos,Vivienda Existente,Respalda2M,5,0.0
009,03,2015,Baja California Sur,Loreto,Vivienda Existente,Tradicional,5,2404766.41
000,04,2015,Campeche,No distribuido,Vivienda Existente,Respalda2M,1,0.0
001,04,2015,Campeche,Calkiní,Vivienda Existente,Tradicional,42,28537136.36
001,04,2015,Campeche,Calkiní,Vivienda Existente,Pensionados,3,1088986.47
001,04,2015,Campeche,Calkiní,Vivienda Existente,Respalda2M,71,0.0
002,04,2015,Campeche,Campeche,Vivienda Nueva,Tradicional,62,36782420.85
002,04,2015,Campeche,Campeche,Vivienda Nueva,Pensionados,1,466532.38
002,04,2015,Campeche,Campeche,Vivienda Nueva,Subsidios,8,4175403.32
002,04,2015,Campeche,Campeche,Vivienda Nueva,Alia2+ Plus,10,3359151.41
002,04,2015,Campeche,Campeche,Vivienda Existente,Tradicional,168,99935590.94
002,04,2015,Campeche,Campeche,Vivienda Existente,Fovissste infonavit conyugal,2,871066.5
002,04,2015,Campeche,Campeche,Vivienda Existente,Fovissste pesos,1,68819.46
002,04,2015,Campeche,Campeche,Vivienda Existente,Pensionados,11,4296541.76
002,04,2015,Campeche,Campeche,Vivienda Existente,Subsidios,4,2022782.57
002,04,2015,Campeche,Campeche,Vivienda Existente,Alia2+ Plus,8,2124089.63
002,04,2015,Campeche,Campeche,Vivienda Existente,Respalda2,1,202393.38
002,04,2015,Campeche,Campeche,Vivienda Existente,Respalda2M,145,0.0
003,04,2015,Campeche,Carmen,Vivienda Nueva,Tradicional,3,3579161.01
003,04,2015,Campeche,Carmen,Vivienda Existente,Tradicional,18,12945132.07
003,04,2015,Campeche,Carmen,Vivienda Existente,Alia2+ Plus,1,275554.09
003,04,2015,Campeche,Carmen,Vivienda Existente,Respalda2M,68,0.0
004,04,2015,Campeche,Champotón,Vivienda Existente,Tradicional,13,8882445.76
004,04,2015,Campeche,Champotón,Vivienda Existente,Subsidios,1,544173.88
004,04,2015,Campeche,Champotón,Vivienda Existente,Respalda2M,25,0.0
005,04,2015,Campeche,Hecelchakán,Vivienda Existente,Tradicional,11,7217508.16
005,04,2015,Campeche,Hecelchakán,Vivienda Existente,Pensionados,1,340435.34
005,04,2015,Campeche,Hecelchakán,Vivienda Existente,Respalda2M,27,0.0
006,04,2015,Campeche,Hopelchén,Vivienda Existente,Tradicional,6,3568860.94
006,04,2015,Campeche,Hopelchén,Vivienda Existente,Respalda2M,30,0.0
007,04,2015,Campeche,Palizada,Vivienda Existente,Tradicional,2,1088870.31
007,04,2015,Campeche,Palizada,Vivienda Existente,Respalda2M,7,0.0
008,04,2015,Campeche,Tenabo,Vivienda Existente,Tradicional,1,858000.0
008,04,2015,Campeche,Tenabo,Vivienda Existente,Respalda2M,6,0.0
009,04,2015,Campeche,Escárcega,Vivienda Existente,Tradicional,19,11535286.54
009,04,2015,Campeche,Escárcega,Vivienda Existente,Pensionados,1,466532.38
009,04,2015,Campeche,Escárcega,Vivienda Existente,Respalda2M,34,0.0
011,04,2015,Campeche,Candelaria,Vivienda Existente,Tradicional,4,2361344.0
002,05,2015,Coahuila de Zaragoza,Acuña,Vivienda Nueva,Tradicional,6,3421785.07
002,05,2015,Coahuila de Zaragoza,Acuña,Vivienda Nueva,Alia2+ Plus,1,332955.25
002,05,2015,Coahuila de Zaragoza,Acuña,Vivienda Existente,Tradicional,8,4023048.23
002,05,2015,Coahuila de Zaragoza,Acuña,Vivienda Existente,Alia2+ Plus,1,291935.13
002,05,2015,Coahuila de Zaragoza,Acuña,Vivienda Existente,Respalda2M,8,0.0
003,05,2015,Coahuila de Zaragoza,Allende,Vivienda Existente,Tradicional,7,3259131.41
004,05,2015,Coahuila de Zaragoza,Arteaga,Vivienda Nueva,Tradicional,25,14826839.8
004,05,2015,Coahuila de Zaragoza,Arteaga,Vivienda Nueva,Alia2+ Plus,1,400154.28
004,05,2015,Coahuila de Zaragoza,Arteaga,Vivienda Existente,Tradicional,1,460000.0
006,05,2015,Coahuila de Zaragoza,Castaños,Vivienda Existente,Tradicional,4,2184708.19
006,05,2015,Coahuila de Zaragoza,Castaños,Vivienda Existente,Respalda2M,3,0.0
007,05,2015,Coahuila de Zaragoza,Cuatro Ciénegas,Vivienda Nueva,Tradicional,1,490000.0
007,05,2015,Coahuila de Zaragoza,Cuatro Ciénegas,Vivienda Existente,Tradicional,3,1546000.0
007,05,2015,Coahuila de Zaragoza,Cuatro Ciénegas,Vivienda Existente,Respalda2M,1,0.0
008,05,2015,Coahuila de Zaragoza,Escobedo,Vivienda Existente,Respalda2M,1,0.0
009,05,2015,Coahuila de Zaragoza,Francisco I. Madero,Vivienda Nueva,Tradicional,2,902168.88
009,05,2015,Coahuila de Zaragoza,Francisco I. Madero,Vivienda Nueva,Subsidios,2,714139.19
009,05,2015,Coahuila de Zaragoza,Francisco I. Madero,Vivienda Existente,Tradicional,21,11032415.51
009,05,2015,Coahuila de Zaragoza,Francisco I. Madero,Vivienda Existente,Pensionados,1,458000.0
009,05,2015,Coahuila de Zaragoza,Francisco I. Madero,Vivienda Existente,Subsidios,3,1009349.34
009,05,2015,Coahuila de Zaragoza,Francisco I. Madero,Vivienda Existente,Respalda2M,19,0.0
010,05,2015,Coahuila de Zaragoza,Frontera,Vivienda Nueva,Tradicional,3,2854853.25
010,05,2015,Coahuila de Zaragoza,Frontera,Vivienda Existente,Tradicional,17,10832308.38
010,05,2015,Coahuila de Zaragoza,Frontera,Vivienda Existente,Fovissste infonavit conyugal,1,546676.94
010,05,2015,Coahuila de Zaragoza,Frontera,Vivienda Existente,Pensionados,1,401084.56
010,05,2015,Coahuila de Zaragoza,Frontera,Vivienda Existente,Subsidios,1,534038.63
010,05,2015,Coahuila de Zaragoza,Frontera,Vivienda Existente,Alia2+ Plus,2,515402.33
010,05,2015,Coahuila de Zaragoza,Frontera,Vivienda Existente,Respalda2M,3,0.0
013,05,2015,Coahuila de Zaragoza,Hidalgo,Vivienda Existente,Respalda2M,1,0.0
016,05,2015,Coahuila de Zaragoza,Lamadrid,Vivienda Existente,Tradicional,2,1307151.38
017,05,2015,Coahuila de Zaragoza,Matamoros,Vivienda Nueva,Tradicional,2,915757.13
017,05,2015,Coahuila de Zaragoza,Matamoros,Vivienda Nueva,Subsidios,1,357069.59
017,05,2015,Coahuila de Zaragoza,Matamoros,Vivienda Existente,Tradicional,18,9096715.11
017,05,2015,Coahuila de Zaragoza,Matamoros,Vivienda Existente,Pensionados,1,463000.0
017,05,2015,Coahuila de Zaragoza,Matamoros,Vivienda Existente,Subsidios,2,459854.34
017,05,2015,Coahuila de Zaragoza,Matamoros,Vivienda Existente,Respalda2M,27,0.0
018,05,2015,Coahuila de Zaragoza,Monclova,Vivienda Nueva,Tradicional,8,5399112.81
018,05,2015,Coahuila de Zaragoza,Monclova,Vivienda Nueva,Fovissste infonavit conyugal,2,1404753.88
018,05,2015,Coahuila de Zaragoza,Monclova,Vivienda Nueva,Alia2+ Plus,2,794977.97
018,05,2015,Coahuila de Zaragoza,Monclova,Vivienda Existente,Tradicional,55,33460174.36
018,05,2015,Coahuila de Zaragoza,Monclova,Vivienda Existente,Fovissste infonavit conyugal,3,1464071.23
018,05,2015,Coahuila de Zaragoza,Monclova,Vivienda Existente,Pensionados,3,1409131.63
018,05,2015,Coahuila de Zaragoza,Monclova,Vivienda Existente,Alia2+ Plus,1,127845.44
018,05,2015,Coahuila de Zaragoza,Monclova,Vivienda Existente,Respalda2M,10,0.0
020,05,2015,Coahuila de Zaragoza,Múzquiz,Vivienda Existente,Tradicional,18,11460386.26
020,05,2015,Coahuila de Zaragoza,Múzquiz,Vivienda Existente,Fovissste infonavit conyugal,2,1002981.19
020,05,2015,Coahuila de Zaragoza,Múzquiz,Vivienda Existente,Pensionados,2,933068.38
020,05,2015,Coahuila de Zaragoza,Múzquiz,Vivienda Existente,Respalda2M,1,0.0
021,05,2015,Coahuila de Zaragoza,Nadadores,Vivienda Existente,Tradicional,1,448182.5
022,05,2015,Coahuila de Zaragoza,Nava,Vivienda Existente,Tradicional,1,545501.94
024,05,2015,Coahuila de Zaragoza,Parras,Vivienda Nueva,Tradicional,1,442700.0
024,05,2015,Coahuila de Zaragoza,Parras,Vivienda Nueva,Fovissste pesos,1,210775.98
024,05,2015,Coahuila de Zaragoza,Parras,Vivienda Existente,Tradicional,12,5754100.54
024,05,2015,Coahuila de Zaragoza,Parras,Vivienda Existente,Fovissste infonavit conyugal,1,479192.66
024,05,2015,Coahuila de Zaragoza,Parras,Vivienda Existente,Respalda2M,1,0.0
025,05,2015,Coahuila de Zaragoza,Piedras Negras,Vivienda Nueva,Tradicional,14,9355766.6
025,05,2015,Coahuila de Zaragoza,Piedras Negras,Vivienda Nueva,Fovissste infonavit conyugal,1,544956.0
025,05,2015,Coahuila de Zaragoza,Piedras Negras,Vivienda Nueva,Pensionados,2,933064.76
025,05,2015,Coahuila de Zaragoza,Piedras Negras,Vivienda Nueva,Alia2+ Plus,3,1566557.52
025,05,2015,Coahuila de Zaragoza,Piedras Negras,Vivienda Existente,Tradicional,11,6200459.54
025,05,2015,Coahuila de Zaragoza,Piedras Negras,Vivienda Existente,Alia2+ Plus,1,415899.16
025,05,2015,Coahuila de Zaragoza,Piedras Negras,Vivienda Existente,Respalda2,1,268038.84
025,05,2015,Coahuila de Zaragoza,Piedras Negras,Vivienda Existente,Respalda2M,5,0.0
027,05,2015,Coahuila de Zaragoza,Ramos Arizpe,Vivienda Nueva,Tradicional,27,15701328.96
027,05,2015,Coahuila de Zaragoza,Ramos Arizpe,Vivienda Nueva,Fovissste infonavit conyugal,1,467776.09
027,05,2015,Coahuila de Zaragoza,Ramos Arizpe,Vivienda Nueva,Pensionados,3,873847.11
027,05,2015,Coahuila de Zaragoza,Ramos Arizpe,Vivienda Nueva,Subsidios,20,7747569.51
027,05,2015,Coahuila de Zaragoza,Ramos Arizpe,Vivienda Nueva,Alia2+ Plus,7,2376657.14
027,05,2015,Coahuila de Zaragoza,Ramos Arizpe,Vivienda Existente,Tradicional,9,4401863.0
027,05,2015,Coahuila de Zaragoza,Ramos Arizpe,Vivienda Existente,Pensionados,1,310310.69
027,05,2015,Coahuila de Zaragoza,Ramos Arizpe,Vivienda Existente,Alia2+ Plus,1,416242.34
028,05,2015,Coahuila de Zaragoza,Sabinas,Vivienda Nueva,Tradicional,15,7076024.94
028,05,2015,Coahuila de Zaragoza,Sabinas,Vivienda Nueva,Pensionados,1,466532.38
028,05,2015,Coahuila de Zaragoza,Sabinas,Vivienda Nueva,Alia2+ Plus,1,370154.06
028,05,2015,Coahuila de Zaragoza,Sabinas,Vivienda Existente,Tradicional,10,7925361.0
028,05,2015,Coahuila de Zaragoza,Sabinas,Vivienda Existente,Respalda2,1,246891.98
028,05,2015,Coahuila de Zaragoza,Sabinas,Vivienda Existente,Respalda2M,1,0.0
029,05,2015,Coahuila de Zaragoza,Sacramento,Vivienda Existente,Tradicional,2,919264.75
029,05,2015,Coahuila de Zaragoza,Sacramento,Vivienda Existente,Respalda2M,1,0.0
030,05,2015,Coahuila de Zaragoza,Saltillo,Vivienda Nueva,Tradicional,160,103424800.56
030,05,2015,Coahuila de Zaragoza,Saltillo,Vivienda Nueva,Fovissste infonavit conyugal,16,7309244.22
030,05,2015,Coahuila de Zaragoza,Saltillo,Vivienda Nueva,Pensionados,1,466532.38
030,05,2015,Coahuila de Zaragoza,Saltillo,Vivienda Nueva,Alia2+ Plus,22,5875238.69
030,05,2015,Coahuila de Zaragoza,Saltillo,Vivienda Existente,Tradicional,114,66681250.8
030,05,2015,Coahuila de Zaragoza,Saltillo,Vivienda Existente,Fovissste infonavit conyugal,6,2863679.04
030,05,2015,Coahuila de Zaragoza,Saltillo,Vivienda Existente,Pensionados,9,3807821.77
030,05,2015,Coahuila de Zaragoza,Saltillo,Vivienda Existente,Subsidios,2,706608.5
030,05,2015,Coahuila de Zaragoza,Saltillo,Vivienda Existente,Alia2+ Plus,17,5759125.74
030,05,2015,Coahuila de Zaragoza,Saltillo,Vivienda Existente,Respalda2M,30,0.0
031,05,2015,Coahuila de Zaragoza,San Buenaventura,Vivienda Existente,Tradicional,14,8829226.42
031,05,2015,Coahuila de Zaragoza,San Buenaventura,Vivienda Existente,Respalda2M,1,0.0
032,05,2015,Coahuila de Zaragoza,San Juan de Sabinas,Vivienda Existente,Tradicional,19,10588566.04
032,05,2015,Coahuila de Zaragoza,San Juan de Sabinas,Vivienda Existente,Respalda2,1,192120.42
033,05,2015,Coahuila de Zaragoza,San Pedro,Vivienda Existente,Tradicional,24,11476488.58
033,05,2015,Coahuila de Zaragoza,San Pedro,Vivienda Existente,Respalda2M,22,0.0
035,05,2015,Coahuila de Zaragoza,Torreón,Vivienda Nueva,Tradicional,205,150199371.28
035,05,2015,Coahuila de Zaragoza,Torreón,Vivienda Nueva,Fovissste infonavit conyugal,24,11190122.94
035,05,2015,Coahuila de Zaragoza,Torreón,Vivienda Nueva,Pensionados,8,3502000.27
035,05,2015,Coahuila de Zaragoza,Torreón,Vivienda Nueva,Subsidios,161,74759733.97
035,05,2015,Coahuila de Zaragoza,Torreón,Vivienda Nueva,Alia2+ Plus,34,10090317.68
035,05,2015,Coahuila de Zaragoza,Torreón,Vivienda Nueva,Respalda2,1,389674.84
035,05,2015,Coahuila de Zaragoza,Torreón,Vivienda Existente,Tradicional,93,60489955.74
035,05,2015,Coahuila de Zaragoza,Torreón,Vivienda Existente,Fovissste infonavit conyugal,7,3708609.68
035,05,2015,Coahuila de Zaragoza,Torreón,Vivienda Existente,Pensionados,10,4379045.07
035,05,2015,Coahuila de Zaragoza,Torreón,Vivienda Existente,Subsidios,14,6195266.05
035,05,2015,Coahuila de Zaragoza,Torreón,Vivienda Existente,Alia2+ Plus,7,3103081.79
035,05,2015,Coahuila de Zaragoza,Torreón,Vivienda Existente,Respalda2,3,765693.29
035,05,2015,Coahuila de Zaragoza,Torreón,Vivienda Existente,Respalda2M,158,0.0
036,05,2015,Coahuila de Zaragoza,Viesca,Vivienda Existente,Respalda2M,4,0.0
038,05,2015,Coahuila de Zaragoza,Zaragoza,Vivienda Nueva,Tradicional,1,944000.0
038,05,2015,Coahuila de Zaragoza,Zaragoza,Vivienda Existente,Tradicional,1,549156.69
001,06,2015,Colima,Armería,Vivienda Existente,Tradicional,2,1069323.97
001,06,2015,Colima,Armería,Vivienda Existente,Subsidios,1,387008.63
001,06,2015,Colima,Armería,Vivienda Existente,Respalda2M,10,0.0
002,06,2015,Colima,Colima,Vivienda Nueva,Tradicional,91,64607728.33
002,06,2015,Colima,Colima,Vivienda Nueva,Fovissste infonavit conyugal,4,1990217.41
002,06,2015,Colima,Colima,Vivienda Nueva,Pensionados,1,466532.38
002,06,2015,Colima,Colima,Vivienda Nueva,Subsidios,33,16660262.94
002,06,2015,Colima,Colima,Vivienda Nueva,Alia2+ Plus,19,6656306.1
002,06,2015,Colima,Colima,Vivienda Nueva,Respalda2,1,220792.34
002,06,2015,Colima,Colima,Vivienda Existente,Tradicional,49,30851056.98
002,06,2015,Colima,Colima,Vivienda Existente,Fovissste infonavit conyugal,1,515829.5
002,06,2015,Colima,Colima,Vivienda Existente,Pensionados,2,802569.01
002,06,2015,Colima,Colima,Vivienda Existente,Subsidios,3,1682500.82
002,06,2015,Colima,Colima,Vivienda Existente,Alia2+ Plus,3,1032131.55
002,06,2015,Colima,Colima,Vivienda Existente,Respalda2M,62,0.0
003,06,2015,Colima,Comala,Vivienda Existente,Tradicional,3,2317452.75
003,06,2015,Colima,Comala,Vivienda Existente,Respalda2M,3,0.0
004,06,2015,Colima,Coquimatlán,Vivienda Nueva,Pensionados,2,771000.0
004,06,2015,Colima,Coquimatlán,Vivienda Existente,Tradicional,4,2019651.09
004,06,2015,Colima,Coquimatlán,Vivienda Existente,Pensionados,1,466532.38
004,06,2015,Colima,Coquimatlán,Vivienda Existente,Respalda2M,1,0.0
005,06,2015,Colima,Cuauhtémoc,Vivienda Nueva,Tradicional,9,4571542.91
005,06,2015,Colima,Cuauhtémoc,Vivienda Nueva,Alia2+ Plus,1,88463.86
005,06,2015,Colima,Cuauhtémoc,Vivienda Existente,Tradicional,2,1264489.13
