clave_municipio,clave_estado,ano,estado,municipio,modalidad,esquema,acciones,monto
023,30,2015,Veracruz de Ignacio de la Llave,Atzalan,Vivienda Existente,Tradicional,1,593423.0
023,30,2015,Veracruz de Ignacio de la Llave,Atzalan,Vivienda Existente,Respalda2M,1,0.0
026,30,2015,Veracruz de Ignacio de la Llave,Banderilla,Vivienda Nueva,Tradicional,17,14366604.52
026,30,2015,Veracruz de Ignacio de la Llave,Banderilla,Vivienda Nueva,Alia2+ Plus,3,888476.87
026,30,2015,Veracruz de Ignacio de la Llave,Banderilla,Vivienda Existente,Tradicional,16,10725159.02
026,30,2015,Veracruz de Ignacio de la Llave,Banderilla,Vivienda Existente,Alia2+ Plus,2,256473.27
026,30,2015,Veracruz de Ignacio de la Llave,Banderilla,Vivienda Existente,Respalda2M,11,0.0
027,30,2015,Veracruz de Ignacio de la Llave,Benito Juárez,Vivienda Existente,Respalda2M,1,0.0
028,30,2015,Veracruz de Ignacio de la Llave,Boca del Río,Vivienda Nueva,Tradicional,2,1325268.25
028,30,2015,Veracruz de Ignacio de la Llave,Boca del Río,Vivienda Nueva,Fovissste pesos,1,38158.62
028,30,2015,Veracruz de Ignacio de la Llave,Boca del Río,Vivienda Nueva,Alia2+ Plus,16,5871594.5
028,30,2015,Veracruz de Ignacio de la Llave,Boca del Río,Vivienda Nueva,Respalda2,1,282461.19
028,30,2015,Veracruz de Ignacio de la Llave,Boca del Río,Vivienda Existente,Tradicional,75,67177975.84
028,30,2015,Veracruz de Ignacio de la Llave,Boca del Río,Vivienda Existente,Fovissste infonavit conyugal,1,1006825.0
028,30,2015,Veracruz de Ignacio de la Llave,Boca del Río,Vivienda Existente,Pensionados,3,1344943.88
028,30,2015,Veracruz de Ignacio de la Llave,Boca del Río,Vivienda Existente,Subsidios,1,599675.69
028,30,2015,Veracruz de Ignacio de la Llave,Boca del Río,Vivienda Existente,Alia2+ Plus,10,3940803.17
028,30,2015,Veracruz de Ignacio de la Llave,Boca del Río,Vivienda Existente,Respalda2M,15,0.0
030,30,2015,Veracruz de Ignacio de la Llave,Camerino Z. Mendoza,Vivienda Existente,Tradicional,8,4953424.82
030,30,2015,Veracruz de Ignacio de la Llave,Camerino Z. Mendoza,Vivienda Existente,Respalda2M,29,0.0
031,30,2015,Veracruz de Ignacio de la Llave,Carrillo Puerto,Vivienda Existente,Respalda2M,1,0.0
032,30,2015,Veracruz de Ignacio de la Llave,Catemaco,Vivienda Existente,Tradicional,11,6774243.38
032,30,2015,Veracruz de Ignacio de la Llave,Catemaco,Vivienda Existente,Respalda2M,4,0.0
033,30,2015,Veracruz de Ignacio de la Llave,Cazones de Herrera,Vivienda Existente,Tradicional,3,1618419.0
033,30,2015,Veracruz de Ignacio de la Llave,Cazones de Herrera,Vivienda Existente,Pensionados,1,302579.59
033,30,2015,Veracruz de Ignacio de la Llave,Cazones de Herrera,Vivienda Existente,Respalda2M,2,0.0
034,30,2015,Veracruz de Ignacio de la Llave,Cerro Azul,Vivienda Existente,Tradicional,3,1487026.63
034,30,2015,Veracruz de Ignacio de la Llave,Cerro Azul,Vivienda Existente,Respalda2M,19,0.0
036,30,2015,Veracruz de Ignacio de la Llave,Coacoatzintla,Vivienda Existente,Respalda2M,1,0.0
038,30,2015,Veracruz de Ignacio de la Llave,Coatepec,Vivienda Nueva,Tradicional,3,2194173.25
038,30,2015,Veracruz de Ignacio de la Llave,Coatepec,Vivienda Nueva,Alia2+ Plus,9,2951646.78
038,30,2015,Veracruz de Ignacio de la Llave,Coatepec,Vivienda Existente,Tradicional,38,30090983.22
038,30,2015,Veracruz de Ignacio de la Llave,Coatepec,Vivienda Existente,Alia2+ Plus,2,290488.3
038,30,2015,Veracruz de Ignacio de la Llave,Coatepec,Vivienda Existente,Respalda2,1,179428.25
038,30,2015,Veracruz de Ignacio de la Llave,Coatepec,Vivienda Existente,Respalda2M,50,0.0
039,30,2015,Veracruz de Ignacio de la Llave,Coatzacoalcos,Vivienda Nueva,Tradicional,67,45565220.85
039,30,2015,Veracruz de Ignacio de la Llave,Coatzacoalcos,Vivienda Nueva,Fovissste infonavit conyugal,1,485166.0
039,30,2015,Veracruz de Ignacio de la Llave,Coatzacoalcos,Vivienda Nueva,Pensionados,4,1550520.75
039,30,2015,Veracruz de Ignacio de la Llave,Coatzacoalcos,Vivienda Nueva,Subsidios,22,4953634.63
039,30,2015,Veracruz de Ignacio de la Llave,Coatzacoalcos,Vivienda Nueva,Alia2+ Plus,14,5368237.51
039,30,2015,Veracruz de Ignacio de la Llave,Coatzacoalcos,Vivienda Nueva,Respalda2,1,290548.22
039,30,2015,Veracruz de Ignacio de la Llave,Coatzacoalcos,Vivienda Existente,Tradicional,48,30969624.39
039,30,2015,Veracruz de Ignacio de la Llave,Coatzacoalcos,Vivienda Existente,Pensionados,2,869532.38
039,30,2015,Veracruz de Ignacio de la Llave,Coatzacoalcos,Vivienda Existente,Alia2+ Plus,5,1402013.41
039,30,2015,Veracruz de Ignacio de la Llave,Coatzacoalcos,Vivienda Existente,Respalda2,2,684482.66
039,30,2015,Veracruz de Ignacio de la Llave,Coatzacoalcos,Vivienda Existente,Respalda2M,25,0.0
040,30,2015,Veracruz de Ignacio de la Llave,Coatzintla,Vivienda Nueva,Alia2+ Plus,1,163335.45
040,30,2015,Veracruz de Ignacio de la Llave,Coatzintla,Vivienda Existente,Tradicional,18,12180041.54
040,30,2015,Veracruz de Ignacio de la Llave,Coatzintla,Vivienda Existente,Pensionados,1,440000.0
040,30,2015,Veracruz de Ignacio de la Llave,Coatzintla,Vivienda Existente,Respalda2M,15,0.0
044,30,2015,Veracruz de Ignacio de la Llave,Córdoba,Vivienda Nueva,Tradicional,41,26811573.76
044,30,2015,Veracruz de Ignacio de la Llave,Córdoba,Vivienda Nueva,Fovissste infonavit conyugal,1,415716.0
044,30,2015,Veracruz de Ignacio de la Llave,Córdoba,Vivienda Nueva,Fovissste pesos,1,9638.55
044,30,2015,Veracruz de Ignacio de la Llave,Córdoba,Vivienda Nueva,Pensionados,2,595294.98
044,30,2015,Veracruz de Ignacio de la Llave,Córdoba,Vivienda Nueva,Subsidios,2,429677.34
044,30,2015,Veracruz de Ignacio de la Llave,Córdoba,Vivienda Nueva,Alia2+ Plus,10,3155098.88
044,30,2015,Veracruz de Ignacio de la Llave,Córdoba,Vivienda Nueva,Respalda2,1,198543.7
044,30,2015,Veracruz de Ignacio de la Llave,Córdoba,Vivienda Existente,Tradicional,64,44946807.97
044,30,2015,Veracruz de Ignacio de la Llave,Córdoba,Vivienda Existente,Pensionados,5,2235105.67
044,30,2015,Veracruz de Ignacio de la Llave,Córdoba,Vivienda Existente,Alia2+ Plus,2,628080.79
044,30,2015,Veracruz de Ignacio de la Llave,Córdoba,Vivienda Existente,Respalda2,2,523900.79
044,30,2015,Veracruz de Ignacio de la Llave,Córdoba,Vivienda Existente,Respalda2M,42,0.0
045,30,2015,Veracruz de Ignacio de la Llave,Cosamaloapan de Carpio,Vivienda Existente,Tradicional,24,14436880.65
045,30,2015,Veracruz de Ignacio de la Llave,Cosamaloapan de Carpio,Vivienda Existente,Pensionados,2,819764.04
045,30,2015,Veracruz de Ignacio de la Llave,Cosamaloapan de Carpio,Vivienda Existente,Respalda2M,12,0.0
046,30,2015,Veracruz de Ignacio de la Llave,Cosautlán de Carvajal,Vivienda Existente,Respalda2M,3,0.0
047,30,2015,Veracruz de Ignacio de la Llave,Coscomatepec,Vivienda Nueva,Tradicional,1,662711.44
047,30,2015,Veracruz de Ignacio de la Llave,Coscomatepec,Vivienda Existente,Tradicional,3,2403268.16
047,30,2015,Veracruz de Ignacio de la Llave,Coscomatepec,Vivienda Existente,Respalda2M,3,0.0
048,30,2015,Veracruz de Ignacio de la Llave,Cosoleacaque,Vivienda Nueva,Tradicional,33,19735572.17
048,30,2015,Veracruz de Ignacio de la Llave,Cosoleacaque,Vivienda Nueva,Pensionados,2,765251.22
048,30,2015,Veracruz de Ignacio de la Llave,Cosoleacaque,Vivienda Nueva,Subsidios,19,9774310.35
048,30,2015,Veracruz de Ignacio de la Llave,Cosoleacaque,Vivienda Nueva,Alia2+ Plus,5,1782829.85
048,30,2015,Veracruz de Ignacio de la Llave,Cosoleacaque,Vivienda Nueva,Respalda2,3,966767.63
048,30,2015,Veracruz de Ignacio de la Llave,Cosoleacaque,Vivienda Existente,Tradicional,4,2680000.0
048,30,2015,Veracruz de Ignacio de la Llave,Cosoleacaque,Vivienda Existente,Alia2+ Plus,2,817991.9
048,30,2015,Veracruz de Ignacio de la Llave,Cosoleacaque,Vivienda Existente,Respalda2M,26,0.0
049,30,2015,Veracruz de Ignacio de la Llave,Cotaxtla,Vivienda Existente,Tradicional,1,550000.0
050,30,2015,Veracruz de Ignacio de la Llave,Coxquihui,Vivienda Existente,Respalda2M,2,0.0
051,30,2015,Veracruz de Ignacio de la Llave,Coyutla,Vivienda Existente,Tradicional,2,1284318.0
053,30,2015,Veracruz de Ignacio de la Llave,Cuitláhuac,Vivienda Existente,Tradicional,5,2219398.57
053,30,2015,Veracruz de Ignacio de la Llave,Cuitláhuac,Vivienda Existente,Respalda2M,3,0.0
054,30,2015,Veracruz de Ignacio de la Llave,Chacaltianguis,Vivienda Existente,Tradicional,1,603666.5
054,30,2015,Veracruz de Ignacio de la Llave,Chacaltianguis,Vivienda Existente,Respalda2M,1,0.0
055,30,2015,Veracruz de Ignacio de la Llave,Chalma,Vivienda Existente,Tradicional,1,474833.0
055,30,2015,Veracruz de Ignacio de la Llave,Chalma,Vivienda Existente,Alia2+ Plus,1,455291.53
055,30,2015,Veracruz de Ignacio de la Llave,Chalma,Vivienda Existente,Respalda2M,3,0.0
058,30,2015,Veracruz de Ignacio de la Llave,Chicontepec,Vivienda Existente,Tradicional,3,1903940.07
058,30,2015,Veracruz de Ignacio de la Llave,Chicontepec,Vivienda Existente,Respalda2M,4,0.0
061,30,2015,Veracruz de Ignacio de la Llave,Las Choapas,Vivienda Existente,Tradicional,8,5852667.1
061,30,2015,Veracruz de Ignacio de la Llave,Las Choapas,Vivienda Existente,Pensionados,1,466532.38
061,30,2015,Veracruz de Ignacio de la Llave,Las Choapas,Vivienda Existente,Respalda2M,8,0.0
062,30,2015,Veracruz de Ignacio de la Llave,Chocamán,Vivienda Existente,Tradicional,1,497349.75
062,30,2015,Veracruz de Ignacio de la Llave,Chocamán,Vivienda Existente,Respalda2M,3,0.0
063,30,2015,Veracruz de Ignacio de la Llave,Chontla,Vivienda Existente,Tradicional,2,970143.78
064,30,2015,Veracruz de Ignacio de la Llave,Chumatlán,Vivienda Existente,Respalda2M,1,0.0
065,30,2015,Veracruz de Ignacio de la Llave,Emiliano Zapata,Vivienda Nueva,Tradicional,29,23773103.64
065,30,2015,Veracruz de Ignacio de la Llave,Emiliano Zapata,Vivienda Nueva,Alia2+ Plus,22,7458695.01
065,30,2015,Veracruz de Ignacio de la Llave,Emiliano Zapata,Vivienda Nueva,Respalda2,1,147580.59
065,30,2015,Veracruz de Ignacio de la Llave,Emiliano Zapata,Vivienda Existente,Tradicional,48,27871973.18
065,30,2015,Veracruz de Ignacio de la Llave,Emiliano Zapata,Vivienda Existente,Pensionados,1,465000.0
065,30,2015,Veracruz de Ignacio de la Llave,Emiliano Zapata,Vivienda Existente,Alia2+ Plus,1,457257.44
065,30,2015,Veracruz de Ignacio de la Llave,Emiliano Zapata,Vivienda Existente,Respalda2M,16,0.0
066,30,2015,Veracruz de Ignacio de la Llave,Espinal,Vivienda Existente,Tradicional,1,892793.0
066,30,2015,Veracruz de Ignacio de la Llave,Espinal,Vivienda Existente,Respalda2M,6,0.0
068,30,2015,Veracruz de Ignacio de la Llave,Fortín,Vivienda Nueva,Tradicional,37,21752072.15
068,30,2015,Veracruz de Ignacio de la Llave,Fortín,Vivienda Nueva,Fovissste infonavit conyugal,1,531606.0
068,30,2015,Veracruz de Ignacio de la Llave,Fortín,Vivienda Nueva,Pensionados,4,1860531.14
068,30,2015,Veracruz de Ignacio de la Llave,Fortín,Vivienda Nueva,Alia2+ Plus,10,3123105.78
068,30,2015,Veracruz de Ignacio de la Llave,Fortín,Vivienda Nueva,Respalda2,2,569954.78
068,30,2015,Veracruz de Ignacio de la Llave,Fortín,Vivienda Existente,Tradicional,33,27595815.62
068,30,2015,Veracruz de Ignacio de la Llave,Fortín,Vivienda Existente,Pensionados,1,466532.38
068,30,2015,Veracruz de Ignacio de la Llave,Fortín,Vivienda Existente,Alia2+ Plus,4,1604231.82
068,30,2015,Veracruz de Ignacio de la Llave,Fortín,Vivienda Existente,Respalda2M,19,0.0
069,30,2015,Veracruz de Ignacio de la Llave,Gutiérrez Zamora,Vivienda Existente,Tradicional,1,809000.0
069,30,2015,Veracruz de Ignacio de la Llave,Gutiérrez Zamora,Vivienda Existente,Respalda2M,6,0.0
070,30,2015,Veracruz de Ignacio de la Llave,Hidalgotitlán,Vivienda Existente,Respalda2M,3,0.0
071,30,2015,Veracruz de Ignacio de la Llave,Huatusco,Vivienda Existente,Tradicional,14,8676530.14
071,30,2015,Veracruz de Ignacio de la Llave,Huatusco,Vivienda Existente,Respalda2M,3,0.0
072,30,2015,Veracruz de Ignacio de la Llave,Huayacocotla,Vivienda Existente,Tradicional,3,1884000.0
072,30,2015,Veracruz de Ignacio de la Llave,Huayacocotla,Vivienda Existente,Respalda2,1,315978.88
073,30,2015,Veracruz de Ignacio de la Llave,Hueyapan de Ocampo,Vivienda Existente,Tradicional,3,1751681.0
073,30,2015,Veracruz de Ignacio de la Llave,Hueyapan de Ocampo,Vivienda Existente,Pensionados,2,638525.31
073,30,2015,Veracruz de Ignacio de la Llave,Hueyapan de Ocampo,Vivienda Existente,Alia2+ Plus,1,415490.91
073,30,2015,Veracruz de Ignacio de la Llave,Hueyapan de Ocampo,Vivienda Existente,Respalda2M,2,0.0
074,30,2015,Veracruz de Ignacio de la Llave,Huiloapan de Cuauhtémoc,Vivienda Existente,Tradicional,3,2069398.38
074,30,2015,Veracruz de Ignacio de la Llave,Huiloapan de Cuauhtémoc,Vivienda Existente,Respalda2M,4,0.0
075,30,2015,Veracruz de Ignacio de la Llave,Ignacio de la Llave,Vivienda Existente,Tradicional,4,2583243.06
077,30,2015,Veracruz de Ignacio de la Llave,Isla,Vivienda Existente,Tradicional,11,6387148.25
077,30,2015,Veracruz de Ignacio de la Llave,Isla,Vivienda Existente,Subsidios,1,554140.0
077,30,2015,Veracruz de Ignacio de la Llave,Isla,Vivienda Existente,Respalda2M,3,0.0
078,30,2015,Veracruz de Ignacio de la Llave,Ixcatepec,Vivienda Existente,Respalda2M,1,0.0
080,30,2015,Veracruz de Ignacio de la Llave,Ixhuatlán del Café,Vivienda Existente,Tradicional,1,805000.0
081,30,2015,Veracruz de Ignacio de la Llave,Ixhuatlancillo,Vivienda Nueva,Tradicional,7,4284258.0
081,30,2015,Veracruz de Ignacio de la Llave,Ixhuatlancillo,Vivienda Existente,Tradicional,7,3745239.53
081,30,2015,Veracruz de Ignacio de la Llave,Ixhuatlancillo,Vivienda Existente,Alia2+ Plus,2,681240.04
081,30,2015,Veracruz de Ignacio de la Llave,Ixhuatlancillo,Vivienda Existente,Respalda2M,7,0.0
083,30,2015,Veracruz de Ignacio de la Llave,Ixhuatlán de Madero,Vivienda Existente,Tradicional,1,901978.13
083,30,2015,Veracruz de Ignacio de la Llave,Ixhuatlán de Madero,Vivienda Existente,Respalda2M,2,0.0
085,30,2015,Veracruz de Ignacio de la Llave,Ixtaczoquitlán,Vivienda Nueva,Respalda2,1,108795.04
085,30,2015,Veracruz de Ignacio de la Llave,Ixtaczoquitlán,Vivienda Existente,Tradicional,10,6895078.63
085,30,2015,Veracruz de Ignacio de la Llave,Ixtaczoquitlán,Vivienda Existente,Fovissste infonavit conyugal,1,599528.44
085,30,2015,Veracruz de Ignacio de la Llave,Ixtaczoquitlán,Vivienda Existente,Pensionados,1,193677.59
085,30,2015,Veracruz de Ignacio de la Llave,Ixtaczoquitlán,Vivienda Existente,Alia2+ Plus,2,1093386.47
085,30,2015,Veracruz de Ignacio de la Llave,Ixtaczoquitlán,Vivienda Existente,Respalda2M,22,0.0
086,30,2015,Veracruz de Ignacio de la Llave,Jalacingo,Vivienda Existente,Tradicional,4,2804986.63
087,30,2015,Veracruz de Ignacio de la Llave,Xalapa,Vivienda Nueva,Tradicional,126,90940570.94
087,30,2015,Veracruz de Ignacio de la Llave,Xalapa,Vivienda Nueva,Fovissste infonavit conyugal,2,941467.75
087,30,2015,Veracruz de Ignacio de la Llave,Xalapa,Vivienda Nueva,Pensionados,2,861052.75
087,30,2015,Veracruz de Ignacio de la Llave,Xalapa,Vivienda Nueva,Subsidios,1,415438.13
087,30,2015,Veracruz de Ignacio de la Llave,Xalapa,Vivienda Nueva,Alia2+ Plus,52,17934484.74
087,30,2015,Veracruz de Ignacio de la Llave,Xalapa,Vivienda Nueva,Respalda2,5,1214856.61
087,30,2015,Veracruz de Ignacio de la Llave,Xalapa,Vivienda Existente,Tradicional,422,289321087.49
087,30,2015,Veracruz de Ignacio de la Llave,Xalapa,Vivienda Existente,Fovissste infonavit conyugal,7,3418811.39
087,30,2015,Veracruz de Ignacio de la Llave,Xalapa,Vivienda Existente,Fovissste pesos,2,52842.51
087,30,2015,Veracruz de Ignacio de la Llave,Xalapa,Vivienda Existente,Pensionados,17,7260300.94
087,30,2015,Veracruz de Ignacio de la Llave,Xalapa,Vivienda Existente,Subsidios,2,975390.44
087,30,2015,Veracruz de Ignacio de la Llave,Xalapa,Vivienda Existente,Alia2+ Plus,24,8057436.75
087,30,2015,Veracruz de Ignacio de la Llave,Xalapa,Vivienda Existente,Respalda2M,253,0.0
089,30,2015,Veracruz de Ignacio de la Llave,Jáltipan,Vivienda Existente,Tradicional,6,3987888.94
089,30,2015,Veracruz de Ignacio de la Llave,Jáltipan,Vivienda Existente,Respalda2M,9,0.0
090,30,2015,Veracruz de Ignacio de la Llave,Jamapa,Vivienda Existente,Tradicional,1,584944.19
092,30,2015,Veracruz de Ignacio de la Llave,Xico,Vivienda Nueva,Tradicional,3,1723769.09
092,30,2015,Veracruz de Ignacio de la Llave,Xico,Vivienda Nueva,Pensionados,1,213671.84
092,30,2015,Veracruz de Ignacio de la Llave,Xico,Vivienda Existente,Tradicional,5,3553476.13
092,30,2015,Veracruz de Ignacio de la Llave,Xico,Vivienda Existente,Respalda2M,19,0.0
093,30,2015,Veracruz de Ignacio de la Llave,Jilotepec,Vivienda Existente,Tradicional,3,1918540.06
093,30,2015,Veracruz de Ignacio de la Llave,Jilotepec,Vivienda Existente,Respalda2M,1,0.0
094,30,2015,Veracruz de Ignacio de la Llave,Juan Rodríguez Clara,Vivienda Existente,Tradicional,18,11056565.23
095,30,2015,Veracruz de Ignacio de la Llave,Juchique de Ferrer,Vivienda Existente,Tradicional,2,1117322.0
095,30,2015,Veracruz de Ignacio de la Llave,Juchique de Ferrer,Vivienda Existente,Respalda2M,2,0.0
097,30,2015,Veracruz de Ignacio de la Llave,Lerdo de Tejada,Vivienda Existente,Tradicional,6,4463485.0
097,30,2015,Veracruz de Ignacio de la Llave,Lerdo de Tejada,Vivienda Existente,Respalda2,1,194134.63
097,30,2015,Veracruz de Ignacio de la Llave,Lerdo de Tejada,Vivienda Existente,Respalda2M,1,0.0
099,30,2015,Veracruz de Ignacio de la Llave,Maltrata,Vivienda Existente,Respalda2M,2,0.0
100,30,2015,Veracruz de Ignacio de la Llave,Manlio Fabio Altamirano,Vivienda Existente,Tradicional,2,1458571.63
101,30,2015,Veracruz de Ignacio de la Llave,Mariano Escobedo,Vivienda Existente,Tradicional,20,11892517.76
101,30,2015,Veracruz de Ignacio de la Llave,Mariano Escobedo,Vivienda Existente,Pensionados,1,470621.28
101,30,2015,Veracruz de Ignacio de la Llave,Mariano Escobedo,Vivienda Existente,Alia2+ Plus,1,352832.81
101,30,2015,Veracruz de Ignacio de la Llave,Mariano Escobedo,Vivienda Existente,Respalda2M,16,0.0
102,30,2015,Veracruz de Ignacio de la Llave,Martínez de la Torre,Vivienda Nueva,Tradicional,1,774000.0
102,30,2015,Veracruz de Ignacio de la Llave,Martínez de la Torre,Vivienda Existente,Tradicional,64,40187620.57
102,30,2015,Veracruz de Ignacio de la Llave,Martínez de la Torre,Vivienda Existente,Pensionados,1,466532.0
102,30,2015,Veracruz de Ignacio de la Llave,Martínez de la Torre,Vivienda Existente,Subsidios,1,475853.69
102,30,2015,Veracruz de Ignacio de la Llave,Martínez de la Torre,Vivienda Existente,Alia2+ Plus,2,555950.47
102,30,2015,Veracruz de Ignacio de la Llave,Martínez de la Torre,Vivienda Existente,Respalda2M,31,0.0
103,30,2015,Veracruz de Ignacio de la Llave,Mecatlán,Vivienda Existente,Respalda2M,1,0.0
104,30,2015,Veracruz de Ignacio de la Llave,Mecayapan,Vivienda Existente,Respalda2M,2,0.0
105,30,2015,Veracruz de Ignacio de la Llave,Medellín de Bravo,Vivienda Nueva,Tradicional,44,22129856.95
105,30,2015,Veracruz de Ignacio de la Llave,Medellín de Bravo,Vivienda Nueva,Fovissste infonavit conyugal,1,662832.0
105,30,2015,Veracruz de Ignacio de la Llave,Medellín de Bravo,Vivienda Nueva,Pensionados,3,1239064.76
105,30,2015,Veracruz de Ignacio de la Llave,Medellín de Bravo,Vivienda Nueva,Subsidios,9,2918328.14
105,30,2015,Veracruz de Ignacio de la Llave,Medellín de Bravo,Vivienda Nueva,Alia2+ Plus,2,492604.93
105,30,2015,Veracruz de Ignacio de la Llave,Medellín de Bravo,Vivienda Existente,Tradicional,18,10942688.85
105,30,2015,Veracruz de Ignacio de la Llave,Medellín de Bravo,Vivienda Existente,Pensionados,4,1657517.6
105,30,2015,Veracruz de Ignacio de la Llave,Medellín de Bravo,Vivienda Existente,Subsidios,1,216858.98
105,30,2015,Veracruz de Ignacio de la Llave,Medellín de Bravo,Vivienda Existente,Respalda2M,7,0.0
106,30,2015,Veracruz de Ignacio de la Llave,Miahuatlán,Vivienda Existente,Respalda2M,1,0.0
108,30,2015,Veracruz de Ignacio de la Llave,Minatitlán,Vivienda Nueva,Tradicional,15,9629958.63
108,30,2015,Veracruz de Ignacio de la Llave,Minatitlán,Vivienda Nueva,Alia2+ Plus,3,929332.64
108,30,2015,Veracruz de Ignacio de la Llave,Minatitlán,Vivienda Existente,Tradicional,23,18259318.04
108,30,2015,Veracruz de Ignacio de la Llave,Minatitlán,Vivienda Existente,Subsidios,1,531675.69
108,30,2015,Veracruz de Ignacio de la Llave,Minatitlán,Vivienda Existente,Alia2+ Plus,3,1079791.61
108,30,2015,Veracruz de Ignacio de la Llave,Minatitlán,Vivienda Existente,Respalda2M,50,0.0
109,30,2015,Veracruz de Ignacio de la Llave,Misantla,Vivienda Nueva,Tradicional,10,7351534.07
109,30,2015,Veracruz de Ignacio de la Llave,Misantla,Vivienda Existente,Tradicional,18,11006169.19
109,30,2015,Veracruz de Ignacio de la Llave,Misantla,Vivienda Existente,Pensionados,1,331000.0
109,30,2015,Veracruz de Ignacio de la Llave,Misantla,Vivienda Existente,Respalda2M,28,0.0
110,30,2015,Veracruz de Ignacio de la Llave,Mixtla de Altamirano,Vivienda Existente,Respalda2M,3,0.0
111,30,2015,Veracruz de Ignacio de la Llave,Moloacán,Vivienda Existente,Tradicional,2,2470211.01
111,30,2015,Veracruz de Ignacio de la Llave,Moloacán,Vivienda Existente,Pensionados,1,466532.38
112,30,2015,Veracruz de Ignacio de la Llave,Naolinco,Vivienda Nueva,Tradicional,1,369097.41
112,30,2015,Veracruz de Ignacio de la Llave,Naolinco,Vivienda Nueva,Pensionados,1,179506.0
112,30,2015,Veracruz de Ignacio de la Llave,Naolinco,Vivienda Existente,Tradicional,5,2836808.5
112,30,2015,Veracruz de Ignacio de la Llave,Naolinco,Vivienda Existente,Respalda2M,7,0.0
114,30,2015,Veracruz de Ignacio de la Llave,Nautla,Vivienda Existente,Tradicional,6,5869708.0
115,30,2015,Veracruz de Ignacio de la Llave,Nogales,Vivienda Nueva,Tradicional,2,773000.0
115,30,2015,Veracruz de Ignacio de la Llave,Nogales,Vivienda Existente,Tradicional,14,7648309.57
115,30,2015,Veracruz de Ignacio de la Llave,Nogales,Vivienda Existente,Respalda2M,25,0.0
116,30,2015,Veracruz de Ignacio de la Llave,Oluta,Vivienda Existente,Tradicional,7,5061112.66
116,30,2015,Veracruz de Ignacio de la Llave,Oluta,Vivienda Existente,Alia2+ Plus,2,209901.48
116,30,2015,Veracruz de Ignacio de la Llave,Oluta,Vivienda Existente,Respalda2M,1,0.0
117,30,2015,Veracruz de Ignacio de la Llave,Omealca,Vivienda Existente,Tradicional,1,504689.69
117,30,2015,Veracruz de Ignacio de la Llave,Omealca,Vivienda Existente,Respalda2M,2,0.0
118,30,2015,Veracruz de Ignacio de la Llave,Orizaba,Vivienda Nueva,Tradicional,2,1611833.28
118,30,2015,Veracruz de Ignacio de la Llave,Orizaba,Vivienda Nueva,Alia2+ Plus,11,4922730.38
118,30,2015,Veracruz de Ignacio de la Llave,Orizaba,Vivienda Existente,Tradicional,45,31159793.27
118,30,2015,Veracruz de Ignacio de la Llave,Orizaba,Vivienda Existente,Pensionados,3,1320686.54
118,30,2015,Veracruz de Ignacio de la Llave,Orizaba,Vivienda Existente,Alia2+ Plus,8,3107334.79
118,30,2015,Veracruz de Ignacio de la Llave,Orizaba,Vivienda Existente,Respalda2M,135,0.0
119,30,2015,Veracruz de Ignacio de la Llave,Otatitlán,Vivienda Existente,Tradicional,1,493488.0
119,30,2015,Veracruz de Ignacio de la Llave,Otatitlán,Vivienda Existente,Respalda2M,1,0.0
120,30,2015,Veracruz de Ignacio de la Llave,Oteapan,Vivienda Existente,Tradicional,1,513593.06
120,30,2015,Veracruz de Ignacio de la Llave,Oteapan,Vivienda Existente,Respalda2M,2,0.0
121,30,2015,Veracruz de Ignacio de la Llave,Ozuluama de Mascareñas,Vivienda Existente,Tradicional,2,1403000.69
123,30,2015,Veracruz de Ignacio de la Llave,Pánuco,Vivienda Nueva,Tradicional,4,2337642.25
123,30,2015,Veracruz de Ignacio de la Llave,Pánuco,Vivienda Nueva,Alia2+ Plus,3,766246.07
123,30,2015,Veracruz de Ignacio de la Llave,Pánuco,Vivienda Existente,Tradicional,21,13216073.5
123,30,2015,Veracruz de Ignacio de la Llave,Pánuco,Vivienda Existente,Pensionados,5,1574071.4
123,30,2015,Veracruz de Ignacio de la Llave,Pánuco,Vivienda Existente,Alia2+ Plus,1,622408.88
123,30,2015,Veracruz de Ignacio de la Llave,Pánuco,Vivienda Existente,Respalda2M,28,0.0
124,30,2015,Veracruz de Ignacio de la Llave,Papantla,Vivienda Nueva,Alia2+ Plus,2,667471.94
124,30,2015,Veracruz de Ignacio de la Llave,Papantla,Vivienda Existente,Tradicional,25,17236123.69
124,30,2015,Veracruz de Ignacio de la Llave,Papantla,Vivienda Existente,Fovissste infonavit conyugal,2,1642820.38
124,30,2015,Veracruz de Ignacio de la Llave,Papantla,Vivienda Existente,Pensionados,1,307378.19
124,30,2015,Veracruz de Ignacio de la Llave,Papantla,Vivienda Existente,Respalda2,1,356021.78
124,30,2015,Veracruz de Ignacio de la Llave,Papantla,Vivienda Existente,Respalda2M,52,0.0
125,30,2015,Veracruz de Ignacio de la Llave,Paso del Macho,Vivienda Existente,Tradicional,5,2214459.19
125,30,2015,Veracruz de Ignacio de la Llave,Paso del Macho,Vivienda Existente,Respalda2M,2,0.0
126,30,2015,Veracruz de Ignacio de la Llave,Paso de Ovejas,Vivienda Existente,Respalda2M,1,0.0
128,30,2015,Veracruz de Ignacio de la Llave,Perote,Vivienda Nueva,Tradicional,3,1535093.78
128,30,2015,Veracruz de Ignacio de la Llave,Perote,Vivienda Existente,Tradicional,29,23138752.11
