clave_municipio,clave_estado,ano,estado,municipio,modalidad,zona,acciones,monto
055,07,2016,Chiapas,Metapa,Mejoramientos,Rural,2,65946.0
057,07,2016,Chiapas,Motozintla,Viviendas nuevas,Rural,2,1682614.0
057,07,2016,Chiapas,Motozintla,Viviendas existentes,Rural,2,4375771.0
057,07,2016,Chiapas,Motozintla,Otros programas,Rural,3,24244467.0
058,07,2016,Chiapas,Nicolás Ruíz,Otros programas,Semiurbano,0,4032909.0
059,07,2016,Chiapas,Ocosingo,Viviendas existentes,Rural,5,7261069.0
059,07,2016,Chiapas,Ocosingo,Mejoramientos,Rural,1,26000.0
059,07,2016,Chiapas,Ocosingo,Otros programas,Rural,0,3577531.0
060,07,2016,Chiapas,Ocotepec,Viviendas nuevas,Rural,5,9722821.0
060,07,2016,Chiapas,Ocotepec,Viviendas existentes,Rural,2,2872911.0
060,07,2016,Chiapas,Ocotepec,Otros programas,Rural,0,361527.0
061,07,2016,Chiapas,Ocozocoautla de Espinosa,Viviendas nuevas,Rural,1,846000.0
061,07,2016,Chiapas,Ocozocoautla de Espinosa,Viviendas existentes,Rural,4,1491304.0
061,07,2016,Chiapas,Ocozocoautla de Espinosa,Mejoramientos,Rural,2,91481.0
061,07,2016,Chiapas,Ocozocoautla de Espinosa,Otros programas,Rural,0,7045830.0
062,07,2016,Chiapas,Ostuacán,Viviendas nuevas,Rural,1,2743896.0
062,07,2016,Chiapas,Ostuacán,Otros programas,Rural,0,1444156.0
065,07,2016,Chiapas,Palenque,Viviendas nuevas,Rural,17,17392839.0
065,07,2016,Chiapas,Palenque,Viviendas existentes,Rural,4,1457331.0
065,07,2016,Chiapas,Palenque,Mejoramientos,Rural,4,170929.0
065,07,2016,Chiapas,Palenque,Otros programas,Rural,1,15263867.0
068,07,2016,Chiapas,Pichucalco,Mejoramientos,Rural,1,45060.0
069,07,2016,Chiapas,Pijijiapan,Viviendas nuevas,Rural,13,15357214.0
069,07,2016,Chiapas,Pijijiapan,Viviendas existentes,Rural,2,1867832.0
069,07,2016,Chiapas,Pijijiapan,Otros programas,Rural,2,10943311.0
071,07,2016,Chiapas,Villa Comaltitlán,Viviendas existentes,Rural,1,516025.0
071,07,2016,Chiapas,Villa Comaltitlán,Mejoramientos,Rural,1,27133.0
074,07,2016,Chiapas,Reforma,Viviendas nuevas,Urbano,3,2643798.0
074,07,2016,Chiapas,Reforma,Mejoramientos,Urbano,2,55303.0
074,07,2016,Chiapas,Reforma,Otros programas,Urbano,0,1550000.0
075,07,2016,Chiapas,Las Rosas,Viviendas nuevas,Urbano,1,1430752.0
077,07,2016,Chiapas,Salto de Agua,Viviendas existentes,Rural,2,2461526.0
078,07,2016,Chiapas,San Cristóbal de las Casas,Viviendas nuevas,Urbano,38,36701207.0
078,07,2016,Chiapas,San Cristóbal de las Casas,Viviendas existentes,Urbano,15,12390652.0
078,07,2016,Chiapas,San Cristóbal de las Casas,Mejoramientos,Urbano,17,555410.0
078,07,2016,Chiapas,San Cristóbal de las Casas,Otros programas,Urbano,16,14110779.0
079,07,2016,Chiapas,San Fernando,Viviendas nuevas,Rural,1,51070.0
079,07,2016,Chiapas,San Fernando,Viviendas existentes,Rural,2,436978.0
079,07,2016,Chiapas,San Fernando,Mejoramientos,Rural,2,90371.0
079,07,2016,Chiapas,San Fernando,Otros programas,Rural,0,296329.0
081,07,2016,Chiapas,Simojovel,Otros programas,Rural,0,1210900.0
083,07,2016,Chiapas,Socoltenango,Viviendas nuevas,Rural,2,597814.0
085,07,2016,Chiapas,Soyaló,Mejoramientos,Semiurbano,1,9770.0
087,07,2016,Chiapas,Suchiate,Viviendas nuevas,Mixto,1,2848200.0
087,07,2016,Chiapas,Suchiate,Otros programas,Mixto,2,2032927.0
089,07,2016,Chiapas,Tapachula,Viviendas nuevas,Urbano,103,112684242.0
089,07,2016,Chiapas,Tapachula,Viviendas existentes,Urbano,57,25753654.0
089,07,2016,Chiapas,Tapachula,Mejoramientos,Urbano,88,2168672.0
089,07,2016,Chiapas,Tapachula,Otros programas,Urbano,34,30354995.0
090,07,2016,Chiapas,Tapalapa,Viviendas nuevas,Rural,1,400000.0
091,07,2016,Chiapas,Tapilula,Viviendas nuevas,Semiurbano,1,472241.0
092,07,2016,Chiapas,Tecpatán,Otros programas,Rural,0,843900.0
094,07,2016,Chiapas,Teopisca,Viviendas nuevas,Mixto,4,6012701.0
094,07,2016,Chiapas,Teopisca,Viviendas existentes,Mixto,4,6740329.0
094,07,2016,Chiapas,Teopisca,Otros programas,Mixto,2,14594660.0
096,07,2016,Chiapas,Tila,Mejoramientos,Rural,1,49737.0
097,07,2016,Chiapas,Tonalá,Viviendas nuevas,Mixto,4,2495016.0
097,07,2016,Chiapas,Tonalá,Viviendas existentes,Mixto,3,1073986.0
097,07,2016,Chiapas,Tonalá,Mejoramientos,Mixto,3,77145.0
099,07,2016,Chiapas,La Trinitaria,Viviendas existentes,Rural,1,500000.0
099,07,2016,Chiapas,La Trinitaria,Mejoramientos,Rural,2,39745.0
099,07,2016,Chiapas,La Trinitaria,Otros programas,Rural,0,838075.0
101,07,2016,Chiapas,Tuxtla Gutiérrez,Viviendas nuevas,Urbano,461,579093898.0
101,07,2016,Chiapas,Tuxtla Gutiérrez,Viviendas existentes,Urbano,78,53219721.0
101,07,2016,Chiapas,Tuxtla Gutiérrez,Mejoramientos,Urbano,98,4558593.0
101,07,2016,Chiapas,Tuxtla Gutiérrez,Otros programas,Urbano,134,150674416.0
102,07,2016,Chiapas,Tuxtla Chico,Viviendas nuevas,Rural,2,1003482.0
102,07,2016,Chiapas,Tuxtla Chico,Viviendas existentes,Rural,1,618630.0
102,07,2016,Chiapas,Tuxtla Chico,Mejoramientos,Rural,3,127875.0
103,07,2016,Chiapas,Tuzantán,Viviendas nuevas,Rural,2,1525477.0
103,07,2016,Chiapas,Tuzantán,Mejoramientos,Rural,1,19179.0
103,07,2016,Chiapas,Tuzantán,Otros programas,Rural,1,1379605.0
104,07,2016,Chiapas,Tzimol,Viviendas existentes,Semiurbano,2,1703333.0
104,07,2016,Chiapas,Tzimol,Otros programas,Semiurbano,0,5699889.0
105,07,2016,Chiapas,Unión Juárez,Mejoramientos,Rural,2,99474.0
106,07,2016,Chiapas,Venustiano Carranza,Viviendas nuevas,Mixto,3,1825096.0
106,07,2016,Chiapas,Venustiano Carranza,Viviendas existentes,Mixto,4,1307015.0
106,07,2016,Chiapas,Venustiano Carranza,Mejoramientos,Mixto,3,85853.0
106,07,2016,Chiapas,Venustiano Carranza,Otros programas,Mixto,2,2420366.0
107,07,2016,Chiapas,Villa Corzo,Viviendas nuevas,Semiurbano,2,2739500.0
108,07,2016,Chiapas,Villaflores,Viviendas nuevas,Mixto,10,9356583.0
108,07,2016,Chiapas,Villaflores,Viviendas existentes,Mixto,4,2337228.0
108,07,2016,Chiapas,Villaflores,Mejoramientos,Mixto,18,594894.0
108,07,2016,Chiapas,Villaflores,Otros programas,Mixto,0,2693189.0
109,07,2016,Chiapas,Yajalón,Viviendas existentes,Rural,1,1500000.0
118,07,2016,Chiapas,San Andrés Duraznal,Otros programas,Semiurbano,0,1387603.0
001,08,2016,Chihuahua,Ahumada,Viviendas nuevas,Semiurbano,4,3331548.0
001,08,2016,Chihuahua,Ahumada,Viviendas existentes,Semiurbano,1,484824.0
002,08,2016,Chihuahua,Aldama,Viviendas nuevas,Urbano,25,29652676.0
002,08,2016,Chihuahua,Aldama,Viviendas existentes,Urbano,2,1734650.0
002,08,2016,Chihuahua,Aldama,Mejoramientos,Urbano,13,260883.0
002,08,2016,Chihuahua,Aldama,Otros programas,Urbano,1,436525.0
003,08,2016,Chihuahua,Allende,Otros programas,Semiurbano,0,360000.0
004,08,2016,Chihuahua,Aquiles Serdán,Viviendas nuevas,Urbano,1,59951.0
004,08,2016,Chihuahua,Aquiles Serdán,Mejoramientos,Urbano,21,491601.0
004,08,2016,Chihuahua,Aquiles Serdán,Otros programas,Urbano,1,344728.0
005,08,2016,Chihuahua,Ascensión,Viviendas nuevas,Urbano,3,724622.0
006,08,2016,Chihuahua,Bachíniva,Mejoramientos,Rural,2,59952.0
007,08,2016,Chihuahua,Balleza,Viviendas existentes,Rural,1,1122150.0
009,08,2016,Chihuahua,Bocoyna,Viviendas nuevas,Semiurbano,1,900000.0
009,08,2016,Chihuahua,Bocoyna,Mejoramientos,Semiurbano,1,17763.0
010,08,2016,Chihuahua,Buenaventura,Mejoramientos,Semiurbano,4,103760.0
011,08,2016,Chihuahua,Camargo,Viviendas nuevas,Urbano,10,11460800.0
011,08,2016,Chihuahua,Camargo,Viviendas existentes,Urbano,17,12472633.0
011,08,2016,Chihuahua,Camargo,Mejoramientos,Urbano,1,35749.0
011,08,2016,Chihuahua,Camargo,Otros programas,Urbano,2,523101.0
013,08,2016,Chihuahua,Casas Grandes,Mejoramientos,Semiurbano,2,24511.0
014,08,2016,Chihuahua,Coronado,Viviendas nuevas,Rural,256,231733578.0
014,08,2016,Chihuahua,Coronado,Otros programas,Rural,33,32893792.0
017,08,2016,Chihuahua,Cuauhtémoc,Viviendas nuevas,Urbano,57,43572276.0
017,08,2016,Chihuahua,Cuauhtémoc,Viviendas existentes,Urbano,23,11332300.0
017,08,2016,Chihuahua,Cuauhtémoc,Mejoramientos,Urbano,46,1878702.0
017,08,2016,Chihuahua,Cuauhtémoc,Otros programas,Urbano,16,9897674.0
019,08,2016,Chihuahua,Chihuahua,Viviendas nuevas,Urbano,1762,1371585390.0
019,08,2016,Chihuahua,Chihuahua,Viviendas existentes,Urbano,429,285402098.0
019,08,2016,Chihuahua,Chihuahua,Mejoramientos,Urbano,1043,67528169.0
019,08,2016,Chihuahua,Chihuahua,Otros programas,Urbano,466,340318557.0
020,08,2016,Chihuahua,Chínipas,Viviendas nuevas,Rural,177,166401546.0
020,08,2016,Chihuahua,Chínipas,Otros programas,Rural,29,21166018.0
021,08,2016,Chihuahua,Delicias,Viviendas nuevas,Urbano,49,51060368.0
021,08,2016,Chihuahua,Delicias,Viviendas existentes,Urbano,45,27999312.0
021,08,2016,Chihuahua,Delicias,Mejoramientos,Urbano,45,2129589.0
021,08,2016,Chihuahua,Delicias,Otros programas,Urbano,22,14762961.0
024,08,2016,Chihuahua,Santa Isabel,Otros programas,Rural,1,1185000.0
025,08,2016,Chihuahua,Gómez Farías,Viviendas existentes,Semiurbano,1,382361.0
025,08,2016,Chihuahua,Gómez Farías,Mejoramientos,Semiurbano,1,13954.0
027,08,2016,Chihuahua,Guachochi,Viviendas nuevas,Rural,1,3000000.0
027,08,2016,Chihuahua,Guachochi,Viviendas existentes,Rural,1,1843843.0
027,08,2016,Chihuahua,Guachochi,Otros programas,Rural,0,601500.0
028,08,2016,Chihuahua,Guadalupe,Mejoramientos,Rural,3,95867.0
031,08,2016,Chihuahua,Guerrero,Viviendas nuevas,Semiurbano,3,1364900.0
031,08,2016,Chihuahua,Guerrero,Mejoramientos,Semiurbano,3,63726.0
032,08,2016,Chihuahua,Hidalgo del Parral,Viviendas nuevas,Urbano,26,22699930.0
032,08,2016,Chihuahua,Hidalgo del Parral,Viviendas existentes,Urbano,15,9814333.0
032,08,2016,Chihuahua,Hidalgo del Parral,Mejoramientos,Urbano,24,527604.0
032,08,2016,Chihuahua,Hidalgo del Parral,Otros programas,Urbano,5,6535200.0
034,08,2016,Chihuahua,Ignacio Zaragoza,Mejoramientos,Semiurbano,4,57599.0
036,08,2016,Chihuahua,Jiménez,Viviendas nuevas,Urbano,3,796180.0
036,08,2016,Chihuahua,Jiménez,Viviendas existentes,Urbano,4,1106356.0
036,08,2016,Chihuahua,Jiménez,Mejoramientos,Urbano,2,26324.0
036,08,2016,Chihuahua,Jiménez,Otros programas,Urbano,1,795870.0
037,08,2016,Chihuahua,Juárez,Viviendas nuevas,Urbano,1144,912087941.0
037,08,2016,Chihuahua,Juárez,Viviendas existentes,Urbano,445,235134195.0
037,08,2016,Chihuahua,Juárez,Mejoramientos,Urbano,1952,59301928.0
037,08,2016,Chihuahua,Juárez,Otros programas,Urbano,310,211105051.0
038,08,2016,Chihuahua,Julimes,Viviendas nuevas,Rural,1,409100.0
038,08,2016,Chihuahua,Julimes,Mejoramientos,Rural,1,9817.0
040,08,2016,Chihuahua,Madera,Viviendas existentes,Semiurbano,1,942300.0
045,08,2016,Chihuahua,Meoqui,Viviendas nuevas,Urbano,4,3676415.0
045,08,2016,Chihuahua,Meoqui,Viviendas existentes,Urbano,5,2380692.0
045,08,2016,Chihuahua,Meoqui,Mejoramientos,Urbano,7,187052.0
045,08,2016,Chihuahua,Meoqui,Otros programas,Urbano,2,1381374.0
048,08,2016,Chihuahua,Namiquipa,Viviendas nuevas,Rural,1,1869600.0
050,08,2016,Chihuahua,Nuevo Casas Grandes,Viviendas nuevas,Urbano,14,7213395.0
050,08,2016,Chihuahua,Nuevo Casas Grandes,Viviendas existentes,Urbano,5,1341256.0
050,08,2016,Chihuahua,Nuevo Casas Grandes,Mejoramientos,Urbano,15,345363.0
050,08,2016,Chihuahua,Nuevo Casas Grandes,Otros programas,Urbano,10,2517331.0
051,08,2016,Chihuahua,Ocampo,Viviendas existentes,Rural,1,2548455.0
051,08,2016,Chihuahua,Ocampo,Mejoramientos,Rural,10,374919.0
052,08,2016,Chihuahua,Ojinaga,Viviendas nuevas,Urbano,2034,400006353.0
052,08,2016,Chihuahua,Ojinaga,Viviendas existentes,Urbano,2,714995.0
052,08,2016,Chihuahua,Ojinaga,Otros programas,Urbano,172,185722565.0
053,08,2016,Chihuahua,Praxedis G. Guerrero,Viviendas nuevas,Rural,1,446688.0
053,08,2016,Chihuahua,Praxedis G. Guerrero,Mejoramientos,Rural,2,47395.0
055,08,2016,Chihuahua,Rosales,Viviendas nuevas,Semiurbano,1,1600000.0
055,08,2016,Chihuahua,Rosales,Viviendas existentes,Semiurbano,1,330448.0
055,08,2016,Chihuahua,Rosales,Mejoramientos,Semiurbano,8,3738368.0
059,08,2016,Chihuahua,San Francisco del Oro,Viviendas nuevas,Semiurbano,1,313858.0
059,08,2016,Chihuahua,San Francisco del Oro,Mejoramientos,Semiurbano,1,50181.0
060,08,2016,Chihuahua,Santa Bárbara,Viviendas existentes,Semiurbano,1,613672.0
060,08,2016,Chihuahua,Santa Bárbara,Mejoramientos,Semiurbano,10,348112.0
061,08,2016,Chihuahua,Satevó,Viviendas nuevas,Rural,4,5527820.0
061,08,2016,Chihuahua,Satevó,Viviendas existentes,Rural,2,1727830.0
061,08,2016,Chihuahua,Satevó,Otros programas,Rural,0,2952606.0
062,08,2016,Chihuahua,Saucillo,Viviendas nuevas,Rural,2,1166500.0
062,08,2016,Chihuahua,Saucillo,Viviendas existentes,Rural,2,379306.0
062,08,2016,Chihuahua,Saucillo,Mejoramientos,Rural,3,87522.0
062,08,2016,Chihuahua,Saucillo,Otros programas,Rural,0,441000.0
063,08,2016,Chihuahua,Temósachic,Mejoramientos,Rural,1,16875.0
065,08,2016,Chihuahua,Urique,Mejoramientos,Rural,1,48627.0
067,08,2016,Chihuahua,Valle de Zaragoza,Viviendas nuevas,Rural,2,866608.0
067,08,2016,Chihuahua,Valle de Zaragoza,Viviendas existentes,Rural,1,959275.0
002,09,2016,Ciudad de México,Azcapotzalco,Viviendas nuevas,Urbano,951,1005556819.0
002,09,2016,Ciudad de México,Azcapotzalco,Viviendas existentes,Urbano,99,105345171.0
002,09,2016,Ciudad de México,Azcapotzalco,Mejoramientos,Urbano,119,5962882.0
002,09,2016,Ciudad de México,Azcapotzalco,Otros programas,Urbano,77,76421225.0
003,09,2016,Ciudad de México,Coyoacán,Viviendas nuevas,Urbano,640,919280486.0
003,09,2016,Ciudad de México,Coyoacán,Viviendas existentes,Urbano,189,228334334.0
003,09,2016,Ciudad de México,Coyoacán,Mejoramientos,Urbano,129,18616286.0
003,09,2016,Ciudad de México,Coyoacán,Otros programas,Urbano,153,250199655.0
004,09,2016,Ciudad de México,Cuajimalpa de Morelos,Viviendas nuevas,Urbano,295,641556586.0
004,09,2016,Ciudad de México,Cuajimalpa de Morelos,Viviendas existentes,Urbano,51,154221268.0
004,09,2016,Ciudad de México,Cuajimalpa de Morelos,Mejoramientos,Urbano,39,18388736.0
004,09,2016,Ciudad de México,Cuajimalpa de Morelos,Otros programas,Urbano,107,352996998.0
005,09,2016,Ciudad de México,Gustavo A. Madero,Viviendas nuevas,Urbano,610,749581992.0
005,09,2016,Ciudad de México,Gustavo A. Madero,Viviendas existentes,Urbano,181,198440132.0
005,09,2016,Ciudad de México,Gustavo A. Madero,Mejoramientos,Urbano,259,10097106.0
005,09,2016,Ciudad de México,Gustavo A. Madero,Otros programas,Urbano,102,131231216.0
006,09,2016,Ciudad de México,Iztacalco,Viviendas nuevas,Urbano,509,425997279.0
006,09,2016,Ciudad de México,Iztacalco,Viviendas existentes,Urbano,74,66472822.0
006,09,2016,Ciudad de México,Iztacalco,Mejoramientos,Urbano,90,3184461.0
006,09,2016,Ciudad de México,Iztacalco,Otros programas,Urbano,42,50254606.0
007,09,2016,Ciudad de México,Iztapalapa,Viviendas nuevas,Urbano,533,598285482.0
007,09,2016,Ciudad de México,Iztapalapa,Viviendas existentes,Urbano,169,132371275.0
007,09,2016,Ciudad de México,Iztapalapa,Mejoramientos,Urbano,440,15722989.0
007,09,2016,Ciudad de México,Iztapalapa,Otros programas,Urbano,73,87610339.0
008,09,2016,Ciudad de México,La Magdalena Contreras,Viviendas nuevas,Urbano,170,404419204.0
008,09,2016,Ciudad de México,La Magdalena Contreras,Viviendas existentes,Urbano,45,101889524.0
008,09,2016,Ciudad de México,La Magdalena Contreras,Mejoramientos,Urbano,61,14592879.0
008,09,2016,Ciudad de México,La Magdalena Contreras,Otros programas,Urbano,50,118115558.0
009,09,2016,Ciudad de México,Milpa Alta,Viviendas nuevas,Urbano,3,3639028.0
009,09,2016,Ciudad de México,Milpa Alta,Viviendas existentes,Urbano,1,334173.0
009,09,2016,Ciudad de México,Milpa Alta,Mejoramientos,Urbano,19,615714.0
009,09,2016,Ciudad de México,Milpa Alta,Otros programas,Urbano,2,348302.0
010,09,2016,Ciudad de México,Álvaro Obregón,Viviendas nuevas,Urbano,1041,1378844131.0
010,09,2016,Ciudad de México,Álvaro Obregón,Viviendas existentes,Urbano,185,300953165.0
010,09,2016,Ciudad de México,Álvaro Obregón,Mejoramientos,Urbano,90825,914036411.0
010,09,2016,Ciudad de México,Álvaro Obregón,Otros programas,Urbano,170,416526366.0
011,09,2016,Ciudad de México,Tláhuac,Viviendas nuevas,Urbano,86,66736961.0
011,09,2016,Ciudad de México,Tláhuac,Viviendas existentes,Urbano,31,20692377.0
011,09,2016,Ciudad de México,Tláhuac,Mejoramientos,Urbano,106,3563168.0
011,09,2016,Ciudad de México,Tláhuac,Otros programas,Urbano,8,5628888.0
012,09,2016,Ciudad de México,Tlalpan,Viviendas nuevas,Urbano,753,1111518562.0
012,09,2016,Ciudad de México,Tlalpan,Viviendas existentes,Urbano,140,242781634.0
012,09,2016,Ciudad de México,Tlalpan,Mejoramientos,Urbano,129,12262439.0
012,09,2016,Ciudad de México,Tlalpan,Otros programas,Urbano,117,210250051.0
013,09,2016,Ciudad de México,Xochimilco,Viviendas nuevas,Urbano,122,202880456.0
013,09,2016,Ciudad de México,Xochimilco,Viviendas existentes,Urbano,38,55211787.0
013,09,2016,Ciudad de México,Xochimilco,Mejoramientos,Urbano,95,8185181.0
013,09,2016,Ciudad de México,Xochimilco,Otros programas,Urbano,31,45979573.0
014,09,2016,Ciudad de México,Benito Juárez,Viviendas nuevas,Urbano,2181,1613708615.0
014,09,2016,Ciudad de México,Benito Juárez,Viviendas existentes,Urbano,290,365105355.0
014,09,2016,Ciudad de México,Benito Juárez,Mejoramientos,Urbano,74,33317530.0
014,09,2016,Ciudad de México,Benito Juárez,Otros programas,Urbano,390,601058790.0
015,09,2016,Ciudad de México,Cuauhtémoc,Viviendas nuevas,Urbano,1083,1393164043.0
015,09,2016,Ciudad de México,Cuauhtémoc,Viviendas existentes,Urbano,175,232474859.0
015,09,2016,Ciudad de México,Cuauhtémoc,Mejoramientos,Urbano,95,10281086.0
015,09,2016,Ciudad de México,Cuauhtémoc,Otros programas,Urbano,209,262946625.0
016,09,2016,Ciudad de México,Miguel Hidalgo,Viviendas nuevas,Urbano,1312,1549893321.0
016,09,2016,Ciudad de México,Miguel Hidalgo,Viviendas existentes,Urbano,193,339448567.0
016,09,2016,Ciudad de México,Miguel Hidalgo,Mejoramientos,Urbano,100,51700128.0
016,09,2016,Ciudad de México,Miguel Hidalgo,Otros programas,Urbano,248,474930004.0
017,09,2016,Ciudad de México,Venustiano Carranza,Viviendas nuevas,Urbano,537,558540736.0
017,09,2016,Ciudad de México,Venustiano Carranza,Viviendas existentes,Urbano,87,78128612.0
017,09,2016,Ciudad de México,Venustiano Carranza,Mejoramientos,Urbano,108,3648126.0
017,09,2016,Ciudad de México,Venustiano Carranza,Otros programas,Urbano,48,44895212.0
001,10,2016,Durango,Canatlán,Viviendas existentes,Rural,1,296869.0
001,10,2016,Durango,Canatlán,Mejoramientos,Rural,1,23077.0
001,10,2016,Durango,Canatlán,Otros programas,Rural,2,845268.0
004,10,2016,Durango,Cuencamé,Mejoramientos,Rural,15,412287.0
004,10,2016,Durango,Cuencamé,Otros programas,Rural,0,400000.0
005,10,2016,Durango,Durango,Viviendas nuevas,Urbano,535,480467093.0
005,10,2016,Durango,Durango,Viviendas existentes,Urbano,128,106769985.0
005,10,2016,Durango,Durango,Mejoramientos,Urbano,561,30379945.0
005,10,2016,Durango,Durango,Otros programas,Urbano,102,125683457.0
006,10,2016,Durango,General Simón Bolívar,Mejoramientos,Rural,3,52135.0
007,10,2016,Durango,Gómez Palacio,Viviendas nuevas,Urbano,114,86859025.0
007,10,2016,Durango,Gómez Palacio,Viviendas existentes,Urbano,61,16940500.0
007,10,2016,Durango,Gómez Palacio,Mejoramientos,Urbano,422,12084373.0
007,10,2016,Durango,Gómez Palacio,Otros programas,Urbano,21,14840916.0
008,10,2016,Durango,Guadalupe Victoria,Viviendas nuevas,Urbano,4,6282650.0
008,10,2016,Durango,Guadalupe Victoria,Viviendas existentes,Urbano,1,525673.0
008,10,2016,Durango,Guadalupe Victoria,Mejoramientos,Urbano,4,317077.0
011,10,2016,Durango,Indé,Otros programas,Rural,2,286616.0
012,10,2016,Durango,Lerdo,Viviendas nuevas,Urbano,85,64549917.0
012,10,2016,Durango,Lerdo,Viviendas existentes,Urbano,21,7414852.0
012,10,2016,Durango,Lerdo,Mejoramientos,Urbano,155,3315305.0
012,10,2016,Durango,Lerdo,Otros programas,Urbano,8,12424892.0
013,10,2016,Durango,Mapimí,Viviendas nuevas,Semiurbano,1,2000000.0
013,10,2016,Durango,Mapimí,Viviendas existentes,Semiurbano,1,273111.0
013,10,2016,Durango,Mapimí,Mejoramientos,Semiurbano,34,736247.0
014,10,2016,Durango,Mezquital,Viviendas existentes,Rural,2,516638.0
014,10,2016,Durango,Mezquital,Mejoramientos,Rural,1,21760.0
015,10,2016,Durango,Nazas,Mejoramientos,Rural,3,57573.0
016,10,2016,Durango,Nombre de Dios,Viviendas nuevas,Rural,1,100000.0
016,10,2016,Durango,Nombre de Dios,Mejoramientos,Rural,9,301122.0
016,10,2016,Durango,Nombre de Dios,Otros programas,Rural,2,1360983.0
017,10,2016,Durango,Ocampo,Viviendas existentes,Rural,1,450000.0
018,10,2016,Durango,El Oro,Viviendas nuevas,Semiurbano,1,362071.0
018,10,2016,Durango,El Oro,Viviendas existentes,Semiurbano,2,3683338.0
020,10,2016,Durango,Pánuco de Coronado,Mejoramientos,Rural,3,69585.0
021,10,2016,Durango,Peñón Blanco,Mejoramientos,Semiurbano,1,12896.0
022,10,2016,Durango,Poanas,Viviendas nuevas,Rural,1,2079208.0
022,10,2016,Durango,Poanas,Mejoramientos,Rural,2,33455.0
023,10,2016,Durango,Pueblo Nuevo,Viviendas nuevas,Urbano,1,1111000.0
023,10,2016,Durango,Pueblo Nuevo,Mejoramientos,Urbano,3,73259.0
023,10,2016,Durango,Pueblo Nuevo,Otros programas,Urbano,1,494813.0
026,10,2016,Durango,San Dimas,Mejoramientos,Rural,1,14278.0
028,10,2016,Durango,San Juan del Río,Viviendas nuevas,Rural,1,656500.0
028,10,2016,Durango,San Juan del Río,Viviendas existentes,Rural,1,2000000.0
028,10,2016,Durango,San Juan del Río,Mejoramientos,Rural,2,27577.0
032,10,2016,Durango,Santiago Papasquiaro,Viviendas nuevas,Urbano,2,796250.0
